Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
		0.27%	0.22%	0.52%	0.39%	0.35%	0.26%	0.66%	0.37%	0.11%	0.32%	0.15%	0.49%	0.29%	0.48%	0.35%	0.36%	0.14%	0.50%	0.30%	0.10%	0.22%	0.19%	0.10%	0.10%	0.0%	0.11%	0.35%	0.11%	0.21%	0.08%	0.08%	0.62%	0.18%	0.12%	0.09%	0.40%	0.08%	0.42%	0.34%	0.08%	0.58%	0.32%	0.29%	0.0%	0.38%	0.32%	0.0%	0.18%	0.41%	0.24%	0.0%	0.53%					
24	"7. ""Новый курс - Автомобильная Россия"""	398	5	11	14	6	10	15	12	7	4	13	14	9	5	10	6	3	3	12	13	9	6	4	10	11	5	8	8	10	9	10	11	10	6	6	4	13	9	11	4	3	10	3	6	7	10	2	4	6	9	1	1					
		0.86%	0.56%	0.96%	1.38%	0.53%	1.33%	1.25%	1.12%	0.77%	0.64%	0.97%	1.15%	1.34%	0.60%	1.18%	1.08%	0.44%	0.50%	1.20%	1.33%	0.99%	0.59%	0.40%	1.00%	1.11%	0.57%	0.70%	0.91%	1.09%	0.75%	0.87%	0.85%	0.90%	0.73%	0.57%	0.40%	1.04%	0.75%	0.94%	0.35%	0.35%	0.80%	0.88%	0.92%	0.88%	0.80%	3.38%	0.72%	0.62%	1.10%	0.87%	0.53%					
25	"8. ""Народно-республиканская партия России"""	92	2	2	2	1	1	1	1	1	2	4	4	0	1	5	1	2	1	0	2	0	5	0	2	2	1	1	2	2	3	1	1	3	4	1	4	1	2	1	3	0	1	4	2	4	3	0	0	2	3	0	1					
		0.19%	0.22%	0.17%	0.19%	0.08%	0.13%	0.08%	0.09%	0.11%	0.32%	0.30%	0.32%	0.0%	0.12%	0.59%	0.18%	0.29%	0.16%	0.0%	0.20%	0.0%	0.49%	0.0%	0.20%	0.20%	0.11%	0.08%	0.22%	0.21%	0.25%	0.08%	0.07%	0.27%	0.48%	0.09%	0.40%	0.08%	0.16%	0.08%	0.26%	0.0%	0.08%	1.18%	0.30%	0.50%	0.24%	0.0%	0.0%	0.20%	0.36%	0.0%	0.53%					
26	"9. ""Российская экологическая партия ""Зеленые"""	380	8	7	13	9	6	9	14	3	6	42	7	2	8	5	3	7	1	11	9	6	7	7	8	5	8	3	10	7	10	8	8	9	5	7	6	7	8	10	4	9	10	3	3	6	16	2	4	5	6	2	1					
		0.82%	0.90%	0.61%	1.28%	0.80%	0.80%	0.75%	1.31%	0.33%	0.96%	3.15%	0.57%	0.29%	0.97%	0.59%	0.54%	1.04%	0.16%	1.10%	0.92%	0.66%	0.69%	0.71%	0.80%	0.50%	0.91%	0.26%	1.14%	0.76%	0.83%	0.69%	0.62%	0.81%	0.61%	0.67%	0.60%	0.56%	0.67%	0.86%	0.35%	1.05%	0.80%	0.88%	0.46%	0.76%	1.28%	3.38%	0.72%	0.51%	0.73%	1.75%	0.53%					
27	"10. ""Аграрная партия России"""	1239	17	30	34	18	16	32	24	24	36	59	34	13	24	34	17	12	13	29	39	26	32	27	24	22	26	37	20	22	33	37	10	34	14	24	27	39	28	42	34	15	31	12	22	4	22	4	8	27	20	2	9					
		2.68%	1.92%	2.63%	3.35%	1.60%	2.13%	2.67%	2.25%	2.64%	5.77%	4.43%	2.80%	1.94%	2.92%	4.01%	3.07%	1.78%	2.20%	2.91%	4.00%	2.86%	3.17%	2.74%	2.40%	2.22%	2.97%	3.26%	2.29%	2.39%	2.76%	3.23%	0.77%	3.07%	1.71%	2.30%	2.70%	3.12%	2.36%	3.62%	3.05%	1.75%	2.5%	3.55%	3.38%	0.50%	1.76%	6.77%	1.45%	2.80%	2.44%	1.75%	4.78%					
28	"11. ""Истинные патриоты России"""	82	1	2	2	3	2	3	2	1	0	2	4	2	1	1	1	0	2	1	0	0	1	1	4	0	1	2	1	2	1	1	4	3	1	2	2	4	3	0	2	0	0	1	0	5	1	0	0	9	0	1	0					
		0.17%	0.11%	0.17%	0.19%	0.26%	0.26%	0.25%	0.18%	0.11%	0.0%	0.15%	0.32%	0.29%	0.12%	0.11%	0.18%	0.0%	0.33%	0.10%	0.0%	0.0%	0.09%	0.10%	0.40%	0.0%	0.11%	0.17%	0.11%	0.21%	0.08%	0.08%	0.31%	0.27%	0.12%	0.19%	0.20%	0.32%	0.25%	0.0%	0.17%	0.0%	0.0%	0.29%	0.0%	0.63%	0.08%	0.0%	0.0%	0.93%	0.0%	0.87%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	518	9	10	20	15	7	16	9	12	10	20	16	7	7	7	10	1	7	15	14	10	8	10	6	8	6	9	12	13	19	9	19	10	10	15	10	9	8	19	9	4	11	4	6	6	14	0	4	22	10	2	4					
		1.12%	1.01%	0.87%	1.97%	1.33%	0.93%	1.33%	0.84%	1.32%	1.60%	1.50%	1.31%	1.04%	0.85%	0.82%	1.81%	0.14%	1.18%	1.50%	1.43%	1.10%	0.79%	1.01%	0.60%	0.81%	0.68%	0.79%	1.37%	1.41%	1.59%	0.78%	1.47%	0.90%	1.22%	1.43%	1.00%	0.72%	0.67%	1.64%	0.80%	0.46%	0.88%	1.18%	0.92%	0.76%	1.12%	0.0%	0.72%	2.28%	1.22%	1.75%	2.12%					
30	"13. ""Демократическая партия России"""	185	5	4	4	3	1	6	3	3	6	9	10	2	0	5	1	4	4	3	2	1	3	4	6	6	3	3	4	9	3	2	6	4	2	2	5	6	7	1	3	6	3	1	2	5	3	0	1	3	4	0	2					
		0.40%	0.56%	0.35%	0.39%	0.26%	0.13%	0.50%	0.28%	0.33%	0.96%	0.67%	0.82%	0.29%	0.0%	0.59%	0.18%	0.59%	0.67%	0.30%	0.20%	0.11%	0.29%	0.40%	0.60%	0.60%	0.34%	0.26%	0.45%	0.98%	0.25%	0.17%	0.46%	0.36%	0.24%	0.19%	0.50%	0.48%	0.59%	0.08%	0.26%	0.70%	0.24%	0.29%	0.30%	0.63%	0.24%	0.0%	0.18%	0.31%	0.48%	0.0%	1.06%					
31	"14. ""Великая Россия - Евразийский Союз"""	84	1	2	1	1	1	5	0	1	1	3	1	1	1	0	1	0	1	3	0	1	0	2	1	6	1	0	1	5	0	2	4	3	0	0	1	3	0	3	2	0	3	0	1	9	5	0	0	2	4	0	1					
		0.18%	0.11%	0.17%	0.09%	0.08%	0.13%	0.41%	0.0%	0.11%	0.16%	0.22%	0.08%	0.14%	0.12%	0.0%	0.18%	0.0%	0.16%	0.30%	0.0%	0.11%	0.0%	0.20%	0.10%	0.60%	0.11%	0.0%	0.11%	0.54%	0.0%	0.17%	0.31%	0.27%	0.0%	0.0%	0.10%	0.24%	0.0%	0.25%	0.17%	0.0%	0.24%	0.0%	0.15%	1.14%	0.40%	0.0%	0.0%	0.20%	0.48%	0.0%	0.53%					
32	"15. ""Партия СЛОН"""	84	0	6	3	2	2	1	3	2	0	3	3	1	1	0	1	1	0	5	1	1	2	1	1	2	0	2	3	2	2	2	1	2	0	1	2	1	2	1	3	1	1	0	1	6	2	0	0	3	4	0	0					
		0.18%	0.0%	0.52%	0.29%	0.17%	0.26%	0.08%	0.28%	0.22%	0.0%	0.22%	0.24%	0.14%	0.12%	0.0%	0.18%	0.14%	0.0%	0.50%	0.10%	0.11%	0.19%	0.10%	0.10%	0.20%	0.0%	0.17%	0.34%	0.21%	0.16%	0.17%	0.07%	0.18%	0.0%	0.09%	0.20%	0.08%	0.16%	0.08%	0.26%	0.11%	0.08%	0.0%	0.15%	0.76%	0.16%	0.0%	0.0%	0.31%	0.48%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4549	79	106	95	151	87	138	104	136	35	112	138	53	131	66	47	37	30	108	104	94	112	108	102	113	80	105	96	78	132	116	113	89	44	92	86	114	121	156	150	105	89	21	34	9	143	2	54	107	117	5	5					
		9.86%	8.92%	9.29%	9.38%	13.48%	11.61%	11.54%	9.76%	14.96%	5.61%	8.42%	11.36%	7.92%	15.97%	7.80%	8.51%	5.51%	5.08%	10.86%	10.67%	10.36%	11.10%	10.96%	10.24%	11.44%	9.15%	9.26%	11.02%	8.50%	11.07%	10.14%	8.80%	8.05%	5.37%	8.82%	8.61%	9.13%	10.21%	13.47%	13.48%	12.26%	7.17%	6.21%	5.23%	1.14%	11.45%	3.38%	9.80%	11.12%	14.32%	4.38%	2.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	92	1	1	0	3	1	2	1	0	1	1	3	2	1	1	1	2	1	1	1	0	3	3	1	1	4	3	2	3	3	0	6	1	3	1	2	3	3	2	0	2	3	1	0	9	2	0	0	4	3	0	0					
		0.19%	0.11%	0.08%	0.0%	0.26%	0.13%	0.16%	0.09%	0.0%	0.16%	0.07%	0.24%	0.29%	0.12%	0.11%	0.18%	0.29%	0.16%	0.10%	0.10%	0.0%	0.29%	0.30%	0.10%	0.10%	0.45%	0.26%	0.22%	0.32%	0.25%	0.0%	0.46%	0.09%	0.36%	0.09%	0.20%	0.24%	0.25%	0.17%	0.0%	0.23%	0.24%	0.29%	0.0%	1.14%	0.16%	0.0%	0.0%	0.41%	0.36%	0.0%	0.0%					
35	"18. ""ЛДПР"""	6624	101	161	98	172	88	136	146	128	73	152	166	108	99	138	105	130	108	148	162	141	132	154	140	128	127	154	118	130	150	171	183	156	119	134	161	168	165	154	160	113	143	61	114	241	170	4	125	136	103	18	32					
		14.35%	11.41%	14.12%	9.68%	15.35%	11.74%	11.38%	13.70%	14.08%	11.71%	11.42%	13.67%	16.14%	12.07%	16.31%	19.02%	19.37%	18.30%	14.88%	16.63%	15.54%	13.08%	15.63%	14.05%	12.96%	14.53%	13.59%	13.54%	14.17%	12.58%	14.96%	14.25%	14.11%	14.54%	12.85%	16.13%	13.46%	13.92%	13.29%	14.38%	13.20%	11.53%	18.04%	17.53%	30.62%	13.62%	6.77%	22.68%	14.13%	12.60%	15.78%	17.02%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1005	30	25	17	22	15	18	14	19	15	32	32	18	20	22	9	19	13	15	27	24	24	16	17	22	11	24	20	20	21	36	35	23	21	24	28	41	26	15	25	9	27	8	11	5	32	2	15	15	22	2	2					
		2.17%	3.38%	2.19%	1.67%	1.96%	2.00%	1.50%	1.31%	2.09%	2.40%	2.40%	2.63%	2.69%	2.43%	2.60%	1.63%	2.83%	2.20%	1.50%	2.77%	2.64%	2.37%	1.62%	1.70%	2.22%	1.25%	2.11%	2.29%	2.18%	1.76%	3.14%	2.72%	2.08%	2.56%	2.30%	2.80%	3.28%	2.19%	1.29%	2.24%	1.05%	2.17%	2.36%	1.69%	0.63%	2.56%	3.38%	2.72%	1.55%	2.69%	1.75%	1.06%					
37	"20. ""Политическая партия ""Единая Россия"""	14572	284	372	374	336	225	371	347	247	219	413	323	230	244	274	166	210	186	316	289	276	303	333	315	319	312	402	268	277	386	365	408	342	314	345	304	456	375	369	297	263	418	105	247	154	386	24	170	289	234	33	57					
		31.58%	32.09%	32.63%	36.95%	29.99%	30.04%	31.04%	32.58%	27.17%	35.15%	31.05%	26.60%	34.37%	29.75%	32.38%	30.07%	31.29%	31.52%	31.79%	29.67%	30.42%	30.02%	33.80%	31.62%	32.32%	35.69%	35.48%	30.76%	30.20%	32.38%	31.93%	31.77%	30.95%	38.38%	33.10%	30.46%	36.53%	31.64%	31.86%	26.70%	30.72%	33.70%	31.06%	38.0%	19.56%	30.92%	40.67%	30.85%	30.04%	28.64%	28.94%	30.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	79	1	2	0	0	1	0	0	1	0	1	2	1	1	2	2	0	2	0	0	1	3	2	2	1	3	3	3	4	2	2	1	3	4	1	2	2	4	3	4	0	2	0	1	4	0	0	1	1	4	0	0					
		0.17%	0.11%	0.17%	0.0%	0.0%	0.13%	0.0%	0.0%	0.11%	0.0%	0.07%	0.16%	0.14%	0.12%	0.23%	0.36%	0.0%	0.33%	0.0%	0.0%	0.11%	0.29%	0.20%	0.20%	0.10%	0.34%	0.26%	0.34%	0.43%	0.16%	0.17%	0.07%	0.27%	0.48%	0.09%	0.20%	0.16%	0.33%	0.25%	0.35%	0.0%	0.16%	0.0%	0.15%	0.50%	0.0%	0.0%	0.18%	0.10%	0.48%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	169	1	6	6	4	3	8	5	5	2	7	7	3	1	8	4	2	1	2	2	4	6	2	1	1	2	3	0	0	9	2	10	5	3	4	2	6	4	4	2	3	2	1	0	1	4	0	6	0	4	0	1					
		0.36%	0.11%	0.52%	0.59%	0.35%	0.40%	0.66%	0.46%	0.55%	0.32%	0.52%	0.57%	0.44%	0.12%	0.94%	0.72%	0.29%	0.16%	0.20%	0.20%	0.44%	0.59%	0.20%	0.10%	0.10%	0.22%	0.26%	0.0%	0.0%	0.75%	0.17%	0.77%	0.45%	0.36%	0.38%	0.20%	0.48%	0.33%	0.34%	0.17%	0.35%	0.16%	0.29%	0.0%	0.12%	0.32%	0.0%	1.08%	0.0%	0.48%	0.0%	0.53%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4411	85	90	100	121	72	120	82	89	47	125	139	56	72	73	62	60	49	74	104	114	104	96	87	86	78	103	86	107	116	122	139	119	86	114	102	118	125	108	115	100	136	29	32	16	100	8	55	89	78	8	15					
		9.56%	9.60%	7.89%	9.88%	10.80%	9.61%	10.04%	7.69%	9.79%	7.54%	9.39%	11.44%	8.37%	8.78%	8.62%	11.23%	8.94%	8.30%	7.44%	10.67%	12.56%	10.30%	9.74%	8.73%	8.71%	8.92%	9.09%	9.87%	11.66%	9.73%	10.67%	10.82%	10.76%	10.51%	10.94%	10.22%	9.45%	10.54%	9.32%	10.34%	11.68%	10.96%	8.57%	4.92%	2.03%	8.01%	13.55%	9.98%	9.25%	9.54%	7.01%	7.97%					
																																																										
41	Против всех	3194	74	68	56	51	45	73	90	62	78	91	95	61	55	59	29	56	56	69	62	40	55	55	58	54	76	77	51	60	75	86	71	72	48	66	80	81	78	69	71	76	85	29	59	101	93	4	27	68	62	17	20					
		6.92%	8.36%	5.96%	5.53%	4.55%	6.00%	6.10%	8.45%	6.82%	12.52%	6.84%	7.82%	9.11%	6.70%	6.97%	5.25%	8.34%	9.49%	6.94%	6.36%	4.41%	5.45%	5.58%	5.82%	5.47%	8.69%	6.79%	5.85%	6.54%	6.29%	7.52%	5.52%	6.51%	5.86%	6.33%	8.01%	6.49%	6.58%	5.95%	6.38%	8.87%	6.85%	8.57%	9.07%	12.83%	7.45%	6.77%	4.90%	7.06%	7.58%	14.91%	10.63%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
