Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Малмыжская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	541	22	12	7	12	7	3	5	11	30	33	15	6	10	7	14	7	27	13	8	6	26	4	25	8	15	16	12	11	26	25	21	23	21	26	27									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	238	22	0	7	7	6	3	2	0	10	18	3	6	10	7	4	4	3	5	2	6	10	1	6	5	8	2	12	11	7	11	10	13	4	5	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	2	2	1	1	3	2	1	0	2	0	0	2	2	2	3	0	1	2	1	1	10	1	4	1	3	2	4	0	2	0	5	3	2	6	2									
14	Число погашенных неиспользованных открепительных удостоверений	303	0	12	0	5	1	0	3	11	20	15	12	0	0	0	10	3	24	8	6	0	16	3	19	3	7	14	0	0	19	14	11	10	17	21	19									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	1	1	4	1	0	0	1	0	6	2	5	0	1	1	0	0	2	0	0	0	4	1	3	0	0	0	0	2	2	3	7	8	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	84	2	4	1	2	0	0	0	3	2	4	2	0	2	2	5	2	0	3	3	1	5	2	4	1	2	3	1	8	1	3	2	4	7	1	2									
		0.77%	0.42%	1.42%	0.58%	0.83%	0.00%	0.00%	0.00%	1.16%	0.39%	0.69%	0.87%	0.00%	0.79%	1.19%	1.47%	1.09%	0.00%	1.03%	1.88%	0.75%	0.89%	2.00%	0.68%	0.57%	0.59%	0.86%	0.33%	3.07%	0.21%	0.78%	0.61%	0.89%	1.75%	0.21%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	451	20	14	13	11	6	4	0	10	20	26	12	1	4	4	16	16	16	9	4	8	17	2	33	4	25	29	8	8	16	22	11	13	20	15	14									
		4.12%	4.19%	4.98%	7.56%	4.56%	3.73%	5.06%	0.00%	3.88%	3.89%	4.48%	5.24%	0.82%	1.58%	2.38%	4.71%	8.70%	2.99%	3.08%	2.50%	5.97%	3.04%	2.00%	5.63%	2.29%	7.35%	8.36%	2.67%	3.07%	3.33%	5.73%	3.34%	2.90%	4.99%	3.11%	3.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	234	10	2	3	1	0	0	4	6	9	13	3	6	4	9	11	4	8	11	2	4	10	3	9	0	12	5	6	4	17	5	4	6	20	11	12									
		2.14%	2.10%	0.71%	1.74%	0.41%	0.00%	0.00%	3.45%	2.33%	1.75%	2.24%	1.31%	4.92%	1.58%	5.36%	3.24%	2.17%	1.50%	3.77%	1.25%	2.99%	1.79%	3.00%	1.54%	0.00%	3.53%	1.44%	2.00%	1.53%	3.53%	1.30%	1.22%	1.34%	4.99%	2.28%	2.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4983	230	112	59	116	88	30	73	142	260	289	92	72	89	53	185	87	315	135	106	68	277	55	245	85	135	151	175	129	191	163	115	146	138	209	168									
		45.55%	48.22%	39.86%	34.30%	48.13%	54.66%	37.97%	62.93%	55.04%	50.58%	49.83%	40.17%	59.02%	35.18%	31.55%	54.41%	47.28%	58.88%	46.23%	66.25%	50.75%	49.46%	55.00%	41.81%	48.57%	39.71%	43.52%	58.33%	49.43%	39.71%	42.45%	34.95%	32.52%	34.41%	43.36%	37.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	0	0	0	1	0	0	0	2	3	2	0	1	2	1	0	0	2	3	0	0	3	0	4	1	1	1	1	2	1	1	1	0	1	1	2									
		0.34%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.78%	0.58%	0.34%	0.00%	0.82%	0.79%	0.60%	0.00%	0.00%	0.37%	1.03%	0.00%	0.00%	0.54%	0.00%	0.68%	0.57%	0.29%	0.29%	0.33%	0.77%	0.21%	0.26%	0.30%	0.00%	0.25%	0.21%	0.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	0	0	0	0	0	0	0	1	1	3	0	2	0	0	1	1	0	1	0	0	0	1	0	4	2	1	0	2	2	4	1	3	0	0									
		0.28%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.17%	1.31%	0.00%	0.79%	0.00%	0.00%	0.54%	0.19%	0.00%	0.63%	0.00%	0.00%	0.00%	0.17%	0.00%	1.18%	0.58%	0.33%	0.00%	0.42%	0.52%	1.22%	0.22%	0.75%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2192	103	68	53	39	31	16	17	39	77	75	45	18	90	51	39	28	64	61	26	17	143	25	129	18	48	49	56	67	125	93	82	114	87	97	102									
		20.04%	21.59%	24.20%	30.81%	16.18%	19.25%	20.25%	14.66%	15.12%	14.98%	12.93%	19.65%	14.75%	35.57%	30.36%	11.47%	15.22%	11.96%	20.89%	16.25%	12.69%	25.54%	25.00%	22.01%	10.29%	14.12%	14.12%	18.67%	25.67%	25.99%	24.22%	24.92%	25.39%	21.70%	20.12%	22.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	0	1	2	2	1	2	4	2									
		0.24%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.34%	0.63%	0.00%	0.00%	0.00%	0.00%	0.57%	0.29%	0.00%	0.00%	0.00%	0.21%	0.52%	0.61%	0.22%	0.50%	0.83%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	4	3	0	0	1	0	0	1	6	3	2	0	0	1	0	0	1	3	1	0	1	1	3	0	2	0	2	0	5	4	3	4	1	5	2									
		0.54%	0.84%	1.07%	0.00%	0.00%	0.62%	0.00%	0.00%	0.39%	1.17%	0.52%	0.87%	0.00%	0.00%	0.60%	0.00%	0.00%	0.19%	1.03%	0.63%	0.00%	0.18%	1.00%	0.51%	0.00%	0.59%	0.00%	0.67%	0.00%	1.04%	1.04%	0.91%	0.89%	0.25%	1.04%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	1	1	0	0	0	2	1	1	0	0	1	0	0	2	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.34%	0.00%	0.75%	0.18%	0.00%	0.00%	0.00%	0.59%	0.29%	0.33%	0.00%	0.00%	0.26%	0.00%	0.00%	0.50%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	5	0	2	0	2	2	0	1	4	5	0	1	1	1	1	1	1	3	0	0	1	0	2	2	4	1	3	2	7	5	7	5	3	4	3									
		0.72%	1.05%	0.00%	1.16%	0.00%	1.24%	2.53%	0.00%	0.39%	0.78%	0.86%	0.00%	0.82%	0.40%	0.60%	0.29%	0.54%	0.19%	1.03%	0.00%	0.00%	0.18%	0.00%	0.34%	1.14%	1.18%	0.29%	1.00%	0.77%	1.46%	1.30%	2.13%	1.11%	0.75%	0.83%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1880	85	60	32	58	22	24	14	43	85	102	39	10	46	41	58	36	105	41	9	22	65	11	117	53	78	77	36	31	70	61	50	91	70	83	55									
		17.18%	17.82%	21.35%	18.60%	24.07%	13.66%	30.38%	12.07%	16.67%	16.54%	17.59%	17.03%	8.20%	18.18%	24.40%	17.06%	19.57%	19.63%	14.04%	5.63%	16.42%	11.61%	11.00%	19.97%	30.29%	22.94%	22.19%	12.00%	11.88%	14.55%	15.89%	15.20%	20.27%	17.46%	17.22%	12.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	0	0	0	0	0	1	2	1	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0	1	0	0	1	0	0	1	3	2	1									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.39%	0.17%	0.44%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.51%	0.00%	0.00%	0.29%	0.00%	0.00%	0.21%	0.00%	0.00%	0.22%	0.75%	0.41%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	661	16	10	5	8	8	3	8	10	29	48	26	11	7	3	12	8	13	15	7	11	29	1	31	9	19	14	6	10	37	18	26	51	38	39	75									
		6.04%	3.35%	3.56%	2.91%	3.32%	4.97%	3.80%	6.90%	3.88%	5.64%	8.28%	11.35%	9.02%	2.77%	1.79%	3.53%	4.35%	2.43%	5.14%	4.38%	8.21%	5.18%	1.00%	5.29%	5.14%	5.59%	4.03%	2.00%	3.83%	7.69%	4.69%	7.90%	11.36%	9.48%	8.09%	16.70%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
