Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Kлепиковская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489									
		0.26%	0.10%	0.11%	0.15%	0.16%	0.15%	0.15%	0.56%	0.0%	0.19%	0.12%	0.66%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.72%	0.12%	0.0%	0.0%	0.74%	0.38%	0.69%	0.64%	0.86%	0.77%	0.0%	0.0%	1.11%	2.83%	0.0%	0.0%	0.0%	0.37%	1.58%	0.0%	0.0%	0.42%	0.0%									
35	"18. ""ЛДПР"""	1702	121	137	71	64	67	103	98	125	77	148	9	12	12	12	15	22	57	25	60	17	18	6	72	30	28	30	50	5	8	30	9	21	4	8	44	8	9	20	22	28									
		12.44%	12.16%	16.21%	11.00%	10.86%	10.45%	15.94%	13.90%	18.74%	14.75%	17.98%	6.0%	14.81%	5.63%	7.64%	7.81%	8.27%	12.36%	9.05%	7.55%	10.11%	11.84%	4.47%	13.84%	20.97%	9.09%	12.98%	19.37%	6.32%	8.60%	11.11%	8.49%	10.04%	3.57%	9.75%	16.35%	12.69%	13.84%	8.16%	9.36%	10.60%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	247	16	15	19	10	7	11	14	11	14	12	1	1	2	1	3	1	13	6	12	5	3	2	8	2	8	6	1	4	3	6	6	2	3	4	4	4	0	1	3	3									
		1.80%	1.60%	1.77%	2.94%	1.69%	1.09%	1.70%	1.98%	1.64%	2.68%	1.45%	0.66%	1.23%	0.93%	0.63%	1.56%	0.37%	2.81%	2.17%	1.51%	2.97%	1.97%	1.49%	1.53%	1.39%	2.59%	2.59%	0.38%	5.06%	3.22%	2.22%	5.66%	0.95%	2.67%	4.87%	1.48%	6.34%	0.0%	0.40%	1.27%	1.13%									
37	"20. ""Политическая партия ""Единая Россия"""	3399	239	187	122	121	198	178	205	170	132	162	31	21	28	41	51	82	94	61	212	52	39	54	152	28	45	47	46	15	41	69	18	68	36	26	92	18	21	60	58	79									
		24.85%	24.02%	22.13%	18.91%	20.54%	30.88%	27.55%	29.07%	25.48%	25.28%	19.68%	20.66%	25.92%	13.14%	26.11%	26.56%	30.82%	20.39%	22.10%	26.70%	30.95%	25.65%	40.29%	29.23%	19.58%	14.61%	20.34%	17.82%	18.98%	44.08%	25.55%	16.98%	32.53%	32.14%	31.70%	34.20%	28.57%	32.30%	24.48%	24.68%	29.92%									
38	"21. ""Российская Конституционно-демократическая партия"""	30	1	0	2	0	0	2	0	2	0	0	1	0	1	2	2	1	1	1	1	0	0	1	1	0	2	1	0	1	1	1	0	0	0	1	1	0	0	1	2	0									
		0.21%	0.10%	0.0%	0.31%	0.0%	0.0%	0.30%	0.0%	0.29%	0.0%	0.0%	0.66%	0.0%	0.46%	1.27%	1.04%	0.37%	0.21%	0.36%	0.12%	0.0%	0.0%	0.74%	0.19%	0.0%	0.64%	0.43%	0.0%	1.26%	1.07%	0.37%	0.0%	0.0%	0.0%	1.21%	0.37%	0.0%	0.0%	0.40%	0.85%	0.0%									
39	"22. ""Развитие предпринимательства"""	58	1	0	1	5	4	7	5	4	5	4	0	1	2	0	1	0	2	0	2	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2	3	1	2									
		0.42%	0.10%	0.0%	0.15%	0.84%	0.62%	1.08%	0.70%	0.59%	0.95%	0.48%	0.0%	1.23%	0.93%	0.0%	0.52%	0.0%	0.43%	0.0%	0.25%	0.0%	0.65%	0.74%	0.0%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	3.07%	1.22%	0.42%	0.75%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2195	117	156	138	130	94	92	82	109	84	187	40	13	33	25	23	28	62	47	139	28	44	9	49	11	63	27	34	10	6	59	13	36	18	5	32	9	5	30	34	74									
		16.05%	11.75%	18.46%	21.39%	22.07%	14.66%	14.24%	11.63%	16.34%	16.09%	22.72%	26.66%	16.04%	15.49%	15.92%	11.97%	10.52%	13.44%	17.02%	17.50%	16.66%	28.94%	6.71%	9.42%	7.69%	20.45%	11.68%	13.17%	12.65%	6.45%	21.85%	12.26%	17.22%	16.07%	6.09%	11.89%	14.28%	7.69%	12.24%	14.46%	28.03%									
																																																			
41	Против всех	759	78	46	31	33	26	28	38	28	40	69	5	7	17	2	8	10	40	3	57	6	3	0	39	10	12	9	26	4	1	6	3	7	7	2	12	3	3	17	12	11									
		5.55%	7.83%	5.44%	4.80%	5.60%	4.05%	4.33%	5.39%	4.19%	7.66%	8.38%	3.33%	8.64%	7.98%	1.27%	4.16%	3.75%	8.67%	1.08%	7.17%	3.57%	1.97%	0.0%	7.5%	6.99%	3.89%	3.89%	10.07%	5.06%	1.07%	2.22%	2.83%	3.34%	6.24%	2.43%	4.46%	4.76%	4.61%	6.93%	5.10%	4.16%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
