Выборы Президента Российской Федерации																																																																															
																																																																															
Наименование Избирательной комиссии:    Белгородская районная																																																																															
																																																																															
Итоги голосования 																																																																															
																																																																															
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267					
11	Число полученных открепительных  удостоверений	1494	30	25	30	20	110	15	15	15	15	15	15	10	10	5	5	25	35	5	15	5	5	50	50	5	5	5	5	10	5	25	10	15	10	10	40	5	15	5	10	5	5	5	20	30	50	50	40	50	25	65	64	60	15	15	20	10	15	10	5	15	15	5	50	15	15	20	15	30	15	15	15	5					
12	Число выданных открепительных удостоверений	542	13	8	17	2	39	5	3	2	2	4	3	1	1	0	1	17	18	4	0	0	0	24	23	0	5	1	0	3	3	11	10	6	3	0	23	0	9	1	0	0	0	1	5	15	16	34	7	6	4	31	16	18	7	6	6	0	4	2	0	8	11	5	18	4	12	7	3	11	9	5	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	414	8	1	5	0	35	4	2	3	11	3	10	3	0	1	4	6	8	3	9	6	5	8	3	5	3	3	8	7	2	4	15	4	3	5	9	3	31	1	2	5	3	6	9	13	9	9	2	2	2	2	4	3	7	5	1	4	2	9	3	5	2	2	1	5	7	2	6	23	2	4	8	4					
14	Число неиспользованных открепительных удостоверений	952	17	17	13	18	71	10	12	13	13	11	12	9	9	5	4	8	17	1	15	5	5	26	27	5	0	4	5	7	2	14	0	9	7	10	17	5	6	4	10	5	5	4	15	15	34	16	33	44	21	34	48	42	8	9	14	10	11	8	5	7	4	0	32	11	3	13	12	19	6	10	10	1					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	. Глазьев Сергей Юрьевич	3038	109	58	62	9	83	30	44	45	75	59	55	5	1	6	9	61	62	26	30	8	4	114	112	11	15	1	21	57	12	51	52	23	43	6	86	6	42	10	6	6	3	8	104	95	90	127	68	35	8	100	117	84	45	44	5	8	79	16	6	13	27	9	42	28	45	48	14	106	46	80	19	4					
		5.51%	10.36%	8.87%	9.86%	1.70%	6.89%	5.61%	5.67%	4.71%	6.33%	4.76%	2.94%	2.58%	0.43%	2.56%	2.27%	8.16%	6.62%	7.83%	6.40%	5.30%	1.98%	7.41%	6.93%	5.58%	2.13%	1.02%	4.51%	5.37%	2.24%	4.89%	5.77%	3.99%	5.51%	2.08%	5.84%	1.06%	4.17%	3.29%	3.43%	2.51%	2.78%	4.52%	9.45%	5.58%	4.25%	5.87%	4.90%	4.07%	1.70%	5.21%	7.71%	6.72%	7.05%	8.51%	1.55%	5.16%	7.47%	3.71%	5.45%	3.02%	3.64%	5.17%	4.51%	5.48%	4.29%	7.77%	2.99%	8.87%	4.10%	7.55%	3.63%	2.03%					
19	. Малышкин Олег Александрович	1227	20	15	11	22	17	7	20	24	22	29	41	8	2	8	6	22	20	12	6	2	7	31	33	1	11	5	4	19	6	33	14	11	17	4	40	9	38	3	5	5	1	0	15	51	32	63	22	22	9	28	18	29	22	12	7	8	27	14	3	10	18	2	31	21	18	16	6	42	12	38	19	1					
		2.23%	1.90%	2.29%	1.75%	4.17%	1.41%	1.31%	2.58%	2.51%	1.86%	2.34%	2.19%	4.12%	0.85%	3.42%	1.51%	2.94%	2.14%	3.61%	1.28%	1.32%	3.47%	2.01%	2.04%	0.51%	1.56%	5.10%	0.86%	1.79%	1.12%	3.16%	1.55%	1.91%	2.18%	1.39%	2.72%	1.59%	3.78%	0.99%	2.86%	2.09%	0.93%	0.00%	1.36%	2.99%	1.51%	2.91%	1.58%	2.56%	1.91%	1.46%	1.19%	2.32%	3.45%	2.32%	2.17%	5.16%	2.55%	3.25%	2.73%	2.33%	2.43%	1.15%	3.33%	4.11%	1.72%	2.59%	1.28%	3.51%	1.07%	3.58%	3.63%	0.51%					
20	. Миронов Сергей Михайлович	534	8	4	4	2	4	2	5	6	10	11	6	3	0	1	2	9	7	1	10	0	1	9	8	2	3	0	3	16	4	6	4	3	1	0	9	2	4	3	2	0	1	4	10	74	10	60	32	9	1	12	11	23	6	7	1	0	9	12	1	3	10	0	8	4	7	7	1	16	9	8	1	2					
		0.97%	0.76%	0.61%	0.64%	0.38%	0.33%	0.37%	0.64%	0.63%	0.84%	0.89%	0.32%	1.55%	0.00%	0.43%	0.50%	1.20%	0.75%	0.30%	2.13%	0.00%	0.50%	0.58%	0.50%	1.02%	0.43%	0.00%	0.64%	1.51%	0.75%	0.58%	0.44%	0.52%	0.13%	0.00%	0.61%	0.35%	0.40%	0.99%	1.14%	0.00%	0.93%	2.26%	0.91%	4.34%	0.47%	2.77%	2.30%	1.05%	0.21%	0.62%	0.72%	1.84%	0.94%	1.35%	0.31%	0.00%	0.85%	2.78%	0.91%	0.70%	1.35%	0.00%	0.86%	0.78%	0.67%	1.13%	0.21%	1.34%	0.80%	0.75%	0.19%	1.02%					
21	. Путин Владимир Владимирович	33802	635	347	384	239	768	359	441	557	722	709	1377	130	160	145	256	420	551	214	247	117	106	904	983	125	554	78	244	544	295	673	511	292	427	123	874	448	684	245	107	136	87	118	672	957	1498	1221	805	531	339	1285	1000	748	363	297	249	113	620	241	78	306	464	123	547	333	661	349	261	613	735	562	358	137					
		61.32%	60.36%	53.06%	61.05%	45.27%	63.79%	67.10%	56.83%	58.26%	60.98%	57.22%	73.56%	67.01%	68.09%	61.97%	64.48%	56.15%	58.87%	64.46%	52.67%	77.48%	52.48%	58.74%	60.87%	63.45%	78.69%	79.59%	52.36%	51.22%	55.14%	64.53%	56.71%	50.61%	54.74%	42.71%	59.38%	79.29%	67.99%	80.59%	61.14%	56.90%	80.56%	66.67%	61.04%	56.16%	70.79%	56.42%	57.96%	61.82%	72.13%	66.93%	65.88%	59.84%	56.90%	57.45%	77.33%	72.90%	58.60%	55.92%	70.91%	71.16%	62.53%	70.69%	58.69%	65.17%	63.07%	56.47%	55.65%	51.30%	65.57%	53.02%	68.32%	69.54%					
22	. Хакамада Ирина Муцуовна	1794	45	29	23	15	58	24	15	27	38	46	38	6	0	6	11	31	28	2	13	2	3	72	73	6	5	4	17	41	8	28	25	19	19	9	60	13	21	6	7	3	0	1	21	49	64	108	115	40	7	49	50	39	20	10	4	3	27	10	5	11	27	3	28	12	32	16	12	42	36	40	14	3					
		3.25%	4.28%	4.43%	3.66%	2.84%	4.82%	4.49%	1.93%	2.82%	3.21%	3.71%	2.03%	3.09%	0.00%	2.56%	2.77%	4.14%	2.99%	0.60%	2.77%	1.32%	1.49%	4.68%	4.52%	3.05%	0.71%	4.08%	3.65%	3.86%	1.50%	2.68%	2.77%	3.29%	2.44%	3.12%	4.08%	2.30%	2.09%	1.97%	4.00%	1.26%	0.00%	0.56%	1.91%	2.88%	3.02%	4.99%	8.28%	4.66%	1.49%	2.55%	3.29%	3.12%	3.13%	1.93%	1.24%	1.94%	2.55%	2.32%	4.55%	2.56%	3.64%	1.72%	3.00%	2.35%	3.05%	2.59%	2.56%	3.51%	3.21%	3.77%	2.67%	1.52%					
23	. Харитонов Николай Михайлович	11335	176	161	102	212	176	92	202	254	270	310	249	30	65	53	93	165	223	70	137	18	76	295	305	35	99	7	152	328	185	189	244	193	242	135	291	73	149	30	40	72	8	44	200	295	308	385	262	159	70	328	221	220	149	109	41	19	237	114	16	59	156	33	201	73	195	151	149	293	234	271	94	43					
		20.56%	16.73%	24.62%	16.22%	40.15%	14.62%	17.20%	26.03%	26.57%	22.80%	25.02%	13.30%	15.46%	27.66%	22.65%	23.43%	22.06%	23.82%	21.08%	29.21%	11.92%	37.62%	19.17%	18.89%	17.77%	14.06%	7.14%	32.62%	30.89%	34.58%	18.12%	27.08%	33.45%	31.03%	46.88%	19.77%	12.92%	14.81%	9.87%	22.86%	30.13%	7.41%	24.86%	18.17%	17.31%	14.56%	17.79%	18.86%	18.51%	14.89%	17.08%	14.56%	17.60%	23.35%	21.08%	12.73%	12.26%	22.40%	26.45%	14.55%	13.72%	21.02%	18.97%	21.57%	14.29%	18.61%	24.43%	31.77%	24.52%	20.87%	25.57%	17.94%	21.83%					
																																																																															
24	Против всех	2777	57	29	40	15	98	16	39	34	44	64	94	10	6	12	16	39	40	7	22	2	4	91	87	17	11	3	8	36	17	55	41	28	23	3	101	10	56	5	5	10	2	1	67	168	99	156	70	55	30	104	91	98	23	27	11	3	51	20	1	19	32	4	59	30	48	16	19	67	45	49	10	7					
		5.04%	5.42%	4.43%	6.36%	2.84%	8.14%	2.99%	5.03%	3.56%	3.72%	5.17%	5.02%	5.15%	2.55%	5.13%	4.03%	5.21%	4.27%	2.11%	4.69%	1.32%	1.98%	5.91%	5.39%	8.63%	1.56%	3.06%	1.72%	3.39%	3.18%	5.27%	4.55%	4.85%	2.95%	1.04%	6.86%	1.77%	5.57%	1.64%	2.86%	4.18%	1.85%	0.56%	6.09%	9.86%	4.68%	7.21%	5.04%	6.40%	6.38%	5.42%	5.99%	7.84%	3.61%	5.22%	3.42%	1.94%	4.82%	4.64%	0.91%	4.42%	4.31%	2.30%	6.33%	5.87%	4.58%	2.59%	4.05%	5.61%	4.01%	4.62%	1.91%	3.55%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
