7	Число избирательных бюллетеней в переносных ящиках для голосования	7688	65	120	14	97	102	36	56	70	130	54	41	30	68	134	199	79	65	51	58	97	65	33	107	85	102	95	13	41	46	134	232	183	89	93	121	102	45	70	32	129	18	155	71	118	117	123	69	71	113	150	89	114	132	232	68	93	82	34	77	80	28	96	97	32	44	58	25	43	130	135	141	167	78	142	112	50	48	46	92	78	50	94	22	56	29	31	54	31	95	36	89	18	22	30									
8	Число бюллетеней в стационарных ящиках для голосования	72031	656	618	123	776	651	321	236	759	701	208	242	221	290	679	674	341	586	315	166	1321	1339	993	1272	719	492	720	89	827	856	351	912	293	780	265	1574	698	1035	453	1063	392	1148	606	216	1150	1382	1182	1544	1215	1122	659	561	935	1309	548	1267	1522	1019	1293	1515	431	263	600	984	389	186	232	102	204	559	754	1001	782	667	787	741	1184	1034	1047	1075	601	1030	915	559	954	1129	1065	1218	1211	597	859	824	1020	650	1177									
9	Число недействительных избирательных бюллетеней	820	7	10	1	6	8	2	3	6	9	3	1	3	3	4	22	5	6	2	2	11	20	7	13	3	0	7	0	6	3	0	14	3	9	6	27	14	9	11	28	3	13	10	6	11	24	9	23	13	12	10	7	13	7	7	13	11	7	4	12	9	5	4	11	1	0	1	0	0	8	13	15	2	2	15	17	21	11	15	10	7	8	10	10	10	14	16	16	13	10	4	7	9	4	13									
10	Число действительных избирательных бюллетеней	78899	714	728	136	867	745	355	289	823	822	259	282	248	355	809	851	415	645	364	222	1407	1384	1019	1366	801	594	808	102	862	899	485	1130	473	860	352	1668	786	1071	512	1067	518	1153	751	281	1257	1475	1296	1590	1273	1223	799	643	1036	1434	773	1322	1604	1094	1323	1580	502	286	692	1070	420	230	289	127	247	681	876	1127	947	743	914	836	1213	1071	1078	1157	672	1072	999	571	1000	1144	1080	1256	1229	682	891	906	1029	668	1194									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																									
13	Бабурин Сергей Николаевич	498	9	7	2	3	4	4	2	1	6	0	1	0	3	2	8	4	5	1	2	16	10	15	7	3	2	3	1	3	8	3	1	1	5	1	6	7	10	4	6	5	8	5	0	7	5	5	7	9	12	1	10	3	7	4	6	10	11	14	7	2	1	6	3	1	1	2	0	1	3	2	3	4	7	8	4	12	1	7	13	8	4	6	3	11	15	7	10	7	5	6	3	12	2	6									
		0.62%	1.25%	0.95%	1.46%	0.34%	0.53%	1.12%	0.68%	0.12%	0.72%	0.00%	0.35%	0.00%	0.84%	0.25%	0.92%	0.95%	0.77%	0.27%	0.89%	1.13%	0.71%	1.46%	0.51%	0.37%	0.34%	0.37%	0.98%	0.35%	0.89%	0.62%	0.09%	0.21%	0.58%	0.28%	0.35%	0.88%	0.93%	0.76%	0.55%	0.96%	0.69%	0.66%	0.00%	0.55%	0.33%	0.38%	0.43%	0.70%	0.97%	0.12%	1.54%	0.29%	0.49%	0.51%	0.45%	0.62%	0.99%	1.06%	0.44%	0.39%	0.34%	0.86%	0.28%	0.24%	0.43%	0.69%	0.00%	0.40%	0.44%	0.22%	0.26%	0.42%	0.94%	0.86%	0.47%	0.97%	0.09%	0.64%	1.11%	1.18%	0.37%	0.59%	0.52%	1.09%	1.30%	0.64%	0.79%	0.56%	0.72%	0.67%	0.33%	1.16%	0.30%	0.50%									
14	Грудинин Павел Николаевич	8154	61	71	7	85	69	19	36	49	69	11	12	4	20	63	77	33	68	30	14	157	193	104	142	95	40	45	4	73	63	38	88	22	77	62	204	84	152	57	144	48	138	52	20	117	190	137	194	140	172	78	74	99	115	95	125	154	170	196	205	46	18	30	88	12	17	15	5	10	72	75	116	94	53	97	101	128	109	117	143	72	117	128	53	113	123	125	155	147	73	129	88	100	80	144									
		10.23%	8.46%	9.62%	5.11%	9.74%	9.16%	5.32%	12.33%	5.91%	8.30%	4.20%	4.24%	1.59%	5.59%	7.75%	8.82%	7.86%	10.45%	8.20%	6.25%	11.07%	13.75%	10.14%	10.30%	11.82%	6.73%	5.52%	3.92%	8.41%	6.98%	7.84%	7.69%	4.62%	8.86%	17.32%	12.04%	10.50%	14.07%	10.90%	13.15%	9.21%	11.84%	6.83%	6.97%	9.23%	12.68%	10.50%	12.03%	10.89%	13.93%	9.64%	11.38%	9.44%	7.98%	12.18%	9.36%	9.54%	15.44%	14.77%	12.88%	9.00%	6.19%	4.31%	8.14%	2.85%	7.39%	5.17%	3.94%	4.05%	10.45%	8.44%	10.16%	9.91%	7.11%	10.44%	11.84%	10.37%	10.07%	10.70%	12.25%	10.60%	10.83%	12.69%	9.12%	11.19%	10.62%	11.41%	12.19%	11.84%	10.55%	14.41%	9.64%	9.63%	11.90%	11.93%									
15	Жириновский Владимир Вольфович	4956	33	51	16	67	55	33	21	67	51	18	29	21	29	57	47	42	58	24	14	83	86	59	63	23	30	44	9	51	54	39	72	27	74	20	104	48	74	48	78	27	68	89	16	48	78	90	94	75	95	64	49	57	79	41	53	86	56	62	74	30	13	33	56	18	11	20	1	7	54	51	54	47	34	87	59	93	70	61	81	44	72	61	60	80	83	81	76	77	45	49	66	40	41	81									
		6.22%	4.58%	6.91%	11.68%	7.67%	7.30%	9.24%	7.19%	8.08%	6.14%	6.87%	10.25%	8.37%	8.10%	7.01%	5.38%	10.00%	8.91%	6.56%	6.25%	5.85%	6.13%	5.75%	4.57%	2.86%	5.05%	5.40%	8.82%	5.88%	5.99%	8.04%	6.29%	5.67%	8.52%	5.59%	6.14%	6.00%	6.85%	9.18%	7.12%	5.18%	5.83%	11.70%	5.57%	3.79%	5.20%	6.90%	5.83%	5.83%	7.69%	7.91%	7.54%	5.43%	5.48%	5.26%	3.97%	5.33%	5.09%	4.67%	4.65%	5.87%	4.47%	4.74%	5.18%	4.28%	4.78%	6.90%	0.79%	2.83%	7.84%	5.74%	4.73%	4.95%	4.56%	9.36%	6.92%	7.54%	6.47%	5.58%	6.94%	6.48%	6.67%	6.05%	10.33%	7.92%	7.17%	7.39%	5.97%	6.20%	6.50%	5.47%	7.23%	3.85%	6.10%	6.71%									
16	Путин Владимир Владимирович	62899	586	586	109	683	595	284	218	687	668	224	217	217	298	669	701	328	491	300	189	1106	1035	810	1109	658	511	709	84	712	747	398	952	411	683	257	1289	619	802	382	794	430	902	582	240	1045	1153	1034	1234	1019	910	625	493	850	1196	616	1099	1309	820	997	1246	412	250	611	902	382	199	250	120	225	531	728	904	780	623	703	650	947	863	872	884	529	843	781	443	747	888	829	967	956	525	655	712	824	525	921									
		78.90%	81.28%	79.40%	79.56%	78.24%	79.02%	79.55%	74.66%	82.87%	80.39%	85.50%	76.68%	86.45%	83.24%	82.29%	80.30%	78.10%	75.42%	81.97%	84.38%	77.99%	73.72%	78.95%	80.42%	81.84%	86.03%	86.99%	82.35%	82.03%	82.82%	82.06%	83.22%	86.34%	78.60%	71.79%	76.05%	77.38%	74.26%	73.04%	72.51%	82.53%	77.36%	76.48%	83.62%	82.41%	76.92%	79.23%	76.50%	79.24%	73.68%	77.26%	75.85%	81.03%	82.99%	78.97%	82.32%	81.05%	74.48%	75.13%	78.27%	80.63%	85.91%	87.79%	83.44%	90.74%	86.52%	86.21%	94.49%	91.09%	77.07%	81.89%	79.16%	82.19%	83.62%	75.67%	76.20%	76.74%	79.76%	79.78%	75.75%	77.91%	78.06%	77.40%	76.25%	73.96%	76.68%	75.64%	76.02%	76.97%	75.87%	73.18%	77.98%	79.38%	78.13%	76.30%									
17	Собчак Ксения Анатольевна	858	10	8	2	11	7	6	2	8	15	2	0	4	3	8	3	1	5	6	1	15	18	14	18	10	6	4	2	7	9	4	7	3	7	3	24	9	14	12	20	2	14	9	3	17	17	8	16	13	10	12	7	8	10	5	15	23	13	16	20	4	2	4	7	3	2	0	0	1	7	6	13	5	9	4	5	10	12	8	14	6	12	5	4	18	15	13	21	18	14	20	7	28	6	9									
		1.08%	1.39%	1.08%	1.46%	1.26%	0.93%	1.68%	0.68%	0.97%	1.81%	0.76%	0.00%	1.59%	0.84%	0.98%	0.34%	0.24%	0.77%	1.64%	0.45%	1.06%	1.28%	1.36%	1.31%	1.24%	1.01%	0.49%	1.96%	0.81%	0.99%	0.82%	0.61%	0.63%	0.81%	0.84%	1.42%	1.13%	1.30%	2.29%	1.83%	0.38%	1.20%	1.18%	1.05%	1.34%	1.13%	0.61%	0.99%	1.01%	0.81%	1.48%	1.08%	0.76%	0.69%	0.64%	1.12%	1.42%	1.18%	1.21%	1.26%	0.78%	0.69%	0.57%	0.65%	0.71%	0.87%	0.00%	0.00%	0.40%	1.02%	0.67%	1.14%	0.53%	1.21%	0.43%	0.59%	0.81%	1.11%	0.73%	1.20%	0.88%	1.11%	0.50%	0.69%	1.78%	1.30%	1.19%	1.65%	1.45%	2.02%	2.23%	0.77%	2.70%	0.89%	0.75%									
18	Сурайкин Максим Александрович	534	6	1	0	5	4	4	5	1	5	3	2	1	0	6	5	3	4	1	2	8	10	5	7	3	1	2	0	4	6	1	4	6	7	5	8	12	9	1	8	3	7	7	0	9	9	10	12	6	14	6	5	9	13	5	8	7	8	13	4	3	1	1	6	3	0	1	0	1	6	6	6	6	4	8	11	11	4	5	6	5	6	10	5	13	7	5	13	9	8	6	10	10	5	13									
		0.67%	0.83%	0.14%	0.00%	0.57%	0.53%	1.12%	1.71%	0.12%	0.60%	1.15%	0.71%	0.40%	0.00%	0.74%	0.57%	0.71%	0.61%	0.27%	0.89%	0.56%	0.71%	0.49%	0.51%	0.37%	0.17%	0.25%	0.00%	0.46%	0.67%	0.21%	0.35%	1.26%	0.81%	1.40%	0.47%	1.50%	0.83%	0.19%	0.73%	0.58%	0.60%	0.92%	0.00%	0.71%	0.60%	0.77%	0.74%	0.47%	1.13%	0.74%	0.77%	0.86%	0.90%	0.64%	0.60%	0.43%	0.73%	0.98%	0.25%	0.59%	0.34%	0.14%	0.56%	0.71%	0.00%	0.34%	0.00%	0.40%	0.87%	0.67%	0.53%	0.63%	0.54%	0.86%	1.29%	0.89%	0.37%	0.46%	0.51%	0.74%	0.56%	0.99%	0.86%	1.29%	0.60%	0.46%	1.02%	0.72%	1.16%	0.67%	1.10%	0.96%	0.74%	1.08%									
19	Титов Борис Юрьевич	543	2	2	0	8	7	2	4	7	5	0	0	1	2	2	6	4	6	0	0	10	15	7	14	6	2	0	1	7	11	2	5	2	3	4	19	3	4	5	6	3	12	5	0	5	17	7	17	7	5	6	3	6	7	5	10	4	8	7	12	0	1	1	3	1	0	1	1	2	3	4	8	8	9	4	4	8	8	5	9	5	10	7	1	13	7	14	8	7	7	16	13	9	5	11									
		0.68%	0.28%	0.27%	0.00%	0.92%	0.93%	0.56%	1.37%	0.84%	0.60%	0.00%	0.00%	0.40%	0.56%	0.25%	0.69%	0.95%	0.92%	0.00%	0.00%	0.71%	1.07%	0.68%	1.02%	0.75%	0.34%	0.00%	0.98%	0.81%	1.22%	0.41%	0.44%	0.42%	0.35%	1.12%	1.12%	0.38%	0.37%	0.96%	0.55%	0.58%	1.03%	0.66%	0.00%	0.39%	1.13%	0.54%	1.05%	0.54%	0.40%	0.74%	0.46%	0.57%	0.49%	0.64%	0.75%	0.25%	0.73%	0.53%	0.75%	0.00%	0.34%	0.14%	0.28%	0.24%	0.00%	0.34%	0.79%	0.81%	0.44%	0.45%	0.70%	0.84%	1.21%	0.43%	0.47%	0.65%	0.74%	0.46%	0.77%	0.74%	0.93%	0.69%	0.17%	1.29%	0.60%	1.28%	0.63%	0.56%	1.01%	1.79%	1.42%	0.87%	0.74%	0.91%									
20	Явлинский Григорий Алексеевич	457	7	2	0	5	4	3	1	3	3	1	21	0	0	2	4	0	8	2	0	12	17	5	6	3	2	1	1	5	1	0	1	1	4	0	14	4	6	3	11	0	4	2	2	9	6	5	16	4	5	7	2	4	7	2	6	11	8	18	12	5	0	6	5	0	0	0	0	0	5	4	23	3	4	3	2	4	4	3	7	3	8	1	2	5	6	6	6	8	5	10	7	6	4	9									
		0.57%	0.97%	0.27%	0.00%	0.57%	0.53%	0.84%	0.34%	0.36%	0.36%	0.38%	7.42%	0.00%	0.00%	0.25%	0.46%	0.00%	1.23%	0.55%	0.00%	0.85%	1.21%	0.49%	0.44%	0.37%	0.34%	0.12%	0.98%	0.58%	0.11%	0.00%	0.09%	0.21%	0.46%	0.00%	0.83%	0.50%	0.56%	0.57%	1.00%	0.00%	0.34%	0.26%	0.70%	0.71%	0.40%	0.38%	0.99%	0.31%	0.40%	0.87%	0.31%	0.38%	0.49%	0.26%	0.45%	0.68%	0.73%	1.36%	0.75%	0.98%	0.00%	0.86%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.45%	2.01%	0.32%	0.54%	0.32%	0.23%	0.32%	0.37%	0.27%	0.60%	0.44%	0.74%	0.10%	0.34%	0.50%	0.52%	0.55%	0.47%	0.64%	0.72%	1.12%	0.77%	0.58%	0.60%	0.75%									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
																																																																																																									
