Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Баксанская городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
		0.19%	0.47%	0.0%	0.0%	0.33%	0.24%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	7	4	0	0	2	1	0	0	0	0	0	0					
		0.02%	0.17%	0.0%	0.0%	0.07%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	2	0	0	0	0	0	1	0	0	0	0					
		0.01%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.03%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	11	0	0	5	3	0	4	0	0	0	0					
		0.09%	0.47%	0.0%	0.0%	0.18%	0.12%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	2	0	0	0	1	0	2	0	0	0	0					
		0.02%	0.08%	0.0%	0.0%	0.0%	0.04%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	2	0	0	0	0	0	5	0	0	0	0					
		0.02%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	245	23	0	14	11	10	152	22	5	0	8	0					
		0.98%	0.99%	0.0%	0.69%	0.40%	0.40%	10.89%	0.85%	0.19%	0.0%	0.31%	0.0%					
28	"11. ""Истинные патриоты России"""	34	1	0	0	4	13	0	11	0	5	0	0					
		0.13%	0.04%	0.0%	0.0%	0.14%	0.52%	0.0%	0.42%	0.0%	0.42%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	21	8	0	0	3	6	0	4	0	0	0	0					
		0.08%	0.34%	0.0%	0.0%	0.11%	0.24%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	7	2	0	0	4	0	0	1	0	0	0	0					
		0.02%	0.08%	0.0%	0.0%	0.14%	0.0%	0.0%	0.03%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	2	0	0	3	1	0	3	0	0	0	0					
		0.03%	0.08%	0.0%	0.0%	0.11%	0.04%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	1	0	0	2	0	0	3	0	0	0	0					
		0.02%	0.04%	0.0%	0.0%	0.07%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	170	13	3	31	12	34	0	28	10	4	0	35					
		0.68%	0.56%	0.13%	1.53%	0.44%	1.37%	0.0%	1.08%	0.38%	0.34%	0.0%	1.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	9	1	0	0	1	2	0	5	0	0	0	0					
		0.03%	0.04%	0.0%	0.0%	0.03%	0.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	139	70	2	0	18	12	0	37	0	0	0	0					
		0.56%	3.03%	0.08%	0.0%	0.66%	0.48%	0.0%	1.43%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	70	29	0	5	14	7	0	15	0	0	0	0					
		0.28%	1.25%	0.0%	0.24%	0.51%	0.28%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	22829	1960	2192	1877	2541	2229	1198	2156	2538	1129	2431	2578					
		92.20%	85.06%	98.16%	93.10%	93.21%	90.24%	85.87%	83.72%	96.87%	96.99%	94.77%	95.83%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	6	0	0	4	1	0	5	0	0	0	0					
		0.06%	0.26%	0.0%	0.0%	0.14%	0.04%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	7	0	0	2	0	0	3	0	0	0	0					
		0.04%	0.30%	0.0%	0.0%	0.07%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	649	97	34	58	46	89	44	131	27	21	56	46					
		2.62%	4.21%	1.52%	2.87%	1.68%	3.60%	3.15%	5.08%	1.03%	1.80%	2.18%	1.71%					
																		
41	Против всех	65	8	0	8	2	26	0	21	0	0	0	0					
		0.26%	0.34%	0.0%	0.39%	0.07%	1.05%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
