Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Томпонская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2005	139	160	224	300	155	60	39	97	108	32	6	236	126	217	39	24	43									
		47.43%	47.93%	44.32%	48.38%	46.15%	42.58%	56.60%	62.90%	43.89%	48.43%	50.79%	46.15%	65.92%	36.42%	43.06%	57.35%	33.80%	67.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	1	4	6	4	0	0	1	0	1	0	0	4	4	0	0	1									
		0.64%	0.34%	0.28%	0.86%	0.92%	1.10%	0.00%	0.00%	0.45%	0.00%	1.59%	0.00%	0.00%	1.16%	0.79%	0.00%	0.00%	1.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	4	0	3	1	0	0	0	0	0	1	3	3	0	0	0									
		0.38%	0.34%	0.00%	0.86%	0.00%	0.82%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.87%	0.60%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	573	71	61	68	140	91	5	1	7	59	14	2	24	3	16	2	3	6									
		13.56%	24.48%	16.90%	14.69%	21.54%	25.00%	4.72%	1.61%	3.17%	26.46%	22.22%	15.38%	6.70%	0.87%	3.17%	2.94%	4.23%	9.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	3	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0									
		0.21%	0.00%	0.83%	0.65%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.59%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	3	5	3	4	2	0	1	1	3	0	0	1	0	2	0	1	0									
		0.62%	1.03%	1.39%	0.65%	0.62%	0.55%	0.00%	1.61%	0.45%	1.35%	0.00%	0.00%	0.28%	0.00%	0.40%	0.00%	1.41%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0									
		0.14%	0.34%	0.00%	0.22%	0.15%	0.27%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	0	1	2	9	3	0	0	0	4	0	0	3	2	4	0	0	0									
		0.66%	0.00%	0.28%	0.43%	1.38%	0.82%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.84%	0.58%	0.79%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	608	32	54	64	85	50	9	5	44	26	5	0	35	89	94	2	10	4									
		14.38%	11.03%	14.96%	13.82%	13.08%	13.74%	8.49%	8.06%	19.91%	11.66%	7.94%	0.00%	9.78%	25.72%	18.65%	2.94%	14.08%	6.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	3	0	3	2	0	1	0	0	0	0	0	2	1	0	2	0									
		0.35%	0.34%	0.83%	0.00%	0.46%	0.55%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.20%	0.00%	2.82%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	537	25	44	52	51	16	22	6	48	7	3	1	30	81	101	17	27	6									
		12.70%	8.62%	12.19%	11.23%	7.85%	4.40%	20.75%	9.68%	21.72%	3.14%	4.76%	7.69%	8.38%	23.41%	20.04%	25.00%	38.03%	9.38%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
