Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Мегионская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562									
		13.62%	14.39%	14.29%	13.44%	18.00%	13.92%	15.96%	15.75%	14.24%	13.50%	12.89%	13.74%	7.95%	14.21%	13.04%	13.15%	12.35%	13.50%	13.23%	12.38%	14.04%	11.99%	11.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	1	6	4	6	7	4	3	3	4	4	1	2	4	9	7	3	4	1	2	0	5	4									
		0.66%	0.14%	1.01%	0.60%	0.84%	1.00%	0.73%	0.50%	0.45%	0.59%	0.56%	0.16%	0.35%	0.74%	1.38%	0.99%	0.52%	0.67%	0.39%	0.63%	0.00%	0.82%	0.89%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1076	51	44	70	69	69	49	42	72	64	64	56	35	39	49	59	49	64	16	12	25	47	31									
		8.46%	7.12%	7.39%	10.57%	9.70%	9.90%	8.99%	6.97%	10.91%	9.50%	8.96%	8.95%	6.18%	7.20%	7.52%	8.35%	8.52%	10.67%	6.23%	3.81%	10.64%	7.72%	6.87%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
