Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																															
Дата голосования: 07.12.2003 0:00:00																																																																															
																																																																															
"Наименование Избирательной комиссии:    Челябинск, Курчатовская"																																																																															
																																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																															
																																																																															
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	7196	109	98	93	50	80	95	100	82	65	53	84	94	130	72	67	112	95	118	117	82	109	92	132	131	124	135	110	119	99	117	119	90	90	119	112	113	99	133	158	62	106	52	104	115	111	92	114	81	86	68	90	64	99	115	83	106	109	110	61	234	33	39	163	283	84	107	79	96	97	77	24	55					
		10.24%	13.06%	8.95%	9.58%	7.16%	9.79%	10.39%	8.44%	6.87%	8.51%	7.88%	10.31%	9.80%	11.93%	7.86%	8.39%	13.00%	11.77%	11.87%	13.71%	7.49%	10.82%	7.38%	9.95%	10.47%	9.94%	12.04%	9.28%	10.10%	8.74%	11.25%	9.22%	9.40%	8.71%	9.42%	9.84%	11.25%	11.47%	10.49%	16.20%	11.63%	14.66%	9.43%	13.03%	11.77%	10.19%	9.42%	11.15%	8.31%	7.05%	7.18%	9.0%	6.33%	9.64%	11.58%	9.41%	10.51%	9.81%	12.61%	8.48%	28.96%	11.14%	12.62%	11.70%	18.67%	8.64%	10.26%	8.21%	8.30%	10.12%	8.66%	10.71%	3.86%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5481	65	73	65	47	54	86	72	118	70	50	39	88	91	71	53	50	61	72	60	74	91	105	93	87	105	93	85	98	120	84	80	97	97	129	94	87	85	103	80	46	57	35	47	77	81	103	105	87	105	87	105	122	70	83	92	73	89	72	45	45	25	23	86	75	73	73	70	97	66	63	9	23					
		7.80%	7.79%	6.67%	6.70%	6.73%	6.60%	9.40%	6.08%	9.89%	9.17%	7.44%	4.79%	9.17%	8.35%	7.75%	6.64%	5.80%	7.55%	7.24%	7.03%	6.76%	9.03%	8.43%	7.01%	6.95%	8.42%	8.29%	7.17%	8.31%	10.60%	8.07%	6.20%	10.13%	9.39%	10.22%	8.26%	8.66%	9.84%	8.12%	8.20%	8.63%	7.88%	6.35%	5.88%	7.88%	7.43%	10.55%	10.27%	8.93%	8.61%	9.18%	10.5%	12.06%	6.82%	8.35%	10.43%	7.24%	8.01%	8.25%	6.25%	5.56%	8.44%	7.44%	6.17%	4.95%	7.51%	7.00%	7.27%	8.39%	6.88%	7.08%	4.01%	1.61%					
22	"5. ""За Русь Святую"""	264	2	2	3	4	3	3	2	3	3	1	3	4	3	5	9	3	0	3	2	2	4	5	5	3	3	0	8	3	9	4	7	2	4	6	7	3	6	3	0	3	5	0	1	2	5	2	5	10	3	7	5	3	2	3	2	3	3	5	5	4	2	1	7	1	0	4	4	8	9	2	1	5					
		0.37%	0.23%	0.18%	0.30%	0.57%	0.36%	0.32%	0.16%	0.25%	0.39%	0.14%	0.36%	0.41%	0.27%	0.54%	1.12%	0.34%	0.0%	0.30%	0.23%	0.18%	0.39%	0.40%	0.37%	0.23%	0.24%	0.0%	0.67%	0.25%	0.79%	0.38%	0.54%	0.20%	0.38%	0.47%	0.61%	0.29%	0.69%	0.23%	0.0%	0.56%	0.69%	0.0%	0.12%	0.20%	0.45%	0.20%	0.48%	1.02%	0.24%	0.73%	0.5%	0.29%	0.19%	0.30%	0.22%	0.29%	0.27%	0.57%	0.69%	0.49%	0.67%	0.32%	0.50%	0.06%	0.0%	0.38%	0.41%	0.69%	0.93%	0.22%	0.44%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	148	2	3	2	1	0	1	2	1	0	1	2	2	1	3	4	0	0	0	2	4	1	4	3	1	0	2	1	4	1	4	5	0	6	2	0	1	3	5	1	1	0	5	1	1	1	4	4	0	4	1	1	3	1	5	1	2	4	0	2	0	0	0	4	11	1	2	0	2	4	2	0	6					
		0.21%	0.23%	0.27%	0.20%	0.14%	0.0%	0.10%	0.16%	0.08%	0.0%	0.14%	0.24%	0.20%	0.09%	0.32%	0.50%	0.0%	0.0%	0.0%	0.23%	0.36%	0.09%	0.32%	0.22%	0.07%	0.0%	0.17%	0.08%	0.33%	0.08%	0.38%	0.38%	0.0%	0.58%	0.15%	0.0%	0.09%	0.34%	0.39%	0.10%	0.18%	0.0%	0.90%	0.12%	0.10%	0.09%	0.40%	0.39%	0.0%	0.32%	0.10%	0.1%	0.29%	0.09%	0.50%	0.11%	0.19%	0.36%	0.0%	0.27%	0.0%	0.0%	0.0%	0.28%	0.72%	0.10%	0.19%	0.0%	0.17%	0.41%	0.22%	0.0%	0.42%					
24	"7. ""Новый курс - Автомобильная Россия"""	798	5	7	12	8	4	7	12	15	9	13	11	10	8	9	5	9	11	13	9	10	6	9	15	16	12	8	16	8	7	4	22	7	11	9	21	13	7	28	12	9	9	5	7	5	14	14	14	12	11	14	10	18	14	13	9	15	4	16	5	20	4	7	20	22	11	15	13	11	11	13	6	9					
		1.13%	0.59%	0.63%	1.23%	1.14%	0.48%	0.76%	1.01%	1.25%	1.17%	1.93%	1.35%	1.04%	0.73%	0.98%	0.62%	1.04%	1.36%	1.30%	1.05%	0.91%	0.59%	0.72%	1.13%	1.27%	0.96%	0.71%	1.35%	0.67%	0.61%	0.38%	1.70%	0.73%	1.06%	0.71%	1.84%	1.29%	0.81%	2.20%	1.23%	1.68%	1.24%	0.90%	0.87%	0.51%	1.28%	1.43%	1.36%	1.23%	0.90%	1.47%	1.0%	1.78%	1.36%	1.30%	1.02%	1.48%	0.36%	1.83%	0.69%	2.47%	1.35%	2.26%	1.43%	1.45%	1.13%	1.43%	1.35%	0.95%	1.14%	1.46%	2.67%	0.63%					
25	"8. ""Народно-республиканская партия России"""	59	3	3	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	2	2	1	0	1	3	0	0	0	0	1	0	3	0	6	2	0	4	0	0	0	0	1	1	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	3	1	0	1	0	1	0	0					
		0.08%	0.35%	0.27%	0.20%	0.0%	0.0%	0.10%	0.0%	0.0%	0.13%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.19%	0.16%	0.07%	0.0%	0.08%	0.26%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.29%	0.0%	0.52%	0.19%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.12%	0.10%	0.0%	0.10%	0.0%	0.10%	0.16%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.13%	0.30%	0.09%	0.0%	0.08%	0.0%	0.11%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	599	6	16	6	3	10	11	9	8	8	6	7	1	16	11	8	7	5	7	7	2	9	12	15	4	13	11	13	12	7	4	9	10	6	13	8	7	13	12	8	3	7	3	4	4	5	4	9	6	12	18	7	9	8	12	12	15	8	14	9	5	2	2	9	2	5	12	8	17	10	10	0	8					
		0.85%	0.71%	1.46%	0.61%	0.42%	1.22%	1.20%	0.76%	0.67%	1.04%	0.89%	0.85%	0.10%	1.46%	1.20%	1.00%	0.81%	0.61%	0.70%	0.82%	0.18%	0.89%	0.96%	1.13%	0.31%	1.04%	0.98%	1.09%	1.01%	0.61%	0.38%	0.69%	1.04%	0.58%	1.03%	0.70%	0.69%	1.50%	0.94%	0.82%	0.56%	0.96%	0.54%	0.50%	0.40%	0.45%	0.40%	0.88%	0.61%	0.98%	1.90%	0.7%	0.89%	0.77%	1.20%	1.36%	1.48%	0.72%	1.60%	1.25%	0.61%	0.67%	0.64%	0.64%	0.13%	0.51%	1.15%	0.83%	1.47%	1.04%	1.12%	0.0%	0.56%					
27	"10. ""Аграрная партия России"""	1170	10	16	13	19	11	25	20	26	12	15	17	16	17	23	20	14	22	18	14	17	26	22	24	14	29	25	32	21	16	11	24	9	15	22	29	11	20	21	21	14	9	7	16	19	14	13	21	11	16	16	9	19	20	14	8	19	12	10	11	7	3	6	16	9	12	23	21	22	14	11	2	9					
		1.66%	1.19%	1.46%	1.34%	2.72%	1.34%	2.73%	1.68%	2.17%	1.57%	2.23%	2.08%	1.66%	1.56%	2.51%	2.50%	1.62%	2.72%	1.81%	1.64%	1.55%	2.58%	1.76%	1.80%	1.11%	2.32%	2.23%	2.70%	1.78%	1.41%	1.05%	1.86%	0.94%	1.45%	1.74%	2.54%	1.09%	2.31%	1.65%	2.15%	2.62%	1.24%	1.27%	2.00%	1.94%	1.28%	1.33%	2.05%	1.12%	1.31%	1.68%	0.9%	1.87%	1.94%	1.40%	0.90%	1.88%	1.08%	1.14%	1.52%	0.86%	1.01%	1.94%	1.14%	0.59%	1.23%	2.20%	2.18%	1.90%	1.46%	1.23%	0.89%	0.63%					
28	"11. ""Истинные патриоты России"""	110	2	2	0	0	1	1	0	5	0	0	2	1	1	3	0	0	3	1	1	1	0	1	0	1	0	2	3	3	0	4	6	2	1	1	1	0	1	0	4	1	0	2	3	4	2	0	2	3	0	0	0	2	1	0	0	4	2	4	0	2	3	0	0	4	1	6	1	2	0	2	1	4					
		0.15%	0.23%	0.18%	0.0%	0.0%	0.12%	0.10%	0.0%	0.41%	0.0%	0.0%	0.24%	0.10%	0.09%	0.32%	0.0%	0.0%	0.37%	0.10%	0.11%	0.09%	0.0%	0.08%	0.0%	0.07%	0.0%	0.17%	0.25%	0.25%	0.0%	0.38%	0.46%	0.20%	0.09%	0.07%	0.08%	0.0%	0.11%	0.0%	0.41%	0.18%	0.0%	0.36%	0.37%	0.40%	0.18%	0.0%	0.19%	0.30%	0.0%	0.0%	0.0%	0.19%	0.09%	0.0%	0.0%	0.39%	0.18%	0.45%	0.0%	0.24%	1.01%	0.0%	0.0%	0.26%	0.10%	0.57%	0.10%	0.17%	0.0%	0.22%	0.44%	0.28%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1811	19	11	21	11	10	24	55	33	25	21	31	25	22	19	23	21	15	36	23	35	32	46	25	33	27	30	29	34	36	42	32	38	23	33	29	13	18	37	20	8	18	9	22	25	34	31	19	25	30	25	34	27	19	23	30	22	36	29	12	23	4	13	28	34	23	26	21	32	26	23	6	17					
		2.57%	2.27%	1.00%	2.16%	1.57%	1.22%	2.62%	4.64%	2.76%	3.27%	3.12%	3.80%	2.60%	2.02%	2.07%	2.88%	2.43%	1.85%	3.62%	2.69%	3.19%	3.17%	3.69%	1.88%	2.63%	2.16%	2.67%	2.44%	2.88%	3.18%	4.03%	2.48%	3.97%	2.22%	2.61%	2.54%	1.29%	2.08%	2.92%	2.05%	1.50%	2.48%	1.63%	2.75%	2.55%	3.12%	3.17%	1.85%	2.56%	2.46%	2.63%	3.4%	2.67%	1.85%	2.31%	3.40%	2.18%	3.24%	3.32%	1.66%	2.84%	1.35%	4.20%	2.01%	2.24%	2.36%	2.49%	2.18%	2.76%	2.71%	2.58%	2.67%	1.19%					
30	"13. ""Демократическая партия России"""	118	0	2	3	0	2	3	2	0	3	1	2	0	0	2	3	0	2	3	2	1	4	3	0	1	3	4	3	0	2	1	2	1	5	2	2	1	1	2	0	0	1	1	1	2	6	1	1	0	3	1	3	0	3	3	0	1	3	0	0	2	0	1	4	2	2	2	0	1	0	1	0	5					
		0.16%	0.0%	0.18%	0.30%	0.0%	0.24%	0.32%	0.16%	0.0%	0.39%	0.14%	0.24%	0.0%	0.0%	0.21%	0.37%	0.0%	0.24%	0.30%	0.23%	0.09%	0.39%	0.24%	0.0%	0.07%	0.24%	0.35%	0.25%	0.0%	0.17%	0.09%	0.15%	0.10%	0.48%	0.15%	0.17%	0.09%	0.11%	0.15%	0.0%	0.0%	0.13%	0.18%	0.12%	0.20%	0.55%	0.10%	0.09%	0.0%	0.24%	0.10%	0.3%	0.0%	0.29%	0.30%	0.0%	0.09%	0.27%	0.0%	0.0%	0.24%	0.0%	0.32%	0.28%	0.13%	0.20%	0.19%	0.0%	0.08%	0.0%	0.11%	0.0%	0.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	98	0	2	1	0	0	2	0	0	0	1	0	0	0	2	1	1	0	2	1	1	0	2	0	1	4	2	4	3	2	3	1	2	3	0	2	3	1	3	1	0	2	0	1	0	3	0	1	5	1	1	3	0	1	1	1	0	0	2	0	1	0	0	7	3	1	4	0	2	2	1	1	3					
		0.13%	0.0%	0.18%	0.10%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.21%	0.12%	0.11%	0.0%	0.20%	0.11%	0.09%	0.0%	0.16%	0.0%	0.07%	0.32%	0.17%	0.33%	0.25%	0.17%	0.28%	0.07%	0.20%	0.29%	0.0%	0.17%	0.29%	0.11%	0.23%	0.10%	0.0%	0.27%	0.0%	0.12%	0.0%	0.27%	0.0%	0.09%	0.51%	0.08%	0.10%	0.3%	0.0%	0.09%	0.10%	0.11%	0.0%	0.0%	0.22%	0.0%	0.12%	0.0%	0.0%	0.50%	0.19%	0.10%	0.38%	0.0%	0.17%	0.20%	0.11%	0.44%	0.21%					
32	"15. ""Партия СЛОН"""	203	0	3	3	3	0	2	4	2	2	1	0	1	3	2	2	2	5	2	2	3	5	7	5	4	2	4	0	5	8	6	1	1	7	2	2	2	2	4	1	1	0	3	3	4	5	3	1	5	1	1	2	6	5	5	3	6	10	3	2	2	0	0	1	2	4	3	1	7	2	2	0	0					
		0.28%	0.0%	0.27%	0.30%	0.42%	0.0%	0.21%	0.33%	0.16%	0.26%	0.14%	0.0%	0.10%	0.27%	0.21%	0.25%	0.23%	0.61%	0.20%	0.23%	0.27%	0.49%	0.56%	0.37%	0.31%	0.16%	0.35%	0.0%	0.42%	0.70%	0.57%	0.07%	0.10%	0.67%	0.15%	0.17%	0.19%	0.23%	0.31%	0.10%	0.18%	0.0%	0.54%	0.37%	0.40%	0.45%	0.30%	0.09%	0.51%	0.08%	0.10%	0.2%	0.59%	0.48%	0.50%	0.34%	0.59%	0.90%	0.34%	0.27%	0.24%	0.0%	0.0%	0.07%	0.13%	0.41%	0.28%	0.10%	0.60%	0.20%	0.22%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6025	70	79	95	61	79	88	94	104	45	63	53	93	87	98	55	79	69	75	74	98	76	117	114	121	101	100	92	94	153	84	106	89	92	115	99	106	79	133	79	56	60	47	76	79	94	86	114	82	124	81	86	111	94	69	64	90	75	47	56	46	25	20	123	141	90	75	96	98	77	90	12	32					
		8.58%	8.39%	7.22%	9.79%	8.73%	9.66%	9.62%	7.93%	8.71%	5.89%	9.37%	6.51%	9.69%	7.98%	10.69%	6.89%	9.17%	8.55%	7.54%	8.67%	8.95%	7.54%	9.39%	8.59%	9.67%	8.09%	8.92%	7.76%	7.97%	13.51%	8.07%	8.21%	9.29%	8.90%	9.11%	8.69%	10.55%	9.15%	10.49%	8.10%	10.50%	8.29%	8.52%	9.52%	8.08%	8.63%	8.81%	11.15%	8.41%	10.17%	8.55%	8.6%	10.97%	9.16%	6.94%	7.25%	8.92%	6.75%	5.38%	7.78%	5.69%	8.44%	6.47%	8.83%	9.30%	9.25%	7.19%	9.97%	8.47%	8.03%	10.12%	5.35%	2.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	79	3	3	1	1	7	0	2	0	0	0	3	0	0	1	1	0	0	1	0	0	0	3	0	2	1	1	1	1	0	6	1	0	0	1	2	0	2	2	0	0	1	0	0	1	2	0	2	0	2	1	0	0	3	3	2	0	2	0	0	0	0	1	2	1	1	1	3	2	0	0	0	3					
		0.11%	0.35%	0.27%	0.10%	0.14%	0.85%	0.0%	0.16%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.10%	0.12%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.24%	0.0%	0.15%	0.08%	0.08%	0.08%	0.08%	0.0%	0.57%	0.07%	0.0%	0.0%	0.07%	0.17%	0.0%	0.23%	0.15%	0.0%	0.0%	0.13%	0.0%	0.0%	0.10%	0.18%	0.0%	0.19%	0.0%	0.16%	0.10%	0.0%	0.0%	0.29%	0.30%	0.22%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.32%	0.14%	0.06%	0.10%	0.09%	0.31%	0.17%	0.0%	0.0%	0.0%	0.21%					
35	"18. ""ЛДПР"""	7922	73	130	129	81	110	79	138	145	115	92	106	86	124	78	111	102	82	96	72	116	90	131	156	134	121	127	162	128	101	128	154	83	111	136	142	103	84	122	111	55	95	64	94	89	137	94	113	96	138	126	115	74	125	122	95	133	133	93	56	111	38	44	177	154	119	110	136	165	116	122	28	166					
