Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Переволоцкая																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418									
14	Число погашенных неиспользованных открепительных удостоверений	64	2	2	0	1	2	1	2	0	0	2	2	0	1	1	0	2	1	0	4	1	3	2	2	1	1	1	3	2	2	0	5	0	0	2	1	7	1	0	3	1	1	0	1	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	3	4	4	2	3	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	61	0	1	2	0	3	1	1	2	0	2	2	0	1	0	0	1	0	0	0	0	1	0	4	0	0	0	4	0	4	0	1	0	0	0	2	2	4	0	4	0	8	5	1	4	1									
		0.71%	0.00%	0.72%	0.90%	0.00%	1.89%	1.22%	1.08%	0.71%	0.00%	0.55%	0.75%	0.00%	2.04%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	1.13%	0.00%	0.00%	0.00%	1.33%	0.00%	8.33%	0.00%	0.25%	0.00%	0.00%	0.00%	1.03%	0.33%	1.88%	0.00%	1.07%	0.00%	1.91%	1.53%	0.27%	0.85%	0.96%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	318	3	5	7	1	12	3	5	7	7	34	12	6	2	1	6	4	3	3	4	2	8	4	10	0	1	0	17	7	1	2	13	5	4	5	1	19	6	10	24	10	8	13	9	10	4									
		3.71%	3.49%	3.62%	3.17%	1.35%	7.55%	3.66%	5.38%	2.50%	2.51%	9.29%	4.48%	3.00%	4.08%	2.56%	2.40%	5.48%	5.45%	3.00%	1.63%	3.51%	3.85%	5.00%	2.83%	0.00%	1.41%	0.00%	5.65%	7.53%	2.08%	3.92%	3.27%	8.33%	3.64%	7.04%	0.52%	3.15%	2.82%	3.94%	6.43%	4.85%	1.91%	3.99%	2.41%	2.12%	3.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	140	1	4	2	3	6	1	2	3	6	1	6	1	1	0	5	2	0	1	4	3	0	4	3	0	0	0	9	0	6	1	6	0	2	2	1	11	4	4	6	3	8	3	5	9	1									
		1.63%	1.16%	2.90%	0.90%	4.05%	3.77%	1.22%	2.15%	1.07%	2.15%	0.27%	2.24%	0.50%	2.04%	0.00%	2.00%	2.74%	0.00%	1.00%	1.63%	5.26%	0.00%	5.00%	0.85%	0.00%	0.00%	0.00%	2.99%	0.00%	12.50%	1.96%	1.51%	0.00%	1.82%	2.82%	0.52%	1.82%	1.88%	1.57%	1.61%	1.46%	1.91%	0.92%	1.34%	1.91%	0.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3921	36	78	115	44	60	39	50	162	123	182	128	110	32	29	122	30	36	45	123	32	113	31	114	27	23	9	118	37	22	32	205	29	60	30	85	350	84	89	144	71	179	118	145	181	49									
		45.72%	41.86%	56.52%	52.04%	59.46%	37.74%	47.56%	53.76%	57.86%	44.09%	49.73%	47.76%	55.00%	65.31%	74.36%	48.80%	41.10%	65.45%	45.00%	50.20%	56.14%	54.33%	38.75%	32.29%	46.55%	32.39%	37.50%	39.20%	39.78%	45.83%	62.75%	51.64%	48.33%	54.55%	42.25%	43.81%	58.04%	39.44%	35.04%	38.61%	34.47%	42.72%	36.20%	38.77%	38.35%	47.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	1	2	1	0	0	0	0	0	2	3	0	0	0	0	3	0	0	0	3	0	0	1	2	0	0	0	1	3	0	0	3	0	2	0	0	3	1	1	0	2	1	3	2	2	0									
		0.49%	1.16%	1.45%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.82%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	1.25%	0.57%	0.00%	0.00%	0.00%	0.33%	3.23%	0.00%	0.00%	0.76%	0.00%	1.82%	0.00%	0.00%	0.50%	0.47%	0.39%	0.00%	0.97%	0.24%	0.92%	0.53%	0.42%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	1	1	1	2	0	2	0	0	0	1	1	3	1									
		0.27%	0.00%	0.00%	0.45%	0.00%	1.26%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.82%	0.00%	0.33%	0.00%	2.08%	0.00%	0.50%	0.00%	0.91%	1.41%	0.52%	0.33%	0.00%	0.79%	0.00%	0.00%	0.00%	0.31%	0.27%	0.64%	0.96%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1972	26	23	65	18	33	30	12	53	66	36	46	32	4	8	47	8	8	36	61	13	35	19	140	22	30	10	67	9	7	10	89	16	18	24	48	95	55	61	84	64	96	96	80	142	30									
		22.99%	30.23%	16.67%	29.41%	24.32%	20.75%	36.59%	12.90%	18.93%	23.66%	9.84%	17.16%	16.00%	8.16%	20.51%	18.80%	10.96%	14.55%	36.00%	24.90%	22.81%	16.83%	23.75%	39.66%	37.93%	42.25%	41.67%	22.26%	9.68%	14.58%	19.61%	22.42%	26.67%	16.36%	33.80%	24.74%	15.75%	25.82%	24.02%	22.52%	31.07%	22.91%	29.45%	21.39%	30.08%	28.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	0	0	0	2	0	0	0	1	3	0	1	0	1	0	1	2	0	1	0	0	3	0	1	0	0	1	0	3	1	0	1	0	0	0	2	2	1	0	2	1	2	0	2	2	0									
		0.42%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.36%	1.08%	0.00%	0.37%	0.00%	2.04%	0.00%	0.40%	2.74%	0.00%	1.00%	0.00%	0.00%	1.44%	0.00%	0.28%	0.00%	0.00%	4.17%	0.00%	3.23%	2.08%	0.00%	0.25%	0.00%	0.00%	0.00%	1.03%	0.33%	0.47%	0.00%	0.54%	0.49%	0.48%	0.00%	0.53%	0.42%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	0	0	0	0	1	2	0	3	0	2	1	1	0	0	7	3	0	1	5	0	0	0	0	0	2	0	3	0	3	0	7	0	9	0	1	3	6	6	6	5	1	3	2	9	1									
		1.08%	0.00%	0.00%	0.00%	0.00%	0.63%	2.44%	0.00%	1.07%	0.00%	0.55%	0.37%	0.50%	0.00%	0.00%	2.80%	4.11%	0.00%	1.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	2.82%	0.00%	0.99%	0.00%	6.25%	0.00%	1.76%	0.00%	8.18%	0.00%	0.52%	0.50%	2.82%	2.36%	1.61%	2.43%	0.24%	0.92%	0.53%	1.91%	0.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.27%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.27%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	0	0	4	0	0	0	1	4	0	0	5	2	0	0	2	0	0	0	2	0	0	2	0	0	0	0	4	1	0	0	2	0	1	0	1	2	0	5	4	0	3	1	2	7	1									
		0.65%	0.00%	0.00%	1.81%	0.00%	0.00%	0.00%	1.08%	1.43%	0.00%	0.00%	1.87%	1.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	1.33%	1.08%	0.00%	0.00%	0.50%	0.00%	0.91%	0.00%	0.52%	0.33%	0.00%	1.97%	1.07%	0.00%	0.72%	0.31%	0.53%	1.48%	0.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1380	14	15	19	5	35	5	14	32	48	90	49	40	6	0	43	15	4	8	22	4	29	9	61	8	10	4	42	20	3	2	48	10	8	6	37	79	37	52	78	39	79	60	103	78	10									
		16.09%	16.28%	10.87%	8.60%	6.76%	22.01%	6.10%	15.05%	11.43%	17.20%	24.59%	18.28%	20.00%	12.24%	0.00%	17.20%	20.55%	7.27%	8.00%	8.98%	7.02%	13.94%	11.25%	17.28%	13.79%	14.08%	16.67%	13.95%	21.51%	6.25%	3.92%	12.09%	16.67%	7.27%	8.45%	19.07%	13.10%	17.37%	20.47%	20.91%	18.93%	18.85%	18.40%	27.54%	16.53%	9.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	0	0	1	0	0	0	0	2	2	0	0	1	0	0	2	1	3	1	4	0	1	1	0	0	0	0	3	3	0	0	3	0	0	0	0	0	1	0	1	3	3	2	1	4	0									
		0.50%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.71%	0.72%	0.00%	0.00%	0.50%	0.00%	0.00%	0.80%	1.37%	5.45%	1.00%	1.63%	0.00%	0.48%	1.25%	0.00%	0.00%	0.00%	0.00%	0.99%	3.23%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.27%	1.46%	0.72%	0.61%	0.27%	0.85%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	271	4	0	3	1	6	0	4	8	9	12	8	5	2	1	10	3	1	4	10	2	6	5	12	1	2	0	18	7	0	2	7	0	3	1	4	17	6	13	10	6	18	12	11	13	4									
		3.16%	4.65%	0.00%	1.36%	1.35%	3.77%	0.00%	4.30%	2.86%	3.23%	3.28%	2.99%	2.50%	4.08%	2.56%	4.00%	4.11%	1.82%	4.00%	4.08%	3.51%	2.88%	6.25%	3.40%	1.72%	2.82%	0.00%	5.98%	7.53%	0.00%	3.92%	1.76%	0.00%	2.73%	1.41%	2.06%	2.82%	2.82%	5.12%	2.68%	2.91%	4.30%	3.68%	2.94%	2.75%	3.85%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
