Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Задонская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	292	26	26	19	19	12	8	2	3	3	4	3	4	4	8	3	1	13	2	4	3	5	1	1	1	7	2	4	2	7	3	4	1	4	12	5	2	4	6	2	2	2	2	5	1	1	3	3	3	5	9	5	2	2	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	159	21	25	17	15	12	5	1	1	3	2	2	1	1	4	2	0	3	0	2	3	0	1	1	0	3	0	0	0	2	0	4	0	4	11	0	0	0	1	0	1	1	2	4	0	0	0	0	0	0	0	1	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	188	4	8	6	5	10	4	0	5	12	1	5	1	2	2	6	8	2	0	8	2	4	4	4	3	3	1	2	1	2	3	5	1	12	2	3	3	1	1	2	0	0	3	6	5	2	5	2	0	3	4	2	3	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	133	5	1	2	4	0	3	1	2	0	2	1	3	3	4	1	1	10	2	2	0	5	0	0	1	4	2	4	2	5	3	0	1	0	1	5	2	4	5	2	1	1	0	1	1	1	3	3	3	5	9	4	2	2	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	331	13	19	14	8	12	12	2	4	12	1	6	2	2	6	1	0	18	0	9	13	4	6	1	3	11	0	7	1	5	5	12	0	9	3	4	2	13	23	2	7	1	0	3	14	2	3	3	1	4	8	1	9	0	0	10					
		1.87%	1.67%	1.57%	1.84%	1.10%	1.66%	1.85%	1.24%	1.88%	3.41%	0.40%	2.59%	0.73%	0.88%	1.42%	0.28%	0.00%	2.32%	0.00%	1.54%	3.10%	1.54%	2.76%	0.43%	1.21%	2.57%	0.00%	2.34%	1.11%	1.08%	3.47%	4.03%	0.00%	2.95%	1.55%	1.16%	2.11%	5.56%	5.48%	1.44%	4.93%	1.02%	0.00%	1.68%	4.17%	2.06%	2.31%	1.67%	0.55%	1.16%	1.31%	0.29%	7.69%	0.00%	0.00%	3.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	5	8	5	2	6	2	0	1	0	0	2	0	0	1	4	1	0	0	2	1	2	0	2	5	1	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	0	1	0	1					
		0.35%	0.64%	0.66%	0.66%	0.28%	0.83%	0.31%	0.00%	0.47%	0.00%	0.00%	0.86%	0.00%	0.00%	0.24%	1.11%	0.62%	0.00%	0.00%	0.34%	0.24%	0.77%	0.00%	0.85%	2.02%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.33%	0.52%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.60%	1.03%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.66%	0.00%	0.32%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.06%	0.00%	0.00%	0.26%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.90%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2195	150	229	142	108	115	67	14	37	64	28	14	23	26	53	47	22	62	18	62	50	29	27	26	22	52	7	32	6	40	14	35	5	25	29	28	9	27	44	19	17	10	18	11	42	10	24	11	19	39	74	44	22	26	2	19					
		12.43%	19.28%	18.86%	18.64%	14.86%	15.95%	10.32%	8.70%	17.37%	18.18%	11.24%	6.03%	8.36%	11.45%	12.53%	13.06%	13.58%	8.00%	11.39%	10.62%	11.90%	11.20%	12.44%	11.11%	8.91%	12.15%	18.42%	10.70%	6.67%	8.60%	9.72%	11.74%	2.63%	8.20%	15.03%	8.09%	9.47%	11.54%	10.48%	13.67%	11.97%	10.20%	6.36%	6.15%	12.50%	10.31%	18.46%	6.11%	10.44%	11.34%	12.09%	12.68%	18.80%	17.22%	3.08%	5.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	38	2	3	3	3	5	1	0	1	0	0	0	0	0	0	0	3	0	0	2	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	2					
		0.22%	0.26%	0.25%	0.39%	0.41%	0.69%	0.15%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.34%	0.24%	0.00%	0.92%	0.00%	0.00%	0.23%	0.00%	0.33%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.56%	0.30%	0.00%	0.77%	0.00%	0.00%	0.58%	0.00%	0.29%	0.00%	0.00%	0.00%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	9	2	1	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.26%	0.08%	0.13%	0.14%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1377	43	101	68	69	55	47	8	21	29	20	11	18	13	37	30	14	68	11	38	30	27	17	10	20	36	1	30	9	43	11	30	16	27	20	24	9	16	38	9	11	10	14	11	18	4	9	6	24	23	38	37	8	12	10	18					
		7.80%	5.53%	8.32%	8.92%	9.49%	7.63%	7.24%	4.97%	9.86%	8.24%	8.03%	4.74%	6.55%	5.73%	8.75%	8.33%	8.64%	8.77%	6.96%	6.51%	7.14%	10.42%	7.83%	4.27%	8.10%	8.41%	2.63%	10.03%	10.00%	9.25%	7.64%	10.07%	8.42%	8.85%	10.36%	6.94%	9.47%	6.84%	9.05%	6.47%	7.75%	10.20%	4.95%	6.15%	5.36%	4.12%	6.92%	3.33%	13.19%	6.69%	6.21%	10.66%	6.84%	7.95%	15.38%	5.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1471	88	141	96	71	99	40	10	8	20	16	18	31	22	28	12	13	40	8	56	42	29	13	16	20	40	2	27	10	30	18	29	3	18	30	21	8	19	19	9	11	4	14	14	41	4	10	6	9	24	54	19	5	11	5	20					
		8.33%	11.31%	11.61%	12.60%	9.77%	13.73%	6.16%	6.21%	3.76%	5.68%	6.43%	7.76%	11.27%	9.69%	6.62%	3.33%	8.02%	5.16%	5.06%	9.59%	10.00%	11.20%	5.99%	6.84%	8.10%	9.35%	5.26%	9.03%	11.11%	6.45%	12.50%	9.73%	1.58%	5.90%	15.54%	6.07%	8.42%	8.12%	4.52%	6.47%	7.75%	4.08%	4.95%	7.82%	12.20%	4.12%	7.69%	3.33%	4.95%	6.98%	8.82%	5.48%	4.27%	7.28%	7.69%	6.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	121	3	10	1	8	2	5	0	3	2	1	0	2	1	5	3	1	4	2	7	4	2	2	2	2	5	2	5	0	3	0	3	0	1	3	0	1	0	0	0	1	1	3	3	1	3	1	0	0	1	5	3	0	0	1	3					
		0.69%	0.39%	0.82%	0.13%	1.10%	0.28%	0.77%	0.00%	1.41%	0.57%	0.40%	0.00%	0.73%	0.44%	1.18%	0.83%	0.62%	0.52%	1.27%	1.20%	0.95%	0.77%	0.92%	0.85%	0.81%	1.17%	5.26%	1.67%	0.00%	0.65%	0.00%	1.01%	0.00%	0.33%	1.55%	0.00%	1.05%	0.00%	0.00%	0.00%	0.70%	1.02%	1.06%	1.68%	0.30%	3.09%	0.77%	0.00%	0.00%	0.29%	0.82%	0.86%	0.00%	0.00%	1.54%	0.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11767	444	683	415	441	408	462	127	137	204	183	178	192	160	285	257	106	574	113	399	276	161	146	174	171	274	26	197	64	336	96	183	165	211	105	260	64	155	289	92	91	71	233	135	215	73	79	154	128	247	431	240	73	98	46	240					
		66.62%	57.07%	56.26%	54.46%	60.66%	56.59%	71.19%	78.88%	64.32%	57.95%	73.49%	76.72%	69.82%	70.48%	67.38%	71.39%	65.43%	74.06%	71.52%	68.32%	65.71%	62.16%	67.28%	74.36%	69.23%	64.02%	68.42%	65.89%	71.11%	72.26%	66.67%	61.41%	86.84%	69.18%	54.40%	75.14%	67.37%	66.24%	68.81%	66.19%	64.08%	72.45%	82.33%	75.42%	63.99%	75.26%	60.77%	85.56%	70.33%	71.80%	70.42%	69.16%	62.39%	64.90%	70.77%	75.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	113	12	6	5	9	11	6	0	0	18	0	1	3	1	0	3	1	2	3	2	1	2	4	1	0	2	0	0	0	3	0	1	0	1	1	2	0	1	1	3	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1					
		0.64%	1.54%	0.49%	0.66%	1.24%	1.53%	0.92%	0.00%	0.00%	5.11%	0.00%	0.43%	1.09%	0.44%	0.00%	0.83%	0.62%	0.26%	1.90%	0.34%	0.24%	0.77%	1.84%	0.43%	0.00%	0.47%	0.00%	0.00%	0.00%	0.65%	0.00%	0.34%	0.00%	0.33%	0.52%	0.58%	0.00%	0.43%	0.24%	2.16%	0.00%	0.00%	0.35%	0.56%	0.30%	0.00%	0.77%	0.00%	0.55%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.32%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
