Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Ярковская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121					
		0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.31%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.36%	0.0%	0.74%	1.11%	0.0%	0.0%	0.0%	0.95%	0.53%	0.0%	0.0%	0.59%	0.18%	0.16%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	2	2	1	3	0	1	1	0	1	0	1	1	1	2	0	0	0	2	1	0	2	0	2	1	1	0	0	5	9					
		0.32%	1.88%	0.86%	0.97%	1.23%	0.0%	0.21%	0.36%	0.0%	0.31%	0.0%	0.34%	0.43%	0.46%	0.49%	0.0%	0.0%	0.0%	0.49%	0.55%	0.0%	0.47%	0.0%	0.27%	0.13%	0.29%	0.0%	0.0%	0.30%	0.50%					
25	"8. ""Народно-республиканская партия России"""	21	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	1	0	0	0	1	1	3	0	0	2	0	2	4					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.36%	0.20%	0.0%	0.0%	0.0%	0.23%	0.28%	0.40%	0.0%	0.0%	0.39%	0.0%	0.12%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	3	6					
		0.14%	0.0%	0.0%	1.94%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.27%	0.13%	0.0%	0.0%	0.0%	0.18%	0.33%					
27	"10. ""Аграрная партия России"""	264	2	0	0	6	5	8	16	2	10	0	4	3	11	0	6	10	6	14	7	0	7	20	22	15	5	16	0	34	35					
		2.22%	1.88%	0.0%	0.0%	2.47%	3.75%	1.73%	5.90%	1.08%	3.16%	0.0%	1.39%	1.29%	5.06%	0.0%	2.23%	3.64%	1.25%	3.47%	3.88%	0.0%	1.65%	5.76%	3.00%	2.00%	1.45%	3.14%	0.0%	2.05%	1.96%					
28	"11. ""Истинные патриоты России"""	16	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	2	1	0	1	0	0	0	1					
		0.13%	0.0%	0.0%	0.0%	0.82%	1.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.36%	0.41%	0.24%	0.55%	0.0%	0.23%	0.57%	0.13%	0.0%	0.29%	0.0%	0.0%	0.0%	0.05%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	481	3	7	2	5	1	10	12	3	21	2	4	6	8	3	10	17	8	12	6	0	34	17	34	38	4	28	3	88	95					
		4.05%	2.83%	3.03%	1.94%	2.06%	0.75%	2.16%	4.42%	1.63%	6.64%	1.02%	1.39%	2.59%	3.68%	0.73%	3.73%	6.20%	1.67%	2.97%	3.33%	0.0%	8.05%	4.89%	4.63%	5.07%	1.16%	5.50%	1.79%	5.33%	5.34%					
30	"13. ""Демократическая партия России"""	35	0	0	1	0	0	0	0	1	0	0	2	1	1	0	1	1	1	2	0	0	1	2	2	5	2	1	0	5	6					
		0.29%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.69%	0.43%	0.46%	0.0%	0.37%	0.36%	0.20%	0.49%	0.0%	0.0%	0.23%	0.57%	0.27%	0.66%	0.58%	0.19%	0.0%	0.30%	0.33%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	2	1	0	0	1	2					
		0.13%	0.94%	0.0%	0.97%	0.41%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.40%	0.26%	0.29%	0.0%	0.0%	0.06%	0.11%					
32	"15. ""Партия СЛОН"""	12	0	0	1	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1					
		0.10%	0.0%	0.0%	0.97%	0.82%	0.0%	0.0%	0.73%	0.54%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.13%	0.0%	0.19%	0.0%	0.0%	0.05%					
33	"16. ""Родина"" (народно-патриотический союз)"""	331	4	10	1	9	5	7	20	2	6	1	5	12	7	4	3	3	2	13	4	0	7	7	25	6	8	19	3	62	76					
		2.78%	3.77%	4.32%	0.97%	3.71%	3.75%	1.51%	7.38%	1.08%	1.89%	0.51%	1.74%	5.19%	3.22%	0.98%	1.11%	1.09%	0.41%	3.22%	2.22%	0.0%	1.65%	2.01%	3.41%	0.80%	2.32%	3.73%	1.79%	3.75%	4.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	0	1	0	1	0	1	1	0	0	1	0	0	2	3	1	1	3	1	0	0	1	2	1	2	0	4	1	1	2					
		0.25%	0.0%	0.43%	0.0%	0.41%	0.0%	0.21%	0.36%	0.0%	0.0%	0.51%	0.0%	0.0%	0.92%	0.73%	0.37%	0.36%	0.62%	0.24%	0.0%	0.0%	0.23%	0.57%	0.13%	0.26%	0.0%	0.78%	0.59%	0.06%	0.11%					
35	"18. ""ЛДПР"""	1287	16	21	1	28	5	33	27	1	18	16	6	30	25	12	14	22	10	20	4	9	35	8	90	86	30	82	39	265	334					
		10.84%	15.09%	9.09%	0.97%	11.57%	3.75%	7.15%	9.96%	0.54%	5.69%	8.16%	2.09%	12.98%	11.52%	2.94%	5.22%	8.02%	2.08%	4.96%	2.22%	5.05%	8.29%	2.30%	12.27%	11.48%	8.72%	16.11%	23.35%	16.05%	18.78%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	165	0	1	0	4	0	4	2	0	13	2	0	3	2	4	1	3	6	4	6	0	5	5	6	3	8	5	4	38	36					
		1.39%	0.0%	0.43%	0.0%	1.65%	0.0%	0.86%	0.73%	0.0%	4.11%	1.02%	0.0%	1.29%	0.92%	0.98%	0.37%	1.09%	1.25%	0.99%	3.33%	0.0%	1.18%	1.44%	0.81%	0.40%	2.32%	0.98%	2.39%	2.30%	2.02%					
37	"20. ""Политическая партия ""Единая Россия"""	6484	32	104	55	96	71	363	136	158	189	158	240	101	105	259	192	158	340	214	83	136	237	218	303	446	232	275	91	751	741					
		54.63%	30.18%	45.02%	53.39%	39.66%	53.38%	78.74%	50.18%	85.86%	59.81%	80.61%	83.91%	43.72%	48.38%	63.48%	71.64%	57.66%	70.98%	53.10%	46.11%	76.40%	56.16%	62.82%	41.33%	59.54%	67.44%	54.02%	54.49%	45.48%	41.67%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	1	2	1	0	0	0	0	0	1	0	1	3	1	0	0	0	0	2	0	0	1	0	4	1	2	1	0	2	2					
		0.21%	0.94%	0.86%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.34%	1.29%	0.46%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.23%	0.0%	0.54%	0.13%	0.58%	0.19%	0.0%	0.12%	0.11%					
39	"22. ""Развитие предпринимательства"""	18	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	5	1	0	0	0	5	2					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.31%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.13%	0.0%	0.0%	0.0%	0.30%	0.11%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1406	35	63	25	50	26	16	26	8	38	5	10	40	23	73	21	28	67	55	51	24	62	28	127	64	15	24	17	194	191					
		11.84%	33.01%	27.27%	24.27%	20.66%	19.54%	3.47%	9.59%	4.34%	12.02%	2.55%	3.49%	17.31%	10.59%	17.89%	7.83%	10.21%	13.98%	13.64%	28.33%	13.48%	14.69%	8.06%	17.32%	8.54%	4.36%	4.71%	10.17%	11.75%	10.74%					
																																				
41	Против всех	396	1	2	0	15	4	8	6	3	4	2	4	9	5	3	5	4	4	29	4	0	9	14	33	20	16	17	2	81	92					
		3.33%	0.94%	0.86%	0.0%	6.19%	3.00%	1.73%	2.21%	1.63%	1.26%	1.02%	1.39%	3.89%	2.30%	0.73%	1.86%	1.45%	0.83%	7.19%	2.22%	0.0%	2.13%	4.03%	4.50%	2.67%	4.65%	3.33%	1.19%	4.90%	5.17%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
