Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Вавожская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	137	25	13	0	8	1	6	1	6	8	0	4	9	7	4	2	9	4	15	3	0	3	0	5	4	0	0					
		1.64%	1.63%	1.32%	0.00%	1.04%	0.99%	0.93%	1.27%	2.17%	4.23%	0.00%	1.43%	1.97%	4.58%	2.22%	1.00%	2.70%	1.11%	3.69%	1.05%	0.00%	2.14%	0.00%	2.48%	3.01%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	5	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0	2	1	0	0	0					
		0.22%	0.33%	0.10%	0.00%	0.26%	0.00%	0.16%	0.00%	0.00%	0.53%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.55%	0.49%	0.00%	0.00%	0.00%	1.45%	0.50%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	3	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	2	0	1	0	0	0					
		0.17%	0.20%	0.10%	0.93%	0.13%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.65%	0.56%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	1.43%	0.00%	0.50%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	885	195	103	7	53	6	84	3	31	46	5	21	51	12	15	22	67	7	40	36	37	10	24	6	3	0	1					
		10.62%	12.75%	10.46%	6.48%	6.91%	5.94%	13.04%	3.80%	11.19%	24.34%	4.81%	7.53%	11.18%	7.84%	8.33%	11.00%	20.12%	1.94%	9.83%	12.63%	30.58%	7.14%	17.39%	2.97%	2.26%	0.00%	1.22%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	7	2	0	0	0	2	0	0	0	0	2	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0					
		0.23%	0.46%	0.20%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.72%	0.44%	0.00%	0.00%	0.00%	0.60%	0.00%	0.25%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	3	0	1	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1					
		0.14%	0.20%	0.00%	0.93%	0.26%	0.00%	0.00%	2.53%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%					
24	7.Политическая партия «Либерально-демократическая партия России»	640	121	104	5	59	8	73	3	10	8	5	18	39	8	5	22	36	21	26	20	3	9	7	14	10	6	0					
		7.68%	7.91%	10.56%	4.63%	7.69%	7.92%	11.34%	3.80%	3.61%	4.23%	4.81%	6.45%	8.55%	5.23%	2.78%	11.00%	10.81%	5.82%	6.39%	7.02%	2.48%	6.43%	5.07%	6.93%	7.52%	7.50%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	301	84	47	1	29	1	29	0	8	7	0	7	21	0	10	3	10	12	10	8	0	1	3	6	3	0	1					
		3.61%	5.49%	4.77%	0.93%	3.78%	0.99%	4.50%	0.00%	2.89%	3.70%	0.00%	2.51%	4.61%	0.00%	5.56%	1.50%	3.00%	3.32%	2.46%	2.81%	0.00%	0.71%	2.17%	2.97%	2.26%	0.00%	1.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	9	2	2	8	0	1	0	3	1	0	1	0	1	0	2	1	1	6	1	1	0	2	0	1	0	0					
		0.52%	0.59%	0.20%	1.85%	1.04%	0.00%	0.16%	0.00%	1.08%	0.53%	0.00%	0.36%	0.00%	0.65%	0.00%	1.00%	0.30%	0.28%	1.47%	0.35%	0.83%	0.00%	1.45%	0.00%	0.75%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6138	1060	697	90	583	80	435	70	215	114	91	223	328	122	145	146	206	309	295	214	75	115	98	163	111	74	79					
		73.65%	69.28%	70.76%	83.33%	76.01%	79.21%	67.55%	88.61%	77.62%	60.32%	87.50%	79.93%	71.93%	79.74%	80.56%	73.00%	61.86%	85.60%	72.48%	75.09%	61.98%	82.14%	71.01%	80.69%	83.46%	92.50%	96.34%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	3	3	0	3	1	3	0	1	2	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0					
		0.28%	0.20%	0.30%	0.00%	0.39%	0.99%	0.47%	0.00%	0.36%	1.06%	0.96%	0.36%	0.00%	0.00%	0.00%	0.50%	0.00%	0.28%	0.25%	0.35%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
