Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Воркутинская городская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
		17.50%	19.75%	17.96%	23.92%	21.38%	7.05%	16.15%	19.33%	19.03%	17.93%	6.61%	12.02%	10.53%	10.26%	24.55%	21.72%	8.67%	24.29%	20.04%	14.94%	21.80%	18.23%	16.69%	2.47%	21.19%	20.19%	7.05%	20.53%	11.16%	17.24%	18.76%	18.29%	21.04%	19.92%	21.38%	4.32%	18.07%	24.86%	24.17%	15.95%	21.24%	20.64%	23.33%	20.70%	19.63%	26.33%	21.44%	18.63%	16.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	472	10	9	10	3	0	10	13	11	14	0	5	14	3	9	5	2	13	5	21	14	15	17	4	6	11	15	15	2	22	12	15	12	8	11	3	17	23	14	10	5	12	7	9	8	19	7	2	0					
		1.27%	1.03%	1.84%	1.31%	0.44%	0.00%	1.55%	2.28%	1.62%	2.59%	0.00%	0.47%	1.62%	0.35%	1.00%	0.69%	0.17%	2.04%	0.56%	1.49%	1.61%	1.56%	1.98%	0.52%	0.87%	1.74%	1.99%	1.88%	0.22%	2.81%	1.46%	1.57%	1.39%	1.07%	1.46%	0.39%	1.27%	2.16%	1.65%	1.39%	0.88%	1.20%	1.30%	1.12%	1.50%	2.46%	1.36%	0.98%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7286	198	105	147	141	147	138	109	170	89	98	196	165	163	191	149	237	111	186	259	173	221	160	176	141	150	174	153	196	131	153	160	178	142	158	178	287	177	137	151	122	174	82	155	63	129	104	27	35					
		19.61%	20.48%	21.43%	19.22%	20.64%	19.19%	21.43%	19.16%	25.07%	16.45%	19.07%	18.27%	19.10%	19.22%	21.32%	20.61%	19.57%	17.40%	20.83%	18.34%	19.95%	23.02%	18.67%	22.92%	20.46%	23.66%	23.14%	19.15%	21.66%	16.73%	18.64%	16.72%	20.58%	18.98%	20.98%	23.30%	21.51%	16.60%	16.16%	20.94%	21.59%	17.35%	15.19%	19.33%	11.78%	16.73%	20.27%	13.24%	21.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1093	20	14	31	6	11	15	19	24	23	3	5	13	4	24	11	6	19	28	23	26	41	47	6	34	24	29	31	16	34	29	34	43	26	30	6	48	30	16	49	28	46	28	31	26	25	6	3	2					
		2.94%	2.07%	2.86%	4.05%	0.88%	1.44%	2.33%	3.34%	3.54%	4.25%	0.58%	0.47%	1.50%	0.47%	2.68%	1.52%	0.50%	2.98%	3.14%	1.63%	2.99%	4.27%	5.48%	0.78%	4.93%	3.79%	3.86%	3.88%	1.77%	4.34%	3.53%	3.55%	4.97%	3.48%	3.98%	0.79%	3.60%	2.81%	1.89%	6.80%	4.96%	4.59%	5.19%	3.87%	4.86%	3.24%	1.17%	1.47%	1.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16945	391	170	272	276	530	255	225	249	210	352	669	528	548	307	280	811	249	366	803	305	367	332	547	230	216	436	305	510	335	366	437	319	318	300	518	518	397	342	258	182	423	205	318	277	286	239	89	79					
		45.60%	40.43%	34.69%	35.56%	40.41%	69.19%	39.60%	39.54%	36.73%	38.82%	68.48%	62.35%	61.11%	64.62%	34.26%	38.73%	66.97%	39.03%	40.99%	56.87%	35.18%	38.23%	38.74%	71.22%	33.38%	34.07%	57.98%	38.17%	56.35%	42.78%	44.58%	45.66%	36.88%	42.51%	39.84%	67.80%	38.83%	37.24%	40.33%	35.78%	32.21%	42.17%	37.96%	39.65%	51.78%	37.09%	46.59%	43.63%	49.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	342	6	2	6	3	2	6	8	4	3	7	12	5	3	6	10	3	6	6	18	20	14	14	0	7	8	6	7	8	10	5	10	12	7	7	0	17	14	13	4	9	11	8	7	0	4	2	0	2					
		0.92%	0.62%	0.41%	0.78%	0.44%	0.26%	0.93%	1.41%	0.59%	0.55%	1.36%	1.12%	0.58%	0.35%	0.67%	1.38%	0.25%	0.94%	0.67%	1.27%	2.31%	1.46%	1.63%	0.00%	1.02%	1.26%	0.80%	0.88%	0.88%	1.28%	0.61%	1.04%	1.39%	0.94%	0.93%	0.00%	1.27%	1.31%	1.53%	0.55%	1.59%	1.10%	1.48%	0.87%	0.00%	0.52%	0.39%	0.00%	1.24%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
