Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Воркутинская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2415	30	25	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	60	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1344	30	19	17	13	27	24	39	18	21	41	24	32	23	19	33	31	31	29	18	30	34	40	21	32	52	31	27	27	25	26	25	29	23	23	25	24	21	30	27	15	25	25	36	37	28	19	20	35	43	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	949	8	17	14	6	24	15	16	12	12	24	10	10	9	11	11	18	20	7	11	5	7	11	16	12	19	16	5	7	5	6	3	10	10	5	11	6	4	14	13	7	12	6	12	11	6	5	5	25	13	263	128	2	0	0	8	6					
14	Число погашенных неиспользованных открепительных удостоверений	1071	0	6	33	37	23	26	11	32	29	9	26	18	27	31	17	19	19	21	32	20	16	10	29	18	8	19	23	23	25	24	25	21	27	27	25	26	29	20	23	35	25	25	14	13	22	31	30	15	7	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	225	3	1	3	10	4	3	3	6	5	7	6	5	4	3	3	3	4	4	3	7	4	1	8	4	4	3	3	5	5	1	4	5	3	4	6	4	1	3	1	9	1	5	3	10	5	5	8	17	6	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	1037	5	3	34	16	18	17	16	11	32	17	15	25	31	19	21	19	34	28	13	22	24	35	21	23	49	22	27	23	24	15	15	11	24	31	16	12	12	21	16	10	20	14	14	15	7	15	14	20	30	5	4	21	8	7	7	9					
		2.06%	1.48%	0.81%	3.02%	2.20%	1.75%	1.98%	1.52%	1.29%	2.99%	1.59%	2.00%	2.49%	3.04%	1.93%	2.05%	1.86%	3.34%	2.68%	1.40%	2.23%	1.97%	3.32%	2.16%	2.06%	2.59%	1.71%	2.33%	2.31%	2.21%	1.64%	1.64%	1.09%	2.24%	2.99%	2.09%	1.69%	1.62%	1.84%	1.34%	2.68%	2.39%	2.46%	1.88%	1.76%	0.92%	1.85%	1.83%	2.22%	2.07%	1.39%	2.09%	2.59%	1.42%	1.11%	1.18%	1.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	644	0	0	10	3	12	14	21	16	14	22	4	27	10	12	21	18	13	11	18	22	15	14	10	15	24	21	10	11	11	16	10	4	7	21	3	10	5	10	10	5	15	9	12	11	9	17	9	7	11	5	1	11	4	7	6	10					
		1.28%	0.00%	0.00%	0.89%	0.41%	1.17%	1.63%	1.99%	1.87%	1.31%	2.06%	0.53%	2.68%	0.98%	1.22%	2.05%	1.76%	1.28%	1.05%	1.94%	2.23%	1.23%	1.33%	1.03%	1.34%	1.27%	1.63%	0.86%	1.10%	1.01%	1.74%	1.09%	0.40%	0.65%	2.03%	0.39%	1.41%	0.68%	0.88%	0.84%	1.34%	1.79%	1.58%	1.61%	1.29%	1.18%	2.10%	1.18%	0.78%	0.76%	1.39%	0.52%	1.35%	0.71%	1.11%	1.02%	1.55%					
20	3.Политическая партия «Демократическая партия России»	56	0	0	2	1	0	1	0	0	0	1	1	0	2	1	1	2	1	1	1	2	2	2	2	1	4	2	1	3	1	0	1	0	3	0	1	0	0	3	0	0	0	1	1	0	0	1	4	0	2	1	1	0	0	1	0	1					
		0.11%	0.00%	0.00%	0.18%	0.14%	0.00%	0.12%	0.00%	0.00%	0.00%	0.09%	0.13%	0.00%	0.20%	0.10%	0.10%	0.20%	0.10%	0.10%	0.11%	0.20%	0.16%	0.19%	0.21%	0.09%	0.21%	0.16%	0.09%	0.30%	0.09%	0.00%	0.11%	0.00%	0.28%	0.00%	0.13%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.18%	0.13%	0.00%	0.00%	0.12%	0.52%	0.00%	0.14%	0.28%	0.52%	0.00%	0.00%	0.16%	0.00%	0.16%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4481	29	12	104	41	93	66	93	81	104	103	55	117	100	91	72	90	113	91	68	88	124	112	80	109	183	154	92	75	101	69	83	81	88	65	59	86	59	97	86	21	83	47	76	88	61	62	68	79	127	5	13	71	70	63	69	64					
		8.89%	8.61%	3.23%	9.24%	5.65%	9.06%	7.69%	8.81%	9.48%	9.75%	9.65%	7.33%	11.63%	9.79%	9.24%	7.02%	8.80%	11.09%	8.70%	7.31%	8.93%	10.16%	10.63%	8.24%	9.75%	9.66%	11.98%	7.92%	7.53%	9.30%	7.52%	9.06%	8.01%	8.21%	6.28%	7.69%	12.13%	7.97%	8.52%	7.20%	5.63%	9.93%	8.26%	10.19%	10.34%	8.03%	7.65%	8.91%	8.76%	8.76%	1.39%	6.81%	8.74%	12.43%	10.03%	11.68%	9.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	277	1	0	5	1	9	7	10	5	8	9	2	8	6	7	15	9	11	6	3	5	16	10	7	6	3	4	8	2	7	6	5	4	4	7	6	2	6	4	5	0	3	2	2	4	0	2	0	3	4	1	4	2	1	1	5	4					
		0.55%	0.30%	0.00%	0.44%	0.14%	0.88%	0.82%	0.95%	0.59%	0.75%	0.84%	0.27%	0.80%	0.59%	0.71%	1.46%	0.88%	1.08%	0.57%	0.32%	0.51%	1.31%	0.95%	0.72%	0.54%	0.16%	0.31%	0.69%	0.20%	0.64%	0.65%	0.55%	0.40%	0.37%	0.68%	0.78%	0.28%	0.81%	0.35%	0.42%	0.00%	0.36%	0.35%	0.27%	0.47%	0.00%	0.25%	0.00%	0.33%	0.28%	0.28%	2.09%	0.25%	0.18%	0.16%	0.85%	0.62%					
23	6.Политическая партия «Партия социальной справедливости»	105	0	1	0	1	3	5	3	0	1	1	1	3	3	0	4	1	1	3	3	2	2	1	7	2	6	5	1	1	2	5	1	3	3	1	1	0	0	2	1	0	2	1	2	1	2	1	0	4	4	0	2	2	0	2	1	1					
		0.21%	0.00%	0.27%	0.00%	0.14%	0.29%	0.58%	0.28%	0.00%	0.09%	0.09%	0.13%	0.30%	0.29%	0.00%	0.39%	0.10%	0.10%	0.29%	0.32%	0.20%	0.16%	0.09%	0.72%	0.18%	0.32%	0.39%	0.09%	0.10%	0.18%	0.55%	0.11%	0.30%	0.28%	0.10%	0.13%	0.00%	0.00%	0.18%	0.08%	0.00%	0.24%	0.18%	0.27%	0.12%	0.26%	0.12%	0.00%	0.44%	0.28%	0.00%	1.05%	0.25%	0.00%	0.32%	0.17%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	7297	39	34	172	107	147	134	146	132	139	184	92	119	148	129	159	139	148	144	131	116	171	146	118	161	255	181	155	163	158	129	124	132	157	159	108	101	134	163	153	56	120	68	100	116	101	115	107	139	221	126	25	131	98	113	124	110					
		14.47%	11.57%	9.16%	15.29%	14.74%	14.33%	15.62%	13.83%	15.46%	13.03%	17.24%	12.27%	11.83%	14.50%	13.10%	15.50%	13.59%	14.52%	13.77%	14.09%	11.78%	14.02%	13.85%	12.15%	14.40%	13.46%	14.09%	13.35%	16.37%	14.55%	14.07%	13.54%	13.06%	14.65%	15.36%	14.08%	14.25%	18.11%	14.31%	12.80%	15.01%	14.35%	11.95%	13.40%	13.63%	13.29%	14.20%	14.02%	15.41%	15.24%	35.00%	13.09%	16.13%	17.41%	17.99%	20.98%	17.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4438	24	15	95	48	79	49	103	85	92	85	58	97	85	132	96	104	91	88	71	75	133	99	69	118	197	114	113	80	112	73	89	83	93	74	56	53	43	108	120	36	82	55	55	77	81	79	84	88	98	3	12	82	34	53	65	55					
		8.80%	7.12%	4.04%	8.44%	6.61%	7.70%	5.71%	9.75%	9.95%	8.62%	7.97%	7.73%	9.64%	8.33%	13.40%	9.36%	10.17%	8.93%	8.41%	7.63%	7.61%	10.90%	9.39%	7.11%	10.55%	10.40%	8.87%	9.73%	8.03%	10.31%	7.96%	9.72%	8.21%	8.68%	7.15%	7.30%	7.48%	5.81%	9.48%	10.04%	9.65%	9.81%	9.67%	7.37%	9.05%	10.66%	9.75%	11.01%	9.76%	6.76%	0.83%	6.28%	10.10%	6.04%	8.44%	10.99%	8.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	349	1	1	8	6	4	5	5	5	8	3	3	7	0	8	6	11	3	6	6	11	9	6	9	11	19	8	7	5	6	4	5	7	3	8	6	6	2	9	7	2	5	6	7	9	5	7	3	10	20	7	0	6	4	2	5	7					
		0.69%	0.30%	0.27%	0.71%	0.83%	0.39%	0.58%	0.47%	0.59%	0.75%	0.28%	0.40%	0.70%	0.00%	0.81%	0.58%	1.08%	0.29%	0.57%	0.65%	1.12%	0.74%	0.57%	0.93%	0.98%	1.00%	0.62%	0.60%	0.50%	0.55%	0.44%	0.55%	0.69%	0.28%	0.77%	0.78%	0.85%	0.27%	0.79%	0.59%	0.54%	0.60%	1.05%	0.94%	1.06%	0.66%	0.86%	0.39%	1.11%	1.38%	1.94%	0.00%	0.74%	0.71%	0.32%	0.85%	1.09%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30207	235	298	666	490	629	522	622	496	630	622	500	569	595	558	594	584	566	644	573	606	695	589	628	632	1063	740	707	602	643	577	560	649	666	641	483	404	465	698	765	230	470	353	447	511	481	496	451	537	900	204	127	456	333	364	289	352					
		59.92%	69.73%	80.32%	59.20%	67.49%	61.31%	60.84%	58.90%	58.08%	59.04%	58.29%	66.67%	56.56%	58.28%	56.65%	57.89%	57.09%	55.54%	61.57%	61.61%	61.52%	56.97%	55.88%	64.68%	56.53%	56.12%	57.59%	60.90%	60.44%	59.21%	62.92%	61.14%	64.19%	62.13%	61.93%	62.97%	56.98%	62.84%	61.28%	64.02%	61.66%	56.22%	62.04%	59.92%	60.05%	63.29%	61.23%	59.11%	59.53%	62.07%	56.67%	66.49%	56.16%	59.15%	57.96%	48.90%	54.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	881	3	1	19	8	22	24	29	15	30	12	7	20	24	18	22	26	24	14	32	25	22	27	16	27	38	22	24	14	12	14	12	22	14	9	16	22	6	10	16	8	22	7	13	10	6	10	13	8	17	1	1	15	6	6	7	13					
		1.75%	0.89%	0.27%	1.69%	1.10%	2.14%	2.80%	2.75%	1.76%	2.81%	1.12%	0.93%	1.99%	2.35%	1.83%	2.14%	2.54%	2.36%	1.34%	3.44%	2.54%	1.80%	2.56%	1.65%	2.42%	2.01%	1.71%	2.07%	1.41%	1.10%	1.53%	1.31%	2.18%	1.31%	0.87%	2.09%	3.10%	0.81%	0.88%	1.34%	2.14%	2.63%	1.23%	1.74%	1.18%	0.79%	1.23%	1.70%	0.89%	1.17%	0.28%	0.52%	1.85%	1.07%	0.96%	1.18%	2.02%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
