Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Вологодская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	894	48	30	10	10	15	20	10	20	20	30	15	20	10	10	20	20	10	10	20	10	30	20	20	20	10	10	30	20	20	20	20	30	10	10	30	21	20	30	30	15	10	70	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	310	16	7	5	7	5	14	3	6	9	18	4	9	5	1	8	4	2	3	6	4	15	8	4	5	3	7	5	8	7	2	12	14	1	1	9	13	10	6	5	1	5	17	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	250	12	6	2	6	4	4	0	9	5	14	1	10	7	5	4	14	4	10	5	2	16	3	1	5	3	3	4	2	4	1	14	5	20	2	4	5	4	11	5	4	1	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	584	32	23	5	3	10	6	7	14	11	12	11	11	5	9	12	16	8	7	14	6	15	12	16	15	7	3	25	12	13	18	8	16	9	9	21	8	10	24	25	14	5	53	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	203	6	9	0	2	2	2	4	4	9	8	1	9	4	2	10	5	5	2	6	0	3	2	7	1	2	0	4	4	3	2	7	14	0	2	7	6	6	2	4	1	4	14	18									
		1.28%	1.05%	1.89%	0.00%	1.13%	1.96%	0.78%	1.68%	1.08%	1.82%	0.86%	0.34%	1.62%	1.43%	3.51%	1.59%	1.13%	1.88%	1.10%	2.97%	0.00%	0.63%	0.58%	1.49%	0.32%	0.75%	0.00%	1.90%	0.75%	0.91%	0.87%	1.28%	1.56%	0.00%	0.74%	1.13%	1.70%	2.13%	0.56%	1.29%	1.30%	1.56%	1.58%	2.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	421	12	10	7	1	2	11	7	7	18	26	5	23	4	0	14	6	5	5	5	0	13	10	30	8	4	4	10	11	9	11	22	22	4	9	17	4	2	6	6	0	13	23	15									
		2.66%	2.10%	2.10%	3.15%	0.56%	1.96%	4.30%	2.94%	1.88%	3.64%	2.78%	1.72%	4.15%	1.43%	0.00%	2.23%	1.35%	1.88%	2.76%	2.48%	0.00%	2.73%	2.91%	6.40%	2.56%	1.51%	2.33%	4.74%	2.08%	2.74%	4.76%	4.04%	2.45%	1.90%	3.32%	2.76%	1.14%	0.71%	1.68%	1.94%	0.00%	5.06%	2.60%	2.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	644	29	1	3	9	2	9	12	16	29	29	17	23	8	1	37	13	17	10	16	4	19	19	20	10	14	8	5	15	13	10	25	47	8	16	31	10	7	15	11	2	10	19	25									
		4.07%	5.08%	0.21%	1.35%	5.08%	1.96%	3.52%	5.04%	4.30%	5.87%	3.10%	5.84%	4.15%	2.86%	1.75%	5.90%	2.93%	6.39%	5.52%	7.92%	4.44%	3.99%	5.52%	4.26%	3.21%	5.28%	4.65%	2.37%	2.83%	3.96%	4.33%	4.59%	5.23%	3.79%	5.90%	5.02%	2.84%	2.48%	4.19%	3.56%	2.60%	3.89%	2.14%	4.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5562	235	188	122	59	48	95	74	142	153	277	89	176	115	17	265	174	92	69	78	38	152	113	149	104	106	68	66	158	111	82	173	268	94	77	197	128	133	105	117	38	77	322	218									
		35.11%	41.16%	39.50%	54.95%	33.33%	47.06%	37.11%	31.09%	38.17%	30.97%	29.63%	30.58%	31.77%	41.07%	29.82%	42.26%	39.19%	34.59%	38.12%	38.61%	42.22%	31.93%	32.85%	31.77%	33.33%	40.00%	39.53%	31.28%	29.81%	33.84%	35.50%	31.74%	29.81%	44.55%	28.41%	31.93%	36.36%	47.16%	29.33%	37.86%	49.35%	29.96%	36.34%	36.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	146	3	16	0	1	0	0	0	4	8	10	1	5	4	0	5	3	3	1	3	0	5	4	1	1	1	1	2	8	3	5	6	5	4	2	6	4	5	3	0	1	2	5	5									
		0.92%	0.53%	3.36%	0.00%	0.56%	0.00%	0.00%	0.00%	1.08%	1.62%	1.07%	0.34%	0.90%	1.43%	0.00%	0.80%	0.68%	1.13%	0.55%	1.49%	0.00%	1.05%	1.16%	0.21%	0.32%	0.38%	0.58%	0.95%	1.51%	0.91%	2.16%	1.10%	0.56%	1.90%	0.74%	0.97%	1.14%	1.77%	0.84%	0.00%	1.30%	0.78%	0.56%	0.83%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	0	2	0	1	0	0	0	1	2	0	2	5	0	0	4	1	0	0	0	1	1	2	0	1	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0									
		0.20%	0.00%	0.42%	0.00%	0.56%	0.00%	0.00%	0.00%	0.27%	0.40%	0.00%	0.69%	0.90%	0.00%	0.00%	0.64%	0.23%	0.00%	0.00%	0.00%	1.11%	0.21%	0.58%	0.00%	0.32%	0.38%	0.00%	0.95%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.35%	0.00%	0.00%	1.30%	0.39%	0.11%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3861	134	114	43	38	24	61	73	103	123	233	73	151	74	19	125	88	43	43	52	26	115	61	105	97	68	42	62	145	85	46	112	223	49	82	122	83	56	120	89	20	66	237	136									
		24.38%	23.47%	23.95%	19.37%	21.47%	23.53%	23.83%	30.67%	27.69%	24.90%	24.92%	25.09%	27.26%	26.43%	33.33%	19.94%	19.82%	16.17%	23.76%	25.74%	28.89%	24.16%	17.73%	22.39%	31.09%	25.66%	24.42%	29.38%	27.36%	25.91%	19.91%	20.55%	24.81%	23.22%	30.26%	19.77%	23.58%	19.86%	33.52%	28.80%	25.97%	25.68%	26.75%	22.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	128	7	6	3	0	0	0	0	3	8	7	1	3	1	0	2	0	1	0	0	0	5	2	2	1	2	0	2	4	4	2	11	7	3	1	17	4	3	2	3	1	0	7	3									
		0.81%	1.23%	1.26%	1.35%	0.00%	0.00%	0.00%	0.00%	0.81%	1.62%	0.75%	0.34%	0.54%	0.36%	0.00%	0.32%	0.00%	0.38%	0.00%	0.00%	0.00%	1.05%	0.58%	0.43%	0.32%	0.75%	0.00%	0.95%	0.75%	1.22%	0.87%	2.02%	0.78%	1.42%	0.37%	2.76%	1.14%	1.06%	0.56%	0.97%	1.30%	0.00%	0.79%	0.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	164	4	3	1	0	0	1	2	3	9	12	2	12	2	0	6	4	0	3	0	0	6	1	3	4	3	5	2	8	3	2	10	9	1	3	6	4	5	4	0	0	5	10	6									
		1.04%	0.70%	0.63%	0.45%	0.00%	0.00%	0.39%	0.84%	0.81%	1.82%	1.28%	0.69%	2.17%	0.71%	0.00%	0.96%	0.90%	0.00%	1.66%	0.00%	0.00%	1.26%	0.29%	0.64%	1.28%	1.13%	2.91%	0.95%	1.51%	0.91%	0.87%	1.83%	1.00%	0.47%	1.11%	0.97%	1.14%	1.77%	1.12%	0.00%	0.00%	1.95%	1.13%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	2	1	1	0	1	0	1	2	0	0	0	1	0									
		0.15%	0.18%	0.21%	0.00%	0.56%	0.00%	0.00%	0.00%	0.27%	0.20%	0.11%	0.00%	0.18%	0.00%	0.00%	0.16%	0.23%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.58%	0.00%	0.00%	0.30%	0.43%	0.37%	0.11%	0.47%	0.00%	0.16%	0.00%	0.35%	0.56%	0.00%	0.00%	0.00%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	338	7	9	3	2	1	4	11	9	8	24	14	15	1	0	16	2	7	1	5	1	16	16	8	10	2	0	6	11	1	4	39	14	4	3	26	3	3	7	1	1	0	14	9									
		2.13%	1.23%	1.89%	1.35%	1.13%	0.98%	1.56%	4.62%	2.42%	1.62%	2.57%	4.81%	2.71%	0.36%	0.00%	2.55%	0.45%	2.63%	0.55%	2.48%	1.11%	3.36%	4.65%	1.71%	3.21%	0.75%	0.00%	2.84%	2.08%	0.30%	1.73%	7.16%	1.56%	1.90%	1.11%	4.21%	0.85%	1.06%	1.96%	0.32%	1.30%	0.00%	1.58%	1.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2193	64	64	29	43	16	51	36	32	75	136	62	70	39	12	77	77	49	27	25	20	78	59	66	39	29	24	27	83	41	38	62	127	16	38	87	35	29	49	28	6	33	100	95									
		13.84%	11.21%	13.45%	13.06%	24.29%	15.69%	19.92%	15.13%	8.60%	15.18%	14.55%	21.31%	12.64%	13.93%	21.05%	12.28%	17.34%	18.42%	14.92%	12.38%	22.22%	16.39%	17.15%	14.07%	12.50%	10.94%	13.95%	12.80%	15.66%	12.50%	16.45%	11.38%	14.13%	7.58%	14.02%	14.10%	9.94%	10.28%	13.69%	9.06%	7.79%	12.84%	11.29%	15.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	68	2	3	1	2	0	0	0	1	0	9	3	5	0	0	3	3	1	0	0	0	0	0	1	2	0	0	1	5	2	2	2	2	1	1	3	3	1	0	0	1	1	5	2									
		0.43%	0.35%	0.63%	0.45%	1.13%	0.00%	0.00%	0.00%	0.27%	0.00%	0.96%	1.03%	0.90%	0.00%	0.00%	0.48%	0.68%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.64%	0.00%	0.00%	0.47%	0.94%	0.61%	0.87%	0.37%	0.22%	0.47%	0.37%	0.49%	0.85%	0.35%	0.00%	0.00%	1.30%	0.39%	0.56%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1667	47	41	7	15	3	21	16	35	41	135	14	50	17	3	60	53	40	9	11	0	43	39	68	22	22	16	17	61	37	19	61	146	25	28	85	56	25	33	44	4	42	102	54									
		10.52%	8.23%	8.61%	3.15%	8.47%	2.94%	8.20%	6.72%	9.41%	8.30%	14.44%	4.81%	9.03%	6.07%	5.26%	9.57%	11.94%	15.04%	4.97%	5.45%	0.00%	9.03%	11.34%	14.50%	7.05%	8.30%	9.30%	8.06%	11.51%	11.28%	8.23%	11.19%	16.24%	11.85%	10.33%	13.78%	15.91%	8.87%	9.22%	14.24%	5.19%	16.34%	11.51%	8.96%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
