Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Селивановская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №1057	УИК №1058	УИК №1059									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	4	8	5	0	2	0	1	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	100	4	10	5	1	3	3	4	4	2	2	2	0	0	4	2	1	0	5	6	5	4	16	7	1	0	4	1	1	3									
		1.30%	1.20%	2.53%	1.17%	0.55%	1.03%	1.67%	1.36%	1.78%	1.09%	1.28%	1.30%	0.00%	0.00%	1.10%	2.60%	0.90%	0.00%	2.35%	1.20%	1.03%	0.81%	1.60%	2.01%	0.43%	0.00%	1.68%	1.05%	1.18%	6.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	302	9	15	14	9	13	4	15	7	1	4	5	2	8	11	4	5	4	19	25	9	25	44	9	10	15	11	4	1	0									
		3.93%	2.70%	3.79%	3.27%	4.97%	4.48%	2.22%	5.08%	3.11%	0.55%	2.56%	3.25%	2.53%	4.97%	3.03%	5.19%	4.50%	2.56%	8.92%	4.99%	1.86%	5.09%	4.41%	2.59%	4.33%	7.77%	4.62%	4.21%	1.18%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	11	16	8	4	7	3	16	3	6	5	1	3	4	25	0	2	4	10	18	12	7	42	10	11	6	5	2	2	1									
		3.17%	3.30%	4.04%	1.87%	2.21%	2.41%	1.67%	5.42%	1.33%	3.28%	3.21%	0.65%	3.80%	2.48%	6.89%	0.00%	1.80%	2.56%	4.69%	3.59%	2.47%	1.43%	4.21%	2.87%	4.76%	3.11%	2.10%	2.11%	2.35%	2.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3349	187	164	215	87	112	88	126	102	92	93	92	40	78	175	38	66	76	102	175	179	190	369	140	90	65	99	43	50	16									
		43.56%	56.16%	41.41%	50.23%	48.07%	38.62%	48.89%	42.71%	45.33%	50.27%	59.62%	59.74%	50.63%	48.45%	48.21%	49.35%	59.46%	48.72%	47.89%	34.93%	36.91%	38.70%	37.01%	40.23%	38.96%	33.68%	41.60%	45.26%	58.82%	36.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	1	2	3	1	2	0	0	1	0	1	0	0	2	1	0	2	1	0	1	5	4	6	7	1	1	3	2	0	0									
		0.61%	0.30%	0.51%	0.70%	0.55%	0.69%	0.00%	0.00%	0.44%	0.00%	0.64%	0.00%	0.00%	1.24%	0.28%	0.00%	1.80%	0.64%	0.00%	0.20%	1.03%	0.81%	0.60%	2.01%	0.43%	0.52%	1.26%	2.11%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	2	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	4	1	5	1	0	1	0	0	0	0									
		0.26%	0.00%	0.51%	0.00%	0.00%	0.34%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.82%	0.20%	0.50%	0.29%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1633	63	86	80	45	78	29	63	30	32	23	28	18	31	97	14	18	39	48	120	116	95	191	83	70	43	56	17	15	5									
		21.24%	18.92%	21.72%	18.69%	24.86%	26.90%	16.11%	21.36%	13.33%	17.49%	14.74%	18.18%	22.78%	19.25%	26.72%	18.18%	16.22%	25.00%	22.54%	23.95%	23.92%	19.35%	19.16%	23.85%	30.30%	22.28%	23.53%	17.89%	17.65%	11.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	3	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	3	5	5	0	3	0	0	0	0									
		0.35%	0.90%	0.51%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.21%	0.61%	0.50%	1.44%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	1	2	4	2	1	1	0	1	1	0	0	0	0	1	0	0	0	2	6	8	4	8	2	7	3	2	1	0	1									
		0.75%	0.30%	0.51%	0.93%	1.10%	0.34%	0.56%	0.00%	0.44%	0.55%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.94%	1.20%	1.65%	0.81%	0.80%	0.57%	3.03%	1.55%	0.84%	1.05%	0.00%	2.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	2	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	2	1	1	1	1	0	0	0	0	1									
		0.20%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	1.09%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.90%	0.00%	0.00%	0.00%	0.41%	0.20%	0.10%	0.29%	0.43%	0.00%	0.00%	0.00%	0.00%	2.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	2	4	1	1	0	0	10	0	1	1	0	0	1	0	1	0	0	0	10	5	11	10	3	0	1	2	1	1	0									
		0.86%	0.60%	1.01%	0.23%	0.55%	0.00%	0.00%	3.39%	0.00%	0.55%	0.64%	0.00%	0.00%	0.62%	0.00%	1.30%	0.00%	0.00%	0.00%	1.99%	1.03%	2.24%	1.00%	0.86%	0.00%	0.52%	0.84%	1.05%	1.18%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1111	32	41	50	14	40	37	45	43	18	17	18	7	20	30	16	10	20	13	80	99	104	192	35	25	30	42	13	10	10									
		14.45%	9.61%	10.35%	11.68%	7.73%	13.79%	20.56%	15.25%	19.11%	9.84%	10.90%	11.69%	8.86%	12.42%	8.26%	20.78%	9.01%	12.82%	6.10%	15.97%	20.41%	21.18%	19.26%	10.06%	10.82%	15.54%	17.65%	13.68%	11.76%	22.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	3	0	3	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	2	0	1	1									
		0.30%	0.90%	0.00%	0.70%	0.00%	0.00%	1.11%	0.00%	0.44%	0.55%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.21%	0.00%	0.40%	0.00%	0.00%	0.00%	0.84%	0.00%	1.18%	2.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	552	15	49	43	13	23	13	10	24	21	8	8	9	13	12	2	4	10	6	43	27	30	80	31	12	21	8	7	4	6									
		7.18%	4.50%	12.37%	10.05%	7.18%	7.93%	7.22%	3.39%	10.67%	11.48%	5.13%	5.19%	11.39%	8.07%	3.31%	2.60%	3.60%	6.41%	2.82%	8.58%	5.57%	6.11%	8.02%	8.91%	5.19%	10.88%	3.36%	7.37%	4.71%	13.64%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
