Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Ермишинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40									
		1.68%	0.29%	1.10%	1.19%	0.85%	1.93%	1.72%	2.51%	3.40%	2.07%	0.00%	0.00%	2.11%	2.63%	2.74%	1.10%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	8	2	0	4	17	18	12	9	10	4	4	8	9	8	6	4	7	2									
		3.46%	2.31%	2.20%	0.00%	3.39%	4.11%	3.86%	2.32%	2.55%	5.18%	7.14%	3.23%	3.38%	7.89%	3.65%	6.59%	3.88%	4.76%	1.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	6	0	2	3	8	12	10	9	6	1	4	6	3	7	2	1	1	1									
		2.15%	1.73%	0.00%	2.38%	2.54%	1.93%	2.58%	1.93%	2.55%	3.11%	1.79%	3.23%	2.53%	2.63%	3.20%	2.20%	0.97%	0.68%	0.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2206	211	71	61	82	222	215	263	194	80	33	70	129	73	165	56	72	100	109									
		57.82%	60.81%	78.02%	72.62%	69.49%	53.62%	46.14%	50.77%	54.96%	41.45%	58.93%	56.45%	54.43%	64.04%	75.34%	61.54%	69.90%	68.03%	77.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	2	0	0	2	0	4	6	0	0	2	0	0	1	0	1	0	1									
		0.50%	0.00%	2.20%	0.00%	0.00%	0.48%	0.00%	0.77%	1.70%	0.00%	0.00%	1.61%	0.00%	0.00%	0.46%	0.00%	0.97%	0.00%	0.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	0	0	0	2	0	0	1	3	0	1	0	0	0	0	0	0	0									
		0.21%	0.29%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.28%	1.55%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	614	74	5	11	17	74	95	113	59	28	9	17	30	11	18	13	14	12	14									
		16.09%	21.33%	5.49%	13.10%	14.41%	17.87%	20.39%	21.81%	16.71%	14.51%	16.07%	13.71%	12.66%	9.65%	8.22%	14.29%	13.59%	8.16%	10.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	2	0	0	0	9	3	2	0	3	0	0	5	0	1	0	0	0	0									
		0.66%	0.58%	0.00%	0.00%	0.00%	2.17%	0.64%	0.39%	0.00%	1.55%	0.00%	0.00%	2.11%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	0	0	0	3	5	5	2	0	0	0	3	0	0	1	0	0	1									
		0.52%	0.00%	0.00%	0.00%	0.00%	0.72%	1.07%	0.97%	0.57%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	1.10%	0.00%	0.00%	0.71%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	1	1	2	1	2	0	0	0	0	1	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.24%	0.21%	0.39%	0.28%	1.04%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	2	0	0	0	1	5	4	3	3	0	1	4	1	0	1	0	0	1									
		0.68%	0.58%	0.00%	0.00%	0.00%	0.24%	1.07%	0.77%	0.85%	1.55%	0.00%	0.81%	1.69%	0.88%	0.00%	1.10%	0.00%	0.00%	0.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	444	32	10	9	9	43	70	52	44	44	8	21	36	8	11	7	10	23	7									
		11.64%	9.22%	10.99%	10.71%	7.63%	10.39%	15.02%	10.04%	12.46%	22.80%	14.29%	16.94%	15.19%	7.02%	5.02%	7.69%	9.71%	15.65%	5.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.24%	0.43%	0.58%	0.28%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	115	4	0	0	1	16	27	30	8	8	0	1	7	4	1	1	1	4	2									
		3.01%	1.15%	0.00%	0.00%	0.85%	3.86%	5.79%	5.79%	2.27%	4.15%	0.00%	0.81%	2.95%	3.51%	0.46%	1.10%	0.97%	2.72%	1.43%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
