Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Сусанинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614					
		0.26%	0.0%	1.01%	1.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.57%	0.33%	0.0%					
27	"10. ""Аграрная партия России"""	672	80	56	35	28	31	22	49	39	37	55	55	74	52	59					
		14.94%	23.39%	28.42%	25.92%	16.27%	17.81%	23.40%	20.94%	14.18%	18.78%	20.75%	6.13%	7.05%	17.50%	35.32%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	119	11	6	4	3	0	0	10	8	4	2	22	46	3	0					
		2.64%	3.21%	3.04%	2.96%	1.74%	0.0%	0.0%	4.27%	2.90%	2.03%	0.75%	2.45%	4.38%	1.01%	0.0%					
30	"13. ""Демократическая партия России"""	14	0	3	0	0	1	0	2	1	0	1	3	0	3	0					
		0.31%	0.0%	1.52%	0.0%	0.0%	0.57%	0.0%	0.85%	0.36%	0.0%	0.37%	0.33%	0.0%	1.01%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	0	0	0	0	1	0	1	0	1	0	1	2	0	1					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.42%	0.0%	0.50%	0.0%	0.11%	0.19%	0.0%	0.59%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.19%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	286	13	10	6	6	15	0	6	17	16	13	82	83	15	4					
		6.36%	3.80%	5.07%	4.44%	3.48%	8.62%	0.0%	2.56%	6.18%	8.12%	4.90%	9.14%	7.91%	5.05%	2.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	0	0	2	0	0	0	2	1	1	0	4	6	3	1					
		0.44%	0.0%	0.0%	1.48%	0.0%	0.0%	0.0%	0.85%	0.36%	0.50%	0.0%	0.44%	0.57%	1.01%	0.59%					
35	"18. ""ЛДПР"""	669	43	20	20	23	22	19	16	42	35	40	173	155	55	6					
		14.88%	12.57%	10.15%	14.81%	13.37%	12.64%	20.21%	6.83%	15.27%	17.76%	15.09%	19.28%	14.77%	18.51%	3.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	94	7	1	0	4	3	1	5	7	4	7	18	14	19	4					
		2.09%	2.04%	0.50%	0.0%	2.32%	1.72%	1.06%	2.13%	2.54%	2.03%	2.64%	2.00%	1.33%	6.39%	2.39%					
37	"20. ""Политическая партия ""Единая Россия"""	1358	106	33	42	64	32	22	94	103	55	67	286	321	76	57					
		30.21%	30.99%	16.75%	31.11%	37.20%	18.39%	23.40%	40.17%	37.45%	27.91%	25.28%	31.88%	30.60%	25.58%	34.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	1	0	0	0	0	0	2	1	0	5	1	1	1					
		0.26%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.50%	0.0%	0.55%	0.09%	0.33%	0.59%					
39	"22. ""Развитие предпринимательства"""	6	0	0	0	0	1	0	1	0	0	0	1	1	2	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.42%	0.0%	0.0%	0.0%	0.11%	0.09%	0.67%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	577	24	37	7	23	26	13	22	12	27	36	120	183	38	9					
		12.83%	7.01%	18.78%	5.18%	13.37%	14.94%	13.82%	9.40%	4.36%	13.70%	13.58%	13.37%	17.44%	12.79%	5.38%					
																					
41	Против всех	193	13	6	9	10	12	6	12	14	0	18	26	55	3	9					
		4.29%	3.80%	3.04%	6.66%	5.81%	6.89%	6.38%	5.12%	5.09%	0.0%	6.79%	2.89%	5.24%	1.01%	5.38%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
