Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Альметьевская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1975	40	35	35	25	30	40	40	45	30	45	30	40	40	30	35	40	35	35	55	70	30	0	45	25	25	35	45	30	40	35	40	40	30	35	30	40	30	30	35	30	40	40	30	30	40	40	35	40	40	40	45	30	25	30	0	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1559	30	30	16	8	9	26	18	28	27	44	30	33	38	30	29	37	35	35	47	70	28	0	26	17	16	32	45	24	28	32	32	29	28	33	26	23	23	15	30	17	28	40	23	23	37	32	23	38	28	40	45	2	9	30	0	30	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	817	14	18	23	9	9	7	19	16	16	12	8	11	9	18	13	13	13	83	28	29	16	13	9	3	3	10	8	11	68	14	9	20	8	15	11	18	13	3	11	10	9	15	9	4	5	6	9	3	7	16	16	10	7	34	6	5	15					
14	Число погашенных неиспользованных открепительных удостоверений	416	10	5	19	17	21	14	22	17	3	1	0	7	2	0	6	3	0	0	8	0	2	0	19	8	9	3	0	6	12	3	8	11	2	2	4	17	7	15	5	13	12	0	7	7	3	8	12	2	12	0	0	28	16	0	0	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	978	23	23	21	2	17	27	28	0	22	13	3	8	19	37	29	5	18	6	24	11	22	4	27	4	1	25	21	36	29	2	39	39	0	14	9	6	26	11	13	0	7	10	12	5	17	26	49	26	31	35	19	10	14	28	2	17	6					
		1.07%	1.21%	1.38%	1.06%	0.31%	1.19%	1.57%	1.65%	0.00%	1.40%	0.60%	0.19%	0.47%	1.03%	2.24%	1.79%	0.32%	1.06%	0.41%	1.06%	0.54%	1.53%	0.88%	1.23%	0.54%	0.15%	1.39%	0.98%	2.27%	1.45%	0.12%	2.05%	2.02%	0.00%	0.79%	0.64%	0.35%	1.67%	0.68%	0.77%	0.00%	0.37%	0.51%	0.80%	0.30%	1.03%	1.53%	2.76%	1.38%	1.76%	1.79%	0.82%	0.96%	1.82%	1.76%	0.66%	1.64%	1.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	437	18	3	4	0	10	8	9	0	5	1	10	5	11	13	10	11	11	4	9	5	10	2	12	7	5	13	7	9	22	2	9	15	0	9	13	4	11	5	12	0	7	4	9	3	11	10	12	11	11	7	7	2	8	8	1	8	4					
		0.48%	0.95%	0.18%	0.20%	0.00%	0.70%	0.47%	0.53%	0.00%	0.32%	0.05%	0.65%	0.29%	0.60%	0.79%	0.62%	0.69%	0.65%	0.28%	0.40%	0.24%	0.70%	0.44%	0.55%	0.94%	0.73%	0.72%	0.33%	0.57%	1.10%	0.12%	0.47%	0.78%	0.00%	0.51%	0.92%	0.23%	0.71%	0.31%	0.71%	0.00%	0.37%	0.20%	0.60%	0.18%	0.67%	0.59%	0.68%	0.58%	0.62%	0.36%	0.30%	0.19%	1.04%	0.50%	0.33%	0.77%	0.99%					
20	3.Политическая партия «Демократическая партия России»	187	2	3	27	0	6	3	2	4	1	8	4	2	4	7	4	2	1	4	3	1	0	3	3	1	0	6	4	4	3	1	2	4	0	2	1	1	2	2	2	0	3	3	4	2	3	4	1	8	5	6	4	2	4	4	2	3	0					
		0.21%	0.11%	0.18%	1.36%	0.00%	0.42%	0.17%	0.12%	0.18%	0.06%	0.37%	0.26%	0.12%	0.22%	0.42%	0.25%	0.13%	0.06%	0.28%	0.13%	0.05%	0.00%	0.66%	0.14%	0.13%	0.00%	0.33%	0.19%	0.25%	0.15%	0.06%	0.10%	0.21%	0.00%	0.11%	0.07%	0.06%	0.13%	0.12%	0.12%	0.00%	0.16%	0.15%	0.27%	0.12%	0.18%	0.23%	0.06%	0.42%	0.28%	0.31%	0.17%	0.19%	0.52%	0.25%	0.66%	0.29%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11027	247	189	227	25	207	43	159	313	89	351	225	253	243	154	182	193	221	174	305	241	190	52	296	87	86	184	190	213	166	292	192	228	217	267	195	314	146	246	233	157	275	296	260	276	276	219	278	291	73	127	265	39	20	162	46	94	38					
		12.10%	13.04%	11.36%	11.44%	3.86%	14.45%	2.50%	9.39%	14.16%	5.65%	16.11%	14.61%	14.93%	13.24%	9.33%	11.25%	12.18%	12.98%	11.97%	13.49%	11.81%	13.21%	11.40%	13.49%	11.65%	12.57%	10.25%	8.88%	13.42%	8.28%	17.18%	10.07%	11.81%	14.26%	15.11%	13.76%	18.26%	9.40%	15.20%	13.75%	9.72%	14.35%	15.06%	17.26%	16.51%	16.70%	12.85%	15.67%	15.41%	4.15%	6.51%	11.42%	3.72%	2.60%	10.17%	15.13%	9.05%	9.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	663	8	15	11	7	8	2	7	11	20	19	14	20	18	11	9	17	11	7	13	7	7	0	23	6	1	22	12	4	17	19	6	16	14	5	15	16	14	18	16	11	24	21	12	2	14	12	14	16	6	18	11	9	7	9	1	8	2					
		0.73%	0.42%	0.90%	0.55%	1.08%	0.56%	0.12%	0.41%	0.50%	1.27%	0.87%	0.91%	1.18%	0.98%	0.67%	0.56%	1.07%	0.65%	0.48%	0.57%	0.34%	0.49%	0.00%	1.05%	0.80%	0.15%	1.23%	0.56%	0.25%	0.85%	1.12%	0.31%	0.83%	0.92%	0.28%	1.06%	0.93%	0.90%	1.11%	0.94%	0.68%	1.25%	1.07%	0.80%	0.12%	0.85%	0.70%	0.79%	0.85%	0.34%	0.92%	0.47%	0.86%	0.91%	0.56%	0.33%	0.77%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	295	7	8	4	2	2	4	4	7	5	11	8	3	12	6	4	6	5	2	8	6	4	4	13	4	0	14	2	4	7	1	10	5	4	3	5	0	3	4	9	0	0	5	9	2	11	8	9	7	3	8	4	0	7	4	0	4	4					
		0.32%	0.37%	0.48%	0.20%	0.31%	0.14%	0.23%	0.24%	0.32%	0.32%	0.50%	0.52%	0.18%	0.65%	0.36%	0.25%	0.38%	0.29%	0.14%	0.35%	0.29%	0.28%	0.88%	0.59%	0.54%	0.00%	0.78%	0.09%	0.25%	0.35%	0.06%	0.52%	0.26%	0.26%	0.17%	0.35%	0.00%	0.19%	0.25%	0.53%	0.00%	0.00%	0.25%	0.60%	0.12%	0.67%	0.47%	0.51%	0.37%	0.17%	0.41%	0.17%	0.00%	0.91%	0.25%	0.00%	0.38%	0.99%					
24	7.Политическая партия «Либерально-демократическая партия России»	3362	64	63	15	14	58	25	76	91	112	43	35	73	48	54	113	46	86	10	63	65	35	20	57	48	56	94	139	62	79	10	72	71	0	34	51	74	83	54	79	84	89	48	37	59	16	124	72	62	125	105	101	23	20	70	4	37	14					
		3.69%	3.38%	3.79%	0.76%	2.16%	4.05%	1.45%	4.49%	4.12%	7.12%	1.97%	2.27%	4.31%	2.61%	3.27%	6.98%	2.90%	5.05%	0.69%	2.79%	3.18%	2.43%	4.39%	2.60%	6.43%	8.19%	5.24%	6.50%	3.91%	3.94%	0.59%	3.78%	3.68%	0.00%	1.92%	3.60%	4.30%	5.34%	3.34%	4.66%	5.20%	4.65%	2.44%	2.46%	3.53%	0.97%	7.28%	4.06%	3.28%	7.10%	5.38%	4.35%	2.20%	2.60%	4.39%	1.32%	3.56%	3.46%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5424	140	115	72	13	51	50	139	162	149	86	59	103	55	118	24	135	98	129	148	98	91	41	132	41	37	136	182	85	159	42	145	117	150	138	61	88	81	104	106	175	84	125	75	68	18	197	51	87	189	122	50	52	10	108	21	104	8					
		5.95%	7.39%	6.91%	3.63%	2.01%	3.56%	2.91%	8.21%	7.33%	9.47%	3.95%	3.83%	6.08%	2.99%	7.15%	1.48%	8.52%	5.76%	8.87%	6.55%	4.80%	6.33%	8.99%	6.02%	5.49%	5.41%	7.58%	8.50%	5.36%	7.93%	2.47%	7.60%	6.06%	9.86%	7.81%	4.30%	5.12%	5.21%	6.43%	6.26%	10.84%	4.38%	6.36%	4.98%	4.07%	1.09%	11.56%	2.87%	4.61%	10.73%	6.25%	2.16%	4.97%	1.30%	6.78%	6.91%	10.01%	1.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	360	3	7	6	3	8	2	9	5	8	16	11	4	5	2	8	8	10	7	13	6	2	2	17	5	1	11	8	5	5	3	10	9	11	5	4	2	8	4	5	8	5	8	1	3	5	12	8	5	6	8	9	4	7	8	0	3	2					
		0.40%	0.16%	0.42%	0.30%	0.46%	0.56%	0.12%	0.53%	0.23%	0.51%	0.73%	0.71%	0.24%	0.27%	0.12%	0.49%	0.51%	0.59%	0.48%	0.57%	0.29%	0.14%	0.44%	0.77%	0.67%	0.15%	0.61%	0.37%	0.32%	0.25%	0.18%	0.52%	0.47%	0.72%	0.28%	0.28%	0.12%	0.51%	0.25%	0.30%	0.50%	0.26%	0.41%	0.07%	0.18%	0.30%	0.70%	0.45%	0.26%	0.34%	0.41%	0.39%	0.38%	0.91%	0.50%	0.00%	0.29%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	66999	1366	1214	1548	570	1036	1546	1245	1593	1139	1588	1118	1177	1385	1224	1215	1142	1224	1100	1608	1550	1045	315	1590	533	494	1281	1542	1135	1493	1303	1400	1402	1119	1280	1033	1209	1146	1133	1202	1158	1399	1416	1071	1221	1250	1062	1261	1350	1266	1483	1830	899	655	1152	225	749	309					
		73.51%	72.12%	72.96%	78.02%	88.10%	72.30%	89.88%	73.54%	72.05%	72.36%	72.88%	72.60%	69.44%	75.44%	74.14%	75.09%	72.10%	71.92%	75.65%	71.12%	75.94%	72.67%	69.08%	72.47%	71.35%	72.22%	71.36%	72.06%	71.52%	74.50%	76.65%	73.41%	72.64%	73.52%	72.44%	72.90%	70.29%	73.75%	70.02%	70.96%	71.70%	73.02%	72.06%	71.12%	73.03%	75.62%	62.32%	71.08%	71.50%	71.89%	76.01%	78.88%	85.86%	85.06%	72.32%	74.01%	72.09%	76.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	643	11	13	20	4	16	10	11	18	15	27	5	16	22	10	16	10	15	7	23	15	21	4	18	7	2	9	12	10	24	3	22	15	0	10	7	2	10	8	7	7	7	6	8	3	6	10	10	2	24	29	11	4	6	17	2	7	9					
		0.71%	0.58%	0.78%	1.01%	0.62%	1.12%	0.58%	0.65%	0.81%	0.95%	1.24%	0.32%	0.94%	1.20%	0.61%	0.99%	0.63%	0.88%	0.48%	1.02%	0.73%	1.46%	0.88%	0.82%	0.94%	0.29%	0.50%	0.56%	0.63%	1.20%	0.18%	1.15%	0.78%	0.00%	0.57%	0.49%	0.12%	0.64%	0.49%	0.41%	0.43%	0.37%	0.31%	0.53%	0.18%	0.36%	0.59%	0.56%	0.11%	1.36%	1.49%	0.47%	0.38%	0.78%	1.07%	0.66%	0.67%	2.22%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
