Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Рамешковская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741									
		12.32%	15.22%	10.40%	13.75%	9.87%	11.67%	11.55%	9.71%	16.89%	13.45%	14.06%	10.55%	12.75%	9.71%	13.10%	14.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	3	2	1	0	1	1	1	0	1	0	4	0	1	1	5									
		0.37%	1.04%	0.61%	0.29%	0.00%	0.32%	0.40%	0.17%	0.00%	0.42%	0.00%	2.01%	0.00%	0.16%	0.24%	1.03%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	3	1	0	0	3	0	3	3	4	6	1	7	4	2	7									
		0.78%	1.04%	0.31%	0.00%	0.00%	0.95%	0.00%	0.51%	1.01%	1.68%	1.19%	0.50%	1.57%	0.64%	0.48%	1.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	5	1	0	0	1	0	2	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	1.64%	0.32%	0.00%	0.00%	0.34%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	3	4	6	2	0	0	6	4	10	1	5	4	9	2	5									
		1.08%	1.04%	1.22%	1.72%	0.66%	0.00%	0.00%	1.02%	1.35%	4.20%	0.20%	2.51%	0.89%	1.43%	0.48%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	527	30	30	25	24	28	37	41	32	20	39	17	50	50	35	69									
		9.34%	10.38%	9.17%	7.16%	7.89%	8.83%	14.74%	6.98%	10.81%	8.40%	7.72%	8.54%	11.19%	7.96%	8.33%	14.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	1	2	0	0	1	0	2	3	1	1	0	2	1	0	1									
		0.27%	0.35%	0.61%	0.00%	0.00%	0.32%	0.00%	0.34%	1.01%	0.42%	0.20%	0.00%	0.45%	0.16%	0.00%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	560	44	20	42	17	35	13	53	23	19	39	9	63	66	46	71									
		9.92%	15.22%	6.12%	12.03%	5.59%	11.04%	5.18%	9.03%	7.77%	7.98%	7.72%	4.52%	14.09%	10.51%	10.95%	14.61%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
