Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Лазовская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	976	10	10	20	20	20	30	30	25	20	25	50	10	10	10	10	5	30	30	30	30	10	15	10	20	10	10	10	20	10	10	10	10	10	20	20	10	10	10	20	20	12	10	17	15	10	20	10	20	50	21	15	10	30	26	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	865	10	10	20	20	20	19	30	10	20	21	50	10	9	10	10	0	15	14	7	30	2	15	10	20	10	10	10	20	10	10	5	10	10	20	20	10	10	10	20	20	12	10	17	15	10	20	10	12	50	21	15	10	30	26	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	222	3	2	4	3	3	10	19	7	4	10	1	4	0	0	2	0	3	11	17	2	1	1	1	2	10	1	1	3	1	1	1	2	0	1	2	3	5	2	4	2	8	0	4	1	3	2	5	5	3	6	0	2	31	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	111	0	0	0	0	0	11	0	15	0	4	0	0	1	0	0	5	15	16	23	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	0	0	6	8	0	3	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	165	2	3	3	5	3	5	9	7	7	6	9	4	0	0	1	1	3	8	9	6	4	4	1	1	0	1	2	1	1	0	1	1	1	3	4	0	4	1	3	2	1	1	2	1	0	3	0	0	3	1	15	2	5	4	1									
		1.09%	1.03%	1.28%	0.95%	1.46%	0.69%	0.75%	1.22%	1.34%	1.94%	1.47%	2.01%	0.99%	0.00%	0.00%	0.36%	2.38%	0.55%	0.73%	1.44%	0.66%	2.04%	1.82%	0.88%	0.46%	0.00%	0.32%	1.05%	0.42%	2.44%	0.00%	2.63%	0.63%	0.79%	1.23%	1.38%	0.00%	1.35%	1.23%	1.08%	0.72%	2.38%	1.64%	1.26%	1.39%	0.00%	2.22%	0.00%	0.00%	1.46%	1.11%	2.97%	1.10%	1.64%	1.56%	0.34%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	561	0	4	9	8	11	23	32	20	17	18	16	12	5	3	24	0	23	57	23	38	7	6	7	7	1	17	5	7	1	9	0	12	4	7	3	3	11	1	7	6	0	6	8	1	0	9	1	2	5	6	25	4	10	9	11									
		3.72%	0.00%	1.71%	2.85%	2.33%	2.54%	3.43%	4.32%	3.83%	4.72%	4.42%	3.58%	2.96%	2.72%	2.65%	8.63%	0.00%	4.23%	5.17%	3.67%	4.17%	3.57%	2.73%	6.19%	3.20%	1.61%	5.41%	2.62%	2.92%	2.44%	5.36%	0.00%	7.50%	3.17%	2.88%	1.03%	4.62%	3.70%	1.23%	2.53%	2.15%	0.00%	9.84%	5.03%	1.39%	0.00%	6.67%	0.88%	2.17%	2.43%	6.67%	4.95%	2.20%	3.28%	3.52%	3.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	493	6	13	5	29	13	19	25	20	7	4	11	29	5	1	11	0	11	42	14	18	6	4	1	8	1	9	6	17	0	2	0	5	3	7	8	0	18	0	14	8	0	1	6	3	4	2	5	1	11	0	20	7	7	19	7									
		3.27%	3.08%	5.56%	1.58%	8.45%	3.00%	2.83%	3.38%	3.83%	1.94%	0.98%	2.46%	7.16%	2.72%	0.88%	3.96%	0.00%	2.02%	3.81%	2.24%	1.98%	3.06%	1.82%	0.88%	3.65%	1.61%	2.87%	3.14%	7.08%	0.00%	1.19%	0.00%	3.13%	2.38%	2.88%	2.76%	0.00%	6.06%	0.00%	5.05%	2.87%	0.00%	1.64%	3.77%	4.17%	5.06%	1.48%	4.42%	1.09%	5.34%	0.00%	3.96%	3.85%	2.30%	7.42%	2.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6149	123	119	144	117	156	240	282	195	127	134	233	136	87	42	99	24	161	344	203	273	99	87	59	82	33	127	98	122	31	89	15	55	76	153	144	27	116	46	128	120	30	18	80	22	46	77	54	49	106	38	185	117	159	81	141									
		40.75%	63.08%	50.85%	45.57%	34.11%	36.03%	35.77%	38.11%	37.36%	35.28%	32.92%	52.13%	33.58%	47.28%	37.17%	35.61%	57.14%	29.60%	31.22%	32.43%	29.97%	50.51%	39.55%	52.21%	37.44%	53.23%	40.45%	51.31%	50.83%	75.61%	52.98%	39.47%	34.38%	60.32%	62.96%	49.66%	41.54%	39.06%	56.79%	46.21%	43.01%	71.43%	29.51%	50.31%	30.56%	58.23%	57.04%	47.79%	53.26%	51.46%	42.22%	36.63%	64.29%	52.13%	31.64%	47.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	140	1	2	8	2	3	12	11	3	0	9	3	4	2	3	3	0	2	9	5	10	1	1	2	1	2	5	0	5	0	2	0	0	0	4	3	0	1	0	6	3	0	1	2	1	0	0	0	2	0	0	2	0	1	3	0									
		0.93%	0.51%	0.85%	2.53%	0.58%	0.69%	1.79%	1.49%	0.57%	0.00%	2.21%	0.67%	0.99%	1.09%	2.65%	1.08%	0.00%	0.37%	0.82%	0.80%	1.10%	0.51%	0.45%	1.77%	0.46%	3.23%	1.59%	0.00%	2.08%	0.00%	1.19%	0.00%	0.00%	0.00%	1.65%	1.03%	0.00%	0.34%	0.00%	2.17%	1.08%	0.00%	1.64%	1.26%	1.39%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.40%	0.00%	0.33%	1.17%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	2	2	1	1	0	3	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	4	1									
		0.21%	0.00%	0.85%	0.63%	0.29%	0.23%	0.00%	0.41%	0.19%	0.00%	0.25%	0.22%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.45%	0.00%	0.46%	1.61%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.34%	0.00%	0.00%	1.23%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.66%	1.56%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3907	44	64	72	103	114	163	175	150	97	137	112	130	40	33	68	13	161	274	195	251	46	80	23	69	20	83	40	52	5	24	15	33	28	46	55	27	73	13	65	66	6	26	37	31	23	26	29	22	42	30	111	29	71	78	87									
		25.89%	22.56%	27.35%	22.78%	30.03%	26.33%	24.29%	23.65%	28.74%	26.94%	33.66%	25.06%	32.10%	21.74%	29.20%	24.46%	30.95%	29.60%	24.86%	31.15%	27.55%	23.47%	36.36%	20.35%	31.51%	32.26%	26.43%	20.94%	21.67%	12.20%	14.29%	39.47%	20.63%	22.22%	18.93%	18.97%	41.54%	24.58%	16.05%	23.47%	23.66%	14.29%	42.62%	23.27%	43.06%	29.11%	19.26%	25.66%	23.91%	20.39%	33.33%	21.98%	15.93%	23.28%	30.47%	29.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	0	2	0	0	4	4	7	2	1	3	2	1	0	0	0	1	5	6	3	13	2	0	1	0	1	3	3	0	0	0	0	0	1	1	7	0	0	0	2	1	0	0	0	2	0	1	1	2	3	0	7	1	2	2	0									
		0.64%	0.00%	0.85%	0.00%	0.00%	0.92%	0.60%	0.95%	0.38%	0.28%	0.74%	0.45%	0.25%	0.00%	0.00%	0.00%	2.38%	0.92%	0.54%	0.48%	1.43%	1.02%	0.00%	0.88%	0.00%	1.61%	0.96%	1.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.41%	2.41%	0.00%	0.00%	0.00%	0.72%	0.36%	0.00%	0.00%	0.00%	2.78%	0.00%	0.74%	0.88%	2.17%	1.46%	0.00%	1.39%	0.55%	0.66%	0.78%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	101	0	2	2	3	11	4	11	1	2	2	1	3	1	0	1	0	3	8	3	10	1	1	2	2	0	1	3	3	0	1	0	2	0	0	0	0	0	0	0	2	0	0	2	0	1	2	0	0	1	1	4	0	1	3	0									
		0.67%	0.00%	0.85%	0.63%	0.87%	2.54%	0.60%	1.49%	0.19%	0.56%	0.49%	0.22%	0.74%	0.54%	0.00%	0.36%	0.00%	0.55%	0.73%	0.48%	1.10%	0.51%	0.45%	1.77%	0.91%	0.00%	0.32%	1.57%	1.25%	0.00%	0.60%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	1.26%	0.00%	1.27%	1.48%	0.00%	0.00%	0.49%	1.11%	0.79%	0.00%	0.33%	1.17%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	0	1	1	0	0	1	2	0	1	0	2	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1									
		0.17%	0.00%	0.00%	0.32%	0.29%	0.00%	0.00%	0.14%	0.38%	0.00%	0.25%	0.00%	0.49%	0.00%	0.00%	0.36%	0.00%	0.18%	0.18%	0.00%	0.11%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.55%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	1	2	1	9	9	14	9	3	1	3	2	2	0	2	3	0	8	24	5	7	0	3	1	1	0	2	1	3	0	0	0	1	3	2	7	0	1	2	0	4	0	0	2	3	0	0	1	0	2	3	6	2	3	2	1									
		1.07%	0.51%	0.85%	0.32%	2.62%	2.08%	2.09%	1.22%	0.57%	0.28%	0.74%	0.45%	0.49%	0.00%	1.77%	1.08%	0.00%	1.47%	2.18%	0.80%	0.77%	0.00%	1.36%	0.88%	0.46%	0.00%	0.64%	0.52%	1.25%	0.00%	0.00%	0.00%	0.63%	2.38%	0.82%	2.41%	0.00%	0.34%	2.47%	0.00%	1.43%	0.00%	0.00%	1.26%	4.17%	0.00%	0.00%	0.88%	0.00%	0.97%	3.33%	1.19%	1.10%	0.98%	0.78%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2370	13	11	52	43	62	134	109	88	80	55	46	53	38	22	56	3	119	244	138	200	18	24	11	28	3	49	24	21	2	38	7	45	8	19	31	3	52	15	42	48	5	7	13	6	4	10	17	10	22	10	108	13	33	25	33									
		15.71%	6.67%	4.70%	16.46%	12.54%	14.32%	19.97%	14.73%	16.86%	22.22%	13.51%	10.29%	13.09%	20.65%	19.47%	20.14%	7.14%	21.88%	22.14%	22.04%	21.95%	9.18%	10.91%	9.73%	12.79%	4.84%	15.61%	12.57%	8.75%	4.88%	22.62%	18.42%	28.13%	6.35%	7.82%	10.69%	4.62%	17.51%	18.52%	15.16%	17.20%	11.90%	11.48%	8.18%	8.33%	5.06%	7.41%	15.04%	10.87%	10.68%	11.11%	21.39%	7.14%	10.82%	9.77%	11.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	1	0	4	1	3	5	3	1	2	1	2	1	1	1	0	2	3	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	2	1	0	0	0	0	0	1	1	0	0	0	3	0	1	0	2									
		0.42%	0.00%	0.43%	0.00%	1.17%	0.23%	0.45%	0.68%	0.57%	0.28%	0.49%	0.22%	0.49%	0.54%	0.88%	0.36%	0.00%	0.37%	0.27%	0.32%	0.88%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.41%	0.00%	1.01%	0.00%	0.72%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.88%	0.00%	0.00%	0.00%	0.59%	0.00%	0.33%	0.00%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	405	4	6	10	9	25	23	17	13	6	21	4	11	2	3	2	0	29	50	15	41	7	5	3	14	0	3	2	6	1	3	0	2	0	0	4	2	2	0	5	10	0	1	3	1	0	0	2	3	3	1	10	1	5	10	5									
		2.68%	2.05%	2.56%	3.16%	2.62%	5.77%	3.43%	2.30%	2.49%	1.67%	5.16%	0.89%	2.72%	1.09%	2.65%	0.72%	0.00%	5.33%	4.54%	2.40%	4.50%	3.57%	2.27%	2.65%	6.39%	0.00%	0.96%	1.05%	2.50%	2.44%	1.79%	0.00%	1.25%	0.00%	0.00%	1.38%	3.08%	0.67%	0.00%	1.81%	3.58%	0.00%	1.64%	1.89%	1.39%	0.00%	0.00%	1.77%	3.26%	1.46%	1.11%	1.98%	0.55%	1.64%	3.91%	1.68%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
