Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
Наименование Избирательной комиссии:    Ковровская городская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2240	10	30	50	80	70	30	40	40	40	40	10	40	50	20	30	30	30	30	30	30	40	40	40	30	30	40	50	50	50	40	40	30	40	40	50	40	50	40	30	50	50	50	50	30	40	40	40	40	30	50	50	40	20	20	30	30	23	20	27	10	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	837	4	7	6	27	25	13	11	6	7	13	2	12	18	8	18	5	6	8	12	17	12	17	14	9	19	13	10	24	17	14	15	14	11	21	12	14	13	26	2	34	19	31	28	5	16	21	9	17	11	14	9	13	17	8	8	17	20	11	22	5	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	535	5	7	8	24	6	4	3	10	17	12	4	15	18	19	11	19	5	5	3	11	10	3	2	5	2	9	3	5	10	12	13	10	5	11	4	9	11	10	6	17	14	9	14	2	4	10	8	4	14	3	7	8	3	16	6	5	9	10	8	2	9	0	0	0	7	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	1403	6	23	44	53	45	17	29	34	33	27	8	28	32	12	12	25	24	22	18	13	28	23	26	21	11	27	40	26	33	26	25	16	29	19	38	26	37	14	28	16	31	19	22	25	24	19	31	23	19	36	41	27	3	12	22	13	3	9	5	5	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	709	0	25	71	27	23	1	6	10	65	57	1	5	12	3	4	5	5	6	7	1	6	0	2	2	67	3	72	42	9	3	6	6	3	4	4	5	6	4	1	13	7	7	8	3	6	6	7	2	3	6	4	3	5	4	4	12	0	2	6	22	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	18894	87	122	210	216	136	81	252	269	243	211	76	208	281	145	314	276	212	218	240	371	399	344	390	388	400	365	358	473	431	351	299	364	313	460	419	437	403	490	18	434	393	476	459	143	326	359	325	352	299	380	337	352	376	301	304	337	421	299	434	91	63	21	23	26	0	205	39	17	32					
		22.38%	19.33%	21.11%	27.24%	17.29%	13.27%	21.60%	27.27%	26.07%	25.29%	23.34%	25.33%	24.50%	24.02%	22.66%	23.19%	27.17%	24.85%	29.14%	25.92%	28.67%	30.72%	32.54%	32.26%	35.63%	32.79%	28.74%	27.71%	33.08%	31.95%	29.92%	27.06%	33.64%	31.14%	31.23%	37.78%	33.44%	30.74%	33.75%	14.17%	33.00%	30.94%	29.94%	33.09%	23.56%	31.35%	33.65%	31.93%	31.63%	30.86%	32.76%	27.90%	29.63%	31.15%	26.40%	25.38%	27.31%	31.23%	30.26%	28.42%	27.16%	21.88%	0.73%	0.80%	0.88%	0.00%	6.93%	1.35%	0.57%	1.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8762	86	89	118	218	127	68	125	136	135	155	44	124	164	82	208	159	108	92	114	161	177	118	165	128	152	159	185	219	177	169	160	138	136	233	129	145	189	168	10	153	186	204	202	106	108	158	138	140	129	143	161	147	142	171	190	182	160	112	200	55	44	15	4	5	2	2	3	10	20					
		10.38%	19.11%	15.40%	15.30%	17.45%	12.39%	18.13%	13.53%	13.18%	14.05%	17.15%	14.67%	14.61%	14.02%	12.81%	15.36%	15.65%	12.66%	12.30%	12.31%	12.44%	13.63%	11.16%	13.65%	11.75%	12.46%	12.52%	14.32%	15.31%	13.12%	14.41%	14.48%	12.75%	13.53%	15.82%	11.63%	11.09%	14.42%	11.57%	7.87%	11.63%	14.65%	12.83%	14.56%	17.46%	10.38%	14.81%	13.56%	12.58%	13.31%	12.33%	13.33%	12.37%	11.76%	15.00%	15.86%	14.75%	11.87%	11.34%	13.10%	16.42%	15.28%	0.52%	0.14%	0.17%	28.57%	0.07%	0.10%	0.34%	0.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	850	12	6	12	20	10	6	9	9	24	18	5	13	13	9	17	8	13	3	14	24	19	15	16	18	15	14	15	13	11	11	15	11	13	16	13	11	29	10	1	15	13	23	15	5	15	12	13	15	19	12	8	17	19	17	10	18	21	10	24	8	1	7	5	3	0	2	3	7	2					
		1.01%	2.67%	1.04%	1.56%	1.60%	0.98%	1.60%	0.97%	0.87%	2.50%	1.99%	1.67%	1.53%	1.11%	1.41%	1.26%	0.79%	1.52%	0.40%	1.51%	1.85%	1.46%	1.42%	1.32%	1.65%	1.23%	1.10%	1.16%	0.91%	0.82%	0.94%	1.36%	1.02%	1.29%	1.09%	1.17%	0.84%	2.21%	0.69%	0.79%	1.14%	1.02%	1.45%	1.08%	0.82%	1.44%	1.12%	1.28%	1.35%	1.96%	1.03%	0.66%	1.43%	1.57%	1.49%	0.83%	1.46%	1.56%	1.01%	1.57%	2.39%	0.35%	0.24%	0.17%	0.10%	0.00%	0.07%	0.10%	0.24%	0.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13843	82	149	154	191	120	106	198	240	199	200	62	190	242	175	323	210	200	201	223	291	230	225	257	188	240	280	309	273	314	251	245	214	212	294	184	269	260	309	33	276	224	337	286	115	230	212	206	245	231	244	238	267	264	280	264	325	344	263	366	66	51	5	4	5	1	14	82	15	40					
		16.40%	18.22%	25.78%	19.97%	15.29%	11.71%	28.27%	21.43%	23.26%	20.71%	22.12%	20.67%	22.38%	20.68%	27.34%	23.86%	20.67%	23.45%	26.87%	24.08%	22.49%	17.71%	21.29%	21.26%	17.26%	19.67%	22.05%	23.92%	19.09%	23.28%	21.40%	22.17%	19.78%	21.09%	19.96%	16.59%	20.58%	19.83%	21.28%	25.98%	20.99%	17.64%	21.19%	20.62%	18.95%	22.12%	19.87%	20.24%	22.01%	23.84%	21.03%	19.70%	22.47%	21.87%	24.56%	22.04%	26.34%	25.52%	26.62%	23.97%	19.70%	17.71%	0.17%	0.14%	0.17%	14.29%	0.47%	2.84%	0.50%	1.38%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2359	21	16	25	23	16	7	26	41	32	33	11	28	41	24	52	32	43	29	40	42	45	39	44	42	61	54	55	43	50	34	33	30	26	46	47	46	34	61	7	43	43	85	55	11	39	49	19	45	29	49	49	53	44	38	60	56	59	36	71	9	8	3	4	6	1	2	6	4	4					
		2.79%	4.67%	2.77%	3.24%	1.84%	1.56%	1.87%	2.81%	3.97%	3.33%	3.65%	3.67%	3.30%	3.50%	3.75%	3.84%	3.15%	5.04%	3.88%	4.32%	3.25%	3.46%	3.69%	3.64%	3.86%	5.00%	4.25%	4.26%	3.01%	3.71%	2.90%	2.99%	2.77%	2.59%	3.12%	4.24%	3.52%	2.59%	4.20%	5.51%	3.27%	3.39%	5.35%	3.97%	1.81%	3.75%	4.59%	1.87%	4.04%	2.99%	4.22%	4.06%	4.46%	3.65%	3.33%	5.01%	4.54%	4.38%	3.64%	4.65%	2.69%	2.78%	0.10%	0.14%	0.20%	14.29%	0.07%	0.21%	0.13%	0.14%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	38196	133	187	238	554	600	103	302	322	312	273	92	265	398	192	409	312	257	197	276	382	396	294	309	306	330	372	325	377	334	334	323	300	286	395	285	375	369	378	57	360	384	435	347	218	299	258	291	296	241	309	384	329	337	304	335	284	313	242	385	98	114	2831	2834	2898	2	2721	2737	2864	2797					
		45.25%	29.56%	32.35%	30.87%	44.36%	58.54%	27.47%	32.68%	31.20%	32.47%	30.20%	30.67%	31.21%	34.02%	30.00%	30.21%	30.71%	30.13%	26.34%	29.81%	29.52%	30.48%	27.81%	25.56%	28.10%	27.05%	29.29%	25.15%	26.36%	24.76%	28.47%	29.23%	27.73%	28.46%	26.82%	25.70%	28.69%	28.15%	26.03%	44.88%	27.38%	30.24%	27.36%	25.02%	35.91%	28.75%	24.18%	28.59%	26.59%	24.87%	26.64%	31.79%	27.69%	27.92%	26.67%	27.96%	23.01%	23.22%	24.49%	25.21%	29.25%	39.58%	98.09%	98.30%	98.17%	28.57%	92.02%	94.94%	96.33%	96.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	473	11	4	5	8	3	4	4	5	2	4	2	7	11	5	14	3	10	4	7	11	14	7	6	9	5	7	13	12	9	7	7	4	6	10	8	8	6	12	1	3	7	7	9	2	7	9	8	5	8	6	9	9	10	11	11	11	4	6	17	1	0	1	4	7	0	3	13	10	0					
		0.56%	2.44%	0.69%	0.65%	0.64%	0.29%	1.07%	0.43%	0.48%	0.21%	0.44%	0.67%	0.82%	0.94%	0.78%	1.03%	0.30%	1.17%	0.53%	0.76%	0.85%	1.08%	0.66%	0.50%	0.83%	0.41%	0.55%	1.01%	0.84%	0.67%	0.60%	0.63%	0.37%	0.60%	0.68%	0.72%	0.61%	0.46%	0.83%	0.79%	0.23%	0.55%	0.44%	0.65%	0.33%	0.67%	0.84%	0.79%	0.45%	0.83%	0.52%	0.75%	0.76%	0.83%	0.96%	0.92%	0.89%	0.30%	0.61%	1.11%	0.30%	0.00%	0.03%	0.14%	0.24%	0.00%	0.10%	0.45%	0.34%	0.00%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
