Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																		
Дата голосования: 02.12.2007																																																																																		
																																																																																		
Наименование Избирательной комиссии:    ТИК Мотовилихинского района г.Перми																																																																																		
																																																																																		
Сводная таблица результатов выборов																																																																																		
																																																																																		
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275					
		1.23%	1.29%	1.87%	1.97%	1.20%	1.03%	1.66%	1.15%	1.86%	1.14%	1.24%	1.74%	2.17%	1.12%	1.05%	0.70%	1.87%	0.79%	1.67%	0.97%	0.82%	1.00%	0.99%	0.99%	1.12%	1.23%	1.15%	1.40%	0.38%	0.83%	1.08%	1.47%	1.77%	0.99%	1.14%	1.81%	1.03%	0.46%	0.85%	0.51%	1.53%	1.67%	1.31%	0.56%	1.50%	0.69%	1.38%	1.85%	1.00%	1.50%	0.91%	0.61%	1.22%	1.02%	1.57%	1.05%	1.09%	1.87%	1.16%	0.84%	0.87%	1.82%	0.71%	0.39%	1.23%	1.14%	1.15%	1.32%	1.31%	1.98%	1.33%	1.22%	1.05%	0.00%	0.93%	0.87%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39016	503	504	339	479	481	360	323	436	343	370	415	566	486	527	401	383	735	553	583	714	760	517	519	622	660	580	688	685	822	706	733	752	707	652	683	382	616	190	219	365	453	442	323	283	571	447	657	604	686	626	304	403	189	712	751	669	507	424	333	567	433	367	389	862	935	703	781	708	656	679	671	271	57	58	136					
		53.23%	50.05%	44.88%	51.44%	52.35%	44.91%	49.66%	53.13%	47.70%	48.86%	57.36%	48.03%	53.50%	54.67%	50.53%	55.77%	51.20%	52.92%	54.16%	51.23%	48.97%	54.52%	51.49%	51.64%	58.08%	54.14%	51.15%	50.51%	51.47%	52.69%	50.94%	51.22%	49.34%	49.93%	52.88%	49.42%	49.16%	56.41%	80.51%	55.58%	50.76%	54.12%	52.68%	59.81%	52.90%	49.22%	51.38%	50.54%	55.01%	49.07%	52.04%	61.91%	61.53%	64.51%	58.79%	56.42%	52.27%	59.16%	54.57%	56.06%	55.10%	56.38%	64.96%	75.68%	52.95%	53.40%	53.66%	57.22%	54.63%	59.05%	52.96%	58.35%	56.69%	70.37%	54.21%	58.87%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2115	24	44	20	17	52	21	15	30	20	18	21	36	22	41	15	18	33	33	28	74	54	41	26	40	33	41	35	55	72	55	57	61	43	36	52	22	41	1	8	8	28	19	10	14	41	18	43	28	38	50	11	16	5	24	34	28	14	20	6	16	12	17	3	55	45	25	26	20	23	22	22	13	2	2	2					
		2.89%	2.39%	3.92%	3.03%	1.86%	4.86%	2.90%	2.47%	3.28%	2.85%	2.79%	2.43%	3.40%	2.47%	3.93%	2.09%	2.41%	2.38%	3.23%	2.46%	5.08%	3.87%	4.08%	2.59%	3.73%	2.71%	3.62%	2.57%	4.13%	4.62%	3.97%	3.98%	4.00%	3.04%	2.92%	3.76%	2.83%	3.75%	0.42%	2.03%	1.11%	3.35%	2.26%	1.85%	2.62%	3.53%	2.07%	3.31%	2.55%	2.72%	4.16%	2.24%	2.44%	1.71%	1.98%	2.55%	2.19%	1.63%	2.57%	1.01%	1.55%	1.56%	3.01%	0.58%	3.38%	2.57%	1.91%	1.90%	1.54%	2.07%	1.72%	1.91%	2.72%	2.47%	1.87%	0.87%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
