Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Козьмодемьянская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1088	76	102	57	64	78	82	77	61	65	47	52	70	11	24	45	47	61	42	27					
		8.08%	8.98%	8.70%	9.38%	7.77%	8.65%	8.42%	10.62%	8.05%	8.53%	6.41%	8.10%	8.18%	3.59%	5.56%	6.32%	7.81%	6.62%	9.52%	10.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	110	7	10	5	0	15	17	6	4	4	6	4	10	2	3	5	8	2	0	2					
		0.82%	0.83%	0.85%	0.82%	0.00%	1.66%	1.75%	0.83%	0.53%	0.52%	0.82%	0.62%	1.17%	0.65%	0.69%	0.70%	1.33%	0.22%	0.00%	0.81%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8541	552	740	369	520	556	574	413	410	474	493	423	555	219	299	480	420	600	292	152					
		63.44%	65.25%	63.14%	60.69%	63.11%	61.64%	58.93%	56.97%	54.09%	62.20%	67.26%	65.89%	64.84%	71.57%	69.21%	67.42%	69.77%	65.15%	66.21%	61.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	68	3	5	5	5	2	7	5	4	1	4	6	2	3	0	5	3	6	2	0					
		0.51%	0.35%	0.43%	0.82%	0.61%	0.22%	0.72%	0.69%	0.53%	0.13%	0.55%	0.93%	0.23%	0.98%	0.00%	0.70%	0.50%	0.65%	0.45%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
