Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Кисловодская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	810	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	416	12	7	21	20	8	8	6	11	18	17	6	15	4	19	11	11	10	10	11	9	8	5	18	15	10	9	14	16	12	3	10	4	8	7	6	11	7	12	2	5	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1389	9	6	6	2	4	14	10	5	15	7	4	1	5	6	7	10	7	4	13	10	4	2	21	12	23	4	13	12	11	30	46	6	6	27	3	58	23	47	64	3	146	27	196	36	163	28	77	25	129	2					
14	Число погашенных неиспользованных открепительных удостоверений	394	8	13	9	0	12	12	14	9	2	3	14	5	16	1	9	9	10	10	9	11	12	15	2	5	10	11	6	4	8	17	10	16	12	13	14	9	13	8	18	15	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	841	21	20	34	18	17	27	24	17	23	29	13	25	3	24	16	23	19	22	22	18	45	17	31	18	15	12	23	36	27	11	19	25	15	16	17	14	9	21	11	0	3	3	13	2	6	3	5	1	2	6					
		2.32%	1.64%	1.82%	2.71%	2.56%	2.07%	2.35%	2.67%	2.45%	1.86%	2.72%	1.85%	2.45%	1.51%	2.18%	2.05%	2.51%	2.24%	2.84%	4.35%	1.95%	4.64%	2.67%	2.56%	1.89%	2.57%	1.63%	2.09%	2.76%	2.40%	2.93%	2.26%	2.33%	2.09%	1.99%	2.03%	1.94%	1.39%	2.63%	1.20%	0.00%	1.20%	11.11%	4.05%	2.33%	2.47%	5.36%	3.50%	2.00%	1.03%	4.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	399	23	11	12	6	6	5	10	14	17	16	5	4	1	13	7	9	11	7	9	6	11	9	11	17	7	2	9	14	18	8	7	13	12	15	4	3	5	14	8	0	3	0	6	2	2	0	1	3	2	1					
		1.10%	1.80%	1.00%	0.96%	0.85%	0.73%	0.44%	1.11%	2.02%	1.37%	1.50%	0.71%	0.39%	0.50%	1.18%	0.90%	0.98%	1.30%	0.90%	1.78%	0.65%	1.13%	1.42%	0.91%	1.79%	1.20%	0.27%	0.82%	1.08%	1.60%	2.13%	0.83%	1.21%	1.67%	1.86%	0.48%	0.42%	0.77%	1.75%	0.87%	0.00%	1.20%	0.00%	1.87%	2.33%	0.82%	0.00%	0.70%	6.00%	1.03%	0.77%					
20	3.Политическая партия «Демократическая партия России»	37	3	1	3	0	1	0	0	1	3	0	1	1	0	0	1	1	0	0	0	2	2	1	0	1	1	0	2	0	3	0	0	3	0	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0					
		0.10%	0.23%	0.09%	0.24%	0.00%	0.12%	0.00%	0.00%	0.14%	0.24%	0.00%	0.14%	0.10%	0.00%	0.00%	0.13%	0.11%	0.00%	0.00%	0.00%	0.22%	0.21%	0.16%	0.00%	0.11%	0.17%	0.00%	0.18%	0.00%	0.27%	0.00%	0.00%	0.28%	0.00%	0.12%	0.00%	0.14%	0.00%	0.00%	0.00%	0.40%	0.40%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5453	144	153	153	112	105	178	146	93	183	165	73	165	31	174	146	145	159	111	76	143	132	97	207	158	88	111	126	250	192	59	110	147	112	124	95	99	90	118	137	55	49	4	80	9	44	11	25	8	46	15					
		15.01%	11.27%	13.95%	12.19%	15.95%	12.77%	15.52%	16.26%	13.40%	14.79%	15.45%	10.37%	16.19%	15.58%	15.79%	18.72%	15.85%	18.77%	14.34%	15.02%	15.48%	13.61%	15.25%	17.07%	16.63%	15.09%	15.10%	11.43%	19.20%	17.10%	15.69%	13.06%	13.67%	15.60%	15.38%	11.34%	13.73%	13.91%	14.75%	14.94%	11.02%	19.60%	14.81%	24.92%	10.47%	18.11%	19.64%	17.48%	16.00%	23.59%	11.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	307	6	12	23	7	2	6	5	1	9	3	6	7	1	9	6	4	8	5	3	6	8	6	9	7	2	14	7	9	7	4	9	6	7	12	5	12	9	13	17	4	0	0	2	0	4	0	4	0	1	0					
		0.85%	0.47%	1.09%	1.83%	0.99%	0.24%	0.52%	0.56%	0.14%	0.73%	0.28%	0.85%	0.69%	0.50%	0.82%	0.77%	0.44%	0.94%	0.65%	0.59%	0.65%	0.82%	0.94%	0.74%	0.74%	0.34%	1.90%	0.64%	0.69%	0.62%	1.06%	1.07%	0.56%	0.97%	1.49%	0.60%	1.66%	1.39%	1.63%	1.85%	0.80%	0.00%	0.00%	0.62%	0.00%	1.65%	0.00%	2.80%	0.00%	0.51%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	65	1	2	3	1	1	3	1	1	2	0	0	2	0	4	3	2	1	2	0	1	2	2	3	1	1	3	1	1	1	2	2	2	1	1	2	0	2	1	1	3	0	0	1	0	2	0	0	0	0	0					
		0.18%	0.08%	0.18%	0.24%	0.14%	0.12%	0.26%	0.11%	0.14%	0.16%	0.00%	0.00%	0.20%	0.00%	0.36%	0.38%	0.22%	0.12%	0.26%	0.00%	0.11%	0.21%	0.31%	0.25%	0.11%	0.17%	0.41%	0.09%	0.08%	0.09%	0.53%	0.24%	0.19%	0.14%	0.12%	0.24%	0.00%	0.31%	0.13%	0.11%	0.60%	0.00%	0.00%	0.31%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2489	87	83	86	50	68	104	43	47	74	68	43	82	7	82	53	51	59	43	43	51	51	52	85	77	46	72	107	75	70	19	43	69	41	53	78	54	43	52	60	31	22	0	14	3	16	6	5	1	9	11					
		6.85%	6.81%	7.57%	6.85%	7.12%	8.27%	9.07%	4.79%	6.77%	5.98%	6.37%	6.11%	8.05%	3.52%	7.44%	6.79%	5.57%	6.97%	5.56%	8.50%	5.52%	5.26%	8.18%	7.01%	8.11%	7.89%	9.80%	9.71%	5.76%	6.23%	5.05%	5.11%	6.42%	5.71%	6.58%	9.31%	7.49%	6.65%	6.50%	6.54%	6.21%	8.80%	0.00%	4.36%	3.49%	6.58%	10.71%	3.50%	2.00%	4.62%	8.46%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3843	145	169	109	88	74	128	98	72	145	120	101	101	11	108	67	107	114	90	56	114	100	42	138	73	45	64	121	163	126	36	102	96	71	81	80	63	65	91	104	16	33	2	35	9	27	3	14	0	17	9					
		10.58%	11.35%	15.41%	8.69%	12.54%	9.00%	11.16%	10.91%	10.37%	11.72%	11.24%	14.35%	9.91%	5.53%	9.80%	8.59%	11.69%	13.46%	11.63%	11.07%	12.34%	10.31%	6.60%	11.38%	7.68%	7.72%	8.71%	10.98%	12.52%	11.22%	9.57%	12.11%	8.93%	9.89%	10.05%	9.55%	8.74%	10.05%	11.38%	11.34%	3.21%	13.20%	7.41%	10.90%	10.47%	11.11%	5.36%	9.79%	0.00%	8.72%	6.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	310	6	6	15	8	14	3	11	10	11	9	3	5	1	5	4	4	9	11	3	9	13	5	10	5	4	8	4	16	9	4	15	11	4	5	8	3	8	2	5	3	5	0	3	1	4	0	3	0	4	1					
		0.85%	0.47%	0.55%	1.20%	1.14%	1.70%	0.26%	1.22%	1.44%	0.89%	0.84%	0.43%	0.49%	0.50%	0.45%	0.51%	0.44%	1.06%	1.42%	0.59%	0.97%	1.34%	0.79%	0.82%	0.53%	0.69%	1.09%	0.36%	1.23%	0.80%	1.06%	1.78%	1.02%	0.56%	0.62%	0.95%	0.42%	1.24%	0.25%	0.55%	0.60%	2.00%	0.00%	0.93%	1.16%	1.65%	0.00%	2.10%	0.00%	2.05%	0.77%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21469	808	628	778	394	520	673	535	423	726	628	444	585	143	643	455	557	430	451	274	539	578	387	666	562	351	425	681	683	615	214	509	687	427	467	529	460	399	465	538	378	129	17	152	55	124	32	80	36	111	78					
		59.11%	63.22%	57.25%	61.99%	56.13%	63.26%	58.67%	59.58%	60.95%	58.69%	58.80%	63.07%	57.41%	71.86%	58.35%	58.33%	60.87%	50.77%	58.27%	54.15%	58.33%	59.59%	60.85%	54.91%	59.16%	60.21%	57.82%	61.80%	52.46%	54.76%	56.91%	60.45%	63.91%	59.47%	57.94%	63.13%	63.80%	61.67%	58.13%	58.67%	75.75%	51.60%	62.96%	47.35%	63.95%	51.03%	57.14%	55.94%	72.00%	56.92%	60.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	796	22	8	33	11	14	15	23	12	30	25	9	27	1	26	12	8	30	20	15	25	15	11	39	20	16	13	10	43	43	16	21	11	22	25	14	9	12	14	23	6	1	1	13	5	13	0	5	1	1	7					
		2.19%	1.72%	0.73%	2.63%	1.57%	1.70%	1.31%	2.56%	1.73%	2.43%	2.34%	1.28%	2.65%	0.50%	2.36%	1.54%	0.87%	3.54%	2.58%	2.96%	2.71%	1.55%	1.73%	3.22%	2.11%	2.74%	1.77%	0.91%	3.30%	3.83%	4.26%	2.49%	1.02%	3.06%	3.10%	1.67%	1.25%	1.85%	1.75%	2.51%	1.20%	0.40%	3.70%	4.05%	5.81%	5.35%	0.00%	3.50%	2.00%	0.51%	5.38%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
