Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Каменская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №2442	УИК №2443					
		1.99%	1.90%	1.38%	2.78%	3.17%	1.47%	4.54%	1.40%	1.77%	1.07%	3.38%	0.57%	1.56%	2.69%	1.33%	3.07%	1.68%	2.17%	0.79%	2.0%	1.69%	0.81%	1.27%	1.61%	0.65%	2.02%	1.59%	0.0%	2.33%	3.77%	3.90%	2.22%	1.23%	1.18%	1.89%	1.83%	2.25%	2.42%	1.01%	0.64%	0.64%	3.33%	1.85%	3.20%	1.63%	3.77%	2.53%	0.96%	0.0%	0.42%	2.52%	1.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	272	4	6	21	1	1	0	1	3	8	0	0	2	20	10	12	25	19	1	0	2	0	0	0	2	0	2	0	16	8	2	7	10	1	0	4	7	0	5	0	11	21	17	12	1	2	0	1	2	1	3	1					
		0.92%	0.95%	1.66%	1.14%	0.79%	0.73%	0.0%	0.20%	1.77%	1.43%	0.0%	0.0%	0.17%	1.53%	1.02%	2.30%	1.50%	1.33%	0.15%	0.0%	0.56%	0.0%	0.0%	0.0%	0.65%	0.0%	0.24%	0.0%	1.20%	2.32%	0.70%	0.74%	0.88%	0.23%	0.0%	1.46%	2.25%	0.0%	0.46%	0.0%	2.35%	1.70%	0.85%	0.80%	0.20%	0.94%	0.0%	0.32%	2.98%	0.42%	1.26%	0.43%					
22	"5. ""За Русь Святую"""	119	4	3	3	0	0	2	2	0	2	0	0	3	5	1	3	5	4	2	1	4	0	2	2	0	0	4	0	3	2	0	8	9	0	1	1	2	2	2	0	1	8	3	16	1	3	0	0	0	0	3	2					
		0.40%	0.95%	0.83%	0.16%	0.0%	0.0%	0.64%	0.40%	0.0%	0.35%	0.0%	0.0%	0.26%	0.38%	0.10%	0.57%	0.30%	0.28%	0.31%	0.33%	1.13%	0.0%	0.51%	1.07%	0.0%	0.0%	0.49%	0.0%	0.22%	0.58%	0.0%	0.84%	0.79%	0.0%	0.21%	0.36%	0.64%	0.97%	0.18%	0.0%	0.21%	0.65%	0.15%	1.06%	0.20%	1.41%	0.0%	0.0%	0.0%	0.0%	1.26%	0.87%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	0	3	2	0	0	0	0	0	2	0	0	0	1	1	2	3	1	1	1	1	0	0	1	0	1	0	1	5	1	0	0	3	2	1	1	0	1	3	0	2	4	2	0	0	0	0	1	0	0	1	2					
		0.17%	0.0%	0.83%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.07%	0.10%	0.38%	0.18%	0.07%	0.15%	0.33%	0.28%	0.0%	0.0%	0.53%	0.0%	0.67%	0.0%	1.14%	0.37%	0.29%	0.0%	0.0%	0.26%	0.47%	0.21%	0.36%	0.0%	0.48%	0.27%	0.0%	0.42%	0.32%	0.10%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.42%	0.87%					
24	"7. ""Новый курс - Автомобильная Россия"""	104	1	1	7	1	2	4	0	0	6	0	0	6	3	1	5	8	4	0	4	0	0	2	0	0	0	1	0	5	1	0	4	4	1	0	2	0	0	3	0	2	10	10	3	0	0	0	0	0	2	0	1					
		0.35%	0.23%	0.27%	0.38%	0.79%	1.47%	1.29%	0.0%	0.0%	1.07%	0.0%	0.0%	0.52%	0.23%	0.10%	0.95%	0.48%	0.28%	0.0%	1.33%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.12%	0.0%	0.37%	0.29%	0.0%	0.42%	0.35%	0.23%	0.0%	0.73%	0.0%	0.0%	0.27%	0.0%	0.42%	0.81%	0.50%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.43%					
25	"8. ""Народно-республиканская партия России"""	32	0	0	0	1	0	1	0	0	0	0	0	2	2	1	1	2	0	1	0	1	0	0	0	0	0	0	1	5	1	1	2	1	2	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	2	0					
		0.10%	0.0%	0.0%	0.0%	0.79%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.15%	0.10%	0.19%	0.12%	0.0%	0.15%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.37%	0.29%	0.35%	0.21%	0.08%	0.47%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.21%	0.08%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	15	1	1	0	1	0	0	0	0	0	2	0	2	4	3	1	0	0	0	0	0	0	1	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.08%	0.15%	0.10%	0.19%	0.06%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%	0.29%	0.35%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.42%	0.32%	0.15%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%					
27	"10. ""Аграрная партия России"""	803	19	11	31	2	1	10	14	3	5	0	4	21	21	19	7	44	41	23	16	66	36	31	10	15	11	2	1	26	6	10	22	21	13	29	3	6	7	16	4	20	29	38	28	6	3	2	19	3	16	7	5					
		2.73%	4.52%	3.04%	1.69%	1.58%	0.73%	3.24%	2.81%	1.77%	0.89%	0.0%	2.28%	1.82%	1.61%	1.94%	1.34%	2.65%	2.87%	3.65%	5.33%	18.69%	7.34%	7.90%	5.37%	4.91%	7.43%	0.24%	1.14%	1.95%	1.74%	3.54%	2.33%	1.85%	3.08%	6.11%	1.09%	1.93%	3.39%	1.47%	2.56%	4.27%	2.35%	1.90%	1.87%	1.22%	1.41%	2.53%	6.08%	4.47%	6.77%	2.94%	2.19%					
28	"11. ""Истинные патриоты России"""	55	2	0	0	0	35	5	2	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0					
		0.18%	0.47%	0.0%	0.0%	0.0%	25.73%	1.62%	0.40%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.33%	0.28%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	162	7	2	9	0	0	4	3	0	1	0	2	0	7	4	4	14	17	2	1	1	0	3	1	3	0	3	1	6	4	2	6	11	2	2	1	1	4	2	1	0	6	8	4	2	2	0	3	0	3	2	1					
		0.55%	1.66%	0.55%	0.49%	0.0%	0.0%	1.29%	0.60%	0.0%	0.17%	0.0%	1.14%	0.0%	0.53%	0.40%	0.76%	0.84%	1.19%	0.31%	0.33%	0.28%	0.0%	0.76%	0.53%	0.98%	0.0%	0.36%	1.14%	0.45%	1.16%	0.70%	0.63%	0.97%	0.47%	0.42%	0.36%	0.32%	1.94%	0.18%	0.64%	0.0%	0.48%	0.40%	0.26%	0.40%	0.94%	0.0%	0.96%	0.0%	1.27%	0.84%	0.43%					
30	"13. ""Демократическая партия России"""	47	0	0	1	0	0	2	3	1	0	0	0	1	0	0	5	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	4	3	0	0	1	0	0	0	1	2	4	6	3	1	0	0	1	0	1	0	0					
		0.15%	0.0%	0.0%	0.05%	0.0%	0.0%	0.64%	0.60%	0.59%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.95%	0.06%	0.07%	0.0%	0.33%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.12%	0.0%	0.07%	0.29%	0.0%	0.42%	0.26%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.64%	0.42%	0.32%	0.30%	0.20%	0.20%	0.0%	0.0%	0.32%	0.0%	0.42%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	0	0	4	1	1	0	1	1	4	0	4	1	2	1	2	2	2	0	1	0	2	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	2	1	0	0	1	0	1	2	0					
		0.14%	0.0%	0.0%	0.21%	0.79%	0.73%	0.0%	0.20%	0.59%	0.71%	0.0%	2.28%	0.08%	0.15%	0.10%	0.38%	0.12%	0.14%	0.0%	0.33%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.12%	1.14%	0.0%	0.29%	0.0%	0.0%	0.08%	0.0%	0.0%	0.36%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.10%	0.13%	0.20%	0.0%	0.0%	0.32%	0.0%	0.42%	0.84%	0.0%					
32	"15. ""Партия СЛОН"""	25	1	1	2	0	0	1	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	3	0	0	1	2	0	0	2	0	1	0	0	0	0					
		0.08%	0.23%	0.27%	0.10%	0.0%	0.0%	0.32%	0.20%	0.0%	0.35%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.06%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.15%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.27%	0.0%	0.0%	0.08%	0.10%	0.0%	0.0%	0.94%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1273	6	15	87	1	1	9	14	5	19	1	5	43	70	39	23	80	88	16	9	7	10	12	9	14	1	27	2	89	14	20	56	35	13	13	11	9	13	27	2	23	83	107	60	38	11	0	5	6	7	12	6					
		4.33%	1.42%	4.15%	4.75%	0.79%	0.73%	2.92%	2.81%	2.95%	3.40%	1.69%	2.85%	3.73%	5.38%	3.99%	4.41%	4.82%	6.16%	2.53%	3.0%	1.98%	2.04%	3.06%	4.83%	4.59%	0.67%	3.30%	2.29%	6.69%	4.06%	7.09%	5.94%	3.09%	3.08%	2.74%	4.02%	2.90%	6.31%	2.49%	1.28%	4.91%	6.74%	5.35%	4.00%	7.78%	5.18%	0.0%	1.60%	8.95%	2.96%	5.04%	2.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	2	0	4	0	2	0	1	0	3	0	1	1	2	0	0	2	3	1	3	0	0	0	1	1	0	1	2	0	2	0	1	1	0	1	0	0	0	3	0	0	0	3	1	0	0	0	2	0	0	1	0					
		0.15%	0.47%	0.0%	0.21%	0.0%	1.47%	0.0%	0.20%	0.0%	0.53%	0.0%	0.57%	0.08%	0.15%	0.0%	0.0%	0.12%	0.21%	0.15%	1.0%	0.0%	0.0%	0.0%	0.53%	0.32%	0.0%	0.12%	2.29%	0.0%	0.58%	0.0%	0.10%	0.08%	0.0%	0.21%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.15%	0.06%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.42%	0.0%					
35	"18. ""ЛДПР"""	3243	31	6	182	14	7	38	74	8	152	2	23	99	103	91	62	170	139	71	50	39	28	54	48	31	21	70	6	135	52	46	72	116	71	80	36	40	13	105	13	67	207	196	159	42	33	5	49	2	31	29	25					
		11.03%	7.38%	1.66%	9.95%	11.11%	5.14%	12.33%	14.88%	4.73%	27.24%	3.38%	13.14%	8.60%	7.92%	9.31%	11.90%	10.25%	9.73%	11.26%	16.66%	11.04%	5.71%	13.77%	25.80%	10.16%	14.18%	8.57%	6.89%	10.15%	15.11%	16.31%	7.64%	10.24%	16.82%	16.87%	13.18%	12.90%	6.31%	9.70%	8.33%	14.31%	16.82%	9.80%	10.62%	8.60%	15.56%	6.32%	15.70%	2.98%	13.13%	12.18%	10.96%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	385	6	9	35	2	5	8	4	4	3	0	2	15	16	12	4	16	16	6	2	2	4	6	0	8	2	8	1	22	6	3	21	12	6	8	1	13	0	11	0	4	24	32	7	8	3	1	1	0	0	4	2					
		1.31%	1.42%	2.49%	1.91%	1.58%	3.67%	2.59%	0.80%	2.36%	0.53%	0.0%	1.14%	1.30%	1.23%	1.22%	0.76%	0.96%	1.12%	0.95%	0.66%	0.56%	0.81%	1.53%	0.0%	2.62%	1.35%	0.98%	1.14%	1.65%	1.74%	1.06%	2.22%	1.06%	1.42%	1.68%	0.36%	4.19%	0.0%	1.01%	0.0%	0.85%	1.95%	1.60%	0.46%	1.63%	1.41%	1.26%	0.32%	0.0%	0.0%	1.68%	0.87%					
37	"20. ""Политическая партия ""Единая Россия"""	18182	264	225	1119	74	67	158	297	126	243	40	96	816	877	674	320	1063	878	421	163	193	315	205	86	184	96	560	51	813	165	143	552	786	241	260	152	162	135	773	115	251	581	1278	1023	333	116	60	200	51	145	111	125					
		61.87%	62.85%	62.32%	61.21%	58.73%	49.26%	51.29%	59.75%	74.55%	43.54%	67.79%	54.85%	70.89%	67.46%	68.98%	61.42%	64.11%	61.48%	66.82%	54.33%	54.67%	64.28%	52.29%	46.23%	60.32%	64.86%	68.62%	58.62%	61.12%	47.96%	50.70%	58.59%	69.43%	57.10%	54.85%	55.67%	52.25%	65.53%	71.44%	73.71%	53.63%	47.23%	63.93%	68.33%	68.23%	54.71%	75.94%	64.10%	76.11%	61.44%	46.63%	54.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	91	0	1	4	1	0	2	2	1	2	0	1	3	0	11	4	5	5	2	0	1	1	4	0	1	0	1	0	8	1	3	0	3	2	1	0	3	1	2	1	4	2	0	2	0	1	0	3	1	0	0	1					
		0.30%	0.0%	0.27%	0.21%	0.79%	0.0%	0.64%	0.40%	0.59%	0.35%	0.0%	0.57%	0.26%	0.0%	1.12%	0.76%	0.30%	0.35%	0.31%	0.0%	0.28%	0.20%	1.02%	0.0%	0.32%	0.0%	0.12%	0.0%	0.60%	0.29%	1.06%	0.0%	0.26%	0.47%	0.21%	0.0%	0.96%	0.48%	0.18%	0.64%	0.85%	0.16%	0.0%	0.13%	0.0%	0.47%	0.0%	0.96%	1.49%	0.0%	0.0%	0.43%					
39	"22. ""Развитие предпринимательства"""	35	0	1	3	2	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	1	3	2	0	0	1	0	1	1	2	3	0	0	0	0	0	1	1	1					
		0.11%	0.0%	0.27%	0.16%	1.58%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.12%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.29%	0.0%	0.10%	0.08%	0.23%	0.63%	0.73%	0.0%	0.0%	0.09%	0.0%	0.21%	0.08%	0.10%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.42%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2368	42	22	189	14	8	26	54	10	15	10	24	86	85	67	34	120	125	55	29	14	42	43	12	31	6	93	15	100	40	23	73	67	35	32	32	40	12	77	16	19	122	180	79	27	16	5	11	0	14	36	41					
		8.05%	10.0%	6.09%	10.33%	11.11%	5.88%	8.44%	10.86%	5.91%	2.68%	16.94%	13.71%	7.47%	6.53%	6.85%	6.52%	7.23%	8.75%	8.73%	9.66%	3.96%	8.57%	10.96%	6.45%	10.16%	4.05%	11.39%	17.24%	7.51%	11.62%	8.15%	7.74%	5.91%	8.29%	6.75%	11.72%	12.90%	5.82%	7.11%	10.25%	4.05%	9.91%	9.00%	5.27%	5.53%	7.54%	6.32%	3.52%	0.0%	5.93%	15.12%	17.98%					
																																																										
41	Против всех	616	10	6	25	4	4	9	13	2	47	1	7	13	24	18	5	37	33	5	3	9	7	9	3	3	0	12	0	17	10	7	24	20	11	14	9	10	3	15	0	11	40	43	24	8	9	2	8	2	8	8	4					
		2.09%	2.38%	1.66%	1.36%	3.17%	2.94%	2.92%	2.61%	1.18%	8.42%	1.69%	4.0%	1.12%	1.84%	1.84%	0.95%	2.23%	2.31%	0.79%	1.0%	2.54%	1.42%	2.29%	1.61%	0.98%	0.0%	1.47%	0.0%	1.27%	2.90%	2.48%	2.54%	1.76%	2.60%	2.95%	3.29%	3.22%	1.45%	1.38%	0.0%	2.35%	3.25%	2.15%	1.60%	1.63%	4.24%	2.53%	2.56%	2.98%	3.38%	3.36%	1.75%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
