Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Кизлярская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	212	7	3	6	2	6	6	2	6	2	6	2	2	6	4	2	4	2	2	6	6	6	2	2	4	6	6	4	6	4	6	2	4	6	4	4	6	4	4	2	3	2	2	4	6	2	2	3	7	2	6	2	3	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	210	6	3	6	2	6	6	2	6	2	6	2	2	5	4	2	4	2	2	6	6	6	2	2	4	6	6	4	6	4	6	2	4	6	4	4	6	4	4	2	3	2	2	4	6	2	2	3	7	2	6	2	3	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	164	2	1	1	1	3	2	0	1	1	21	0	0	0	2	2	1	1	0	0	1	5	3	0	3	4	3	1	0	0	4	0	0	0	0	0	9	6	11	2	0	2	0	0	56	0	0	3	2	2	2	3	3	0	0									
		0.43%	0.09%	0.27%	0.08%	0.44%	0.33%	0.14%	0.00%	0.09%	0.76%	1.89%	0.00%	0.00%	0.00%	0.24%	0.94%	0.17%	0.26%	0.00%	0.00%	0.43%	0.49%	1.62%	0.00%	0.63%	0.32%	0.26%	0.15%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.76%	2.26%	0.65%	0.00%	0.44%	0.00%	0.00%	4.67%	0.00%	0.00%	1.06%	0.10%	0.59%	0.17%	1.32%	0.61%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	387	14	2	15	8	0	0	0	4	1	19	0	0	0	7	5	0	2	0	0	7	15	3	0	4	3	12	2	2	70	0	0	35	0	0	4	8	7	13	1	7	5	0	0	69	0	0	15	6	3	5	2	12	0	0									
		1.02%	0.63%	0.53%	1.21%	3.49%	0.00%	0.00%	0.00%	0.37%	0.76%	1.71%	0.00%	0.00%	0.00%	0.84%	2.36%	0.00%	0.52%	0.00%	0.00%	3.04%	1.46%	1.62%	0.00%	0.84%	0.24%	1.04%	0.30%	0.19%	11.67%	0.00%	0.00%	3.77%	0.00%	0.00%	1.04%	0.70%	0.89%	2.67%	0.32%	1.83%	1.11%	0.00%	0.00%	5.75%	0.00%	0.00%	5.30%	0.29%	0.88%	0.44%	0.88%	2.42%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	389	9	11	3	5	2	1	0	3	0	4	0	0	0	5	0	2	26	0	0	5	0	3	0	4	6	2	5	3	0	0	0	7	0	0	5	8	1	4	1	0	3	0	0	64	1	0	2	0	10	6	175	3	0	0									
		1.02%	0.40%	2.93%	0.24%	2.18%	0.22%	0.07%	0.00%	0.27%	0.00%	0.36%	0.00%	0.00%	0.00%	0.60%	0.00%	0.33%	6.70%	0.00%	0.00%	2.17%	0.00%	1.62%	0.00%	0.84%	0.48%	0.17%	0.74%	0.29%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	1.30%	0.70%	0.13%	0.82%	0.32%	0.00%	0.67%	0.00%	0.00%	5.33%	0.90%	0.00%	0.71%	0.00%	2.95%	0.52%	76.75%	0.61%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31021	2020	306	1107	169	709	1155	403	950	115	909	120	250	1338	709	164	571	314	225	1041	146	874	141	97	394	1115	983	645	843	470	918	92	444	1009	470	338	770	650	352	278	337	346	320	496	421	86	284	210	1922	279	916	0	408	963	429									
		81.73%	90.26%	81.38%	89.13%	73.80%	76.98%	82.50%	99.75%	86.99%	87.79%	81.74%	52.17%	90.91%	93.50%	84.61%	77.36%	95.17%	80.93%	83.64%	76.83%	63.48%	85.35%	76.22%	78.86%	82.43%	88.42%	85.03%	95.27%	81.69%	78.33%	79.76%	64.34%	47.79%	91.98%	82.17%	87.56%	67.37%	82.28%	72.28%	89.68%	88.22%	76.89%	95.52%	86.11%	35.08%	77.48%	74.15%	74.20%	93.76%	82.30%	80.07%	0.00%	82.42%	100.00%	85.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	96	6	2	6	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	55	0	3	0	0	0	0	0	2	0	0									
		0.25%	0.27%	0.53%	0.48%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.21%	0.40%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.56%	0.00%	0.00%	4.58%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	107	0	0	4	1	4	0	0	5	0	0	0	0	0	2	0	0	3	0	0	2	1	0	0	6	2	7	0	4	0	0	0	0	0	0	2	4	0	1	0	0	4	0	0	51	1	0	0	2	0	0	0	1	0	0									
		0.28%	0.00%	0.00%	0.32%	0.44%	0.43%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.77%	0.00%	0.00%	0.87%	0.10%	0.00%	0.00%	1.26%	0.16%	0.61%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.35%	0.00%	0.21%	0.00%	0.00%	0.89%	0.00%	0.00%	4.25%	0.90%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	266	14	0	1	4	9	3	0	4	3	8	0	0	0	2	3	0	1	0	0	11	20	8	3	13	7	9	1	0	0	9	0	5	0	0	2	21	0	5	1	3	5	5	0	61	0	2	2	4	0	12	1	4	0	0									
		0.70%	0.63%	0.00%	0.08%	1.75%	0.98%	0.21%	0.00%	0.37%	2.29%	0.72%	0.00%	0.00%	0.00%	0.24%	1.42%	0.00%	0.26%	0.00%	0.00%	4.78%	1.95%	4.32%	2.44%	2.72%	0.56%	0.78%	0.15%	0.00%	0.00%	0.78%	0.00%	0.54%	0.00%	0.00%	0.52%	1.84%	0.00%	1.03%	0.32%	0.79%	1.11%	1.49%	0.00%	5.08%	0.00%	0.52%	0.71%	0.20%	0.00%	1.05%	0.44%	0.81%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	53	0	0	2	1	0	6	0	1	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.21%	0.00%	0.00%	0.22%	0.00%	0.00%	4.42%	0.00%	0.00%	0.71%	0.05%	0.00%	0.52%	0.00%	0.20%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	53	0	0	0	1	0	3	0	0	0	0									
		0.18%	0.04%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	4.42%	0.00%	0.00%	0.00%	0.05%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	2	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	10	0	0	2	0	0	1	0	1	0	0									
		0.08%	0.09%	0.00%	0.40%	0.44%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.44%	0.00%	0.00%	0.83%	0.00%	0.00%	0.71%	0.00%	0.00%	0.09%	0.00%	0.20%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	1	1	2	1	1	1	0	5	1	3	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	50	1	0	0	1	0	0	0	0	0	0									
		0.21%	0.04%	0.27%	0.16%	0.44%	0.11%	0.07%	0.00%	0.46%	0.76%	0.27%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.20%	0.00%	0.00%	0.00%	0.16%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.09%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	4.17%	0.90%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4303	161	28	74	31	160	225	1	115	8	139	20	18	20	84	31	25	37	44	270	32	89	24	15	44	109	114	14	180	0	131	43	396	88	102	18	310	118	79	25	33	18	10	80	196	16	86	45	93	35	173	43	53	0	0									
		11.34%	7.19%	7.45%	5.96%	13.54%	17.37%	16.07%	0.25%	10.53%	6.11%	12.50%	8.70%	6.55%	1.40%	10.02%	14.62%	4.17%	9.54%	16.36%	19.93%	13.91%	8.69%	12.97%	12.20%	9.21%	8.64%	9.86%	2.07%	17.44%	0.00%	11.38%	30.07%	42.63%	8.02%	17.83%	4.66%	27.12%	14.94%	16.22%	8.06%	8.64%	4.00%	2.99%	13.89%	16.33%	14.41%	22.45%	15.90%	4.54%	10.32%	15.12%	18.86%	10.71%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	0	5	0	2	3	0	0	0	2	0	0	0	3	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	10	0	3	2	0	0	0	0	21	0	0	2	1	2	1	0	0	0	0									
		0.17%	0.00%	0.00%	0.40%	0.00%	0.22%	0.21%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	1.74%	0.00%	0.00%	0.00%	0.00%	0.08%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.87%	0.00%	0.62%	0.65%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.71%	0.05%	0.59%	0.09%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	567	8	25	18	6	31	7	0	3	0	7	90	0	27	10	0	0	0	0	40	6	12	2	0	9	4	1	2	0	60	80	8	1	0	0	1	2	0	3	0	2	49	0	0	26	5	0	0	8	3	7	3	1	0	0									
		1.49%	0.36%	6.65%	1.45%	2.62%	3.37%	0.50%	0.00%	0.27%	0.00%	0.63%	39.13%	0.00%	1.89%	1.19%	0.00%	0.00%	0.00%	0.00%	2.95%	2.61%	1.17%	1.08%	0.00%	1.88%	0.32%	0.09%	0.30%	0.00%	10.00%	6.95%	5.59%	0.11%	0.00%	0.00%	0.26%	0.17%	0.00%	0.62%	0.00%	0.52%	10.89%	0.00%	0.00%	2.17%	4.50%	0.00%	0.00%	0.39%	0.88%	0.61%	1.32%	0.20%	0.00%	0.00%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
