Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Богородская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	156	16	24	7	14	5	10	2	7	10	5	7	7	26	16					
		4.10%	3.89%	5.78%	1.71%	2.94%	2.68%	5.05%	1.80%	3.11%	5.18%	2.95%	3.09%	4.26%	6.46%	7.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	65	10	11	11	12	0	1	4	3	1	2	2	1	3	4					
		1.70%	2.43%	2.65%	2.69%	2.52%	0.0%	0.50%	3.60%	1.33%	0.51%	1.18%	0.88%	0.60%	0.74%	1.82%					
22	"5. ""За Русь Святую"""	20	3	0	2	3	0	1	1	1	4	1	1	1	2	0					
		0.52%	0.72%	0.0%	0.49%	0.63%	0.0%	0.50%	0.90%	0.44%	2.07%	0.59%	0.44%	0.60%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	3	2	1	0	0	1	0	2	0	0	4	2	0	1					
		0.42%	0.72%	0.48%	0.24%	0.0%	0.0%	0.50%	0.0%	0.88%	0.0%	0.0%	1.76%	1.21%	0.0%	0.45%					
24	"7. ""Новый курс - Автомобильная Россия"""	21	3	2	2	7	1	0	1	0	2	0	0	1	2	0					
		0.55%	0.72%	0.48%	0.49%	1.47%	0.53%	0.0%	0.90%	0.0%	1.03%	0.0%	0.0%	0.60%	0.49%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	3	0	1	0	1	0	0	0	0	0	0	0	3	0					
		0.21%	0.72%	0.0%	0.24%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	5	0	1	2	0	0	0	0	0	0	0	0	1	0					
		0.23%	1.21%	0.0%	0.24%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%					
27	"10. ""Аграрная партия России"""	817	45	78	60	76	55	42	26	60	65	40	44	28	132	66					
		21.48%	10.94%	18.79%	14.70%	16.0%	29.56%	21.21%	23.42%	26.66%	33.67%	23.66%	19.46%	17.07%	32.83%	30.13%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.51%	0.0%	0.0%	0.60%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	31	6	2	6	3	2	0	2	1	0	1	1	3	2	2					
		0.81%	1.45%	0.48%	1.47%	0.63%	1.07%	0.0%	1.80%	0.44%	0.0%	0.59%	0.44%	1.82%	0.49%	0.91%					
30	"13. ""Демократическая партия России"""	12	0	0	2	2	1	0	0	4	0	0	3	0	0	0					
		0.31%	0.0%	0.0%	0.49%	0.42%	0.53%	0.0%	0.0%	1.77%	0.0%	0.0%	1.32%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	1	2	1	0	0	0	0	1	1	0	0	0	1	0					
		0.18%	0.24%	0.48%	0.24%	0.0%	0.0%	0.0%	0.0%	0.44%	0.51%	0.0%	0.0%	0.0%	0.24%	0.0%					
32	"15. ""Партия СЛОН"""	8	2	1	2	0	0	0	2	1	0	0	0	0	0	0					
		0.21%	0.48%	0.24%	0.49%	0.0%	0.0%	0.0%	1.80%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	170	18	19	23	23	4	9	0	14	12	5	11	6	17	9					
		4.47%	4.37%	4.57%	5.63%	4.84%	2.15%	4.54%	0.0%	6.22%	6.21%	2.95%	4.86%	3.65%	4.22%	4.10%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	1	0	3	1	2	0	1	0	1	0	1	2	0	2					
		0.36%	0.24%	0.0%	0.73%	0.21%	1.07%	0.0%	0.90%	0.0%	0.51%	0.0%	0.44%	1.21%	0.0%	0.91%					
35	"18. ""ЛДПР"""	429	51	52	55	65	10	18	17	21	23	30	18	26	22	21					
		11.28%	12.40%	12.53%	13.48%	13.68%	5.37%	9.09%	15.31%	9.33%	11.91%	17.75%	7.96%	15.85%	5.47%	9.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	108	17	14	12	17	4	3	0	12	7	4	1	0	13	4					
		2.84%	4.13%	3.37%	2.94%	3.57%	2.15%	1.51%	0.0%	5.33%	3.62%	2.36%	0.44%	0.0%	3.23%	1.82%					
37	"20. ""Политическая партия ""Единая Россия"""	1059	150	128	146	157	40	39	35	43	38	34	76	38	89	46					
		27.85%	36.49%	30.84%	35.78%	33.05%	21.50%	19.69%	31.53%	19.11%	19.68%	20.11%	33.62%	23.17%	22.13%	21.00%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	0	0	1	1	0	0	0	0	0	1	0	0	1					
		0.10%	0.0%	0.0%	0.0%	0.21%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.45%					
39	"22. ""Развитие предпринимательства"""	5	0	1	1	2	0	0	0	0	0	0	1	0	0	0					
		0.13%	0.0%	0.24%	0.24%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	606	44	54	51	54	47	70	14	38	16	37	40	40	70	31					
		15.93%	10.70%	13.01%	12.5%	11.36%	25.26%	35.35%	12.61%	16.88%	8.29%	21.89%	17.69%	24.39%	17.41%	14.15%					
																					
41	Против всех	93	16	10	8	12	6	1	3	5	7	3	7	3	9	3					
		2.44%	3.89%	2.40%	1.96%	2.52%	3.22%	0.50%	2.70%	2.22%	3.62%	1.77%	3.09%	1.82%	2.23%	1.36%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
