Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Викуловская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	654	52	9	6	2	7	95	64	70	28	12	17	9	6	1	33	16	4	0	24	2	17	14	34	5	2	55	7	13	6	5	2	22	10	5					
		5.73%	12.71%	6.98%	4.32%	0.75%	2.39%	6.80%	6.26%	6.38%	1.97%	6.56%	5.99%	2.47%	6.90%	2.22%	5.39%	3.31%	3.20%	0.00%	8.22%	2.22%	3.05%	13.33%	10.30%	5.10%	2.86%	33.13%	5.98%	4.26%	7.06%	6.33%	1.55%	7.24%	10.53%	4.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	6	0	2	0	0	2	7	5	10	4	2	1	1	0	0	3	0	0	0	1	0	0	3	0	0	3	1	1	0	0	0	1	2	1					
		0.49%	1.47%	0.00%	1.44%	0.00%	0.00%	0.14%	0.68%	0.46%	0.70%	2.19%	0.70%	0.27%	1.15%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.91%	0.00%	0.00%	1.81%	0.85%	0.33%	0.00%	0.00%	0.00%	0.33%	2.11%	0.84%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8918	232	96	105	244	265	1039	773	765	1279	113	225	322	65	34	550	437	115	113	211	73	510	76	166	84	64	57	77	254	60	64	122	198	57	73					
		78.10%	56.72%	74.42%	75.54%	91.73%	90.44%	74.37%	75.64%	69.67%	90.01%	61.75%	79.23%	88.46%	74.71%	75.56%	89.87%	90.29%	92.00%	94.96%	72.26%	81.11%	91.56%	72.38%	50.30%	85.71%	91.43%	34.34%	65.81%	83.28%	70.59%	81.01%	94.57%	65.13%	60.00%	61.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	37	2	0	4	0	2	4	3	3	14	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
		0.32%	0.49%	0.00%	2.88%	0.00%	0.68%	0.29%	0.29%	0.27%	0.99%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
