Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    район Крюково																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №3172	УИК №3173	УИК №3174	УИК №3175	УИК №3176	УИК №3177	УИК №3178	УИК №3179	УИК №3180	УИК №3181	УИК №3182	УИК №3183	УИК №3184	УИК №3185	УИК №3186	УИК №3187	УИК №3188	УИК №3189	УИК №3190	УИК №3191	УИК №3192	УИК №3193	УИК №3194	УИК №3195	УИК №3196	УИК №3197	УИК №3198	УИК №3199	УИК №3200	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213									
		3.66%	3.05%	2.62%	4.60%	2.67%	2.83%	2.37%	1.70%	3.76%	4.84%	2.70%	3.08%	4.03%	3.44%	3.44%	4.81%	4.29%	3.30%	5.16%	2.96%	4.32%	4.26%	4.15%	4.39%	1.70%	6.37%	4.92%	3.78%	4.36%	3.35%	3.49%	4.18%	5.20%	3.88%	3.88%	3.40%	1.02%	1.07%	1.99%	4.31%	3.91%	3.19%	4.05%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	477	12	12	14	8	4	12	9	14	13	5	10	8	24	18	5	18	14	17	8	9	8	14	10	7	13	7	16	14	8	8	11	13	7	12	24	11	12	7	8	9	12	12									
		1.92%	1.83%	1.85%	2.58%	1.33%	1.13%	2.37%	1.70%	2.92%	2.42%	1.04%	2.05%	1.47%	3.93%	3.09%	1.09%	2.66%	2.10%	2.31%	1.39%	1.34%	1.31%	2.15%	1.52%	1.98%	2.76%	1.38%	2.02%	2.11%	1.79%	1.55%	1.59%	1.93%	0.91%	1.55%	3.71%	2.25%	2.57%	1.27%	1.11%	1.68%	1.59%	1.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	738	21	24	21	20	8	17	15	13	12	6	15	13	18	18	15	24	11	24	18	10	18	22	17	18	16	11	26	27	5	20	34	25	23	19	19	17	16	10	19	11	23	19									
		2.97%	3.21%	3.69%	3.87%	3.33%	2.27%	3.36%	2.83%	2.71%	2.23%	1.24%	3.08%	2.38%	2.95%	3.09%	3.28%	3.55%	1.65%	3.26%	3.14%	1.49%	2.95%	3.38%	2.58%	5.10%	3.40%	2.17%	3.27%	4.06%	1.12%	3.88%	4.91%	3.71%	2.98%	2.46%	2.94%	3.48%	3.43%	1.81%	2.64%	2.05%	3.05%	2.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9670	248	244	223	250	152	193	214	205	213	219	176	213	204	221	161	232	269	305	230	288	236	254	250	127	180	202	287	226	215	188	291	210	273	266	251	215	205	250	316	202	309	257									
		38.90%	37.86%	37.54%	41.07%	41.67%	43.06%	38.14%	40.38%	42.80%	39.66%	45.44%	36.14%	39.01%	33.44%	37.97%	35.23%	34.32%	40.33%	41.44%	40.07%	42.86%	38.63%	39.08%	37.88%	35.98%	38.22%	39.76%	36.15%	33.98%	47.99%	36.43%	41.99%	31.20%	35.32%	34.41%	38.79%	43.97%	43.90%	45.29%	43.95%	37.62%	41.04%	33.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	454	15	10	8	13	7	10	4	10	15	12	7	10	9	6	15	12	14	11	14	9	8	10	15	5	11	4	12	6	11	13	11	4	16	10	25	5	2	14	16	18	14	13									
		1.83%	2.29%	1.54%	1.47%	2.17%	1.98%	1.98%	0.75%	2.09%	2.79%	2.49%	1.44%	1.83%	1.48%	1.03%	3.28%	1.78%	2.10%	1.49%	2.44%	1.34%	1.31%	1.54%	2.27%	1.42%	2.34%	0.79%	1.51%	0.90%	2.46%	2.52%	1.59%	0.59%	2.07%	1.29%	3.86%	1.02%	0.43%	2.54%	2.23%	3.35%	1.86%	1.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	1	2	3	1	0	2	0	0	1	2	0	2	3	1	0	1	2	3	0	1	1	0	1	2	1	1	4	5	1	0	1	0	1	7	2	1	1	1	1	1	0	5									
		0.25%	0.15%	0.31%	0.55%	0.17%	0.00%	0.40%	0.00%	0.00%	0.19%	0.41%	0.00%	0.37%	0.49%	0.17%	0.00%	0.15%	0.30%	0.41%	0.00%	0.15%	0.16%	0.00%	0.15%	0.57%	0.21%	0.20%	0.50%	0.75%	0.22%	0.00%	0.14%	0.00%	0.13%	0.91%	0.31%	0.20%	0.21%	0.18%	0.14%	0.19%	0.00%	0.65%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3970	89	120	88	78	66	77	96	76	76	64	77	88	110	100	84	102	111	123	66	100	97	87	110	66	49	90	150	114	47	81	99	100	108	115	113	85	102	97	113	93	122	141									
		15.97%	13.59%	18.46%	16.21%	13.00%	18.70%	15.22%	18.11%	15.87%	14.15%	13.28%	15.81%	16.12%	18.03%	17.18%	18.38%	15.09%	16.64%	16.71%	11.50%	14.88%	15.88%	13.38%	16.67%	18.70%	10.40%	17.72%	18.89%	17.14%	10.49%	15.70%	14.29%	14.86%	13.97%	14.88%	17.47%	17.38%	21.84%	17.57%	15.72%	17.32%	16.20%	18.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	499	10	10	11	6	6	7	9	5	7	15	13	13	10	17	8	16	8	15	11	16	10	11	17	7	11	10	14	14	8	16	14	14	24	22	8	11	7	10	14	8	16	20									
		2.01%	1.53%	1.54%	2.03%	1.00%	1.70%	1.38%	1.70%	1.04%	1.30%	3.11%	2.67%	2.38%	1.64%	2.92%	1.75%	2.37%	1.20%	2.04%	1.92%	2.38%	1.64%	1.69%	2.58%	1.98%	2.34%	1.97%	1.76%	2.11%	1.79%	3.10%	2.02%	2.08%	3.10%	2.85%	1.24%	2.25%	1.50%	1.81%	1.95%	1.49%	2.12%	2.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	665	18	10	15	12	7	15	12	7	8	11	20	15	11	18	17	25	19	17	28	14	16	25	29	13	22	14	15	17	4	16	16	30	28	21	10	10	5	13	13	10	20	19									
		2.68%	2.75%	1.54%	2.76%	2.00%	1.98%	2.96%	2.26%	1.46%	1.49%	2.28%	4.11%	2.75%	1.80%	3.09%	3.72%	3.70%	2.85%	2.31%	4.88%	2.08%	2.62%	3.85%	4.39%	3.68%	4.67%	2.76%	1.89%	2.56%	0.89%	3.10%	2.31%	4.46%	3.62%	2.72%	1.55%	2.04%	1.07%	2.36%	1.81%	1.86%	2.66%	2.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	65	4	0	0	5	4	2	0	0	1	0	2	1	2	2	0	3	1	2	0	2	1	2	1	0	2	0	2	1	0	0	0	1	2	6	1	1	4	2	2	1	3	2									
		0.26%	0.61%	0.00%	0.00%	0.83%	1.13%	0.40%	0.00%	0.00%	0.19%	0.00%	0.41%	0.18%	0.33%	0.34%	0.00%	0.44%	0.15%	0.27%	0.00%	0.30%	0.16%	0.31%	0.15%	0.00%	0.42%	0.00%	0.25%	0.15%	0.00%	0.00%	0.00%	0.15%	0.26%	0.78%	0.15%	0.20%	0.86%	0.36%	0.28%	0.19%	0.40%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1577	38	27	21	42	16	22	26	27	42	22	33	30	38	32	27	46	37	29	42	29	37	35	60	21	48	36	61	37	24	38	35	71	82	76	38	15	12	32	32	37	52	72									
		6.34%	5.80%	4.15%	3.87%	7.00%	4.53%	4.35%	4.91%	5.64%	7.82%	4.56%	6.78%	5.49%	6.23%	5.50%	5.91%	6.80%	5.55%	3.94%	7.32%	4.32%	6.06%	5.38%	9.09%	5.95%	10.19%	7.09%	7.68%	5.56%	5.36%	7.36%	5.05%	10.55%	10.61%	9.83%	5.87%	3.07%	2.57%	5.80%	4.45%	6.89%	6.91%	9.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3326	88	98	64	76	37	68	73	65	73	62	69	70	106	71	66	98	99	95	72	103	89	86	71	51	61	72	97	100	74	75	71	104	107	121	67	71	61	74	75	74	75	97									
		13.38%	13.44%	15.08%	11.79%	12.67%	10.48%	13.44%	13.77%	13.57%	13.59%	12.86%	14.17%	12.82%	17.38%	12.20%	14.44%	14.50%	14.84%	12.91%	12.54%	15.33%	14.57%	13.23%	10.76%	14.45%	12.95%	14.17%	12.22%	15.04%	16.52%	14.53%	10.25%	15.45%	13.84%	15.65%	10.36%	14.52%	13.06%	13.41%	10.43%	13.78%	9.96%	12.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	167	5	3	1	6	2	1	4	1	2	2	7	8	5	4	1	7	3	4	3	8	5	6	3	2	1	5	4	4	3	4	4	6	5	5	2	1	5	3	4	4	5	9									
		0.67%	0.76%	0.46%	0.18%	1.00%	0.57%	0.20%	0.75%	0.21%	0.37%	0.41%	1.44%	1.47%	0.82%	0.69%	0.22%	1.04%	0.45%	0.54%	0.52%	1.19%	0.82%	0.92%	0.45%	0.57%	0.21%	0.98%	0.50%	0.60%	0.67%	0.78%	0.58%	0.89%	0.65%	0.65%	0.31%	0.20%	1.07%	0.54%	0.56%	0.74%	0.66%	1.18%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1827	71	57	41	43	25	53	46	29	43	40	32	41	35	40	33	47	45	43	49	42	48	54	34	25	24	27	62	58	26	36	66	55	48	53	50	33	23	23	61	41	70	55									
		7.35%	10.84%	8.77%	7.55%	7.17%	7.08%	10.47%	8.68%	6.05%	8.01%	8.30%	6.57%	7.51%	5.74%	6.87%	7.22%	6.95%	6.75%	5.84%	8.54%	6.25%	7.86%	8.31%	5.15%	7.08%	5.10%	5.31%	7.81%	8.72%	5.80%	6.98%	9.52%	8.17%	6.21%	6.86%	7.73%	6.75%	4.93%	4.17%	8.48%	7.64%	9.30%	7.19%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
