Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Монастырщинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	202	5	3	7	7	1	4	1	8	18	6	7	7	11	11	19	2	4	7	3	43	28									
		4.32%	3.94%	2.40%	2.64%	3.50%	0.85%	6.35%	0.58%	6.40%	12.59%	1.88%	5.98%	7.95%	9.73%	6.79%	6.71%	1.60%	3.03%	5.19%	2.91%	5.14%	3.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	85	3	4	2	2	0	1	1	1	2	7	1	0	2	5	3	1	3	3	1	26	17									
		1.82%	2.36%	3.20%	0.75%	1.00%	0.00%	1.59%	0.58%	0.80%	1.40%	2.19%	0.85%	0.00%	1.77%	3.09%	1.06%	0.80%	2.27%	2.22%	0.97%	3.11%	1.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2198	51	61	127	115	47	37	84	54	78	171	75	48	52	85	159	82	85	69	52	305	361									
		46.98%	40.16%	48.80%	47.92%	57.50%	39.83%	58.73%	48.55%	43.20%	54.55%	53.61%	64.10%	54.55%	46.02%	52.47%	56.18%	65.60%	64.39%	51.11%	50.49%	36.44%	38.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	0	3	1	0	0	4	0	0	3	0	1	0	0	1	0	1	0	1	1	8									
		0.51%	0.00%	0.00%	1.13%	0.50%	0.00%	0.00%	2.31%	0.00%	0.00%	0.94%	0.00%	1.14%	0.00%	0.00%	0.35%	0.00%	0.76%	0.00%	0.97%	0.12%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	1	0	0	0	5	1	2	0	0	0	1	1	1	0	0	1	0	0	1									
		0.30%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	2.89%	0.80%	1.40%	0.00%	0.00%	0.00%	0.88%	0.62%	0.35%	0.00%	0.00%	0.74%	0.00%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	890	35	27	57	40	28	10	42	25	22	72	9	14	28	32	39	17	19	16	23	169	166									
		19.02%	27.56%	21.60%	21.51%	20.00%	23.73%	15.87%	24.28%	20.00%	15.38%	22.57%	7.69%	15.91%	24.78%	19.75%	13.78%	13.60%	14.39%	11.85%	22.33%	20.19%	17.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	1	0	1	0	0	0	0	0	0	4	1	0	2	0	1	0	1	1	0	3	3									
		0.38%	0.79%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.85%	0.00%	1.77%	0.00%	0.35%	0.00%	0.76%	0.74%	0.00%	0.36%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	2	1	1	0	0	2	1	1	2	0	0	0	0	0	0	0	1	0	8	6									
		0.53%	0.00%	1.60%	0.38%	0.50%	0.00%	0.00%	1.16%	0.80%	0.70%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.96%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1									
		0.15%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.80%	0.00%	0.00%	0.00%	0.24%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	0	2	6	0	4	0	2	1	0	1	0	1	0	3	1	0	1	0	0	12	11									
		0.96%	0.00%	1.60%	2.26%	0.00%	3.39%	0.00%	1.16%	0.80%	0.00%	0.31%	0.00%	1.14%	0.00%	1.85%	0.35%	0.00%	0.76%	0.00%	0.00%	1.43%	1.19%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	868	21	13	49	28	28	9	20	25	5	41	21	11	12	14	41	19	9	24	19	207	252									
		18.55%	16.54%	10.40%	18.49%	14.00%	23.73%	14.29%	11.56%	20.00%	3.50%	12.85%	17.95%	12.50%	10.62%	8.64%	14.49%	15.20%	6.82%	17.78%	18.45%	24.73%	27.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	0	0	0	0	0	1	0	1	1	0	2	0	0	1	0	0	0	0	2	5									
		0.30%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.70%	0.31%	0.00%	2.27%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.24%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	89	0	6	5	4	7	2	3	4	2	4	0	1	2	1	2	0	2	2	1	14	27									
		1.90%	0.00%	4.80%	1.89%	2.00%	5.93%	3.17%	1.73%	3.20%	1.40%	1.25%	0.00%	1.14%	1.77%	0.62%	0.71%	0.00%	1.52%	1.48%	0.97%	1.67%	2.92%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
