10	Число действительных избирательных бюллетеней	87040	1090	1213	1335	1021	1405	1392	949	1298	1338	1047	1181	1574	1437	1442	796	1262	839	1154	1410	1075	1380	1325	1181	1112	1321	1907	1620	1297	771	711	1323	945	959	1202	1292	1088	920	1191	1512	1082	648	1045	1440	1572	1023	1512	1525	1717	933	1226	1079	794	925	888	1508	655	1910	1431	709	1992	1147	1547	1324	1804	1301	771	1076	812	1201	377	221	299	153	2078					
11	Число полученных открепительных  удостоверений	3170	40	30	40	40	50	60	40	30	30	30	30	40	50	50	30	30	30	40	50	40	50	50	50	30	30	50	50	100	40	40	50	50	100	50	100	110	40	60	50	30	30	60	50	30	50	50	70	30	40	30	50	30	60	40	40	30	50	40	30	50	50	40	50	50	30	40	50	30	30	0	0	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2316	26	26	31	27	32	35	27	24	23	29	28	32	36	29	27	21	20	39	34	34	43	29	35	17	27	45	46	68	34	28	30	37	76	41	71	95	34	43	34	17	25	39	35	17	30	33	53	24	27	13	39	20	37	31	32	23	40	32	22	43	32	34	35	42	17	31	37	26	17	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3283	30	30	14	23	11	43	23	92	23	32	31	41	38	16	56	56	73	42	27	42	23	28	47	41	51	68	52	68	5	12	41	23	33	35	28	57	62	40	203	32	10	18	16	78	36	28	62	59	68	72	78	47	24	18	151	22	55	44	32	48	93	36	18	60	30	22	37	45	87	23	13	7	154	0					
14	Число неиспользованных открепительных удостоверений	854	14	4	9	13	18	25	13	6	7	1	2	8	14	21	3	9	10	1	16	6	7	21	15	13	3	5	4	32	6	12	20	13	24	9	29	15	6	17	16	13	5	21	15	13	20	17	17	6	13	17	11	10	23	9	8	7	10	8	8	7	18	6	15	8	13	9	13	4	13	0	0	30	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	170	1	1	4	0	4	1	1	2	3	0	2	2	3	1	1	2	1	4	0	1	0	2	1	2	2	0	4	0	2	1	6	0	2	22	4	4	3	1	1	1	2	2	5	1	1	2	0	3	1	2	2	2	3	2	3	1	2	0	3	28	0	2	2	0	2	2	3	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																	
18	Богданов Андрей Владимирович	1736	11	10	9	20	26	28	19	32	17	24	29	30	22	34	18	53	20	40	28	5	26	27	18	37	40	26	34	42	28	13	23	33	18	23	33	19	22	12	14	20	19	19	26	27	39	25	38	30	27	28	26	13	28	27	29	14	41	24	17	23	12	25	19	32	7	22	33	19	20	8	3	11	4	18					
		1.95%	0.98%	0.81%	0.66%	1.92%	1.82%	1.97%	1.96%	2.40%	1.23%	2.23%	2.42%	1.88%	1.52%	2.31%	2.21%	4.09%	2.34%	3.35%	1.95%	0.46%	1.87%	1.99%	1.50%	3.24%	2.98%	1.34%	2.04%	3.16%	3.50%	1.78%	1.72%	3.37%	1.84%	1.87%	2.52%	1.73%	2.31%	0.98%	0.91%	1.81%	2.86%	1.79%	1.76%	1.69%	3.73%	1.63%	2.43%	1.72%	2.81%	2.25%	2.34%	1.58%	2.99%	2.71%	1.88%	2.09%	2.11%	1.64%	2.35%	1.13%	1.02%	1.59%	1.41%	1.76%	0.53%	2.80%	3.03%	2.29%	1.65%	2.11%	1.35%	3.55%	2.60%	0.86%					
19	Жириновский Владимир Вольфович	6121	69	38	40	41	99	89	67	85	100	79	105	103	32	104	66	113	59	103	118	40	119	65	75	82	90	87	103	70	79	66	56	82	72	129	141	104	73	34	38	73	55	93	78	106	100	79	211	109	86	77	93	71	91	78	99	56	30	90	46	218	66	140	93	97	75	60	84	70	68	36	12	65	18	183					
		6.89%	6.16%	3.07%	2.92%	3.94%	6.94%	6.26%	6.91%	6.37%	7.23%	7.36%	8.76%	6.46%	2.21%	7.06%	8.12%	8.71%	6.90%	8.63%	8.21%	3.66%	8.54%	4.81%	6.23%	7.17%	6.71%	4.50%	6.19%	5.27%	9.89%	9.02%	4.18%	8.38%	7.35%	10.47%	10.76%	9.46%	7.68%	2.78%	2.46%	6.61%	8.27%	8.74%	5.29%	6.63%	9.56%	5.14%	13.48%	6.25%	8.94%	6.18%	8.39%	8.63%	9.72%	7.83%	6.42%	8.35%	1.54%	6.16%	6.36%	10.72%	5.62%	8.92%	6.92%	5.33%	5.69%	7.62%	7.72%	8.45%	5.60%	9.47%	5.41%	20.97%	11.69%	8.75%					
20	Зюганов Геннадий Андреевич	13251	180	180	256	197	298	180	150	210	208	187	199	265	246	173	129	175	147	179	213	205	190	184	179	156	166	190	209	187	114	105	140	186	153	179	127	149	189	225	210	163	149	160	284	194	189	212	95	222	187	160	172	161	153	148	179	114	414	203	112	278	174	180	145	355	134	127	195	130	232	32	31	31	35	286					
		14.91%	16.07%	14.54%	18.67%	18.92%	20.90%	12.67%	15.48%	15.74%	15.03%	17.41%	16.60%	16.62%	16.99%	11.74%	15.87%	13.49%	17.19%	15.00%	14.82%	18.74%	13.63%	13.61%	14.87%	13.65%	12.38%	9.82%	12.56%	14.08%	14.27%	14.34%	10.45%	18.99%	15.63%	14.53%	9.69%	13.56%	19.87%	18.37%	13.61%	14.75%	22.41%	15.04%	19.27%	12.13%	18.07%	13.78%	6.07%	12.73%	19.44%	12.84%	15.51%	19.56%	16.35%	14.86%	11.61%	16.99%	21.26%	13.90%	15.49%	13.67%	14.81%	11.46%	10.80%	19.49%	10.16%	16.14%	17.92%	15.70%	19.11%	8.42%	13.96%	10.00%	22.73%	13.67%					
21	Медведев Дмитрий Анатольевич	65932	830	985	1030	763	982	1095	713	971	1013	757	848	1176	1137	1131	583	921	613	832	1051	825	1045	1049	909	837	1025	1604	1274	998	550	527	1104	644	716	871	991	816	636	920	1250	826	425	773	1052	1245	695	1196	1181	1356	633	961	788	549	653	635	1201	471	1425	1114	534	1473	895	1202	1067	1320	1085	562	764	593	881	301	175	192	96	1591					
		74.18%	74.11%	79.56%	75.13%	73.29%	68.86%	77.06%	73.58%	72.79%	73.19%	70.48%	70.73%	73.78%	78.52%	76.73%	71.71%	71.01%	71.70%	69.74%	73.14%	75.41%	74.96%	77.59%	75.50%	73.23%	76.44%	82.89%	76.56%	75.15%	68.84%	71.99%	82.39%	65.78%	73.14%	70.70%	75.59%	74.25%	66.88%	75.10%	81.01%	74.75%	63.91%	72.65%	71.37%	77.81%	66.44%	77.76%	75.46%	77.75%	65.80%	77.13%	71.06%	66.71%	69.76%	63.76%	77.89%	70.19%	73.19%	76.30%	73.86%	72.42%	76.17%	76.56%	79.45%	72.49%	82.26%	71.41%	70.22%	71.62%	72.57%	79.21%	78.83%	61.94%	62.34%	76.05%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
