Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Карачаевская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	2	2	1	2	2	0	2	2	0	1	3	2	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	40	0	0	1	0	0	4	23	0	0	0	0	3	0	2	5	2					
		0.25%	0.00%	0.00%	0.25%	0.00%	0.00%	1.02%	3.53%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.22%	0.19%	0.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.04%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	216	3	3	3	10	16	4	2	7	30	1	4	20	1	51	25	36					
		1.36%	0.38%	0.38%	0.74%	0.65%	2.77%	1.02%	0.31%	0.53%	2.06%	0.32%	0.43%	1.45%	0.62%	5.55%	0.95%	2.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	36	1	5	0	0	0	2	0	0	0	0	0	20	0	0	8	0					
		0.23%	0.13%	0.63%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.30%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	37	0	1	1	0	3	1	0	1	6	0	0	0	1	5	5	13					
		0.23%	0.00%	0.13%	0.25%	0.00%	0.52%	0.25%	0.00%	0.08%	0.41%	0.00%	0.00%	0.00%	0.62%	0.54%	0.19%	0.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	16	0	0	0	0	0	2	0	1	3	0	0	0	0	8	2	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.08%	0.21%	0.00%	0.00%	0.00%	0.00%	0.87%	0.08%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	0	0	0	0	1	1	0	2	0	0	0	0	1	2	16	3					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.17%	0.25%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.62%	0.22%	0.61%	0.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15447	791	789	403	1528	556	377	627	1301	1408	306	916	1335	158	847	2556	1549					
		97.38%	99.25%	98.87%	98.77%	99.35%	96.19%	95.93%	96.17%	98.86%	96.50%	99.35%	99.57%	96.88%	98.14%	92.17%	97.15%	96.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	2	0	0	0	1	0	0	4	2	1	0	0	0	1	7	2					
		0.13%	0.25%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.30%	0.14%	0.32%	0.00%	0.00%	0.00%	0.11%	0.27%	0.12%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
