Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Новоселицкая																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942					
		0.10%	0.07%	0.13%	0.0%	0.0%	0.09%	0.07%	0.15%	0.40%	0.0%	0.10%	0.0%	0.50%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	632	99	41	77	52	149	71	20	27	1	43	9	16	27					
		6.62%	7.39%	5.66%	7.21%	7.21%	13.79%	5.66%	3.16%	5.48%	0.49%	4.51%	4.76%	4.04%	5.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	51	5	2	3	9	6	4	5	2	2	6	2	2	3					
		0.53%	0.37%	0.27%	0.28%	1.24%	0.55%	0.31%	0.79%	0.40%	0.98%	0.63%	1.05%	0.50%	0.61%					
35	"18. ""ЛДПР"""	1327	186	96	162	85	106	152	119	93	21	176	53	38	40					
		13.91%	13.89%	13.25%	15.18%	11.78%	9.81%	12.12%	18.85%	18.90%	10.34%	18.48%	28.04%	9.59%	8.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	392	80	50	44	23	57	40	17	11	6	35	0	6	23					
		4.11%	5.97%	6.90%	4.12%	3.19%	5.27%	3.18%	2.69%	2.23%	2.95%	3.67%	0.0%	1.51%	4.70%					
37	"20. ""Политическая партия ""Единая Россия"""	3136	454	277	391	207	320	443	226	180	90	284	64	78	122					
		32.88%	33.90%	38.25%	36.64%	28.71%	29.62%	35.32%	35.81%	36.58%	44.33%	29.83%	33.86%	19.69%	24.94%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	7	1	3	2	4	0	0	0	0	7	0	2	0					
		0.27%	0.52%	0.13%	0.28%	0.27%	0.37%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.50%	0.0%					
39	"22. ""Развитие предпринимательства"""	27	5	0	5	2	1	3	3	2	0	4	0	0	2					
		0.28%	0.37%	0.0%	0.46%	0.27%	0.09%	0.23%	0.47%	0.40%	0.0%	0.42%	0.0%	0.0%	0.40%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1362	168	65	126	105	153	250	58	44	25	131	11	110	116					
		14.28%	12.54%	8.97%	11.80%	14.56%	14.16%	19.93%	9.19%	8.94%	12.31%	13.76%	5.82%	27.77%	23.72%					
																				
41	Против всех	376	61	35	48	22	32	35	15	25	12	44	7	22	18					
		3.94%	4.55%	4.83%	4.49%	3.05%	2.96%	2.79%	2.37%	5.08%	5.91%	4.62%	3.70%	5.55%	3.68%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
