Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Октябрьская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280					
14	Число погашенных неиспользованных открепительных удостоверений	78	1	2	0	3	2	2	0	2	3	2	0	3	0	2	0	0	1	1	2	0	2	0	4	3	3	4	3	0	0	0	0	0	0	1	1	2	2	1	2	0	0	2	1	4	2	1	3	2	0	2	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	576	7	2	12	3	2	2	44	1	1	1	0	0	34	2	10	26	11	17	4	1	10	7	5	4	5	13	6	13	3	16	22	30	22	29	36	0	1	9	0	14	36	1	5	14	2	16	5	0	19	14	8	31					
		4.43%	2.99%	2.78%	5.17%	4.00%	3.33%	4.26%	8.37%	1.79%	2.04%	1.82%	0.00%	0.00%	6.54%	1.23%	7.19%	4.11%	6.32%	6.51%	6.06%	1.61%	4.02%	4.46%	4.76%	2.22%	1.89%	6.67%	4.05%	4.53%	2.21%	5.32%	3.01%	3.96%	3.57%	4.14%	4.19%	0.00%	1.92%	4.50%	0.00%	4.70%	4.67%	0.57%	3.60%	7.78%	2.63%	7.80%	3.42%	0.00%	4.27%	4.62%	4.55%	8.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	1	0	1	0	0	0	1	0	0	2	0	0	0	0	1	2	1	1	0	0	0	0	3	0	1	0	0	1	0	1	2	1	4	5	2	0	0	0	0	0	7	0	0	1	0	0	0	0	4	2	0	0					
		0.34%	0.43%	0.00%	0.43%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	3.64%	0.00%	0.00%	0.00%	0.00%	0.72%	0.32%	0.57%	0.38%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.38%	0.00%	0.00%	0.35%	0.00%	0.33%	0.27%	0.13%	0.65%	0.71%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.90%	0.66%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	0	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.00%	1.39%	0.00%	0.00%	0.00%	2.13%	0.19%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.68%	0.00%	0.74%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1212	25	7	29	2	5	8	65	6	1	4	24	0	34	13	7	65	10	28	13	3	21	16	7	23	17	29	17	52	20	38	77	53	53	64	76	2	3	29	3	30	80	21	2	17	1	21	13	1	31	5	2	39					
		9.31%	10.68%	9.72%	12.50%	2.67%	8.33%	17.02%	12.36%	10.71%	2.04%	7.27%	21.62%	0.00%	6.54%	8.02%	5.04%	10.27%	5.75%	10.73%	19.70%	4.84%	8.43%	10.19%	6.67%	12.78%	6.42%	14.87%	11.49%	18.12%	14.71%	12.62%	10.53%	6.99%	8.60%	9.13%	8.85%	4.00%	5.77%	14.50%	3.95%	10.07%	10.38%	12.07%	1.44%	9.44%	1.32%	10.24%	8.90%	2.13%	6.97%	1.65%	1.14%	10.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	67	2	0	0	0	0	0	4	0	0	0	1	0	4	9	3	1	0	0	0	0	2	1	0	2	0	2	0	1	0	1	8	5	6	2	3	0	1	0	0	1	2	0	0	0	0	0	1	0	4	0	0	1					
		0.51%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.90%	0.00%	0.77%	5.56%	2.16%	0.16%	0.00%	0.00%	0.00%	0.00%	0.80%	0.64%	0.00%	1.11%	0.00%	1.03%	0.00%	0.35%	0.00%	0.33%	1.09%	0.66%	0.97%	0.29%	0.35%	0.00%	1.92%	0.00%	0.00%	0.34%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.90%	0.00%	0.00%	0.26%					
23	6.Политическая партия «Партия социальной справедливости»	24	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	1	1	0	0	1	0	0	0	1	0	0	1	0	1	3	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	1.23%	0.72%	0.32%	0.57%	0.38%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.35%	0.00%	0.33%	0.41%	0.13%	0.00%	0.14%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.66%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1330	24	9	22	10	8	16	71	10	7	4	7	4	39	7	29	49	11	28	6	8	24	17	6	14	28	19	15	35	14	14	81	79	64	120	79	3	2	16	9	16	63	25	11	8	5	13	18	2	51	23	21	66					
		10.22%	10.26%	12.50%	9.48%	13.33%	13.33%	34.04%	13.50%	17.86%	14.29%	7.27%	6.31%	5.88%	7.50%	4.32%	20.86%	7.74%	6.32%	10.73%	9.09%	12.90%	9.64%	10.83%	5.71%	7.78%	10.57%	9.74%	10.14%	12.20%	10.29%	4.65%	11.08%	10.42%	10.39%	17.12%	9.20%	6.00%	3.85%	8.00%	11.84%	5.37%	8.17%	14.37%	7.91%	4.44%	6.58%	6.34%	12.33%	4.26%	11.46%	7.59%	11.93%	17.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	878	2	1	12	7	3	2	54	4	4	1	8	0	25	9	5	38	4	11	0	4	19	6	5	5	7	2	7	21	7	14	89	87	78	68	104	3	2	11	11	8	37	0	8	6	3	14	7	1	23	15	6	10					
		6.75%	0.85%	1.39%	5.17%	9.33%	5.00%	4.26%	10.27%	7.14%	8.16%	1.82%	7.21%	0.00%	4.81%	5.56%	3.60%	6.00%	2.30%	4.21%	0.00%	6.45%	7.63%	3.82%	4.76%	2.78%	2.64%	1.03%	4.73%	7.32%	5.15%	4.65%	12.18%	11.48%	12.66%	9.70%	12.11%	6.00%	3.85%	5.50%	14.47%	2.68%	4.80%	0.00%	5.76%	3.33%	3.95%	6.83%	4.79%	2.13%	5.17%	4.95%	3.41%	2.60%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	1	0	0	0	1	0	5	2	2	1	0	2	4	1	2	3	0	0	0	0	5	2	0	0	0	0	0	3	2	1	2	5	4	3	2	0	0	0	0	2	6	0	1	2	0	2	2	2	4	3	1	1					
		0.61%	0.43%	0.00%	0.00%	0.00%	1.67%	0.00%	0.95%	3.57%	4.08%	1.82%	0.00%	2.94%	0.77%	0.62%	1.44%	0.47%	0.00%	0.00%	0.00%	0.00%	2.01%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	1.47%	0.33%	0.27%	0.66%	0.65%	0.43%	0.23%	0.00%	0.00%	0.00%	0.00%	0.67%	0.78%	0.00%	0.72%	1.11%	0.00%	0.98%	1.37%	4.26%	0.90%	0.99%	0.57%	0.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8601	169	52	153	53	40	17	275	32	34	41	65	60	370	117	79	436	136	173	43	44	165	107	77	131	201	127	99	154	84	211	434	489	374	395	544	42	42	130	51	222	530	125	109	130	64	137	95	40	301	236	136	230					
		66.10%	72.22%	72.22%	65.95%	70.67%	66.67%	36.17%	52.28%	57.14%	69.39%	74.55%	58.56%	88.24%	71.15%	72.22%	56.83%	68.88%	78.16%	66.28%	65.15%	70.97%	66.27%	68.15%	73.33%	72.78%	75.85%	65.13%	66.89%	53.66%	61.76%	70.10%	59.37%	64.51%	60.71%	56.35%	63.33%	84.00%	80.77%	65.00%	67.11%	74.50%	68.74%	71.84%	78.42%	72.22%	84.21%	66.83%	65.07%	85.11%	67.64%	77.89%	77.27%	59.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	62	0	0	1	0	0	0	2	0	0	0	1	2	3	0	0	1	0	0	0	0	1	0	0	0	3	1	0	5	0	4	3	2	3	6	4	0	0	1	0	2	5	0	0	1	0	1	0	0	4	3	0	3					
		0.48%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.90%	2.94%	0.58%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.13%	0.51%	0.00%	1.74%	0.00%	1.33%	0.41%	0.26%	0.49%	0.86%	0.47%	0.00%	0.00%	0.50%	0.00%	0.67%	0.65%	0.00%	0.00%	0.56%	0.00%	0.49%	0.00%	0.00%	0.90%	0.99%	0.00%	0.78%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
