Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Таттинская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	2	2	1	1	0	1	3	2	0	0	3	2	1	10	3	13									
		0.75%	1.55%	0.47%	0.50%	0.26%	0.00%	0.43%	0.80%	0.49%	0.00%	0.00%	1.03%	0.50%	0.42%	1.32%	0.48%	1.95%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	206	3	11	8	15	8	2	15	14	10	2	13	11	8	30	26	30									
		3.51%	2.33%	2.58%	3.96%	3.86%	2.50%	0.86%	4.01%	3.41%	3.18%	2.30%	4.47%	2.74%	3.33%	3.96%	4.14%	4.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	138	1	9	2	6	4	3	8	9	6	1	5	13	4	24	25	18									
		2.35%	0.78%	2.11%	0.99%	1.54%	1.25%	1.29%	2.14%	2.20%	1.91%	1.15%	1.72%	3.23%	1.67%	3.17%	3.98%	2.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2996	86	213	68	214	202	141	216	230	161	43	172	220	139	328	278	285									
		51.06%	66.67%	49.88%	33.66%	55.01%	63.13%	60.52%	57.75%	56.10%	51.27%	49.43%	59.11%	54.73%	57.92%	43.33%	44.27%	42.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	3	1	0	2	0	3	4	1	0	0	0	4	7	4	5									
		0.58%	0.00%	0.70%	0.50%	0.00%	0.63%	0.00%	0.80%	0.98%	0.32%	0.00%	0.00%	0.00%	1.67%	0.92%	0.64%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	98	0	10	1	5	3	0	5	4	4	3	4	2	1	30	11	15									
		1.67%	0.00%	2.34%	0.50%	1.29%	0.94%	0.00%	1.34%	0.98%	1.27%	3.45%	1.37%	0.50%	0.42%	3.96%	1.75%	2.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	104	0	6	6	8	6	5	7	5	4	1	3	5	6	16	13	13									
		1.77%	0.00%	1.41%	2.97%	2.06%	1.88%	2.15%	1.87%	1.22%	1.27%	1.15%	1.03%	1.24%	2.50%	2.11%	2.07%	1.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	0	2	1	0	0	2	3	0	0	3	0	0	0	0	2									
		0.26%	1.55%	0.00%	0.99%	0.26%	0.00%	0.00%	0.53%	0.73%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	1	0	2	1	1	1	1	0	1	1	1	0	3	1	1									
		0.26%	0.00%	0.23%	0.00%	0.51%	0.31%	0.43%	0.27%	0.24%	0.00%	1.15%	0.34%	0.25%	0.00%	0.40%	0.16%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	1	2	2	0	1	0	0	0	0	0	0	0	2	3	0									
		0.20%	0.78%	0.23%	0.99%	0.51%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.48%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	2	3	0	2	0	1	0	3	3	0	1	2	0	6	7	6									
		0.61%	1.55%	0.70%	0.00%	0.51%	0.00%	0.43%	0.00%	0.73%	0.96%	0.00%	0.34%	0.50%	0.00%	0.79%	1.11%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	743	11	33	11	55	20	18	42	52	72	13	25	52	19	116	103	101									
		12.66%	8.53%	7.73%	5.45%	14.14%	6.25%	7.73%	11.23%	12.68%	22.93%	14.94%	8.59%	12.94%	7.92%	15.32%	16.40%	15.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	1	1	5	2	2	0	0	0	3	1	2	0	3	3	7									
		0.53%	0.78%	0.23%	0.50%	1.29%	0.63%	0.86%	0.00%	0.00%	0.00%	3.45%	0.34%	0.50%	0.00%	0.40%	0.48%	1.05%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1338	19	132	98	68	69	55	71	80	52	20	60	88	58	167	139	162									
		22.80%	14.73%	30.91%	48.51%	17.48%	21.56%	23.61%	18.98%	19.51%	16.56%	22.99%	20.62%	21.89%	24.17%	22.06%	22.13%	24.36%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
