Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Пеновская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812					
		0.08%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	1	0	2	2	0	0	0	0	0	0	0	0	1	1					
		0.18%	0.14%	0.00%	0.32%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	321	62	74	44	7	8	19	8	3	6	11	27	15	19	18					
		8.24%	8.81%	10.10%	6.99%	4.32%	3.92%	8.56%	8.99%	3.70%	7.50%	6.51%	9.71%	8.88%	13.29%	7.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	447	79	101	65	11	16	24	11	3	7	11	42	22	25	30					
		11.47%	11.22%	13.78%	10.33%	6.79%	7.84%	10.81%	12.36%	3.70%	8.75%	6.51%	15.11%	13.02%	17.48%	12.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	34	8	13	3	0	2	3	0	0	0	0	1	1	1	2					
		0.87%	1.14%	1.77%	0.48%	0.00%	0.98%	1.35%	0.00%	0.00%	0.00%	0.00%	0.36%	0.59%	0.70%	0.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2438	441	429	375	118	147	143	58	67	50	131	163	112	65	139					
		62.58%	62.64%	58.53%	59.62%	72.84%	72.06%	64.41%	65.17%	82.72%	62.50%	77.51%	58.63%	66.27%	45.45%	59.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	3	5	7	2	1	0	0	0	0	1	1	0	2	1					
		0.59%	0.43%	0.68%	1.11%	1.23%	0.49%	0.00%	0.00%	0.00%	0.00%	0.59%	0.36%	0.00%	1.40%	0.43%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
