Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Моргаушская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576					
14	Число погашенных неиспользованных открепительных удостоверений	551	10	21	30	0	66	10	13	9	6	16	0	14	3	0	29	24	25	29	9	19	30	3	14	12	23	10	0	0	0	0	0	0	0	0	23	16	16	9	9	0	12	0	0	0	4	0	0	0	7	0	30	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2778	127	93	112	67	177	32	34	24	38	67	34	50	29	54	70	43	33	113	46	69	73	51	35	34	53	66	28	28	48	37	11	40	14	36	63	84	17	70	42	51	28	19	47	71	40	28	31	78	57	52	85	49					
		15.82%	16.14%	15.45%	15.26%	14.41%	21.66%	17.30%	21.79%	15.89%	11.84%	16.54%	19.43%	23.36%	17.79%	18.31%	15.66%	15.75%	11.58%	20.11%	22.44%	17.29%	16.82%	15.74%	16.83%	14.66%	13.70%	13.98%	11.29%	11.02%	14.46%	17.79%	11.00%	11.87%	9.15%	11.73%	16.58%	14.05%	8.10%	18.23%	20.00%	12.78%	13.21%	10.11%	21.76%	15.88%	15.27%	13.86%	11.52%	16.96%	18.69%	13.10%	17.31%	16.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2259	120	80	93	47	105	17	23	23	29	46	24	23	27	35	82	51	73	79	27	60	51	23	24	25	57	46	20	20	27	26	5	25	20	41	53	81	22	52	14	92	17	19	37	43	50	26	24	71	34	59	63	28					
		12.86%	15.25%	13.29%	12.67%	10.11%	12.85%	9.19%	14.74%	15.23%	9.03%	11.36%	13.71%	10.75%	16.56%	11.86%	18.34%	18.68%	25.61%	14.06%	13.17%	15.04%	11.75%	7.10%	11.54%	10.78%	14.73%	9.75%	8.06%	7.87%	8.13%	12.50%	5.00%	7.42%	13.07%	13.36%	13.95%	13.55%	10.48%	13.54%	6.67%	23.06%	8.02%	10.11%	17.13%	9.62%	19.08%	12.87%	8.92%	15.43%	11.15%	14.86%	12.83%	9.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	213	6	4	12	5	12	0	2	3	3	4	4	5	2	6	2	3	5	7	2	4	12	3	3	0	3	6	3	3	2	2	2	0	7	4	10	12	0	4	4	4	0	3	2	2	2	0	4	11	5	5	3	1					
		1.21%	0.76%	0.66%	1.63%	1.08%	1.47%	0.00%	1.28%	1.99%	0.93%	0.99%	2.29%	2.34%	1.23%	2.03%	0.45%	1.10%	1.75%	1.25%	0.98%	1.00%	2.76%	0.93%	1.44%	0.00%	0.78%	1.27%	1.21%	1.18%	0.60%	0.96%	2.00%	0.00%	4.58%	1.30%	2.63%	2.01%	0.00%	1.04%	1.90%	1.00%	0.00%	1.60%	0.93%	0.45%	0.76%	0.00%	1.49%	2.39%	1.64%	1.26%	0.61%	0.34%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3207	150	121	192	65	232	50	24	23	45	74	20	25	30	28	56	36	50	82	32	49	102	97	50	47	58	75	51	63	51	22	13	64	24	48	49	85	30	53	35	61	30	30	37	93	43	42	61	107	75	76	100	51					
		18.26%	19.06%	20.10%	26.16%	13.98%	28.40%	27.03%	15.38%	15.23%	14.02%	18.27%	11.43%	11.68%	18.40%	9.49%	12.53%	13.19%	17.54%	14.59%	15.61%	12.28%	23.50%	29.94%	24.04%	20.26%	14.99%	15.89%	20.56%	24.80%	15.36%	10.58%	13.00%	18.99%	15.69%	15.64%	12.89%	14.21%	14.29%	13.80%	16.67%	15.29%	14.15%	15.96%	17.13%	20.81%	16.41%	20.79%	22.68%	23.26%	24.59%	19.14%	20.37%	17.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	13	6	6	2	9	4	1	1	3	6	0	2	0	1	3	0	2	4	3	3	4	3	0	5	4	9	1	1	0	0	0	2	2	0	3	4	0	1	3	1	0	3	2	1	1	0	4	7	2	2	4	5					
		0.81%	1.65%	0.99%	0.82%	0.43%	1.10%	2.16%	0.64%	0.66%	0.93%	1.48%	0.00%	0.93%	0.00%	0.34%	0.67%	0.00%	0.70%	0.71%	1.46%	0.75%	0.92%	0.93%	0.00%	2.16%	1.03%	1.91%	0.40%	0.39%	0.00%	0.00%	0.00%	0.59%	1.31%	0.00%	0.79%	0.67%	0.00%	0.26%	1.43%	0.25%	0.00%	1.60%	0.93%	0.22%	0.38%	0.00%	1.49%	1.52%	0.66%	0.50%	0.81%	1.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8419	351	282	292	262	259	74	64	77	191	198	88	102	73	162	224	136	105	259	86	199	183	139	86	111	202	265	137	130	193	115	63	192	82	173	191	320	133	188	104	179	128	108	86	223	118	99	136	167	125	192	219	148					
		47.94%	44.60%	46.84%	39.78%	56.34%	31.70%	40.00%	41.03%	50.99%	59.50%	48.89%	50.29%	47.66%	44.79%	54.92%	50.11%	49.82%	36.84%	46.09%	41.95%	49.87%	42.17%	42.90%	41.35%	47.84%	52.20%	56.14%	55.24%	51.18%	58.13%	55.29%	63.00%	56.97%	53.59%	56.35%	50.26%	53.51%	63.33%	48.96%	49.52%	44.86%	60.38%	57.45%	39.81%	49.89%	45.04%	49.01%	50.56%	36.30%	40.98%	48.36%	44.60%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	59	2	1	7	0	2	1	0	0	0	2	1	0	0	1	2	0	3	3	0	1	1	2	0	2	0	0	0	0	0	1	3	1	1	0	2	1	0	2	1	0	1	0	2	0	0	0	1	6	1	2	2	1					
		0.34%	0.25%	0.17%	0.95%	0.00%	0.24%	0.54%	0.00%	0.00%	0.00%	0.49%	0.57%	0.00%	0.00%	0.34%	0.45%	0.00%	1.05%	0.53%	0.00%	0.25%	0.23%	0.62%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	3.00%	0.30%	0.65%	0.00%	0.53%	0.17%	0.00%	0.52%	0.48%	0.00%	0.47%	0.00%	0.93%	0.00%	0.00%	0.00%	0.37%	1.30%	0.33%	0.50%	0.41%	0.34%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
