Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Моргаушская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	689	56	8	2	0	0	0	2	0	18	10	15	14	0	0	1	0	37	0	6	20	21	8	1	19	20	30	14	23	8	1	18	21	36	38	7	12	15	7	64	1	6	1	44	0	6	24	0	0	0	22	33					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	387	13	15	7	17	5	7	12	12	12	6	6	7	4	5	8	12	21	5	8	13	4	3	0	11	2	4	8	7	8	3	6	1	6	3	11	3	6	9	9	1	2	3	13	6	4	3	22	6	7	11	10					
		1.84%	0.76%	1.83%	1.21%	1.82%	2.29%	4.00%	7.32%	3.39%	2.29%	2.80%	2.07%	3.26%	1.22%	0.84%	2.45%	2.98%	2.38%	2.40%	2.78%	2.51%	0.97%	1.12%	0.00%	2.57%	0.43%	1.45%	2.65%	1.99%	3.56%	2.48%	1.65%	0.51%	1.59%	0.64%	1.52%	0.99%	1.14%	3.32%	1.76%	0.43%	0.99%	1.12%	2.49%	1.93%	1.70%	1.07%	3.85%	1.91%	1.57%	1.86%	2.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	8	4	0	3	2	0	0	1	0	0	0	0	0	1	1	2	1	2	0	0	0	0	0	2	2	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	1	2	1	3	0	1	1	0	1	3	2					
		0.25%	0.47%	0.49%	0.00%	0.32%	0.92%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.31%	0.50%	0.11%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.43%	0.00%	0.66%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.21%	0.14%	0.33%	0.19%	0.37%	0.20%	0.00%	0.50%	0.74%	0.19%	0.96%	0.00%	0.36%	0.17%	0.00%	0.22%	0.51%	0.52%					
20	3.Политическая партия «Демократическая партия России»	35	0	6	0	1	2	1	1	0	1	1	0	1	1	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	1	2	2	0					
		0.17%	0.00%	0.73%	0.00%	0.11%	0.92%	0.57%	0.61%	0.00%	0.19%	0.47%	0.00%	0.47%	0.30%	0.00%	0.00%	0.74%	0.34%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.20%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.70%	0.32%	0.45%	0.34%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2117	178	71	51	206	49	16	14	37	49	18	15	26	20	40	21	46	56	16	21	57	47	41	36	64	53	28	52	46	15	12	63	32	25	21	34	19	43	28	42	12	28	23	38	20	26	25	42	30	46	71	48					
		10.08%	10.46%	8.67%	8.84%	22.06%	22.48%	9.14%	8.54%	10.45%	9.37%	8.41%	5.17%	12.09%	6.08%	6.72%	6.42%	11.41%	6.35%	7.69%	7.29%	11.00%	11.38%	15.24%	11.69%	14.95%	11.47%	10.14%	17.22%	13.11%	6.67%	9.92%	17.36%	16.24%	6.63%	4.45%	4.69%	6.27%	8.16%	10.33%	8.22%	5.15%	13.86%	8.55%	7.27%	6.43%	11.06%	8.93%	7.34%	9.55%	10.34%	11.99%	12.57%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	3	3	2	2	1	0	0	1	0	2	0	0	2	0	1	1	6	2	0	2	0	0	0	3	1	0	1	0	1	0	1	0	2	2	1	0	3	2	4	0	0	0	0	0	0	1	3	1	0	1	4					
		0.28%	0.18%	0.37%	0.35%	0.21%	0.46%	0.00%	0.00%	0.28%	0.00%	0.93%	0.00%	0.00%	0.61%	0.00%	0.31%	0.25%	0.68%	0.96%	0.00%	0.39%	0.00%	0.00%	0.00%	0.70%	0.22%	0.00%	0.33%	0.00%	0.44%	0.00%	0.28%	0.00%	0.53%	0.42%	0.14%	0.00%	0.57%	0.74%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.52%	0.32%	0.00%	0.17%	1.05%					
23	6.Политическая партия «Партия социальной справедливости»	30	2	2	0	2	0	0	1	0	3	1	2	0	1	1	0	1	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0					
		0.14%	0.12%	0.24%	0.00%	0.21%	0.00%	0.00%	0.61%	0.00%	0.57%	0.47%	0.69%	0.00%	0.30%	0.17%	0.00%	0.25%	0.45%	0.48%	0.00%	0.19%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.33%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1690	166	48	34	79	13	10	13	29	33	7	13	15	31	59	34	70	90	7	16	32	18	9	14	50	41	20	20	11	15	5	19	14	22	26	37	11	35	24	109	18	23	25	41	25	21	18	64	22	37	55	42					
		8.05%	9.75%	5.86%	5.89%	8.46%	5.96%	5.71%	7.93%	8.19%	6.31%	3.27%	4.48%	6.98%	9.42%	9.92%	10.40%	17.37%	10.20%	3.37%	5.56%	6.18%	4.36%	3.35%	4.55%	11.68%	8.87%	7.25%	6.62%	3.13%	6.67%	4.13%	5.23%	7.11%	5.84%	5.51%	5.10%	3.63%	6.64%	8.86%	21.33%	7.73%	11.39%	9.29%	7.84%	8.04%	8.94%	6.43%	11.19%	7.01%	8.31%	9.29%	10.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1529	196	55	65	76	11	11	9	20	19	13	10	5	15	40	11	26	57	15	18	27	31	6	10	37	66	17	16	17	15	9	19	11	18	31	49	19	46	18	30	13	11	16	45	24	8	29	61	30	30	76	22					
		7.28%	11.52%	6.72%	11.27%	8.14%	5.05%	6.29%	5.49%	5.65%	3.63%	6.07%	3.45%	2.33%	4.56%	6.72%	3.36%	6.45%	6.46%	7.21%	6.25%	5.21%	7.51%	2.23%	3.25%	8.64%	14.29%	6.16%	5.30%	4.84%	6.67%	7.44%	5.23%	5.58%	4.77%	6.57%	6.76%	6.27%	8.73%	6.64%	5.87%	5.58%	5.45%	5.95%	8.60%	7.72%	3.40%	10.36%	10.66%	9.55%	6.74%	12.84%	5.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	214	16	5	4	7	5	2	2	5	6	0	5	2	3	9	1	9	9	1	1	8	3	1	3	3	6	6	5	1	2	0	4	1	1	2	3	2	8	7	7	3	2	5	5	0	2	4	4	1	2	15	6					
		1.02%	0.94%	0.61%	0.69%	0.75%	2.29%	1.14%	1.22%	1.41%	1.15%	0.00%	1.72%	0.93%	0.91%	1.51%	0.31%	2.23%	1.02%	0.48%	0.35%	1.54%	0.73%	0.37%	0.97%	0.70%	1.30%	2.17%	1.66%	0.28%	0.89%	0.00%	1.10%	0.51%	0.27%	0.42%	0.41%	0.66%	1.52%	2.58%	1.37%	1.29%	0.99%	1.86%	0.96%	0.00%	0.85%	1.43%	0.70%	0.32%	0.45%	2.53%	1.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14518	1098	602	402	522	116	123	107	244	396	162	232	154	247	436	249	214	618	151	219	372	289	205	234	251	285	195	189	259	167	86	243	136	298	384	583	244	369	174	301	185	132	192	375	225	172	195	367	220	317	342	240					
		69.15%	64.51%	73.50%	69.67%	55.89%	53.21%	70.29%	65.24%	68.93%	75.72%	75.70%	80.00%	71.63%	75.08%	73.28%	76.15%	53.10%	70.07%	72.60%	76.04%	71.81%	69.98%	76.21%	75.97%	58.64%	61.69%	70.65%	62.58%	73.79%	74.22%	71.07%	66.94%	69.04%	79.05%	81.36%	80.41%	80.53%	70.02%	64.21%	58.90%	79.40%	65.35%	71.38%	71.70%	72.35%	73.19%	69.64%	64.16%	70.06%	71.24%	57.77%	62.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	69	2	3	3	4	5	1	1	0	2	0	2	1	1	0	0	2	5	3	2	0	0	1	2	5	3	0	2	0	0	1	2	0	1	0	1	1	1	3	0	0	1	0	1	2	0	1	1	0	0	3	0					
		0.33%	0.12%	0.37%	0.52%	0.43%	2.29%	0.57%	0.61%	0.00%	0.38%	0.00%	0.69%	0.47%	0.30%	0.00%	0.00%	0.50%	0.57%	1.44%	0.69%	0.00%	0.00%	0.37%	0.65%	1.17%	0.65%	0.00%	0.66%	0.00%	0.00%	0.83%	0.55%	0.00%	0.27%	0.00%	0.14%	0.33%	0.19%	1.11%	0.00%	0.00%	0.50%	0.00%	0.19%	0.64%	0.00%	0.36%	0.17%	0.00%	0.00%	0.51%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
