Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Сысольская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	1	3	8	4	4	2	23	5	7	5	9	5	2	6	1	0	1	4	0	1	0	1									
		1.53%	0.43%	4.00%	2.35%	2.74%	1.14%	0.93%	2.18%	1.14%	1.92%	3.25%	1.21%	1.62%	1.34%	2.84%	0.86%	0.00%	0.72%	1.23%	0.00%	0.50%	0.00%	0.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	211	6	9	9	8	15	6	42	10	19	5	26	8	4	6	6	4	4	8	2	9	5	0									
		3.50%	2.59%	12.00%	2.65%	5.48%	4.29%	2.80%	3.97%	2.29%	5.22%	3.25%	3.49%	2.60%	2.68%	2.84%	5.17%	2.17%	2.90%	2.46%	2.41%	4.52%	5.62%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	198	9	2	11	2	13	6	41	14	10	5	23	7	0	16	7	2	8	7	3	8	3	1									
		3.29%	3.88%	2.67%	3.24%	1.37%	3.71%	2.80%	3.88%	3.20%	2.75%	3.25%	3.09%	2.27%	0.00%	7.58%	6.03%	1.09%	5.80%	2.15%	3.61%	4.02%	3.37%	0.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2484	102	28	156	52	135	86	394	162	113	55	290	131	73	99	55	92	53	148	45	115	37	63									
		41.25%	43.97%	37.33%	45.88%	35.62%	38.57%	40.19%	37.28%	37.07%	31.04%	35.71%	38.98%	42.53%	48.99%	46.92%	47.41%	50.00%	38.41%	45.54%	54.22%	57.79%	41.57%	58.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	0	2	2	1	3	0	12	4	6	1	7	4	1	1	1	1	0	2	0	0	0	0									
		0.80%	0.00%	2.67%	0.59%	0.68%	0.86%	0.00%	1.14%	0.92%	1.65%	0.65%	0.94%	1.30%	0.67%	0.47%	0.86%	0.54%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	2	3	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.28%	0.00%	0.00%	0.65%	0.13%	0.00%	0.00%	0.95%	0.86%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1406	51	7	74	37	95	54	216	111	97	39	194	69	28	35	27	45	31	93	22	35	25	21									
		23.35%	21.98%	9.33%	21.76%	25.34%	27.14%	25.23%	20.44%	25.40%	26.65%	25.32%	26.08%	22.40%	18.79%	16.59%	23.28%	24.46%	22.46%	28.62%	26.51%	17.59%	28.09%	19.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	1	1	0	1	1	2	0	1	0	2	5	3	0	0	0	0	0	0	0	0	1									
		0.30%	0.00%	1.33%	0.29%	0.00%	0.29%	0.47%	0.19%	0.00%	0.27%	0.00%	0.27%	1.62%	2.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	1	0	2	0	5	1	13	3	5	4	11	3	1	1	2	1	0	4	0	0	0	1									
		0.96%	0.43%	0.00%	0.59%	0.00%	1.43%	0.47%	1.23%	0.69%	1.37%	2.60%	1.48%	0.97%	0.67%	0.47%	1.72%	0.54%	0.00%	1.23%	0.00%	0.00%	0.00%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	1	0	1	0	0	2	1	1	0	1	0	1	2	0	0	0	0	0	0	0	1									
		0.23%	1.29%	1.33%	0.00%	0.68%	0.00%	0.00%	0.19%	0.23%	0.27%	0.00%	0.13%	0.00%	0.67%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	0	3	3	1	3	5	13	2	7	1	8	1	0	2	0	0	0	2	1	0	0	0									
		0.86%	0.00%	4.00%	0.88%	0.68%	0.86%	2.34%	1.23%	0.46%	1.92%	0.65%	1.08%	0.32%	0.00%	0.95%	0.00%	0.00%	0.00%	0.62%	1.20%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	646	20	10	45	22	31	21	135	54	38	13	93	47	17	10	3	10	12	24	8	18	10	5									
		10.73%	8.62%	13.33%	13.24%	15.07%	8.86%	9.81%	12.77%	12.36%	10.44%	8.44%	12.50%	15.26%	11.41%	4.74%	2.59%	5.43%	8.70%	7.38%	9.64%	9.05%	11.24%	4.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	1	0	0	2	0	8	2	4	1	6	1	0	0	1	2	0	1	1	0	2	0									
		0.55%	0.43%	1.33%	0.00%	0.00%	0.57%	0.00%	0.76%	0.46%	1.10%	0.65%	0.81%	0.32%	0.00%	0.00%	0.86%	1.09%	0.00%	0.31%	1.20%	0.00%	2.25%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	588	36	6	26	2	39	27	128	51	47	20	56	21	13	19	7	19	24	25	1	11	4	6									
		9.76%	15.52%	8.00%	7.65%	1.37%	11.14%	12.62%	12.11%	11.67%	12.91%	12.99%	7.53%	6.82%	8.72%	9.00%	6.03%	10.33%	17.39%	7.69%	1.20%	5.53%	4.49%	5.61%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
