Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Головинский район																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	418	16	19	12	13	14	20	17	18	15	16	8	9	19	9	13	11	11	8	20	39	11	25	16	22	19	18									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	783	27	4	4	22	26	54	11	27	12	22	9	8	8	4	25	7	7	12	10	66	16	37	70	163	124	8									
14	Число погашенных неиспользованных открепительных удостоверений	487	18	15	22	21	20	14	17	16	19	18	26	25	15	25	21	23	23	26	14	16	23	9	18	12	15	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	95	3	5	5	5	5	1	3	3	6	5	6	1	1	6	1	4	2	3	4	16	1	4	2	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	697	30	21	32	33	28	39	28	34	30	25	40	11	28	31	12	24	24	29	36	30	26	30	24	21	17	14									
		3.29%	4.46%	2.98%	3.75%	3.84%	3.27%	4.37%	2.85%	3.84%	3.43%	2.78%	4.62%	1.37%	4.33%	4.88%	1.71%	3.22%	3.01%	3.70%	4.10%	3.18%	3.27%	3.84%	2.86%	2.27%	2.15%	1.81%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	371	6	10	13	18	11	10	17	16	20	24	8	12	8	13	13	12	16	15	13	22	13	19	14	22	9	17									
		1.75%	0.89%	1.42%	1.52%	2.10%	1.28%	1.12%	1.73%	1.81%	2.29%	2.67%	0.92%	1.49%	1.24%	2.05%	1.85%	1.61%	2.01%	1.91%	1.48%	2.33%	1.64%	2.43%	1.67%	2.37%	1.14%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	680	31	17	23	31	42	16	31	38	23	29	36	23	9	13	24	27	30	26	31	23	17	30	41	18	27	24									
		3.21%	4.61%	2.41%	2.69%	3.61%	4.90%	1.79%	3.15%	4.29%	2.63%	3.23%	4.16%	2.86%	1.39%	2.05%	3.42%	3.62%	3.76%	3.32%	3.53%	2.44%	2.14%	3.84%	4.89%	1.94%	3.42%	3.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7448	258	253	288	258	318	313	311	318	288	267	300	288	227	242	285	265	270	290	282	328	289	288	280	352	292	298									
		35.15%	38.34%	35.94%	33.72%	30.03%	37.11%	35.09%	31.61%	35.89%	32.91%	29.70%	34.68%	35.87%	35.09%	38.11%	40.66%	35.57%	33.88%	36.99%	32.12%	34.78%	36.40%	36.83%	33.37%	37.97%	37.01%	38.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	399	12	14	12	18	10	21	25	21	21	10	15	14	14	16	16	8	11	11	20	16	19	13	15	18	12	17									
		1.88%	1.78%	1.99%	1.41%	2.10%	1.17%	2.35%	2.54%	2.37%	2.40%	1.11%	1.73%	1.74%	2.16%	2.52%	2.28%	1.07%	1.38%	1.40%	2.28%	1.70%	2.39%	1.66%	1.79%	1.94%	1.52%	2.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	1	2	2	1	1	2	8	3	2	1	4	1	1	1	2	0	3	1	4	1	1	3	2	2	3	0									
		0.25%	0.15%	0.28%	0.23%	0.12%	0.12%	0.22%	0.81%	0.34%	0.23%	0.11%	0.46%	0.12%	0.15%	0.16%	0.29%	0.00%	0.38%	0.13%	0.46%	0.11%	0.13%	0.38%	0.24%	0.22%	0.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2803	108	114	114	86	105	117	112	96	90	111	85	103	87	68	98	78	121	110	99	132	100	113	133	154	141	128									
		13.23%	16.05%	16.19%	13.35%	10.01%	12.25%	13.12%	11.38%	10.84%	10.29%	12.35%	9.83%	12.83%	13.45%	10.71%	13.98%	10.47%	15.18%	14.03%	11.28%	13.99%	12.59%	14.45%	15.85%	16.61%	17.87%	16.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	513	7	16	22	34	24	19	24	13	16	29	19	24	16	17	13	22	12	22	22	20	30	23	21	16	18	14									
		2.42%	1.04%	2.27%	2.58%	3.96%	2.80%	2.13%	2.44%	1.47%	1.83%	3.23%	2.20%	2.99%	2.47%	2.68%	1.85%	2.95%	1.51%	2.81%	2.51%	2.12%	3.78%	2.94%	2.50%	1.73%	2.28%	1.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	669	20	18	31	34	29	26	34	24	23	42	30	37	25	20	16	27	17	24	30	40	22	15	16	27	26	16									
		3.16%	2.97%	2.56%	3.63%	3.96%	3.38%	2.91%	3.46%	2.71%	2.63%	4.67%	3.47%	4.61%	3.86%	3.15%	2.28%	3.62%	2.13%	3.06%	3.42%	4.24%	2.77%	1.92%	1.91%	2.91%	3.30%	2.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	2	1	3	2	1	3	0	2	0	0	4	1	0	0	1	2	2	2	0	0	3	2	2	2	5	1									
		0.19%	0.30%	0.14%	0.35%	0.23%	0.12%	0.34%	0.00%	0.23%	0.00%	0.00%	0.46%	0.12%	0.00%	0.00%	0.14%	0.27%	0.25%	0.26%	0.00%	0.00%	0.38%	0.26%	0.24%	0.22%	0.63%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2106	41	63	99	106	76	98	149	90	136	108	94	81	75	59	63	78	54	58	79	87	100	61	82	66	54	49									
		9.94%	6.09%	8.95%	11.59%	12.34%	8.87%	10.99%	15.14%	10.16%	15.54%	12.01%	10.87%	10.09%	11.59%	9.29%	8.99%	10.47%	6.78%	7.40%	8.99%	9.23%	12.59%	7.80%	9.77%	7.12%	6.84%	6.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3218	93	92	121	139	128	132	143	141	144	135	131	123	109	90	95	123	133	118	148	173	88	122	131	132	115	119									
		15.19%	13.82%	13.07%	14.17%	16.18%	14.94%	14.80%	14.53%	15.91%	16.46%	15.02%	15.14%	15.32%	16.85%	14.17%	13.55%	16.51%	16.69%	15.05%	16.86%	18.35%	11.08%	15.60%	15.61%	14.24%	14.58%	15.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	135	6	7	6	4	8	6	6	3	9	7	8	6	6	2	4	6	4	4	5	0	16	2	2	3	3	2									
		0.64%	0.89%	0.99%	0.70%	0.47%	0.93%	0.67%	0.61%	0.34%	1.03%	0.78%	0.92%	0.75%	0.93%	0.31%	0.57%	0.81%	0.50%	0.51%	0.57%	0.00%	2.02%	0.26%	0.24%	0.32%	0.38%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1644	46	60	82	78	53	68	84	69	62	95	68	59	32	48	49	60	77	62	90	58	56	45	57	72	59	55									
		7.76%	6.84%	8.52%	9.60%	9.08%	6.18%	7.62%	8.54%	7.79%	7.09%	10.57%	7.86%	7.35%	4.95%	7.56%	6.99%	8.05%	9.66%	7.91%	10.25%	6.15%	7.05%	5.75%	6.79%	7.77%	7.48%	7.10%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
