Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Суксунская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	231	19	22	20	35	11	12	4	14	7	9	5	4	4	4	7	11	8	11	9	7	4	4									
		3.69%	2.73%	4.55%	3.80%	3.99%	3.38%	3.27%	4.04%	4.50%	3.11%	2.47%	5.00%	3.33%	3.39%	2.96%	4.29%	6.36%	3.04%	5.05%	4.64%	4.73%	2.25%	2.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	115	11	15	11	13	4	4	0	5	3	8	0	0	1	2	5	4	5	4	5	4	6	5									
		1.84%	1.58%	3.10%	2.09%	1.48%	1.23%	1.09%	0.00%	1.61%	1.33%	2.19%	0.00%	0.00%	0.85%	1.48%	3.07%	2.31%	1.90%	1.83%	2.58%	2.70%	3.37%	2.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3146	344	219	217	425	190	221	51	159	120	172	45	63	55	84	80	71	126	126	97	76	100	105									
		50.31%	49.35%	45.25%	41.18%	48.52%	58.46%	60.22%	51.52%	51.13%	53.33%	47.12%	45.00%	52.50%	46.61%	62.22%	49.08%	41.04%	47.91%	57.80%	50.00%	51.35%	56.18%	62.87%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	2	5	3	0	1	0	0	3	4	0	0	2	0	0	1	2	2	0	1	0	0	0									
		0.42%	0.29%	1.03%	0.57%	0.00%	0.31%	0.00%	0.00%	0.96%	1.78%	0.00%	0.00%	1.67%	0.00%	0.00%	0.61%	1.16%	0.76%	0.00%	0.52%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.83%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1019	126	93	106	157	55	49	22	48	37	73	18	16	4	9	17	23	53	13	19	28	22	31									
		16.30%	18.08%	19.21%	20.11%	17.92%	16.92%	13.35%	22.22%	15.43%	16.44%	20.00%	18.00%	13.33%	3.39%	6.67%	10.43%	13.29%	20.15%	5.96%	9.79%	18.92%	12.36%	18.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	2	1	6	3	0	1	0	0	2	1	0	0	1	0	0	1	1	0	1	1	0	0									
		0.34%	0.29%	0.21%	1.14%	0.34%	0.00%	0.27%	0.00%	0.00%	0.89%	0.27%	0.00%	0.00%	0.85%	0.00%	0.00%	0.58%	0.38%	0.00%	0.52%	0.68%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	9	5	12	13	3	4	1	1	3	2	0	2	0	1	1	0	4	4	2	1	2	0									
		1.12%	1.29%	1.03%	2.28%	1.48%	0.92%	1.09%	1.01%	0.32%	1.33%	0.55%	0.00%	1.67%	0.00%	0.74%	0.61%	0.00%	1.52%	1.83%	1.03%	0.68%	1.12%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	2	0	1	1	0	0	1	1	0	0	0	0	0	0	1	2	0	1	0	0									
		0.18%	0.00%	0.21%	0.38%	0.00%	0.31%	0.27%	0.00%	0.00%	0.44%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.92%	0.00%	0.68%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	8	10	12	12	1	6	0	1	1	4	0	1	0	2	4	0	0	1	6	2	0	3									
		1.18%	1.15%	2.07%	2.28%	1.37%	0.31%	1.63%	0.00%	0.32%	0.44%	1.10%	0.00%	0.83%	0.00%	1.48%	2.45%	0.00%	0.00%	0.46%	3.09%	1.35%	0.00%	1.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	917	89	72	75	145	27	38	12	46	30	53	18	14	34	20	34	48	44	33	31	14	28	12									
		14.66%	12.77%	14.88%	14.23%	16.55%	8.31%	10.35%	12.12%	14.79%	13.33%	14.52%	18.00%	11.67%	28.81%	14.81%	20.86%	27.75%	16.73%	15.14%	15.98%	9.46%	15.73%	7.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	2	2	2	1	1	1	0	2	0	1	0	0	1	0	1	1	1	1	0	0	1	3									
		0.34%	0.29%	0.41%	0.38%	0.11%	0.31%	0.27%	0.00%	0.64%	0.00%	0.27%	0.00%	0.00%	0.85%	0.00%	0.61%	0.58%	0.38%	0.46%	0.00%	0.00%	0.56%	1.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	293	44	18	33	35	16	19	6	20	11	19	5	6	6	2	5	5	5	7	10	9	10	2									
		4.69%	6.31%	3.72%	6.26%	3.99%	4.92%	5.18%	6.06%	6.43%	4.89%	5.21%	5.00%	5.00%	5.08%	1.48%	3.07%	2.89%	1.90%	3.21%	5.15%	6.08%	5.62%	1.20%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
