Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Нижний Тагил, Тагилстроевская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №681	УИК №690	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290					
14	Число погашенных неиспользованных открепительных удостоверений	189	9	4	0	11	6	3	2	0	1	3	8	1	4	3	2	4	2	0	6	3	2	4	0	5	1	5	9	0	5	3	6	5	2	2	5	3	1	5	0	2	3	2	2	1	4	0	1	7	5	6	4	6	0	4	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13868	24	56	138	259	223	163	316	259	223	222	178	200	289	284	147	285	226	235	52	81	172	310	297	56	270	182	175	214	155	183	223	206	294	255	397	280	256	248	315	387	292	408	394	439	352	417	368	369	356	312	383	336	33	307	367					
		26.93%	21.05%	18.06%	23.96%	27.73%	25.40%	21.88%	30.30%	27.88%	25.43%	23.13%	24.25%	24.54%	31.01%	30.64%	21.18%	26.51%	25.59%	26.64%	20.16%	23.75%	25.98%	27.00%	25.47%	31.82%	27.11%	27.04%	25.14%	27.16%	21.47%	23.37%	26.99%	24.38%	25.21%	24.81%	27.44%	22.01%	24.57%	24.10%	25.95%	30.84%	26.33%	33.14%	30.15%	30.64%	30.29%	30.04%	27.79%	29.73%	30.12%	30.74%	29.39%	27.34%	7.99%	28.11%	29.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9587	19	58	106	172	178	191	219	187	159	203	146	195	153	174	147	229	185	147	55	70	141	176	227	28	178	112	106	145	151	166	129	154	208	182	283	279	224	210	243	201	205	183	214	243	202	263	232	182	214	168	242	254	33	205	211					
		18.61%	16.67%	18.71%	18.40%	18.42%	20.27%	25.64%	20.99%	20.13%	18.13%	21.15%	19.89%	23.93%	16.42%	18.77%	21.18%	21.30%	20.95%	16.67%	21.32%	20.53%	21.30%	15.33%	19.47%	15.91%	17.87%	16.64%	15.23%	18.40%	20.91%	21.20%	15.62%	18.22%	17.84%	17.70%	19.56%	21.93%	21.50%	20.41%	20.02%	16.02%	18.49%	14.87%	16.37%	16.96%	17.38%	18.95%	17.52%	14.67%	18.10%	16.55%	18.57%	20.67%	7.99%	18.77%	17.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	483	0	10	5	10	3	10	8	5	7	8	4	6	7	6	8	7	8	11	2	2	1	10	10	0	6	9	8	3	6	6	4	4	8	7	16	15	15	9	15	12	13	13	16	13	8	15	5	11	12	11	16	12	23	14	10					
		0.94%	0.00%	3.23%	0.87%	1.07%	0.34%	1.34%	0.77%	0.54%	0.80%	0.83%	0.54%	0.74%	0.75%	0.65%	1.15%	0.65%	0.91%	1.25%	0.78%	0.59%	0.15%	0.87%	0.86%	0.00%	0.60%	1.34%	1.15%	0.38%	0.83%	0.77%	0.48%	0.47%	0.69%	0.68%	1.11%	1.18%	1.44%	0.87%	1.24%	0.96%	1.17%	1.06%	1.22%	0.91%	0.69%	1.08%	0.38%	0.89%	1.02%	1.08%	1.23%	0.98%	5.57%	1.28%	0.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8333	7	31	108	122	150	119	149	134	158	160	104	106	139	136	122	146	122	129	36	62	137	221	182	36	191	132	122	124	133	135	168	150	210	176	234	222	181	194	189	174	182	183	204	246	141	222	238	209	184	167	203	179	21	192	211					
		16.18%	6.14%	10.00%	18.75%	13.06%	17.08%	15.97%	14.29%	14.42%	18.02%	16.67%	14.17%	13.01%	14.91%	14.67%	17.58%	13.58%	13.82%	14.63%	13.95%	18.18%	20.69%	19.25%	15.61%	20.45%	19.18%	19.61%	17.53%	15.74%	18.42%	17.24%	20.34%	17.75%	18.01%	17.12%	16.17%	17.45%	17.37%	18.85%	15.57%	13.86%	16.41%	14.87%	15.61%	17.17%	12.13%	15.99%	17.98%	16.84%	15.57%	16.45%	15.58%	14.56%	5.08%	17.58%	17.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1853	1	3	10	23	14	12	29	22	20	16	14	15	20	45	19	25	30	36	2	14	13	44	40	3	52	39	40	26	30	29	31	38	38	29	56	39	42	46	40	39	57	47	64	57	71	52	45	54	46	41	69	56	5	55	50					
		3.60%	0.88%	0.97%	1.74%	2.46%	1.59%	1.61%	2.78%	2.37%	2.28%	1.67%	1.91%	1.84%	2.15%	4.85%	2.74%	2.33%	3.40%	4.08%	0.78%	4.11%	1.96%	3.83%	3.43%	1.70%	5.22%	5.79%	5.75%	3.30%	4.16%	3.70%	3.75%	4.50%	3.26%	2.82%	3.87%	3.07%	4.03%	4.47%	3.29%	3.11%	5.14%	3.82%	4.90%	3.98%	6.11%	3.75%	3.40%	4.35%	3.89%	4.04%	5.30%	4.56%	1.21%	5.04%	4.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15174	60	147	181	305	260	221	281	263	270	296	254	258	286	246	203	331	269	278	93	98	158	337	361	41	267	179	200	237	217	233	235	254	358	331	397	376	281	291	358	368	312	346	379	391	339	382	397	382	329	273	347	344	246	289	339					
		29.46%	52.63%	47.42%	31.42%	32.66%	29.61%	29.66%	26.94%	28.31%	30.79%	30.83%	34.60%	31.66%	30.69%	26.54%	29.25%	30.79%	30.46%	31.52%	36.05%	28.74%	23.87%	29.36%	30.96%	23.30%	26.81%	26.60%	28.74%	30.08%	30.06%	29.76%	28.45%	30.06%	30.70%	32.20%	27.44%	29.56%	26.97%	28.28%	29.49%	29.32%	28.13%	28.11%	28.99%	27.29%	29.17%	27.52%	29.98%	30.78%	27.83%	26.90%	26.63%	27.99%	59.56%	26.47%	27.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	847	0	3	9	12	25	10	7	32	13	22	10	12	17	8	21	26	19	15	12	9	25	21	25	9	8	8	14	15	5	14	15	7	21	20	26	14	18	11	22	21	19	23	16	16	13	18	16	15	22	20	19	18	3	12	16					
		1.64%	0.00%	0.97%	1.56%	1.28%	2.85%	1.34%	0.67%	3.44%	1.48%	2.29%	1.36%	1.47%	1.82%	0.86%	3.03%	2.42%	2.15%	1.70%	4.65%	2.64%	3.78%	1.83%	2.14%	5.11%	0.80%	1.19%	2.01%	1.90%	0.69%	1.79%	1.82%	0.83%	1.80%	1.95%	1.80%	1.10%	1.73%	1.07%	1.81%	1.67%	1.71%	1.87%	1.22%	1.12%	1.12%	1.30%	1.21%	1.21%	1.86%	1.97%	1.46%	1.46%	0.73%	1.10%	1.30%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
