Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Чародинская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	180	0	1	1	2	2	0	17	2	0	0	2	0	1	1	0	0	0	8	5	4	3	0	2	5	0	0	1	0	0	7	7	5	0	0	0	0	0	0	3	0	5	12	0	0	0	3	0	68	0	0	2	7	4									
		2.45%	0.00%	1.28%	0.81%	1.43%	3.45%	0.00%	8.46%	2.22%	0.00%	0.00%	2.22%	0.00%	1.54%	2.38%	0.00%	0.00%	0.00%	3.20%	1.12%	3.85%	1.62%	0.00%	2.86%	4.35%	0.00%	0.00%	1.12%	0.00%	0.00%	3.63%	7.22%	8.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	3.33%	0.85%	0.00%	0.00%	0.00%	1.26%	0.00%	18.38%	0.00%	0.00%	2.17%	17.50%	16.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	202	10	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	8	0	0	0	0	3	10	22	10	0	0	3	6	0	0	0	0	0	0	2	2	0	5	10	83	6	10	0	1	0	0	0	0	0	0	0									
		2.75%	6.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.20%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.20%	0.00%	0.00%	0.00%	0.00%	4.29%	8.70%	4.21%	6.25%	0.00%	0.00%	13.04%	3.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.06%	14.29%	0.00%	5.56%	6.67%	5.89%	10.71%	20.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
