Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Тюмень, Ленинская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902					
		8.40%	6.17%	12.35%	6.58%	7.78%	13.67%	6.04%	11.84%	8.19%	6.22%	15.08%	8.49%	5.06%	8.37%	15.60%	14.90%	14.74%	8.44%	14.02%	12.49%	14.39%	12.90%	9.61%	7.75%	4.98%	5.09%	6.54%	1.33%	6.71%	4.32%	5.97%	3.08%	5.87%	8.29%	11.86%	8.83%	5.97%	6.89%	12.09%	7.68%	5.75%	8.63%	4.60%	8.58%	9.05%	12.04%	12.32%	6.20%	5.79%	14.26%	5.36%	7.33%	14.68%	4.46%	4.59%	6.04%	2.94%	15.69%	10.91%	11.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	13163	96	13	217	244	312	296	313	229	175	490	294	253	251	407	410	529	129	370	135	324	56	63	260	166	211	206	29	74	177	176	179	237	313	320	146	296	259	154	153	189	195	199	121	124	363	229	150	67	370	248	154	84	190	172	168	285	31	481	381					
		15.88%	9.71%	16.05%	13.73%	19.38%	18.55%	14.90%	18.17%	12.34%	10.09%	27.78%	16.97%	14.21%	15.00%	24.71%	23.77%	26.98%	10.89%	22.36%	10.81%	23.43%	18.06%	10.62%	11.99%	9.50%	13.77%	12.03%	1.68%	6.37%	8.60%	17.22%	9.49%	15.63%	12.60%	27.30%	10.57%	23.27%	13.62%	27.80%	9.11%	12.50%	25.90%	15.79%	13.84%	12.47%	28.38%	21.87%	18.61%	27.69%	23.14%	13.85%	11.18%	28.67%	11.93%	11.78%	8.91%	17.45%	30.39%	24.40%	20.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	831	4	1	11	19	20	6	16	14	8	24	17	15	49	15	23	28	18	19	7	31	2	2	9	9	12	16	9	8	6	15	25	7	24	19	17	7	14	7	15	18	9	9	6	7	23	8	8	7	25	17	20	4	22	11	16	12	1	21	19					
		1.00%	0.40%	1.23%	0.70%	1.51%	1.19%	0.30%	0.93%	0.75%	0.46%	1.36%	0.98%	0.84%	2.93%	0.91%	1.33%	1.43%	1.52%	1.15%	0.56%	2.24%	0.65%	0.34%	0.41%	0.51%	0.78%	0.93%	0.52%	0.69%	0.29%	1.47%	1.33%	0.46%	0.97%	1.62%	1.23%	0.55%	0.74%	1.26%	0.89%	1.19%	1.20%	0.71%	0.69%	0.70%	1.80%	0.76%	0.99%	2.89%	1.56%	0.95%	1.45%	1.37%	1.38%	0.75%	0.85%	0.73%	0.98%	1.07%	1.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11785	202	29	156	140	348	279	287	335	133	331	221	190	132	273	356	392	123	333	220	236	58	61	300	245	172	203	163	223	292	116	199	245	298	166	149	113	203	97	256	213	98	204	132	150	259	229	78	35	216	259	189	36	131	129	248	231	18	358	297					
		14.22%	20.42%	35.80%	9.87%	11.12%	20.69%	14.04%	16.66%	18.05%	7.67%	18.76%	12.76%	10.67%	7.89%	16.58%	20.64%	19.99%	10.38%	20.12%	17.61%	17.06%	18.71%	10.29%	13.83%	14.02%	11.23%	11.85%	9.42%	19.19%	14.18%	11.35%	10.55%	16.16%	11.99%	14.16%	10.79%	8.88%	10.67%	17.51%	15.25%	14.09%	13.01%	16.19%	15.10%	15.09%	20.25%	21.87%	9.68%	14.46%	13.51%	14.47%	13.73%	12.29%	8.22%	8.84%	13.15%	14.15%	17.65%	18.16%	15.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2250	29	4	41	55	99	52	64	21	42	86	21	19	69	48	96	107	50	98	9	63	7	10	37	9	44	57	34	6	11	19	42	30	60	42	29	12	32	11	52	23	14	15	10	11	40	51	15	3	51	31	37	6	59	62	62	18	3	65	57					
		2.72%	2.93%	4.94%	2.59%	4.37%	5.89%	2.62%	3.71%	1.13%	2.42%	4.88%	1.21%	1.07%	4.12%	2.91%	5.57%	5.46%	4.22%	5.92%	0.72%	4.56%	2.26%	1.69%	1.71%	0.51%	2.87%	3.33%	1.97%	0.52%	0.53%	1.86%	2.23%	1.98%	2.42%	3.58%	2.10%	0.94%	1.68%	1.99%	3.10%	1.52%	1.86%	1.19%	1.14%	1.11%	3.13%	4.87%	1.86%	1.24%	3.19%	1.73%	2.69%	2.05%	3.70%	4.25%	3.29%	1.10%	2.94%	3.30%	3.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	45945	575	21	1030	666	627	1100	789	1053	1232	513	992	1173	1008	615	547	560	738	543	685	488	143	394	1367	1222	993	1094	1445	756	1464	613	1324	880	1532	464	902	744	1228	206	1049	948	355	750	510	577	394	366	496	104	671	1113	836	111	1081	987	1224	994	30	765	858					
		55.44%	58.14%	25.93%	65.19%	52.90%	37.28%	55.36%	45.79%	56.73%	71.01%	29.08%	57.27%	65.90%	60.25%	37.34%	31.71%	28.56%	62.28%	32.81%	54.84%	35.29%	46.13%	66.44%	63.02%	69.91%	64.82%	63.86%	83.53%	65.06%	71.10%	59.98%	70.20%	58.05%	61.67%	39.59%	65.31%	58.49%	64.56%	37.18%	62.48%	62.70%	47.14%	59.52%	58.35%	58.05%	30.81%	34.96%	61.54%	42.98%	41.96%	62.18%	60.71%	37.88%	67.86%	67.60%	64.90%	60.87%	29.41%	38.81%	45.88%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	586	7	0	8	12	19	6	11	10	11	19	13	12	12	6	8	15	18	19	5	16	1	4	12	5	14	7	12	9	10	2	10	5	23	12	10	7	13	5	9	11	7	5	5	3	12	9	6	3	13	8	12	1	23	12	16	15	0	12	16					
		0.71%	0.71%	0.00%	0.51%	0.95%	1.13%	0.30%	0.64%	0.54%	0.63%	1.08%	0.75%	0.67%	0.72%	0.36%	0.46%	0.76%	1.52%	1.15%	0.40%	1.16%	0.32%	0.67%	0.55%	0.29%	0.91%	0.41%	0.69%	0.77%	0.49%	0.20%	0.53%	0.33%	0.93%	1.02%	0.72%	0.55%	0.68%	0.90%	0.54%	0.73%	0.93%	0.40%	0.57%	0.30%	0.94%	0.86%	0.74%	1.24%	0.81%	0.45%	0.87%	0.34%	1.44%	0.82%	0.85%	0.92%	0.00%	0.61%	0.86%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
