Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Локнянская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439									
		48.95%	45.17%	50.88%	44.22%	50.18%	54.71%	38.52%	47.86%	56.81%	42.02%	53.27%	53.19%	47.19%	61.54%	47.30%	55.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	6	0	2	2	1	1	0	0	2	1	0	2	1	0	0									
		0.50%	1.23%	0.00%	0.37%	0.70%	0.59%	0.82%	0.00%	0.00%	0.61%	0.31%	0.00%	1.12%	0.70%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.29%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	553	75	61	55	45	21	15	26	50	66	53	15	37	16	13	5									
		15.47%	15.40%	17.84%	10.26%	15.79%	12.35%	12.30%	22.22%	16.61%	20.25%	16.51%	15.96%	20.79%	11.19%	17.57%	6.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	2	1	1	0	0	0	1	2	1	0	1	0	0	0									
		0.25%	0.00%	0.58%	0.19%	0.35%	0.00%	0.00%	0.00%	0.33%	0.61%	0.31%	0.00%	0.56%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	2	1	3	1	0	0	2	0	3	1	0	0	0	0	0									
		0.36%	0.41%	0.29%	0.56%	0.35%	0.00%	0.00%	1.71%	0.00%	0.92%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.33%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	6	4	10	1	2	0	1	8	3	1	1	4	2	0	0									
		1.20%	1.23%	1.17%	1.87%	0.35%	1.18%	0.00%	0.85%	2.66%	0.92%	0.31%	1.06%	2.25%	1.40%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	626	99	50	136	48	34	34	17	31	47	53	15	24	17	8	13									
		17.51%	20.33%	14.62%	25.37%	16.84%	20.00%	27.87%	14.53%	10.30%	14.42%	16.51%	15.96%	13.48%	11.89%	10.81%	16.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	4	0	5	1	1	1	0	0	0	0	0	1	0	1	1									
		0.42%	0.82%	0.00%	0.93%	0.35%	0.59%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.35%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	232	36	18	33	22	7	9	9	19	19	14	7	9	9	12	9									
		6.49%	7.39%	5.26%	6.16%	7.72%	4.12%	7.38%	7.69%	6.31%	5.83%	4.36%	7.45%	5.06%	6.29%	16.22%	11.39%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
