Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Анадырская																				
																				
Сводная таблица итогов голосования  по федеральному округу																				
																				
		Сумма	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18					
		2.53%	2.87%	2.95%	4.80%	2.70%	3.89%	1.32%	1.51%	1.94%	1.69%	1.46%	2.64%	2.47%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	111	12	16	24	5	5	7	9	0	0	12	6	14	1					
		3.02%	2.29%	2.95%	5.24%	4.50%	6.49%	1.32%	3.40%	0.0%	0.0%	2.93%	3.97%	4.33%	1.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	115	38	21	21	4	4	8	3	0	1	9	2	4	0					
		3.13%	7.27%	3.87%	4.58%	3.60%	5.19%	1.51%	1.13%	0.0%	0.84%	2.20%	1.32%	1.23%	0.0%					
22	"5. ""За Русь Святую"""	26	0	3	2	1	0	7	3	0	0	2	1	5	2					
		0.70%	0.0%	0.55%	0.43%	0.90%	0.0%	1.32%	1.13%	0.0%	0.0%	0.48%	0.66%	1.54%	3.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	1	0	1	1	0	1	2	0	0	0	2	1	0					
		0.24%	0.19%	0.0%	0.21%	0.90%	0.0%	0.18%	0.75%	0.0%	0.0%	0.0%	1.32%	0.30%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	3	3	3	2	0	0	1	1	0	3	0	1	0					
		0.46%	0.57%	0.55%	0.65%	1.80%	0.0%	0.0%	0.37%	0.97%	0.0%	0.73%	0.0%	0.30%	0.0%					
25	"8. ""Народно-республиканская партия России"""	4	0	0	1	0	0	3	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.21%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	3	1	2	0	0	0	0	0	0	1	0	3	0					
		0.27%	0.57%	0.18%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.92%	0.0%					
27	"10. ""Аграрная партия России"""	38	6	2	4	2	1	10	0	2	0	6	2	2	1					
		1.03%	1.14%	0.36%	0.87%	1.80%	1.29%	1.89%	0.0%	1.94%	0.0%	1.46%	1.32%	0.61%	1.61%					
28	"11. ""Истинные патриоты России"""	7	1	4	0	0	0	0	1	0	0	0	1	0	0					
		0.19%	0.19%	0.73%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	64	16	15	2	5	0	8	5	0	0	5	5	3	0					
		1.74%	3.06%	2.76%	0.43%	4.50%	0.0%	1.51%	1.89%	0.0%	0.0%	1.22%	3.31%	0.92%	0.0%					
30	"13. ""Демократическая партия России"""	18	5	4	0	1	0	5	1	0	0	0	0	2	0					
		0.49%	0.95%	0.73%	0.0%	0.90%	0.0%	0.94%	0.37%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	4	1	2	0	0	0	0	0	0	4	0	0	0					
		0.29%	0.76%	0.18%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	1	0	0	1	0	2	0	1	0	0	0	1	0					
		0.16%	0.19%	0.0%	0.0%	0.90%	0.0%	0.37%	0.0%	0.97%	0.0%	0.0%	0.0%	0.30%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	120	16	20	11	1	2	28	17	2	2	13	3	5	0					
		3.27%	3.06%	3.69%	2.40%	0.90%	2.59%	5.31%	6.43%	1.94%	1.69%	3.17%	1.98%	1.54%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	0	0	3	2	1	2	2	0	1	1	2	0	0					
		0.38%	0.0%	0.0%	0.65%	1.80%	1.29%	0.37%	0.75%	0.0%	0.84%	0.24%	1.32%	0.0%	0.0%					
35	"18. ""ЛДПР"""	428	63	89	69	13	13	59	26	11	6	42	7	26	4					
		11.67%	12.06%	16.42%	15.06%	11.71%	16.88%	11.19%	9.84%	10.67%	5.08%	10.26%	4.63%	8.04%	6.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	61	7	9	7	3	1	14	4	3	2	4	2	5	0					
		1.66%	1.34%	1.66%	1.52%	2.70%	1.29%	2.65%	1.51%	2.91%	1.69%	0.97%	1.32%	1.54%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1999	279	271	192	53	34	268	153	74	98	245	98	190	44					
		54.51%	53.44%	50.0%	41.92%	47.74%	44.15%	50.85%	57.95%	71.84%	83.05%	59.90%	64.90%	58.82%	70.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	1	1	1	0	0	3	1	0	0	0	0	1	0					
		0.21%	0.19%	0.18%	0.21%	0.0%	0.0%	0.56%	0.37%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	1	0	2	0	0	3	2	0	0	0	0	6	0					
		0.38%	0.19%	0.0%	0.43%	0.0%	0.0%	0.56%	0.75%	0.0%	0.0%	0.0%	0.0%	1.85%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	169	21	23	25	4	1	35	9	1	2	15	4	24	5					
		4.60%	4.02%	4.24%	5.45%	3.60%	1.29%	6.64%	3.40%	0.97%	1.69%	3.66%	2.64%	7.43%	8.06%					
																				
41	Против всех	180	22	25	41	7	7	24	2	5	2	24	6	13	2					
		4.90%	4.21%	4.61%	8.95%	6.30%	9.09%	4.55%	0.75%	4.85%	1.69%	5.86%	3.97%	4.02%	3.22%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
