Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Комсомольская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	12	7	6	2	2	1	0	1	1	0	0	0	1	3	1	3	6	0	2	5	1	3	4	0	3	5	8	2	0	0	3	0	5	1	1	2	0	2	2	3	1	3	0									
		0.69%	1.38%	0.90%	0.71%	1.44%	0.50%	0.99%	0.00%	0.25%	0.48%	0.00%	0.00%	0.00%	0.43%	1.72%	0.40%	1.17%	1.65%	0.00%	0.75%	1.11%	0.74%	0.60%	2.63%	0.00%	0.37%	0.57%	0.85%	0.44%	0.00%	0.00%	0.98%	0.00%	2.04%	0.96%	0.64%	0.46%	0.00%	0.60%	0.59%	0.51%	0.40%	1.15%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	361	28	26	21	7	12	6	2	10	8	2	3	4	7	2	2	8	10	1	5	11	5	11	3	3	26	15	21	5	8	10	5	5	3	5	8	6	6	3	2	12	2	10	12									
		2.43%	3.21%	3.34%	2.48%	5.04%	2.99%	5.94%	2.86%	2.49%	3.86%	0.81%	2.38%	2.41%	3.04%	1.15%	0.80%	3.11%	2.75%	0.51%	1.87%	2.44%	3.68%	2.21%	1.97%	3.57%	3.22%	1.70%	2.23%	1.09%	1.92%	1.90%	1.63%	2.39%	1.22%	4.81%	5.13%	1.38%	5.41%	0.89%	0.59%	2.05%	0.80%	3.85%	23.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	416	38	34	29	7	14	4	3	4	4	4	0	5	3	6	13	6	15	5	13	15	6	7	3	2	13	4	18	5	6	10	9	7	9	0	6	51	3	11	5	5	4	9	1									
		2.81%	4.36%	4.36%	3.42%	5.04%	3.49%	3.96%	4.29%	0.99%	1.93%	1.63%	0.00%	3.01%	1.30%	3.45%	5.18%	2.33%	4.13%	2.56%	4.87%	3.33%	4.41%	1.41%	1.97%	2.38%	1.61%	0.45%	1.91%	1.09%	1.44%	1.90%	2.94%	3.35%	3.67%	0.00%	3.85%	11.72%	2.70%	3.27%	1.48%	0.86%	1.61%	3.46%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9693	417	367	429	61	216	41	40	271	131	179	99	104	164	136	159	174	210	119	154	313	79	342	97	49	575	704	737	394	308	385	200	131	140	47	87	267	57	230	255	438	186	177	24									
		65.37%	47.82%	47.11%	50.65%	43.88%	53.87%	40.59%	57.14%	67.41%	63.29%	72.76%	78.57%	62.65%	71.30%	78.16%	63.35%	67.70%	57.85%	61.03%	57.68%	69.40%	58.09%	68.81%	63.82%	58.33%	71.25%	79.91%	78.24%	85.84%	73.86%	73.33%	65.36%	62.68%	57.14%	45.19%	55.77%	61.38%	51.35%	68.45%	75.44%	75.00%	74.70%	68.08%	46.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	6	7	10	1	2	1	0	1	0	2	0	1	1	0	0	5	0	1	0	2	2	2	1	0	3	1	5	2	1	3	1	0	0	2	1	2	1	2	0	1	0	4	0									
		0.50%	0.69%	0.90%	1.18%	0.72%	0.50%	0.99%	0.00%	0.25%	0.00%	0.81%	0.00%	0.60%	0.43%	0.00%	0.00%	1.95%	0.00%	0.51%	0.00%	0.44%	1.47%	0.40%	0.66%	0.00%	0.37%	0.11%	0.53%	0.44%	0.24%	0.57%	0.33%	0.00%	0.00%	1.92%	0.64%	0.46%	0.90%	0.60%	0.00%	0.17%	0.00%	1.54%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	77	4	2	7	0	0	0	1	0	2	1	0	0	0	3	0	0	0	0	1	0	2	4	1	0	11	5	10	1	6	0	2	2	1	0	6	3	0	0	1	1	0	0	0									
		0.52%	0.46%	0.26%	0.83%	0.00%	0.00%	0.00%	1.43%	0.00%	0.97%	0.41%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	1.47%	0.80%	0.66%	0.00%	1.36%	0.57%	1.06%	0.22%	1.44%	0.00%	0.65%	0.96%	0.41%	0.00%	3.85%	0.69%	0.00%	0.00%	0.30%	0.17%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	952	101	64	82	21	37	12	6	25	22	13	9	21	11	0	22	19	37	7	18	13	10	36	9	7	25	12	14	17	11	30	18	13	28	10	5	31	12	26	35	24	17	19	3									
		6.42%	11.58%	8.22%	9.68%	15.11%	9.23%	11.88%	8.57%	6.22%	10.63%	5.28%	7.14%	12.65%	4.78%	0.00%	8.76%	7.39%	10.19%	3.59%	6.74%	2.88%	7.35%	7.24%	5.92%	8.33%	3.10%	1.36%	1.49%	3.70%	2.64%	5.71%	5.88%	6.22%	11.43%	9.62%	3.21%	7.13%	10.81%	7.74%	10.36%	4.11%	6.83%	7.31%	5.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	1	5	3	0	2	0	0	1	1	1	0	0	0	0	0	1	0	2	2	2	0	0	1	0	2	0	1	0	3	3	1	1	0	1	1	1	0	2	0	2	0	0	0									
		0.27%	0.11%	0.64%	0.35%	0.00%	0.50%	0.00%	0.00%	0.25%	0.48%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	1.03%	0.75%	0.44%	0.00%	0.00%	0.66%	0.00%	0.25%	0.00%	0.11%	0.00%	0.72%	0.57%	0.33%	0.48%	0.00%	0.96%	0.64%	0.23%	0.00%	0.60%	0.00%	0.34%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	11	8	1	0	1	0	0	1	0	5	0	0	2	1	1	0	1	0	1	0	1	3	1	0	4	2	5	2	1	8	1	0	2	1	1	1	2	2	1	0	2	1	0									
		0.50%	1.26%	1.03%	0.12%	0.00%	0.25%	0.00%	0.00%	0.25%	0.00%	2.03%	0.00%	0.00%	0.87%	0.57%	0.40%	0.00%	0.28%	0.00%	0.37%	0.00%	0.74%	0.60%	0.66%	0.00%	0.50%	0.23%	0.53%	0.44%	0.24%	1.52%	0.33%	0.00%	0.82%	0.96%	0.64%	0.23%	1.80%	0.60%	0.30%	0.00%	0.80%	0.38%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	2	1	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	4	0	3	0	1	0	1	1	1	0	0	0	0	1	2	0	0	0	0									
		0.17%	0.23%	0.13%	0.12%	0.00%	0.50%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.66%	0.00%	0.50%	0.00%	0.32%	0.00%	0.24%	0.00%	0.33%	0.48%	0.41%	0.00%	0.00%	0.00%	0.00%	0.30%	0.59%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	4	10	1	1	2	2	1	3	1	0	0	1	1	0	0	2	0	1	5	2	0	1	3	0	13	0	9	4	6	0	2	1	0	3	4	2	0	0	0	3	0	4	0									
		0.62%	0.46%	1.28%	0.12%	0.72%	0.50%	1.98%	1.43%	0.75%	0.48%	0.00%	0.00%	0.60%	0.43%	0.00%	0.00%	0.78%	0.00%	0.51%	1.87%	0.44%	0.00%	0.20%	1.97%	0.00%	1.61%	0.00%	0.96%	0.87%	1.44%	0.00%	0.65%	0.48%	0.00%	2.88%	2.56%	0.46%	0.00%	0.00%	0.00%	0.51%	0.00%	1.54%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1748	156	157	130	19	50	19	11	21	23	20	7	13	29	16	34	24	36	39	48	59	20	70	19	11	65	79	86	13	34	43	48	37	35	20	32	48	22	39	16	40	27	26	7									
		11.79%	17.89%	20.15%	15.35%	13.67%	12.47%	18.81%	15.71%	5.22%	11.11%	8.13%	5.56%	7.83%	12.61%	9.20%	13.55%	9.34%	9.92%	20.00%	17.98%	13.08%	14.71%	14.08%	12.50%	13.10%	8.05%	8.97%	9.13%	2.83%	8.15%	8.19%	15.69%	17.70%	14.29%	19.23%	20.51%	11.03%	19.82%	11.61%	4.73%	6.85%	10.84%	10.00%	13.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	3	7	4	1	3	0	0	1	0	1	0	0	1	0	0	0	2	0	0	1	1	2	0	0	2	1	0	2	2	0	2	0	1	0	0	0	0	1	0	4	0	0	0									
		0.28%	0.34%	0.90%	0.47%	0.72%	0.75%	0.00%	0.00%	0.25%	0.00%	0.41%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.22%	0.74%	0.40%	0.00%	0.00%	0.25%	0.11%	0.00%	0.44%	0.48%	0.00%	0.65%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.68%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	680	70	63	91	13	38	11	3	9	7	9	4	15	5	4	7	3	32	9	16	17	7	9	6	5	35	28	11	11	16	28	10	3	8	7	3	6	8	11	10	19	4	4	5									
		4.59%	8.03%	8.09%	10.74%	9.35%	9.48%	10.89%	4.29%	2.24%	3.38%	3.66%	3.17%	9.04%	2.17%	2.30%	2.79%	1.17%	8.82%	4.62%	5.99%	3.77%	5.15%	1.81%	3.95%	5.95%	4.34%	3.18%	1.17%	2.40%	3.84%	5.33%	3.27%	1.44%	3.27%	6.73%	1.92%	1.38%	7.21%	3.27%	2.96%	3.25%	1.61%	1.54%	9.62%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
