17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	Богданов Андрей Владимирович	1271	14	27	13	26	25	27	25	18	30	38	31	13	26	36	32	17	32	31	2	17	16	8	34	8	16	17	14	16	10	24	21	4	7	31	28	13	24	25	20	21	13	12	18	19	15	24	14	25	32	1	1	23	38	28	18	36	33	19	16	22	27					
		1.27%	2.01%	1.35%	1.07%	1.30%	1.08%	1.70%	1.24%	1.18%	1.46%	2.17%	1.75%	0.76%	1.34%	1.75%	1.67%	1.07%	2.26%	1.39%	1.49%	1.42%	3.21%	1.43%	1.55%	0.67%	1.37%	1.04%	0.87%	1.30%	0.86%	1.23%	1.45%	0.34%	0.48%	1.35%	1.47%	1.26%	1.42%	1.27%	0.87%	1.10%	0.77%	1.16%	1.10%	0.79%	1.38%	1.15%	1.12%	1.89%	1.79%	1.09%	0.81%	1.20%	1.91%	1.05%	0.73%	1.83%	1.35%	0.90%	1.05%	0.94%	1.15%					
19	Жириновский Владимир Вольфович	6102	72	19	66	127	150	129	359	82	120	123	150	62	87	130	110	131	146	133	12	87	55	37	163	74	150	87	92	65	76	117	82	54	96	164	122	38	77	118	11	122	127	69	124	43	94	183	98	87	161	10	3	121	170	62	59	124	50	28	119	147	128					
		6.11%	10.36%	0.95%	5.44%	6.37%	6.47%	8.13%	17.74%	5.39%	5.83%	7.04%	8.47%	3.60%	4.48%	6.32%	5.74%	8.28%	10.31%	5.98%	8.96%	7.26%	11.04%	6.60%	7.44%	6.21%	12.80%	5.30%	5.72%	5.27%	6.55%	5.98%	5.65%	4.54%	6.64%	7.12%	6.39%	3.68%	4.54%	5.99%	0.48%	6.37%	7.52%	6.67%	7.56%	1.79%	8.66%	8.79%	7.82%	6.59%	8.98%	10.87%	2.44%	6.33%	8.54%	2.32%	2.38%	6.32%	2.05%	1.33%	7.81%	6.26%	5.47%					
20	Зюганов Геннадий Андреевич	24836	184	632	317	592	596	463	298	524	556	643	663	498	303	251	497	476	323	612	29	265	124	86	550	324	238	356	513	375	339	621	413	390	347	372	279	216	515	567	629	497	347	295	488	395	362	585	259	433	465	16	26	609	496	323	403	583	383	207	424	677	587					
		24.88%	26.47%	31.68%	26.13%	29.69%	25.70%	29.17%	14.72%	34.45%	27.02%	36.78%	37.42%	28.95%	15.62%	12.21%	25.95%	30.09%	22.81%	27.53%	21.64%	22.12%	24.90%	15.33%	25.11%	27.18%	20.31%	21.69%	31.90%	30.41%	29.20%	31.75%	28.46%	32.77%	24.01%	16.15%	14.61%	20.91%	30.38%	28.80%	27.46%	25.97%	20.56%	28.53%	29.76%	16.40%	33.33%	28.10%	20.67%	32.78%	25.95%	17.39%	21.14%	31.85%	24.92%	12.08%	16.25%	29.71%	15.72%	9.81%	27.82%	28.82%	25.10%					
21	Медведев Дмитрий Анатольевич	65566	414	1283	803	1219	1444	954	1316	874	1317	915	901	1079	1502	1554	1253	856	882	1396	91	780	298	409	1411	764	737	1168	965	760	713	1174	924	708	976	1425	1432	752	1065	1235	1611	1250	1178	644	982	1922	601	1253	865	751	1116	65	78	1135	1252	2227	1973	1194	1935	1845	951	1447	1542					
		65.68%	59.57%	64.31%	66.20%	61.13%	62.27%	60.11%	65.02%	57.46%	63.99%	52.35%	50.85%	62.73%	77.42%	75.58%	65.43%	54.11%	62.29%	62.80%	67.91%	65.11%	59.84%	72.91%	64.43%	64.09%	62.88%	71.18%	60.01%	61.64%	61.41%	60.02%	63.68%	59.50%	67.54%	61.85%	74.97%	72.80%	62.83%	62.72%	70.32%	65.31%	69.79%	62.28%	59.88%	79.82%	55.34%	60.18%	69.03%	56.85%	62.28%	70.65%	63.41%	59.36%	62.91%	83.31%	79.56%	60.86%	79.40%	87.40%	62.40%	61.60%	65.93%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
