7	Число избирательных бюллетеней в переносных ящиках для голосования	6968	96	109	55	104	479	494	175	145	40	113	821	109	116	184	70	86	59	55	50	44	34	110	230	228	109	95	94	70	137	107	90	82	47	74	96	108	56	65	133	127	102	47	107	19	88	199	45	117	73	89	111	36	61	23	54	60	61	106	74									
8	Число бюллетеней в стационарных ящиках для голосования	90121	816	1011	2003	1816	90	527	2160	1629	845	2280	1031	2020	1942	1678	1939	218	1600	2300	1383	1151	1055	1002	1522	2243	1481	1290	1069	1601	1532	1273	1198	1839	2025	1152	1202	1303	1493	1903	1654	1597	1168	1623	1763	1261	1180	1131	2083	1189	1758	2185	2201	2115	1993	1787	1969	1578	1463	1877	1924									
9	Число недействительных избирательных бюллетеней	1308	16	16	25	7	5	5	223	21	23	15	26	24	15	5	40	5	15	3	21	23	13	7	18	79	21	21	17	9	17	8	16	17	14	6	17	18	21	21	16	19	14	0	29	20	11	15	17	11	10	19	30	51	38	28	22	18	21	30	16									
10	Число действительных избирательных бюллетеней	95781	896	1104	2033	1913	564	1016	2112	1753	862	2378	1826	2105	2043	1857	1969	299	1644	2352	1412	1172	1076	1105	1734	2392	1569	1364	1146	1662	1652	1372	1272	1904	2058	1220	1281	1393	1528	1947	1771	1705	1256	1670	1841	1260	1257	1315	2111	1295	1821	2255	2282	2100	2016	1782	2001	1620	1503	1953	1982									
11	Число полученных открепительных  удостоверений	2500	20	30	55	35	0	0	70	50	25	55	30	65	55	50	60	0	35	45	40	55	25	30	60	40	35	40	40	30	45	45	40	50	65	20	45	35	50	50	45	50	45	40	50	45	25	30	45	35	45	60	50	75	50	55	60	50	35	40	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2226	10	30	45	30	0	0	58	42	17	55	28	58	46	39	54	0	31	41	30	52	23	30	57	40	32	39	32	30	44	42	31	45	44	19	40	33	45	41	45	44	38	35	49	41	19	19	45	27	45	60	49	65	50	55	58	46	25	39	39									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2309	22	37	30	96	5	106	44	36	39	25	39	51	59	34	80	17	66	26	26	46	137	22	90	60	74	92	14	84	79	18	22	13	16	20	9	20	25	30	12	23	21	30	27	38	32	39	28	33	57	32	21	14	17	26	59	20	20	11	40									
14	Число неиспользованных открепительных удостоверений	274	10	0	10	5	0	0	12	8	8	0	2	7	9	11	6	0	4	4	10	3	2	0	3	0	3	1	8	0	1	3	9	5	21	1	5	2	5	9	0	6	7	5	1	4	6	11	0	8	0	0	1	10	0	0	2	4	10	1	11									
15	Число открепительных удостоверений, выданных избирателям ТИК	600	6	5	10	18	0	0	16	6	8	12	4	12	14	12	10	0	13	19	10	10	10	3	13	16	16	4	8	5	8	11	2	12	18	9	11	9	11	5	12	8	16	11	19	9	7	6	14	3	15	12	16	17	11	14	13	17	9	8	7									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																						
19	Жириновский Владимир Вольфович	4744	70	53	94	122	40	34	110	33	70	66	74	85	58	39	46	9	83	70	128	122	78	53	119	145	48	111	80	55	110	80	60	110	96	65	73	85	93	105	81	60	85	49	90	75	70	49	177	84	85	52	106	130	90	46	77	89	80	88	109									
		4.89%	7.68%	4.73%	4.57%	6.35%	7.03%	3.33%	4.71%	1.86%	7.91%	2.76%	3.99%	3.99%	2.82%	2.09%	2.29%	2.96%	5.00%	2.97%	8.93%	10.21%	7.16%	4.77%	6.79%	5.87%	3.02%	8.01%	6.88%	3.29%	6.59%	5.80%	4.66%	5.73%	4.63%	5.30%	5.62%	6.02%	6.00%	5.34%	4.53%	3.48%	6.69%	2.93%	4.81%	5.86%	5.52%	3.68%	8.32%	6.43%	4.64%	2.29%	4.58%	6.04%	4.38%	2.54%	3.81%	5.43%	5.25%	4.44%	5.46%									
20	Зюганов Геннадий Андреевич	19381	142	259	499	476	83	131	303	352	218	499	155	409	522	521	294	27	363	216	409	256	258	207	350	510	373	340	305	250	416	311	242	373	421	297	316	354	386	443	379	382	327	113	370	236	250	245	412	261	299	541	420	313	238	373	350	290	292	492	512									
		19.96%	15.57%	23.13%	24.25%	24.79%	14.59%	12.83%	12.98%	19.84%	24.63%	20.85%	8.37%	19.21%	25.36%	27.98%	14.63%	8.88%	21.88%	9.17%	28.54%	21.42%	23.69%	18.62%	19.98%	20.64%	23.46%	24.55%	26.23%	14.96%	24.93%	22.54%	18.79%	19.42%	20.32%	24.23%	24.35%	25.09%	24.92%	22.51%	21.21%	22.16%	25.75%	6.77%	19.79%	18.44%	19.72%	18.42%	19.36%	19.98%	16.33%	23.79%	18.17%	14.55%	11.59%	20.61%	17.30%	17.70%	19.16%	24.81%	25.63%									
21	Миронов Сергей Михайлович	2700	28	45	81	77	16	21	38	23	30	74	38	58	43	35	44	5	48	37	47	44	59	28	57	52	20	57	36	29	61	54	27	69	61	28	39	64	50	43	59	22	45	31	41	43	45	39	78	34	43	22	67	57	75	19	65	44	53	69	83									
		2.78%	3.07%	4.02%	3.94%	4.01%	2.81%	2.06%	1.63%	1.30%	3.39%	3.09%	2.05%	2.72%	2.09%	1.88%	2.19%	1.64%	2.89%	1.57%	3.28%	3.68%	5.42%	2.52%	3.25%	2.10%	1.26%	4.12%	3.10%	1.74%	3.65%	3.91%	2.10%	3.59%	2.94%	2.28%	3.00%	4.54%	3.23%	2.18%	3.30%	1.28%	3.54%	1.86%	2.19%	3.36%	3.55%	2.93%	3.67%	2.60%	2.35%	0.97%	2.90%	2.65%	3.65%	1.05%	3.21%	2.69%	3.48%	3.48%	4.15%									
22	Прохоров Михаил Дмитриевич	5019	53	98	196	156	19	22	32	24	67	110	76	142	82	56	136	8	96	46	87	110	88	52	108	109	45	97	76	53	90	80	62	151	143	81	101	87	106	53	81	101	62	54	30	99	36	77	94	35	89	29	108	137	101	100	85	101	169	101	132									
		5.17%	5.81%	8.75%	9.52%	8.13%	3.34%	2.15%	1.37%	1.35%	7.57%	4.60%	4.10%	6.67%	3.98%	3.01%	6.77%	2.63%	5.79%	1.95%	6.07%	9.21%	8.08%	4.68%	6.16%	4.41%	2.83%	7.00%	6.53%	3.17%	5.39%	5.80%	4.81%	7.86%	6.90%	6.61%	7.78%	6.17%	6.84%	2.69%	4.53%	5.86%	4.88%	3.23%	1.60%	7.73%	2.84%	5.79%	4.42%	2.68%	4.86%	1.28%	4.67%	6.37%	4.92%	5.52%	4.20%	6.17%	11.09%	5.09%	6.61%									
23	Путин Владимир Владимирович	63937	603	649	1163	1082	406	808	1629	1321	477	1629	1483	1411	1338	1206	1449	250	1054	1983	741	640	593	765	1100	1576	1083	759	649	1275	975	847	881	1201	1337	749	752	803	893	1303	1171	1140	737	1423	1310	807	856	905	1350	881	1305	1611	1581	1463	1512	1244	1424	1096	909	1203	1146									
		65.85%	66.12%	57.95%	56.51%	56.35%	71.35%	79.14%	69.76%	74.46%	53.90%	68.07%	80.08%	66.28%	65.01%	64.77%	72.13%	82.24%	63.53%	84.20%	51.71%	53.56%	54.45%	68.79%	62.79%	63.78%	68.11%	54.80%	55.80%	76.30%	58.42%	61.38%	68.40%	62.52%	64.53%	61.09%	57.94%	56.91%	57.65%	66.21%	65.53%	66.13%	58.03%	85.21%	70.05%	63.05%	67.51%	68.05%	63.44%	67.46%	71.27%	70.84%	68.38%	68.01%	73.61%	68.73%	70.39%	66.91%	59.65%	60.67%	57.36%									
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
