Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Верхнебуреинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №797	УИК №798	УИК №799	УИК №800									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	301	21	4	1	6	25	30	14	20	17	3	6	4	9	10	23	4	8	1	4	1	8	5	3	2	0	7	11	3	13	12	20	6									
		3.43%	9.81%	2.47%	1.54%	3.00%	3.80%	5.02%	2.57%	3.55%	2.96%	1.42%	2.99%	1.85%	2.83%	2.45%	5.52%	3.39%	2.92%	0.71%	3.74%	0.66%	3.11%	6.67%	3.66%	7.41%	0.00%	2.50%	3.81%	1.99%	4.92%	2.91%	4.46%	2.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	272	4	11	2	6	26	10	18	17	7	3	8	4	12	13	12	2	7	3	4	6	10	6	1	1	0	12	12	5	15	17	13	5									
		3.10%	1.87%	6.79%	3.08%	3.00%	3.95%	1.67%	3.31%	3.02%	1.22%	1.42%	3.98%	1.85%	3.77%	3.19%	2.88%	1.69%	2.55%	2.13%	3.74%	3.97%	3.89%	8.00%	1.22%	3.70%	0.00%	4.29%	4.15%	3.31%	5.68%	4.13%	2.90%	1.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3133	137	59	22	68	210	195	168	174	177	68	32	53	139	149	134	42	76	55	38	65	82	30	26	4	61	133	154	112	75	150	171	74									
		35.72%	64.02%	36.42%	33.85%	34.00%	31.91%	32.61%	30.88%	30.91%	30.78%	32.23%	15.92%	24.54%	43.71%	36.52%	32.13%	35.59%	27.74%	39.01%	35.51%	43.05%	31.91%	40.00%	31.71%	14.81%	67.03%	47.50%	53.29%	74.17%	28.41%	36.41%	38.17%	29.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	0	1	0	0	8	5	7	4	9	1	2	2	1	1	4	0	1	0	1	0	1	1	0	0	0	1	1	1	1	5	5	0									
		0.72%	0.00%	0.62%	0.00%	0.00%	1.22%	0.84%	1.29%	0.71%	1.57%	0.47%	0.99%	0.93%	0.31%	0.25%	0.96%	0.00%	0.36%	0.00%	0.93%	0.00%	0.39%	1.33%	0.00%	0.00%	0.00%	0.36%	0.35%	0.66%	0.38%	1.21%	1.12%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	1	2	0	1	0	2	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.15%	0.00%	0.00%	0.00%	0.50%	0.30%	0.00%	0.18%	0.00%	0.35%	0.47%	0.00%	0.00%	0.31%	0.00%	0.24%	0.00%	0.36%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3240	38	64	32	78	226	220	228	246	226	91	101	116	105	168	150	51	123	62	42	64	112	19	18	17	17	64	54	19	103	130	152	104									
		36.94%	17.76%	39.51%	49.23%	39.00%	34.35%	36.79%	41.91%	43.69%	39.30%	43.13%	50.25%	53.70%	33.02%	41.18%	35.97%	43.22%	44.89%	43.97%	39.25%	42.38%	43.58%	25.33%	21.95%	62.96%	18.68%	22.86%	18.69%	12.58%	39.02%	31.55%	33.93%	41.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	0	1	0	0	9	4	0	3	1	1	2	2	5	1	0	0	0	0	0	0	3	0	0	0	0	3	0	0	4	6	7	3									
		0.63%	0.00%	0.62%	0.00%	0.00%	1.37%	0.67%	0.00%	0.53%	0.17%	0.47%	0.99%	0.93%	1.57%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	1.52%	1.46%	1.56%	1.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	0	3	0	2	16	5	7	6	6	3	2	1	2	3	5	0	1	0	0	1	1	0	0	0	0	3	4	0	2	1	1	1									
		0.87%	0.00%	1.85%	0.00%	1.00%	2.43%	0.84%	1.29%	1.07%	1.04%	1.42%	0.99%	0.46%	0.63%	0.74%	1.20%	0.00%	0.36%	0.00%	0.00%	0.66%	0.39%	0.00%	0.00%	0.00%	0.00%	1.07%	1.38%	0.00%	0.76%	0.24%	0.22%	0.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.47%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	1	0	1	3	11	8	8	2	8	2	1	3	0	1	6	0	3	5	0	1	2	0	0	0	0	3	0	2	2	4	2	4									
		0.95%	0.47%	0.00%	1.54%	1.50%	1.67%	1.34%	1.47%	0.36%	1.39%	0.95%	0.50%	1.39%	0.00%	0.25%	1.44%	0.00%	1.09%	3.55%	0.00%	0.66%	0.78%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	1.32%	0.76%	0.97%	0.45%	1.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	944	7	14	4	23	77	74	52	55	77	22	23	22	28	36	48	9	27	10	9	4	26	6	31	3	8	28	39	6	31	59	55	31									
		10.76%	3.27%	8.64%	6.15%	11.50%	11.70%	12.37%	9.56%	9.77%	13.39%	10.43%	11.44%	10.19%	8.81%	8.82%	11.51%	7.63%	9.85%	7.09%	8.41%	2.65%	10.12%	8.00%	37.80%	11.11%	8.79%	10.00%	13.49%	3.97%	11.74%	14.32%	12.28%	12.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	0	0	1	2	2	3	2	2	0	1	0	2	1	3	1	0	0	2	1	0	0	0	0	0	1	1	0	0	2	2	2									
		0.35%	0.00%	0.00%	0.00%	0.50%	0.30%	0.33%	0.55%	0.36%	0.35%	0.00%	0.50%	0.00%	0.63%	0.25%	0.72%	0.85%	0.00%	0.00%	1.87%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.35%	0.00%	0.00%	0.49%	0.45%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	221	1	2	2	3	23	16	12	12	14	8	5	5	4	14	13	2	10	3	2	3	1	5	2	0	0	12	9	3	3	12	7	13									
		2.52%	0.47%	1.23%	3.08%	1.50%	3.50%	2.68%	2.21%	2.13%	2.43%	3.79%	2.49%	2.31%	1.26%	3.43%	3.12%	1.69%	3.65%	2.13%	1.87%	1.99%	0.39%	6.67%	2.44%	0.00%	0.00%	4.29%	3.11%	1.99%	1.14%	2.91%	1.56%	5.14%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
