Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
Наименование Избирательной комиссии:    Ершовская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1022	40	26	24	10	5	35	23	36	27	15	29	2	20	20	33	21	10	26	20	22	10	10	24	5	2	15	10	10	5	20	3	20	35	18	5	10	14	15	5	5	10	10	35	21	5	35	10	25	30	15	8	12	10	12	5	1	8	5	39	33	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	984	40	26	24	10	5	35	22	36	24	14	27	2	20	20	33	21	6	26	20	22	10	10	22	5	2	15	10	10	5	20	3	20	25	18	5	10	14	15	1	5	10	7	35	21	5	35	10	25	30	15	8	12	8	12	5	1	4	5	39	33	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	236	11	4	6	5	1	10	10	2	13	2	6	1	7	8	6	15	3	2	1	1	0	0	4	4	1	1	0	3	5	4	2	3	1	6	0	2	2	2	1	3	2	2	25	6	2	0	4	0	3	2	7	2	1	1	2	1	4	5	5	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	0	0	0	0	0	1	0	3	1	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	78	6	3	3	1	0	5	4	5	4	2	4	0	2	4	4	1	0	6	3	6	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2735	121	93	85	40	20	85	81	106	95	64	53	15	124	97	133	109	44	89	72	125	49	27	14	19	9	16	10	26	6	25	6	22	58	20	2	68	15	4	0	26	20	7	55	18	7	50	5	58	31	29	0	18	27	47	20	0	26	15	226	3	0					
		10.93%	13.61%	16.82%	10.81%	15.63%	14.08%	15.77%	9.36%	14.76%	15.45%	12.62%	11.11%	7.89%	18.10%	13.29%	17.10%	12.17%	9.80%	9.53%	8.61%	21.59%	14.94%	8.18%	6.01%	11.59%	4.50%	4.89%	3.09%	11.40%	11.32%	11.96%	7.79%	4.25%	7.68%	8.44%	3.03%	15.45%	6.44%	4.35%	0.00%	7.72%	10.75%	2.46%	6.58%	6.29%	8.86%	7.92%	5.56%	7.98%	8.42%	5.81%	0.00%	3.41%	5.99%	9.89%	12.74%	0.00%	9.70%	6.67%	29.05%	1.41%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2194	126	63	84	53	27	66	70	85	4	77	71	29	55	93	86	84	31	88	79	84	19	37	21	19	9	20	20	24	8	19	2	32	46	24	5	20	20	5	0	19	18	15	44	7	6	44	2	47	11	28	12	31	32	35	30	0	38	15	52	3	0					
		8.76%	14.17%	11.39%	10.69%	20.70%	19.01%	12.24%	8.09%	11.84%	0.65%	15.19%	14.88%	15.26%	8.03%	12.74%	11.05%	9.38%	6.90%	9.42%	9.45%	14.51%	5.79%	11.21%	9.01%	11.59%	4.50%	6.12%	6.17%	10.53%	15.09%	9.09%	2.60%	6.18%	6.09%	10.13%	7.58%	4.55%	8.58%	5.43%	0.00%	5.64%	9.68%	5.26%	5.26%	2.45%	7.59%	6.97%	2.22%	6.46%	2.99%	5.61%	10.43%	5.87%	7.10%	7.37%	19.11%	0.00%	14.18%	6.67%	6.68%	1.41%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	137	2	7	1	0	0	5	5	6	4	5	2	1	10	7	8	8	5	5	5	9	0	3	1	1	0	1	0	2	1	1	0	2	6	1	0	2	2	0	0	1	2	1	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	5	2	0					
		0.55%	0.22%	1.27%	0.13%	0.00%	0.00%	0.93%	0.58%	0.84%	0.65%	0.99%	0.42%	0.53%	1.46%	0.96%	1.03%	0.89%	1.11%	0.54%	0.60%	1.55%	0.00%	0.91%	0.43%	0.61%	0.00%	0.31%	0.00%	0.88%	1.89%	0.48%	0.00%	0.39%	0.79%	0.42%	0.00%	0.45%	0.86%	0.00%	0.00%	0.30%	1.08%	0.35%	0.12%	0.35%	0.00%	0.00%	0.00%	0.00%	0.27%	0.20%	0.00%	0.38%	0.22%	0.00%	0.00%	0.00%	0.00%	0.44%	0.64%	0.94%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3817	151	134	98	27	38	101	96	178	108	108	93	24	145	127	117	181	53	185	105	98	26	78	57	22	43	31	21	45	3	28	8	61	68	27	8	70	22	15	5	56	31	53	105	18	20	40	11	100	60	48	6	70	66	46	42	3	65	31	86	36	19					
		15.25%	16.99%	24.23%	12.47%	10.55%	26.76%	18.74%	11.10%	24.79%	17.56%	21.30%	19.50%	12.63%	21.17%	17.40%	15.04%	20.20%	11.80%	19.81%	12.56%	16.93%	7.93%	23.64%	24.46%	13.41%	21.50%	9.48%	6.48%	19.74%	5.66%	13.40%	10.39%	11.78%	9.01%	11.39%	12.12%	15.91%	9.44%	16.30%	8.93%	16.62%	16.67%	18.60%	12.56%	6.29%	25.32%	6.34%	12.22%	13.76%	16.30%	9.62%	5.22%	13.26%	14.63%	9.68%	26.75%	5.17%	24.25%	13.78%	11.05%	16.90%	13.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	169	20	7	1	3	2	5	6	9	5	4	3	0	13	7	12	10	1	6	3	7	2	3	0	1	0	0	0	1	0	0	0	0	5	1	0	2	0	2	0	2	0	3	2	3	0	0	0	0	2	1	0	1	1	0	2	0	1	1	7	2	0					
		0.68%	2.25%	1.27%	0.13%	1.17%	1.41%	0.93%	0.69%	1.25%	0.81%	0.79%	0.63%	0.00%	1.90%	0.96%	1.54%	1.12%	0.22%	0.64%	0.36%	1.21%	0.61%	0.91%	0.00%	0.61%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.66%	0.42%	0.00%	0.45%	0.00%	2.17%	0.00%	0.59%	0.00%	1.05%	0.24%	1.05%	0.00%	0.00%	0.00%	0.00%	0.54%	0.20%	0.00%	0.19%	0.22%	0.00%	1.27%	0.00%	0.37%	0.44%	0.90%	0.94%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15719	461	243	514	127	55	271	595	322	389	241	252	117	322	382	408	489	310	550	566	249	232	180	130	101	138	254	271	127	35	133	61	400	569	162	51	276	172	64	51	231	114	206	622	237	46	495	72	515	263	391	97	398	324	344	61	55	135	162	388	166	127					
		62.80%	51.86%	43.94%	65.39%	49.61%	38.73%	50.28%	68.79%	44.85%	63.25%	47.53%	52.83%	61.58%	47.01%	52.33%	52.44%	54.58%	69.04%	58.89%	67.70%	43.01%	70.73%	54.55%	55.79%	61.59%	69.00%	77.68%	83.64%	55.70%	66.04%	63.64%	79.22%	77.22%	75.36%	68.35%	77.27%	62.73%	73.82%	69.57%	91.07%	68.55%	61.29%	72.28%	74.40%	82.87%	58.23%	78.45%	80.00%	70.84%	71.47%	78.36%	84.35%	75.38%	71.84%	72.42%	38.85%	94.83%	50.37%	72.00%	49.87%	77.93%	86.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	4	0	1	0	0	2	4	2	4	3	1	2	4	5	1	2	1	3	3	2	0	2	0	1	1	1	0	0	0	2	0	0	0	1	0	2	2	0	0	1	1	0	0	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	4	1	0					
		0.28%	0.45%	0.00%	0.13%	0.00%	0.00%	0.37%	0.46%	0.28%	0.65%	0.59%	0.21%	1.05%	0.58%	0.68%	0.13%	0.22%	0.22%	0.32%	0.36%	0.35%	0.00%	0.61%	0.00%	0.61%	0.50%	0.31%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.42%	0.00%	0.45%	0.86%	0.00%	0.00%	0.30%	0.54%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.20%	0.00%	0.57%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.51%	0.47%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
