Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Варненская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №2234	УИК №2235									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	209	0	3	4	17	5	23	14	29	14	0	6	3	3	0	0	2	2	6	0	0	2	2	0	3	6	10	7	0	0	13	0	1	1	1	8	2	6	5	11									
		1.55%	0.00%	2.33%	1.56%	1.56%	0.54%	3.67%	2.38%	3.22%	2.50%	0.00%	2.31%	3.85%	0.65%	0.00%	0.00%	1.75%	1.48%	1.63%	0.00%	0.00%	1.06%	0.49%	0.00%	0.50%	3.19%	2.12%	3.45%	0.00%	0.00%	3.11%	0.00%	0.60%	0.50%	1.11%	1.62%	0.93%	1.24%	2.16%	1.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7539	594	85	144	768	638	268	286	394	234	108	159	50	205	51	71	77	71	184	36	65	113	191	48	497	87	289	79	67	37	173	104	80	153	46	215	112	270	101	389									
		55.85%	90.69%	65.89%	56.25%	70.33%	69.20%	42.74%	48.64%	43.78%	41.86%	63.53%	61.15%	64.10%	44.66%	50.00%	67.62%	67.54%	52.59%	50.14%	30.51%	61.32%	60.11%	46.70%	45.71%	82.56%	46.28%	61.23%	38.92%	39.88%	31.36%	41.39%	48.15%	47.62%	76.50%	51.11%	43.43%	51.85%	55.67%	43.53%	49.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	0	1	1	2	4	7	4	6	2	0	0	0	2	1	0	0	0	3	0	0	3	1	0	1	0	0	1	1	0	6	0	1	0	0	2	1	0	0	1									
		0.38%	0.00%	0.78%	0.39%	0.18%	0.43%	1.12%	0.68%	0.67%	0.36%	0.00%	0.00%	0.00%	0.44%	0.98%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	1.60%	0.24%	0.00%	0.17%	0.00%	0.00%	0.49%	0.60%	0.00%	1.44%	0.00%	0.60%	0.00%	0.00%	0.40%	0.46%	0.00%	0.00%	0.13%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	3									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.11%	0.16%	0.17%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.38%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1942	22	12	22	83	87	130	107	155	129	27	29	4	83	15	13	11	23	50	26	6	10	50	17	26	44	61	35	35	16	108	38	23	21	20	111	37	52	61	143									
		14.39%	3.36%	9.30%	8.59%	7.60%	9.44%	20.73%	18.20%	17.22%	23.08%	15.88%	11.15%	5.13%	18.08%	14.71%	12.38%	9.65%	17.04%	13.62%	22.03%	5.66%	5.32%	12.22%	16.19%	4.32%	23.40%	12.92%	17.24%	20.83%	13.56%	25.84%	17.59%	13.69%	10.50%	22.22%	22.42%	17.13%	10.72%	26.29%	18.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	0	1	1	4	1	5	3	21	12	0	0	0	1	0	0	0	0	1	2	0	0	2	0	3	1	0	0	3	0	1	0	0	0	0	3	0	2	4	7									
		0.58%	0.00%	0.78%	0.39%	0.37%	0.11%	0.80%	0.51%	2.33%	2.15%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.27%	1.69%	0.00%	0.00%	0.49%	0.00%	0.50%	0.53%	0.00%	0.00%	1.79%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.41%	1.72%	0.89%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	0	0	1	3	4	12	6	11	5	1	1	0	2	1	0	0	1	5	0	0	1	3	0	1	2	0	1	0	0	1	0	0	0	1	3	2	3	3	12									
		0.64%	0.00%	0.00%	0.39%	0.27%	0.43%	1.91%	1.02%	1.22%	0.89%	0.59%	0.38%	0.00%	0.44%	0.98%	0.00%	0.00%	0.74%	1.36%	0.00%	0.00%	0.53%	0.73%	0.00%	0.17%	1.06%	0.00%	0.49%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.11%	0.61%	0.93%	0.62%	1.29%	1.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.54%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.43%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	1	0	1	6	5	8	9	6	4	2	0	0	0	0	0	0	1	1	0	1	0	3	0	0	1	11	0	2	0	1	2	2	0	0	1	2	0	1	8									
		0.59%	0.15%	0.00%	0.39%	0.55%	0.54%	1.28%	1.53%	0.67%	0.72%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.27%	0.00%	0.94%	0.00%	0.73%	0.00%	0.00%	0.53%	2.33%	0.00%	1.19%	0.00%	0.24%	0.93%	1.19%	0.00%	0.00%	0.20%	0.93%	0.00%	0.43%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1635	28	12	43	147	72	81	75	127	68	17	28	1	75	15	11	3	12	47	16	2	17	110	19	13	17	53	39	22	32	62	43	12	6	12	44	37	109	27	81									
		12.11%	4.27%	9.30%	16.80%	13.46%	7.81%	12.92%	12.76%	14.11%	12.16%	10.00%	10.77%	1.28%	16.34%	14.71%	10.48%	2.63%	8.89%	12.81%	13.56%	1.89%	9.04%	26.89%	18.10%	2.16%	9.04%	11.23%	19.21%	13.10%	27.12%	14.83%	19.91%	7.14%	3.00%	13.33%	8.89%	17.13%	22.47%	11.64%	10.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	0	0	1	0	1	3	4	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	1	4									
		0.21%	0.00%	0.00%	0.00%	0.09%	0.00%	0.16%	0.51%	0.44%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.17%	0.00%	0.42%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.43%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1102	6	12	19	36	67	56	32	81	45	4	29	19	63	13	3	14	14	45	27	28	33	20	11	37	20	21	23	19	20	20	9	42	9	6	81	13	18	14	73									
		8.16%	0.92%	9.30%	7.42%	3.30%	7.27%	8.93%	5.44%	9.00%	8.05%	2.35%	11.15%	24.36%	13.73%	12.75%	2.86%	12.28%	10.37%	12.26%	22.88%	26.42%	17.55%	4.89%	10.48%	6.15%	10.64%	4.45%	11.33%	11.31%	16.95%	4.78%	4.17%	25.00%	4.50%	6.67%	16.36%	6.02%	3.71%	6.03%	9.32%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
