Выборы Президента Российской Федерации																																																																					
																																																																					
"Наименование Избирательной комиссии:    Краснодар, Западная"																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099					
11	Число полученных открепительных  удостоверений	4495	83	85	85	85	85	85	85	85	82	85	85	85	85	67	85	85	85	85	85	85	85	85	67	85	67	67	85	85	85	85	67	85	85	85	85	68	85	85	85	68	68	85	85	68	85	85	85	85	85	85	85	85	85	85	68	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	955	3	18	34	21	18	23	19	19	11	19	7	15	10	9	13	16	22	20	58	39	15	29	6	14	9	12	9	20	22	26	13	27	18	9	33	13	3	16	12	6	8	10	16	6	31	25	28	11	11	15	6	21	14	24	23	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1212	14	13	25	15	14	21	14	9	49	60	12	15	5	41	13	11	64	16	18	18	22	17	16	12	20	17	11	21	12	16	9	14	18	18	20	9	8	29	8	10	7	20	13	18	21	11	23	13	56	16	10	19	11	17	12	8	25	9	17	1	118	13					
14	Число неиспользованных открепительных удостоверений	3540	80	67	51	64	67	62	66	66	71	66	78	70	75	58	72	69	63	65	27	46	70	56	61	71	58	55	76	65	63	59	54	58	67	76	52	55	82	69	73	62	60	75	69	62	54	60	57	74	74	70	79	64	71	61	45	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	4736	36	102	73	102	130	113	85	78	48	81	73	55	65	58	59	60	108	77	91	124	81	119	43	96	51	70	102	92	116	128	63	95	58	63	110	71	64	96	70	53	72	51	91	44	138	126	101	99	90	125	73	108	117	116	93	0	4	0	7	0	20	2					
		6.21%	3.52%	7.31%	3.94%	6.50%	7.79%	6.66%	5.90%	5.86%	6.02%	6.13%	5.43%	4.36%	4.75%	5.70%	3.97%	4.06%	7.74%	3.63%	5.89%	8.73%	6.07%	7.21%	4.78%	6.05%	4.58%	7.34%	7.91%	5.75%	7.22%	7.75%	6.36%	6.94%	4.10%	5.92%	6.41%	5.87%	5.63%	7.42%	4.65%	6.89%	7.05%	3.70%	5.79%	5.02%	7.92%	9.03%	6.19%	6.43%	6.28%	8.41%	6.48%	7.99%	8.42%	8.15%	7.25%	0.00%	2.72%	0.00%	2.86%	0.00%	4.98%	3.70%					
19	. Малышкин Олег Александрович	811	10	17	27	16	23	15	14	8	4	11	11	20	18	10	29	27	13	23	11	15	15	8	10	18	14	8	16	17	12	20	12	13	20	11	15	18	16	15	16	14	7	13	11	9	14	11	17	11	13	17	11	11	13	18	13	1	2	0	6	1	2	0					
		1.06%	0.98%	1.22%	1.46%	1.02%	1.38%	0.88%	0.97%	0.60%	0.50%	0.83%	0.82%	1.59%	1.31%	0.98%	1.95%	1.83%	0.93%	1.08%	0.71%	1.06%	1.12%	0.48%	1.11%	1.13%	1.26%	0.84%	1.24%	1.06%	0.75%	1.21%	1.21%	0.95%	1.42%	1.03%	0.87%	1.49%	1.41%	1.16%	1.06%	1.82%	0.69%	0.94%	0.70%	1.03%	0.80%	0.79%	1.04%	0.71%	0.91%	1.14%	0.98%	0.81%	0.94%	1.26%	1.01%	4.76%	1.36%	0.00%	2.45%	4.35%	0.50%	0.00%					
20	. Миронов Сергей Михайлович	600	8	11	7	15	10	7	7	10	4	8	7	8	7	4	12	10	16	9	16	15	11	9	14	8	7	7	15	13	19	6	9	12	19	9	15	8	6	6	6	4	3	18	12	9	16	10	12	24	22	11	13	11	14	9	12	0	0	1	1	0	7	1					
		0.79%	0.78%	0.79%	0.38%	0.96%	0.60%	0.41%	0.49%	0.75%	0.50%	0.61%	0.52%	0.63%	0.51%	0.39%	0.81%	0.68%	1.15%	0.42%	1.03%	1.06%	0.82%	0.55%	1.56%	0.50%	0.63%	0.73%	1.16%	0.81%	1.18%	0.36%	0.91%	0.88%	1.34%	0.85%	0.87%	0.66%	0.53%	0.46%	0.40%	0.52%	0.29%	1.31%	0.76%	1.03%	0.92%	0.72%	0.74%	1.56%	1.53%	0.74%	1.15%	0.81%	1.01%	0.63%	0.94%	0.00%	0.00%	5.00%	0.41%	0.00%	1.74%	1.85%					
21	. Путин Владимир Владимирович	51658	712	916	1434	1011	1036	1126	948	911	540	891	899	885	956	729	1067	1029	924	1651	988	904	898	1065	618	1053	785	588	814	1049	1037	1047	629	890	900	726	1121	811	778	866	1104	515	688	952	1084	640	1211	939	1157	1054	970	1022	776	946	947	988	884	15	115	15	177	15	171	41					
		67.75%	69.53%	65.62%	77.43%	64.39%	62.11%	66.39%	65.83%	68.39%	67.67%	67.40%	66.84%	70.18%	69.83%	71.61%	71.80%	69.62%	66.19%	77.84%	63.91%	63.62%	67.27%	64.55%	68.67%	66.39%	70.53%	61.64%	63.15%	65.60%	64.57%	63.42%	63.54%	65.06%	63.69%	68.23%	65.36%	67.08%	68.49%	66.98%	73.36%	66.97%	67.38%	69.09%	69.00%	72.98%	69.52%	67.26%	70.89%	68.44%	67.64%	68.78%	68.86%	70.02%	68.13%	69.43%	68.95%	71.43%	78.23%	75.00%	72.24%	65.22%	42.54%	75.93%					
22	. Хакамада Ирина Муцуовна	3781	47	71	44	87	91	115	96	54	58	94	77	70	87	47	54	55	57	56	119	72	78	106	43	80	55	76	63	68	74	83	43	59	68	35	79	59	41	67	67	35	48	51	86	25	98	94	63	77	65	69	66	74	73	77	66	1	3	1	4	1	8	1					
		4.96%	4.59%	5.09%	2.38%	5.54%	5.46%	6.78%	6.67%	4.05%	7.27%	7.11%	5.72%	5.55%	6.36%	4.62%	3.63%	3.72%	4.08%	2.64%	7.70%	5.07%	5.84%	6.42%	4.78%	5.04%	4.94%	7.97%	4.89%	4.25%	4.61%	5.03%	4.34%	4.31%	4.81%	3.29%	4.61%	4.88%	3.61%	5.18%	4.45%	4.55%	4.70%	3.70%	5.47%	2.85%	5.63%	6.73%	3.86%	5.00%	4.53%	4.64%	5.86%	5.48%	5.25%	5.41%	5.15%	4.76%	2.04%	5.00%	1.63%	4.35%	1.99%	1.85%					
23	. Харитонов Николай Михайлович	11262	168	218	205	296	319	229	230	212	108	184	225	174	167	118	191	230	217	226	244	223	194	258	138	260	140	156	213	272	274	291	170	226	287	176	300	199	183	181	189	119	141	236	226	119	191	155	202	209	200	186	142	145	157	152	158	4	14	3	28	1	177	6					
		14.77%	16.41%	15.62%	11.07%	18.85%	19.12%	13.50%	15.97%	15.92%	13.53%	13.92%	16.73%	13.80%	12.20%	11.59%	12.85%	15.56%	15.54%	10.66%	15.78%	15.69%	14.53%	15.64%	15.33%	16.39%	12.58%	16.35%	16.52%	17.01%	17.06%	17.63%	17.17%	16.52%	20.31%	16.54%	17.49%	16.46%	16.11%	14.00%	12.56%	15.47%	13.81%	17.13%	14.39%	13.57%	10.96%	11.10%	12.38%	13.57%	13.95%	12.52%	12.60%	10.73%	11.29%	10.68%	12.32%	19.05%	9.52%	15.00%	11.43%	4.35%	44.03%	11.11%					
																																																																					
24	Против всех	2863	34	55	53	36	49	85	47	50	27	48	49	38	51	43	55	53	59	61	68	64	44	73	27	64	49	41	42	78	63	62	47	69	51	36	69	37	35	42	45	22	56	48	50	22	66	59	72	61	57	47	43	48	61	55	54	0	8	0	19	5	8	3					
		3.75%	3.32%	3.94%	2.86%	2.29%	2.94%	5.01%	3.26%	3.75%	3.38%	3.63%	3.64%	3.01%	3.73%	4.22%	3.70%	3.59%	4.23%	2.88%	4.40%	4.50%	3.30%	4.42%	3.00%	4.04%	4.40%	4.30%	3.26%	4.88%	3.92%	3.76%	4.75%	5.04%	3.61%	3.38%	4.02%	3.06%	3.08%	3.25%	2.99%	2.86%	5.48%	3.48%	3.18%	2.51%	3.79%	4.23%	4.41%	3.96%	3.97%	3.16%	3.82%	3.55%	4.39%	3.87%	4.21%	0.00%	5.44%	0.00%	7.76%	21.74%	1.99%	5.56%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
