Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Отрадненская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850	УИК №3851					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	402	21	13	39	27	9	12	11	13	6	1	1	1	4	26	7	12	15	4	1	5	1	7	5	5	3	8	16	10	1	4	5	6	10	22	5	4	2	5	4	6	5	10	3	5	5	4	2	3	4	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	268	0	2	8	0	56	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	3	13	3	0	3	0	6	6	2	0	2	2	39	50	13	5	6	9	10	15	6	0	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	5	4	7	5	3	1	6	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2410	71	110	140	152	100	115	81	90	56	3	26	22	14	56	74	60	56	26	4	15	49	28	49	22	15	15	81	52	3	28	52	65	93	4	4	19	22	81	58	11	67	74	71	18	10	55	7	33	21	28	4					
		7.04%	4.58%	5.43%	10.67%	13.00%	7.63%	6.66%	5.40%	5.02%	7.02%	2.42%	8.78%	6.61%	13.33%	5.59%	6.28%	6.61%	6.63%	7.95%	3.57%	6.76%	5.92%	9.82%	7.80%	4.76%	8.93%	6.30%	9.09%	5.66%	1.14%	4.58%	12.01%	7.95%	10.57%	3.23%	4.49%	12.26%	5.74%	7.66%	7.76%	8.09%	10.62%	4.99%	10.73%	6.92%	5.88%	9.21%	3.50%	4.47%	6.58%	9.43%	3.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3222	84	227	184	136	167	162	169	131	69	10	26	3	14	101	119	91	90	35	7	2	60	32	117	57	11	20	6	84	17	11	25	41	41	15	13	29	52	183	116	13	75	101	44	15	30	68	17	51	27	20	4					
		9.41%	5.42%	11.20%	14.02%	11.63%	12.74%	9.38%	11.26%	7.31%	8.65%	8.06%	8.78%	0.90%	13.33%	10.09%	10.09%	10.02%	10.65%	10.70%	6.25%	0.90%	7.25%	11.23%	18.63%	12.34%	6.55%	8.40%	0.67%	9.14%	6.44%	1.80%	5.77%	5.01%	4.66%	12.10%	14.61%	18.71%	13.58%	17.30%	15.53%	9.56%	11.89%	6.82%	6.65%	5.77%	17.65%	11.39%	8.50%	6.90%	8.46%	6.73%	3.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	260	13	24	18	8	10	10	12	11	7	1	1	0	1	4	9	6	5	0	0	1	3	2	6	1	0	0	8	8	2	1	3	11	10	3	1	3	1	10	3	1	3	12	5	2	1	3	3	8	2	2	1					
		0.76%	0.84%	1.18%	1.37%	0.68%	0.76%	0.58%	0.80%	0.61%	0.88%	0.81%	0.34%	0.00%	0.95%	0.40%	0.76%	0.66%	0.59%	0.00%	0.00%	0.45%	0.36%	0.70%	0.96%	0.22%	0.00%	0.00%	0.90%	0.87%	0.76%	0.16%	0.69%	1.34%	1.14%	2.42%	1.12%	1.94%	0.26%	0.95%	0.40%	0.74%	0.48%	0.81%	0.76%	0.77%	0.59%	0.50%	1.50%	1.08%	0.63%	0.67%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4756	239	315	275	244	226	195	195	218	105	14	32	52	24	112	130	125	68	51	14	38	72	44	93	63	17	25	167	97	35	52	82	175	164	9	18	24	33	187	128	14	76	126	68	42	3	63	15	116	27	38	11					
		13.89%	15.41%	15.55%	20.96%	20.87%	17.24%	11.29%	12.99%	12.16%	13.16%	11.29%	10.81%	15.62%	22.86%	11.19%	11.03%	13.77%	8.05%	15.60%	12.50%	17.12%	8.70%	15.44%	14.81%	13.64%	10.12%	10.50%	18.74%	10.55%	13.26%	8.51%	18.94%	21.39%	18.64%	7.26%	20.22%	15.48%	8.62%	17.67%	17.14%	10.29%	12.04%	8.51%	10.27%	16.15%	1.76%	10.55%	7.50%	15.70%	8.46%	12.79%	8.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	289	8	21	14	21	14	16	15	11	25	0	1	0	3	5	5	7	4	2	0	1	1	3	7	4	0	0	19	5	0	3	7	7	3	2	0	1	0	13	8	0	19	5	1	1	0	2	0	2	0	2	1					
		0.84%	0.52%	1.04%	1.07%	1.80%	1.07%	0.93%	0.99%	0.61%	3.13%	0.00%	0.34%	0.00%	2.86%	0.50%	0.42%	0.77%	0.47%	0.61%	0.00%	0.45%	0.12%	1.05%	1.11%	0.87%	0.00%	0.00%	2.13%	0.54%	0.00%	0.49%	1.62%	0.86%	0.34%	1.61%	0.00%	0.65%	0.00%	1.23%	1.07%	0.00%	3.01%	0.34%	0.15%	0.38%	0.00%	0.34%	0.00%	0.27%	0.00%	0.67%	0.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22721	1116	1325	664	584	763	1189	1012	1286	525	91	202	251	47	715	830	598	618	198	84	157	634	171	347	311	122	177	597	661	207	512	254	508	540	90	51	77	271	565	408	94	377	1142	468	175	122	385	156	519	232	195	98					
		66.36%	71.95%	65.40%	50.61%	49.96%	58.20%	68.85%	67.42%	71.72%	65.79%	73.39%	68.24%	75.38%	44.76%	71.43%	70.40%	65.86%	73.14%	60.55%	75.00%	70.72%	76.57%	60.00%	55.25%	67.32%	72.62%	74.37%	67.00%	71.93%	78.41%	83.80%	58.66%	62.10%	61.36%	72.58%	57.30%	49.68%	70.76%	53.40%	54.62%	69.12%	59.75%	77.11%	70.69%	67.31%	71.76%	64.49%	78.00%	70.23%	72.73%	65.66%	77.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	133	5	4	3	3	4	24	1	4	5	2	1	0	0	1	2	4	4	8	1	0	0	1	0	1	1	0	2	1	0	0	0	3	6	1	0	1	1	1	3	1	11	6	0	0	0	4	0	6	2	0	5					
		0.39%	0.32%	0.20%	0.23%	0.26%	0.31%	1.39%	0.07%	0.22%	0.63%	1.61%	0.34%	0.00%	0.00%	0.10%	0.17%	0.44%	0.47%	2.45%	0.89%	0.00%	0.00%	0.35%	0.00%	0.22%	0.60%	0.00%	0.22%	0.11%	0.00%	0.00%	0.00%	0.37%	0.68%	0.81%	0.00%	0.65%	0.26%	0.09%	0.40%	0.74%	1.74%	0.41%	0.00%	0.00%	0.00%	0.67%	0.00%	0.81%	0.63%	0.00%	3.97%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
