Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Большесельская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
		0.22%	0.29%	0.00%	0.18%	0.00%	0.00%	0.10%	0.00%	0.00%	0.87%	0.70%	0.79%	0.00%	0.00%	0.63%	0.58%					
23	6.Политическая партия «Партия социальной справедливости»	12	5	1	4	0	0	2	0	0	0	0	0	0	0	0	0					
		0.22%	0.37%	0.31%	0.70%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1039	190	54	134	80	54	180	47	30	42	53	18	13	72	37	35					
		18.71%	13.92%	16.98%	23.51%	20.62%	22.78%	17.14%	21.08%	24.79%	18.26%	37.32%	14.29%	12.15%	20.93%	23.13%	20.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	613	210	37	42	28	15	160	29	7	17	3	11	10	28	9	7					
		11.04%	15.38%	11.64%	7.37%	7.22%	6.33%	15.24%	13.00%	5.79%	7.39%	2.11%	8.73%	9.35%	8.14%	5.63%	4.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	46	18	0	1	2	3	12	1	1	0	1	0	1	3	2	1					
		0.83%	1.32%	0.00%	0.18%	0.52%	1.27%	1.14%	0.45%	0.83%	0.00%	0.70%	0.00%	0.93%	0.87%	1.25%	0.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3022	681	162	335	240	136	542	122	59	142	70	91	76	160	96	110					
		54.41%	49.89%	50.94%	58.77%	61.86%	57.38%	51.62%	54.71%	48.76%	61.74%	49.30%	72.22%	71.03%	46.51%	60.00%	63.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	12	3	3	2	1	5	0	0	1	0	1	0	0	1	2					
		0.56%	0.88%	0.94%	0.53%	0.52%	0.42%	0.48%	0.00%	0.00%	0.43%	0.00%	0.79%	0.00%	0.00%	0.63%	1.16%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
