Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Макарьевская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №308	УИК №309	УИК №310	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334									
		0.69%	1.17%	0.00%	2.15%	1.10%	3.92%	0.78%	0.00%	1.87%	0.00%	0.74%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.31%	1.16%	0.65%	0.81%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	5	5	1	3	0	8	0	0	0	0	1	0	0	0	0	1	0	0	4	0	2	2	0	0	0	2									
		0.74%	1.46%	1.53%	0.31%	0.82%	0.00%	2.07%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	2.56%	0.00%	0.62%	0.77%	0.00%	0.00%	0.00%	1.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	7	3	3	6	2	7	1	0	0	1	0	0	0	0	1	1	0	0	1	1	2	4	0	0	3	1									
		0.95%	2.05%	0.92%	0.92%	1.65%	3.92%	1.81%	2.56%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.64%	0.63%	0.00%	0.00%	0.64%	0.58%	0.62%	1.54%	0.00%	0.00%	2.36%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1121	106	87	73	103	3	134	4	17	23	31	46	27	12	19	10	19	13	18	41	31	85	87	40	43	19	30									
		24.33%	30.99%	26.69%	22.39%	28.30%	5.88%	34.72%	10.26%	15.89%	22.55%	22.79%	25.56%	27.55%	25.53%	25.00%	16.39%	11.88%	15.48%	16.82%	26.28%	17.92%	26.40%	33.59%	25.97%	17.34%	14.96%	16.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0									
		0.24%	0.29%	0.00%	0.00%	0.00%	0.00%	0.52%	2.56%	0.93%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	1.19%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.40%	0.79%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	122	9	11	10	7	1	14	0	3	3	3	8	1	2	2	1	2	0	2	4	3	12	3	4	8	3	6									
		2.65%	2.63%	3.37%	3.07%	1.92%	1.96%	3.63%	0.00%	2.80%	2.94%	2.21%	4.44%	1.02%	4.26%	2.63%	1.64%	1.25%	0.00%	1.87%	2.56%	1.73%	3.73%	1.16%	2.60%	3.23%	2.36%	3.39%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
