Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Сосновская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	177	10	10	15	5	10	10	10	10	5	5	1	1	1	6	1	4	10	10	10	2	2	1	1	1	3	8	2	8	1	1	5	1	1	2	1	2	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	79	7	6	12	5	3	5	5	8	3	2	0	0	0	1	0	1	3	2	3	0	0	1	1	0	1	4	0	2	0	1	1	1	0	0	0	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	86	3	3	5	1	1	1	0	3	4	1	1	0	4	0	4	0	3	1	0	0	3	4	6	5	1	1	0	7	7	2	4	1	1	1	3	5	0									
14	Число погашенных неиспользованных открепительных удостоверений	98	3	4	3	0	7	5	5	2	2	3	1	1	1	5	1	3	7	8	7	2	2	0	0	1	2	4	2	6	1	0	4	0	1	2	1	1	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	3	2	1	2	0	4	4	1	0	0	4	0	0	2	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0									
		0.36%	0.98%	0.41%	0.20%	0.43%	0.00%	0.92%	1.11%	0.32%	0.00%	0.00%	1.90%	0.00%	0.00%	1.23%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.77%	0.00%	0.37%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	127	5	1	2	31	0	5	6	8	2	6	3	1	1	1	6	7	3	0	0	0	2	5	3	0	0	7	0	0	2	0	3	2	5	1	6	3	0									
		1.32%	1.63%	0.20%	0.41%	6.61%	0.00%	1.15%	1.67%	2.54%	0.53%	1.71%	1.42%	0.93%	1.35%	0.62%	3.77%	4.64%	0.88%	0.00%	0.00%	0.00%	2.20%	1.75%	2.13%	0.00%	0.00%	3.06%	0.00%	0.00%	1.30%	0.00%	1.05%	1.01%	3.07%	0.38%	3.24%	1.11%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	0	2	2	0	0	3	3	2	0	0	1	0	0	3	1	1	7	0	0	1	0	0	0	1	0	2	1	3	0	0	5	1	0	8	1	0	0									
		0.50%	0.00%	0.41%	0.41%	0.00%	0.00%	0.69%	0.84%	0.63%	0.00%	0.00%	0.47%	0.00%	0.00%	1.85%	0.63%	0.66%	2.05%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	1.33%	0.00%	0.87%	0.93%	1.43%	0.00%	0.00%	1.74%	0.51%	0.00%	3.08%	0.54%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8008	275	374	420	401	344	352	305	251	353	329	145	103	60	136	129	83	253	266	407	104	76	247	119	65	167	190	90	172	137	260	215	154	123	210	142	249	302									
		83.31%	89.58%	76.17%	85.89%	85.50%	80.75%	81.29%	84.96%	79.68%	94.13%	94.00%	68.72%	95.37%	81.08%	83.95%	81.13%	54.97%	73.98%	83.13%	91.26%	78.20%	83.52%	86.36%	84.40%	86.67%	81.86%	82.97%	84.11%	81.90%	88.96%	83.87%	74.91%	77.78%	75.46%	80.77%	76.76%	92.22%	93.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	2	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	1	0	0									
		0.17%	0.65%	0.61%	0.00%	0.43%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.35%	0.00%	0.61%	0.38%	0.54%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.28%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.38%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	482	4	43	17	14	28	17	19	13	5	10	26	1	7	6	5	19	21	20	10	12	4	9	6	7	19	12	7	7	7	22	22	18	6	12	12	6	9									
		5.01%	1.30%	8.76%	3.48%	2.99%	6.57%	3.93%	5.29%	4.13%	1.33%	2.86%	12.32%	0.93%	9.46%	3.70%	3.14%	12.58%	6.14%	6.25%	2.24%	9.02%	4.40%	3.15%	4.26%	9.33%	9.31%	5.24%	6.54%	3.33%	4.55%	7.10%	7.67%	9.09%	3.68%	4.62%	6.49%	2.22%	2.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	2	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.41%	0.41%	0.00%	0.00%	0.00%	0.28%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	1	2	3	4	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0									
		0.23%	0.33%	0.41%	0.61%	0.85%	0.00%	0.00%	0.28%	0.32%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.66%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	1.95%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0									
		0.06%	0.00%	0.20%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	1	2	3	2	0	4	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0									
		0.25%	0.33%	0.41%	0.61%	0.43%	0.00%	0.92%	0.56%	0.95%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.54%	0.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	619	4	26	26	6	54	37	2	24	11	3	16	3	4	8	15	36	38	32	24	14	9	19	9	2	14	17	4	20	3	24	21	20	25	18	16	6	9									
		6.44%	1.30%	5.30%	5.32%	1.28%	12.68%	8.55%	0.56%	7.62%	2.93%	0.86%	7.58%	2.78%	5.41%	4.94%	9.43%	23.84%	11.11%	10.00%	5.38%	10.53%	9.89%	6.64%	6.38%	2.67%	6.86%	7.42%	3.74%	9.52%	1.95%	7.74%	7.32%	10.10%	15.34%	6.92%	8.65%	2.22%	2.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0									
		0.11%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	133	6	7	13	7	0	7	12	7	2	2	8	0	1	4	3	2	9	2	5	1	0	2	1	0	3	1	3	0	2	3	7	0	1	5	3	2	2									
		1.38%	1.95%	1.43%	2.66%	1.49%	0.00%	1.62%	3.34%	2.22%	0.53%	0.57%	3.79%	0.00%	1.35%	2.47%	1.89%	1.32%	2.63%	0.63%	1.12%	0.75%	0.00%	0.70%	0.71%	0.00%	1.47%	0.44%	2.80%	0.00%	1.30%	0.97%	2.44%	0.00%	0.61%	1.92%	1.62%	0.74%	0.62%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
