Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
"Наименование Избирательной комиссии:    Иркутск, Ленинская"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3900	80	60	40	60	60	70	60	40	60	70	50	50	50	50	60	50	40	40	70	70	80	40	30	80	100	70	50	90	80	40	50	80	100	40	70	100	50	70	50	40	90	70	100	80	60	80	100	80	50	80	70	70	80	80	50	50	50	50	70	40	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1199	20	27	11	13	21	17	14	20	29	25	18	12	25	19	14	16	18	14	16	25	23	17	4	16	23	21	12	28	21	8	14	26	28	17	27	27	12	13	20	14	20	18	26	35	20	18	60	23	17	25	21	30	33	21	10	17	10	12	10	17	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	942	6	21	8	17	18	19	15	20	29	17	9	9	10	11	10	12	8	6	11	30	15	16	10	13	93	14	7	16	22	11	15	10	13	5	12	19	17	9	9	17	13	19	18	29	21	19	20	11	17	23	12	17	9	9	5	15	9	6	11	12	13	5					
14	Число погашенных неиспользованных открепительных удостоверений	2701	60	33	29	47	39	53	46	20	31	45	32	38	25	31	46	34	22	26	54	45	57	23	26	64	77	49	38	62	59	32	36	54	72	23	43	73	38	57	30	26	70	52	74	45	40	62	40	57	33	55	49	40	47	59	40	33	40	38	60	23	22	27					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6331	134	124	49	133	127	97	150	127	111	104	94	67	111	124	105	76	89	64	99	159	143	70	24	119	149	113	73	168	101	58	76	93	110	67	75	138	54	114	98	71	145	135	150	135	95	122	173	120	101	116	142	125	144	121	51	74	83	54	58	60	37	32					
		13.77%	14.12%	14.83%	10.38%	14.12%	14.67%	11.05%	16.09%	16.73%	12.86%	11.16%	12.47%	10.21%	12.94%	15.29%	13.36%	11.57%	15.95%	12.43%	13.90%	14.71%	13.57%	12.68%	10.34%	16.26%	14.93%	12.35%	10.94%	14.76%	11.57%	14.01%	13.31%	11.97%	13.25%	15.02%	11.94%	12.89%	10.95%	13.35%	14.96%	13.32%	17.02%	13.80%	15.71%	15.41%	11.71%	12.75%	15.31%	13.13%	13.99%	13.76%	16.69%	14.09%	15.14%	14.85%	13.01%	13.60%	15.81%	13.50%	14.43%	14.42%	13.75%	13.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8741	193	142	65	142	134	147	131	112	140	154	149	111	137	145	140	130	112	86	157	153	190	100	61	148	199	200	137	210	201	107	127	159	156	89	137	242	130	146	123	101	149	196	156	174	154	197	213	156	149	179	105	171	197	188	92	100	112	100	89	119	54	48					
		19.01%	20.34%	16.99%	13.77%	15.07%	15.47%	16.74%	14.06%	14.76%	16.22%	16.52%	19.76%	16.92%	15.97%	17.88%	17.81%	19.79%	20.07%	16.70%	22.05%	14.15%	18.03%	18.12%	26.29%	20.22%	19.94%	21.86%	20.54%	18.45%	23.02%	25.85%	22.24%	20.46%	18.80%	19.96%	21.82%	22.60%	26.37%	17.10%	18.78%	18.95%	17.49%	20.04%	16.34%	19.86%	18.99%	20.59%	18.85%	17.07%	20.64%	21.23%	12.34%	19.28%	20.72%	23.07%	23.47%	18.38%	21.33%	25.00%	22.14%	28.61%	20.07%	20.08%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	657	13	13	5	17	8	4	15	7	17	14	11	0	13	14	8	10	8	14	16	15	13	8	2	12	18	17	9	13	14	2	9	11	9	12	5	24	7	11	14	4	10	13	15	15	14	17	21	11	6	9	10	9	13	11	6	5	9	5	4	8	4	6					
		1.43%	1.37%	1.56%	1.06%	1.80%	0.92%	0.46%	1.61%	0.92%	1.97%	1.50%	1.46%	0.00%	1.52%	1.73%	1.02%	1.52%	1.43%	2.72%	2.25%	1.39%	1.23%	1.45%	0.86%	1.64%	1.80%	1.86%	1.35%	1.14%	1.60%	0.48%	1.58%	1.42%	1.08%	2.69%	0.80%	2.24%	1.42%	1.29%	2.14%	0.75%	1.17%	1.33%	1.57%	1.71%	1.73%	1.78%	1.86%	1.20%	0.83%	1.07%	1.18%	1.01%	1.37%	1.35%	1.53%	0.92%	1.71%	1.25%	0.99%	1.92%	1.49%	2.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13900	267	258	158	277	241	269	265	219	224	283	206	233	289	217	212	180	171	161	198	338	299	153	71	211	288	248	217	351	279	123	165	242	262	134	187	332	128	286	201	182	293	337	321	300	279	272	353	284	250	319	285	278	298	193	95	152	128	109	113	93	60	63					
		30.23%	28.13%	30.86%	33.47%	29.41%	27.83%	30.64%	28.43%	28.85%	25.96%	30.36%	27.32%	35.52%	33.68%	26.76%	26.97%	27.40%	30.65%	31.26%	27.81%	31.27%	28.37%	27.72%	30.60%	28.83%	28.86%	27.10%	32.53%	30.84%	31.96%	29.71%	28.90%	31.15%	31.57%	30.04%	29.78%	30.99%	25.96%	33.49%	30.69%	34.15%	34.39%	34.46%	33.61%	34.25%	34.40%	28.42%	31.24%	31.07%	34.63%	37.84%	33.49%	31.34%	31.34%	23.68%	24.23%	27.94%	24.38%	27.25%	28.11%	22.36%	22.30%	26.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2078	29	42	22	59	43	40	45	49	48	41	27	39	45	33	31	22	30	21	30	56	41	21	5	30	57	46	29	54	37	22	31	35	44	20	34	42	22	45	24	32	27	43	44	43	41	54	56	33	31	27	46	42	50	22	12	16	13	4	20	10	9	12					
		4.52%	3.06%	5.02%	4.66%	6.26%	4.97%	4.56%	4.83%	6.46%	5.56%	4.40%	3.58%	5.95%	5.24%	4.07%	3.94%	3.35%	5.38%	4.08%	4.21%	5.18%	3.89%	3.80%	2.16%	4.10%	5.71%	5.03%	4.35%	4.75%	4.24%	5.31%	5.43%	4.50%	5.30%	4.48%	5.41%	3.92%	4.46%	5.27%	3.66%	6.00%	3.17%	4.40%	4.61%	4.91%	5.06%	5.64%	4.96%	3.61%	4.29%	3.20%	5.41%	4.74%	5.26%	2.70%	3.06%	2.94%	2.48%	1.00%	4.98%	2.40%	3.35%	5.02%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13395	296	244	164	297	292	304	311	235	310	314	254	191	247	258	271	229	138	151	201	348	351	194	62	200	272	276	189	319	222	96	146	216	236	118	180	273	147	234	181	133	209	237	255	194	210	277	291	287	171	182	250	245	227	257	121	187	169	125	108	121	97	75					
		29.13%	31.19%	29.19%	34.75%	31.53%	33.72%	34.62%	33.37%	30.96%	35.92%	33.69%	33.69%	29.12%	28.79%	31.81%	34.48%	34.86%	24.73%	29.32%	28.23%	32.19%	33.30%	35.14%	26.72%	27.32%	27.25%	30.16%	28.34%	28.03%	25.43%	23.19%	25.57%	27.80%	28.43%	26.46%	28.66%	25.49%	29.82%	27.40%	27.63%	24.95%	24.53%	24.23%	26.70%	22.15%	25.89%	28.94%	25.75%	31.40%	23.68%	21.59%	29.38%	27.62%	23.87%	31.53%	30.87%	34.38%	32.19%	31.25%	26.87%	29.09%	36.06%	31.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	349	12	5	4	11	11	7	8	5	5	6	4	8	11	11	5	6	1	6	3	4	9	1	3	4	8	4	5	8	7	1	7	5	6	3	4	5	1	8	8	5	4	4	7	6	8	7	8	9	4	2	6	7	7	8	5	2	6	2	4	3	3	2					
		0.76%	1.26%	0.60%	0.85%	1.17%	1.27%	0.80%	0.86%	0.66%	0.58%	0.64%	0.53%	1.22%	1.28%	1.36%	0.64%	0.91%	0.18%	1.17%	0.42%	0.37%	0.85%	0.18%	1.29%	0.55%	0.80%	0.44%	0.75%	0.70%	0.80%	0.24%	1.23%	0.64%	0.72%	0.67%	0.64%	0.47%	0.20%	0.94%	1.22%	0.94%	0.47%	0.41%	0.73%	0.68%	0.99%	0.73%	0.71%	0.98%	0.55%	0.24%	0.71%	0.79%	0.74%	0.98%	1.28%	0.37%	1.14%	0.50%	0.99%	0.72%	1.12%	0.84%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
