14	Число неиспользованных открепительных удостоверений	209	6	0	2	4	27	2	0	0	0	0	1	0	2	3	0	2	0	1	3	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	4	2	2	1	2	1	0	1	2	0	0	0	0	1	1	6	0	0	2	1	0	2	1	6	1	0	5	0	7	4	0	1	0	1	4	1	78	7	1	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	139	1	1	2	4	2	2	0	3	1	3	5	2	1	1	0	3	2	0	2	1	1	1	3	2	0	1	2	2	0	5	1	1	2	1	2	1	2	2	0	3	2	0	5	1	2	0	1	5	1	0	1	2	1	1	1	3	0	0	2	1	1	3	1	1	2	1	0	4	0	2	3	0	0	0	1	2	1	2	2	3	2	1	0	1	2	0	0	5	1	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																						
18	Богданов Андрей Владимирович	3157	13	42	41	44	27	41	31	27	35	25	27	32	1	26	31	35	46	33	37	29	28	30	34	54	37	29	33	24	34	35	37	45	30	48	48	28	37	40	23	22	41	28	41	42	43	32	35	35	23	31	45	82	50	31	22	48	31	69	43	51	34	37	45	39	42	40	37	31	38	14	33	40	14	37	28	37	36	47	29	39	31	22	12	28	29	30	17	39	52	38	4	6	4	3	3					
		1.78%	0.99%	1.99%	1.89%	1.97%	1.32%	2.35%	1.78%	1.34%	2.04%	1.30%	1.18%	1.39%	0.27%	1.52%	2.01%	1.59%	2.31%	1.39%	1.80%	1.60%	1.38%	1.32%	1.48%	2.51%	1.73%	1.39%	1.57%	1.19%	1.73%	1.74%	1.68%	2.16%	1.64%	2.27%	2.01%	1.46%	1.78%	1.86%	1.19%	1.13%	2.32%	1.30%	2.03%	1.67%	1.72%	1.41%	1.72%	1.64%	1.20%	1.49%	2.16%	3.48%	2.04%	1.81%	1.60%	2.81%	1.75%	2.87%	2.01%	2.10%	1.83%	1.63%	2.05%	1.93%	2.22%	1.80%	1.80%	1.40%	1.64%	0.67%	2.07%	2.02%	1.21%	1.64%	1.43%	1.72%	1.66%	2.48%	1.86%	1.91%	1.94%	1.75%	0.97%	2.18%	1.97%	2.64%	1.60%	2.02%	2.13%	2.27%	1.87%	3.87%	2.20%	1.32%	2.86%					
19	Жириновский Владимир Вольфович	21552	232	273	260	282	356	264	205	250	200	181	243	272	48	202	169	238	270	293	255	223	229	234	269	231	244	255	271	246	229	258	302	275	223	291	313	224	266	272	213	262	220	254	279	305	305	240	239	276	264	259	297	252	245	179	166	172	186	353	271	411	219	300	241	286	222	272	236	241	299	237	213	222	133	231	246	237	254	247	170	277	173	108	156	166	154	171	114	204	233	164	20	16	52	27	15					
		12.17%	17.79%	12.94%	11.97%	12.62%	17.35%	15.11%	11.75%	12.38%	11.66%	9.43%	10.64%	11.82%	13.01%	11.85%	10.96%	10.79%	13.55%	12.38%	12.37%	12.31%	11.25%	10.32%	11.73%	10.73%	11.39%	12.20%	12.86%	12.17%	11.67%	12.81%	13.75%	13.20%	12.18%	13.79%	13.13%	11.67%	12.78%	12.63%	11.03%	13.49%	12.46%	11.80%	13.81%	12.14%	12.19%	10.60%	11.77%	12.95%	13.79%	12.48%	14.27%	10.68%	10.01%	10.47%	12.11%	10.05%	10.49%	14.67%	12.64%	16.91%	11.77%	13.21%	10.98%	14.12%	11.75%	12.22%	11.51%	10.91%	12.87%	11.35%	13.34%	11.18%	11.54%	10.23%	12.55%	11.03%	11.73%	13.03%	10.93%	13.58%	10.81%	8.59%	12.57%	12.94%	10.45%	15.03%	10.70%	10.59%	9.55%	9.78%	9.35%	10.32%	28.57%	11.84%	14.29%					
20	Зюганов Геннадий Андреевич	34578	230	367	437	392	300	368	387	448	355	387	414	426	63	337	330	305	368	421	411	337	364	459	445	393	396	433	500	426	397	420	331	356	361	441	469	345	497	418	380	404	474	446	366	403	445	404	416	415	412	403	439	432	497	334	355	367	364	404	432	384	370	410	368	400	365	444	428	404	430	402	283	401	270	395	407	378	416	318	239	398	352	262	221	245	453	208	236	448	597	337	61	14	24	61	23					
		19.53%	17.64%	17.40%	20.11%	17.54%	14.62%	21.06%	22.19%	22.18%	20.70%	20.17%	18.13%	18.51%	17.07%	19.77%	21.40%	13.83%	18.47%	17.79%	19.94%	18.60%	17.88%	20.25%	19.41%	18.25%	18.48%	20.72%	23.72%	21.08%	20.22%	20.85%	15.07%	17.08%	19.72%	20.90%	19.68%	17.97%	23.87%	19.41%	19.68%	20.80%	26.86%	20.72%	18.12%	16.04%	17.79%	17.84%	20.48%	19.47%	21.51%	19.41%	21.10%	18.31%	20.31%	19.53%	25.89%	21.45%	20.53%	16.78%	20.15%	15.80%	19.88%	18.05%	16.77%	19.75%	19.32%	19.95%	20.88%	18.30%	18.51%	19.24%	17.72%	20.20%	23.42%	17.49%	20.77%	17.60%	19.21%	16.77%	15.37%	19.51%	21.99%	20.84%	17.81%	19.10%	30.73%	18.28%	22.16%	23.26%	24.48%	20.10%	28.50%	9.03%	13.19%	26.75%	21.90%					
21	Медведев Дмитрий Анатольевич	115161	814	1398	1412	1476	1346	1052	1093	1255	1094	1303	1563	1529	250	1109	997	1613	1280	1586	1326	1199	1387	1507	1518	1441	1444	1342	1283	1303	1276	1284	1486	1377	1187	1295	1515	1299	1259	1401	1290	1210	1003	1389	1288	1720	1690	1558	1299	1378	1191	1366	1266	1531	1629	1141	808	1106	1168	1522	1363	1551	1214	1486	1508	1252	1233	1447	1315	1505	1525	1408	1045	1287	718	1561	1252	1466	1429	1248	1095	1292	1017	845	839	824	818	712	681	1205	1516	1113	128	118	99	131	63					
		65.04%	62.42%	66.29%	64.98%	66.04%	65.59%	60.22%	62.67%	62.13%	63.79%	67.90%	68.43%	66.42%	67.75%	65.04%	64.66%	73.12%	64.26%	67.00%	64.34%	66.17%	68.12%	66.48%	66.20%	66.93%	67.38%	64.21%	60.86%	64.47%	65.00%	63.75%	67.67%	66.07%	64.83%	61.37%	63.58%	67.66%	60.47%	65.04%	66.80%	62.31%	56.83%	64.54%	63.76%	68.44%	67.55%	68.82%	63.96%	64.66%	62.19%	65.80%	60.84%	64.90%	66.57%	66.73%	58.94%	64.64%	65.88%	63.23%	63.57%	63.80%	65.23%	65.43%	68.73%	61.83%	65.27%	65.00%	64.15%	68.16%	65.65%	67.40%	65.44%	64.84%	62.27%	69.10%	63.88%	68.25%	65.97%	65.82%	70.42%	63.33%	63.52%	67.22%	67.61%	64.22%	55.50%	62.57%	63.94%	62.56%	62.16%	66.37%	59.81%	76.13%	54.40%	57.46%	60.00%					
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
