14	Число неиспользованных открепительных удостоверений	1290	2	7	12	6	6	10	17	1	12	11	28	10	7	9	14	28	27	8	3	0	13	7	7	16	1	0	7	8	14	14	25	20	8	22	14	23	8	27	13	18	2	25	16	9	22	9	20	17	0	10	13	10	1	0	0	5	46	8	16	34	0	9	12	14	30	24	18	10	11	12	7	25	6	15	26	12	15	14	13	0	29	4	11	7	17	14	21	29	16	18	14	28	42	21	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	38	0	1	0	0	0	2	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	0	0	1	1	0	1	0	3	1	0	1	0	1	0	0	1	1	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																										
19	Жириновский Владимир Вольфович	9038	109	17	119	118	131	145	115	96	115	94	35	118	120	120	69	101	102	119	92	7	108	110	118	85	103	105	99	105	100	93	102	96	118	109	113	101	92	125	95	102	100	72	93	103	147	114	109	99	12	65	69	93	106	116	124	109	123	73	88	84	156	123	74	91	141	115	111	124	85	95	95	88	82	96	66	105	101	88	102	19	74	102	67	137	62	58	74	63	102	102	97	70	76	71	6									
		7.85%	12.37%	7.80%	8.66%	8.81%	8.76%	9.55%	7.58%	7.97%	9.24%	7.79%	7.87%	8.96%	7.77%	7.83%	6.65%	10.86%	8.63%	9.88%	8.03%	5.88%	7.57%	7.46%	7.72%	6.10%	7.45%	7.66%	7.21%	7.87%	8.02%	7.06%	7.17%	7.54%	8.73%	6.56%	7.45%	8.83%	6.75%	9.12%	8.25%	7.85%	7.35%	5.89%	6.90%	7.04%	10.33%	7.52%	8.62%	8.06%	10.71%	6.91%	6.77%	9.44%	7.79%	9.21%	8.83%	6.98%	6.91%	6.99%	8.01%	7.57%	9.92%	8.02%	7.72%	7.21%	9.37%	8.04%	8.23%	9.06%	6.87%	6.66%	7.12%	6.63%	8.46%	7.67%	7.27%	7.92%	8.13%	7.11%	7.12%	19.19%	8.81%	7.94%	7.35%	8.89%	6.11%	7.50%	9.15%	5.51%	6.64%	9.63%	10.39%	5.48%	4.77%	5.75%	4.55%									
20	Зюганов Геннадий Андреевич	29490	160	46	344	362	342	300	408	346	320	272	93	327	452	427	248	192	327	307	283	39	390	364	408	390	363	383	419	359	319	342	350	303	331	424	404	241	379	310	275	343	324	305	330	378	342	350	320	320	15	253	267	260	352	336	368	369	490	276	290	281	335	389	266	339	419	365	327	338	304	365	348	364	238	334	238	326	305	321	361	10	218	308	262	394	275	207	216	293	465	225	242	375	462	306	32									
		25.60%	18.16%	21.10%	25.04%	27.04%	22.88%	19.76%	26.88%	28.74%	25.72%	22.54%	20.90%	24.83%	29.26%	27.87%	23.89%	20.65%	27.66%	25.50%	24.69%	32.77%	27.33%	24.69%	26.70%	27.99%	26.27%	27.94%	30.52%	26.91%	25.58%	25.95%	24.60%	23.80%	24.50%	25.53%	26.65%	21.07%	27.81%	22.63%	23.89%	26.38%	23.82%	24.96%	24.50%	25.82%	24.03%	23.10%	25.32%	26.04%	13.39%	26.91%	26.20%	26.40%	25.86%	26.69%	26.19%	23.64%	27.54%	26.46%	26.39%	25.34%	21.30%	25.38%	27.77%	26.84%	27.84%	25.51%	24.26%	24.69%	24.58%	25.60%	26.09%	27.43%	24.56%	26.70%	26.21%	24.59%	24.56%	25.95%	25.19%	10.10%	25.95%	23.97%	28.73%	25.57%	27.12%	26.78%	26.70%	25.63%	30.29%	21.25%	25.91%	29.37%	28.98%	24.80%	24.24%									
21	Миронов Сергей Михайлович	6032	30	11	99	107	82	51	77	64	70	61	33	73	56	70	68	52	62	54	61	8	59	83	83	87	65	66	84	58	57	53	75	70	74	91	77	70	77	75	65	64	79	85	79	84	72	80	59	58	2	61	61	45	49	48	68	99	75	58	49	66	69	82	51	75	69	82	71	59	61	77	79	63	64	62	50	72	64	72	76	0	46	56	39	80	56	35	27	57	95	58	53	72	86	66	9									
		5.24%	3.41%	5.05%	7.21%	7.99%	5.48%	3.36%	5.07%	5.32%	5.63%	5.05%	7.42%	5.54%	3.62%	4.57%	6.55%	5.59%	5.25%	4.49%	5.32%	6.72%	4.13%	5.63%	5.43%	6.25%	4.70%	4.81%	6.12%	4.35%	4.57%	4.02%	5.27%	5.50%	5.48%	5.48%	5.08%	6.12%	5.65%	5.47%	5.65%	4.92%	5.81%	6.96%	5.86%	5.74%	5.06%	5.28%	4.67%	4.72%	1.79%	6.49%	5.99%	4.57%	3.60%	3.81%	4.84%	6.34%	4.22%	5.56%	4.46%	5.95%	4.39%	5.35%	5.32%	5.94%	4.58%	5.73%	5.27%	4.31%	4.93%	5.40%	5.92%	4.75%	6.60%	4.96%	5.51%	5.43%	5.15%	5.82%	5.30%	0.00%	5.48%	4.36%	4.28%	5.19%	5.52%	4.53%	3.34%	4.99%	6.19%	5.48%	5.67%	5.64%	5.40%	5.35%	6.82%									
22	Прохоров Михаил Дмитриевич	11690	57	5	146	99	150	130	167	110	119	102	35	101	83	83	108	87	87	104	87	7	114	141	153	137	112	115	106	111	114	119	148	141	150	224	172	107	142	139	87	107	169	207	177	159	136	205	88	87	6	86	114	151	109	102	99	212	230	130	111	131	187	171	111	124	147	138	160	135	126	134	134	127	93	123	78	137	122	99	156	6	102	163	81	198	115	69	36	152	196	125	125	168	200	227	10									
		10.15%	6.47%	2.29%	10.63%	7.39%	10.03%	8.56%	11.00%	9.14%	9.57%	8.45%	7.87%	7.67%	5.37%	5.42%	10.40%	9.35%	7.36%	8.64%	7.59%	5.88%	7.99%	9.57%	10.01%	9.83%	8.10%	8.39%	7.72%	8.32%	9.14%	9.03%	10.40%	11.08%	11.10%	13.49%	11.35%	9.35%	10.42%	10.15%	7.56%	8.23%	12.43%	16.94%	13.14%	10.86%	9.56%	13.53%	6.96%	7.08%	5.36%	9.15%	11.19%	15.33%	8.01%	8.10%	7.05%	13.58%	12.93%	12.46%	10.10%	11.81%	11.89%	11.15%	11.59%	9.82%	9.77%	9.64%	11.87%	9.86%	10.19%	9.40%	10.04%	9.57%	9.60%	9.83%	8.59%	10.33%	9.82%	8.00%	10.89%	6.06%	12.14%	12.68%	8.88%	12.85%	11.34%	8.93%	4.45%	13.30%	12.77%	11.80%	13.38%	13.16%	12.55%	18.40%	7.58%									
23	Путин Владимир Владимирович	57241	508	134	645	629	769	870	731	574	599	660	243	679	812	805	532	480	587	598	574	58	737	747	752	679	723	682	641	685	641	682	736	643	661	787	734	607	653	695	611	668	667	541	651	716	705	752	672	649	77	462	481	426	726	633	729	736	837	490	537	535	814	742	441	616	699	709	656	698	645	733	661	677	469	618	465	672	636	633	723	62	382	639	444	712	493	388	449	553	666	526	399	571	758	546	73									
		49.69%	57.66%	61.47%	46.94%	46.98%	51.44%	57.31%	48.16%	47.67%	48.15%	54.68%	54.61%	51.56%	52.56%	52.55%	51.25%	51.61%	49.66%	49.67%	50.09%	48.74%	51.65%	50.68%	49.21%	48.74%	52.32%	49.74%	46.69%	51.35%	51.40%	51.75%	51.72%	50.51%	48.93%	47.38%	48.42%	53.06%	47.91%	50.73%	53.08%	51.38%	49.04%	44.27%	48.33%	48.91%	49.54%	49.64%	53.16%	52.81%	68.75%	49.15%	47.20%	43.25%	53.34%	50.28%	51.89%	47.15%	47.05%	46.98%	48.86%	48.24%	51.75%	48.40%	46.03%	48.77%	46.45%	49.55%	48.66%	50.99%	52.14%	51.40%	49.55%	51.02%	48.40%	49.40%	51.21%	50.68%	51.21%	51.17%	50.45%	62.63%	45.48%	49.73%	48.68%	46.20%	48.62%	50.19%	55.50%	48.38%	43.39%	49.67%	42.72%	44.71%	47.55%	44.25%	55.30%									
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
