Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Спасская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682									
		2.78%	3.30%	2.67%	1.05%	2.12%	3.43%	2.09%	3.00%	2.27%	2.00%	1.78%	1.66%	5.26%	2.33%	0.00%	4.78%	1.78%	5.42%	2.27%	1.10%	3.02%	4.35%	6.77%	2.67%	3.57%	3.42%	8.41%	3.57%	0.00%	3.76%	6.51%	2.60%	3.14%	5.10%	3.09%	0.79%	0.00%	4.17%	1.70%	3.27%	0.99%	3.31%	2.94%	2.46%	2.05%	1.89%	1.49%	3.16%	0.84%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	223	11	11	10	5	2	7	4	1	3	1	9	3	15	1	5	1	10	5	2	4	3	7	4	2	5	2	9	3	4	3	3	2	2	1	1	1	7	10	12	4	1	9	5	1	9	1	0	2									
		2.04%	3.02%	2.26%	2.62%	2.65%	0.98%	3.66%	1.20%	0.28%	2.00%	0.44%	1.36%	3.16%	6.98%	0.92%	1.84%	0.44%	3.61%	2.27%	1.10%	1.72%	2.17%	2.15%	1.78%	2.38%	1.90%	1.87%	4.02%	4.35%	1.50%	1.78%	3.90%	0.90%	2.04%	1.03%	0.79%	2.08%	4.86%	1.42%	4.36%	1.99%	0.66%	5.29%	1.37%	0.51%	2.12%	1.49%	0.00%	0.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6550	192	258	206	87	102	97	176	265	74	176	458	52	133	75	126	118	119	108	144	178	81	142	138	41	138	49	121	35	174	103	43	143	52	52	78	30	61	494	158	143	108	102	232	113	286	52	60	177									
		59.90%	52.75%	52.98%	54.07%	46.03%	50.00%	50.79%	52.85%	75.07%	49.33%	78.22%	69.18%	54.74%	61.86%	68.81%	46.32%	52.44%	42.96%	49.09%	79.56%	76.72%	58.70%	43.69%	61.33%	48.81%	52.47%	45.79%	54.02%	50.72%	65.41%	60.95%	55.84%	64.13%	53.06%	53.61%	61.90%	62.50%	42.36%	70.17%	57.45%	71.14%	71.52%	60.00%	63.39%	57.95%	67.45%	77.61%	63.16%	74.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	0	3	0	0	3	1	0	2	0	0	1	1	0	0	3	3	2	1	0	2	1	3	3	0	6	0	2	0	0	0	2	0	3	0	0	0	1	5	0	0	1	5	3	2	5	1	0	0									
		0.59%	0.00%	0.62%	0.00%	0.00%	1.47%	0.52%	0.00%	0.57%	0.00%	0.00%	0.15%	1.05%	0.00%	0.00%	1.10%	1.33%	0.72%	0.45%	0.00%	0.86%	0.72%	0.92%	1.33%	0.00%	2.28%	0.00%	0.89%	0.00%	0.00%	0.00%	2.60%	0.00%	3.06%	0.00%	0.00%	0.00%	0.69%	0.71%	0.00%	0.00%	0.66%	2.94%	0.82%	1.03%	1.18%	1.49%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	2	2	1	0	1	0	1	1	2	0	1	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	1.83%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	1.19%	0.38%	0.00%	0.00%	2.90%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	1.39%	0.28%	0.36%	0.00%	0.66%	0.00%	0.27%	0.51%	0.47%	0.00%	1.05%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1601	71	77	66	37	45	36	62	28	30	23	103	12	28	14	57	30	26	43	11	18	21	59	37	16	36	16	35	9	22	22	14	31	5	25	18	7	34	93	49	25	22	18	54	28	48	5	11	24									
		14.64%	19.51%	15.81%	17.32%	19.58%	22.06%	18.85%	18.62%	7.93%	20.00%	10.22%	15.56%	12.63%	13.02%	12.84%	20.96%	13.33%	9.39%	19.55%	6.08%	7.76%	15.22%	18.15%	16.44%	19.05%	13.69%	14.95%	15.63%	13.04%	8.27%	13.02%	18.18%	13.90%	5.10%	25.77%	14.29%	14.58%	23.61%	13.21%	17.82%	12.44%	14.57%	10.59%	14.75%	14.36%	11.32%	7.46%	11.58%	10.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	1	1	1	3	3	3	3	0	0	0	2	1	0	2	0	3	2	0	0	1	2	3	0	0	4	0	2	0	0	1	0	0	3	2	1	0	0	2	2	0	0	0	3	1	0	0	0	1									
		0.48%	0.27%	0.21%	0.26%	1.59%	1.47%	1.57%	0.90%	0.00%	0.00%	0.00%	0.30%	1.05%	0.00%	1.83%	0.00%	1.33%	0.72%	0.00%	0.00%	0.43%	1.45%	0.92%	0.00%	0.00%	1.52%	0.00%	0.89%	0.00%	0.00%	0.59%	0.00%	0.00%	3.06%	2.06%	0.79%	0.00%	0.00%	0.28%	0.73%	0.00%	0.00%	0.00%	0.82%	0.51%	0.00%	0.00%	0.00%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	3	4	4	3	1	0	2	1	2	0	1	1	3	1	2	2	7	0	0	0	1	7	1	1	4	0	2	1	0	0	0	2	5	0	0	1	1	2	2	1	0	1	1	0	0	0	0	1									
		0.65%	0.82%	0.82%	1.05%	1.59%	0.49%	0.00%	0.60%	0.28%	1.33%	0.00%	0.15%	1.05%	1.40%	0.92%	0.74%	0.89%	2.53%	0.00%	0.00%	0.00%	0.72%	2.15%	0.44%	1.19%	1.52%	0.00%	0.89%	1.45%	0.00%	0.00%	0.00%	0.90%	5.10%	0.00%	0.00%	2.08%	0.69%	0.28%	0.73%	0.50%	0.00%	0.59%	0.27%	0.00%	0.00%	0.00%	0.00%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	1	0	0	1	0	0	2	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0									
		0.15%	0.00%	0.21%	0.26%	0.00%	0.00%	0.52%	0.00%	0.00%	1.33%	0.00%	0.15%	2.11%	0.00%	0.00%	0.00%	0.00%	0.36%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	6	8	2	3	1	3	5	1	0	1	3	0	2	0	1	0	2	1	0	0	1	9	0	1	3	0	1	0	3	4	0	0	2	0	2	0	0	3	1	2	0	0	3	0	2	0	0	1									
		0.70%	1.65%	1.64%	0.52%	1.59%	0.49%	1.57%	1.50%	0.28%	0.00%	0.44%	0.45%	0.00%	0.93%	0.00%	0.37%	0.00%	0.72%	0.45%	0.00%	0.00%	0.72%	2.77%	0.00%	1.19%	1.14%	0.00%	0.45%	0.00%	1.13%	2.37%	0.00%	0.00%	2.04%	0.00%	1.59%	0.00%	0.00%	0.43%	0.36%	0.99%	0.00%	0.00%	0.82%	0.00%	0.47%	0.00%	0.00%	0.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1285	39	66	58	27	26	27	43	38	25	11	35	10	21	6	35	50	63	47	13	15	17	45	23	13	34	28	26	15	34	19	10	31	9	7	17	4	15	43	33	14	13	20	34	34	51	6	14	21									
		11.75%	10.71%	13.55%	15.22%	14.29%	12.75%	14.14%	12.91%	10.76%	16.67%	4.89%	5.29%	10.53%	9.77%	5.50%	12.87%	22.22%	22.74%	21.36%	7.18%	6.47%	12.32%	13.85%	10.22%	15.48%	12.93%	26.17%	11.61%	21.74%	12.78%	11.24%	12.99%	13.90%	9.18%	7.22%	13.49%	8.33%	10.42%	6.11%	12.00%	6.97%	8.61%	11.76%	9.29%	17.44%	12.03%	8.96%	14.74%	8.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	2	2	1	0	0	0	0	0	0	0	3	3	0	0	0	0	3	1	0	1	2	2	0	0	1	0	11	0	0	0	1	0	0	0	1	0	0	3	1	1	0	1	0	0	2	0	0	1									
		0.39%	0.55%	0.41%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	3.16%	0.00%	0.00%	0.00%	0.00%	1.08%	0.45%	0.00%	0.43%	1.45%	0.62%	0.00%	0.00%	0.38%	0.00%	4.91%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.43%	0.36%	0.50%	0.00%	0.59%	0.00%	0.00%	0.47%	0.00%	0.00%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	341	14	27	20	14	6	7	15	3	9	5	15	3	3	3	19	5	10	5	3	0	1	19	10	5	9	1	0	4	13	4	0	6	8	3	5	2	5	19	4	4	0	5	11	8	3	0	3	3									
		3.12%	3.85%	5.54%	5.25%	7.41%	2.94%	3.66%	4.50%	0.85%	6.00%	2.22%	2.27%	3.16%	1.40%	2.75%	6.99%	2.22%	3.61%	2.27%	1.66%	0.00%	0.72%	5.85%	4.44%	5.95%	3.42%	0.93%	0.00%	5.80%	4.89%	2.37%	0.00%	2.69%	8.16%	3.09%	3.97%	4.17%	3.47%	2.70%	1.45%	1.99%	0.00%	2.94%	3.01%	4.10%	0.71%	0.00%	3.16%	1.26%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
