Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
"Наименование Избирательной комиссии:    Новороссийск, Южная"																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №5801	УИК №5802	УИК №5803	УИК №5804	УИК №5805	УИК №5806	УИК №5807	УИК №5808	УИК №5809	УИК №5810	УИК №5811	УИК №5812	УИК №5813	УИК №5814	УИК №5815	УИК №5816	УИК №5817	УИК №5818	УИК №5819	УИК №5820	УИК №5821	УИК №5822	УИК №5823	УИК №5824	УИК №5825									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	208	13	7	14	2	8	16	3	5	9	10	0	12	11	0	4	13	15	11	21	6	0	1	4	16	7									
		0.64%	1.06%	1.04%	1.24%	0.31%	0.77%	1.24%	0.26%	0.32%	0.91%	0.86%	0.00%	0.87%	0.79%	0.00%	0.26%	1.02%	1.30%	0.60%	1.35%	0.38%	0.00%	0.09%	0.32%	0.94%	0.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	228	24	19	17	8	5	11	6	6	17	13	0	1	32	2	7	13	7	4	20	6	0	1	5	1	3									
		0.70%	1.95%	2.82%	1.51%	1.24%	0.48%	0.85%	0.52%	0.39%	1.72%	1.12%	0.00%	0.07%	2.29%	0.15%	0.46%	1.02%	0.61%	0.22%	1.29%	0.38%	0.00%	0.09%	0.40%	0.06%	0.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21650	795	376	679	473	673	914	779	1011	540	798	592	957	958	962	989	805	752	1188	1029	1089	1575	787	869	1098	962									
		66.62%	64.74%	55.87%	60.30%	73.22%	64.96%	71.02%	68.03%	65.48%	54.77%	68.62%	67.81%	69.45%	68.58%	74.11%	64.90%	63.04%	65.05%	64.95%	66.22%	68.66%	69.69%	70.52%	70.36%	64.51%	65.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	152	11	13	9	5	5	2	4	1	10	6	10	0	4	2	1	12	6	2	2	8	0	0	8	25	6									
		0.47%	0.90%	1.93%	0.80%	0.77%	0.48%	0.16%	0.35%	0.06%	1.01%	0.52%	1.15%	0.00%	0.29%	0.15%	0.07%	0.94%	0.52%	0.11%	0.13%	0.50%	0.00%	0.00%	0.65%	1.47%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	3	2	1	1	0	1	2	1	3	0	0	0	0	0	1	3	0	3	0	2	0	0	1	0	3									
		0.08%	0.24%	0.30%	0.09%	0.15%	0.00%	0.08%	0.17%	0.06%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.23%	0.00%	0.16%	0.00%	0.13%	0.00%	0.00%	0.08%	0.00%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4649	139	100	127	71	131	135	153	219	144	130	101	164	136	153	238	167	220	265	182	192	585	122	160	240	375									
		14.31%	11.32%	14.86%	11.28%	10.99%	12.64%	10.49%	13.36%	14.18%	14.60%	11.18%	11.57%	11.90%	9.74%	11.79%	15.62%	13.08%	19.03%	14.49%	11.71%	12.11%	25.88%	10.93%	12.96%	14.10%	25.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	105	5	5	9	4	6	4	2	0	18	3	1	0	7	0	0	7	1	0	9	4	0	1	0	16	3									
		0.32%	0.41%	0.74%	0.80%	0.62%	0.58%	0.31%	0.17%	0.00%	1.83%	0.26%	0.11%	0.00%	0.50%	0.00%	0.00%	0.55%	0.09%	0.00%	0.58%	0.25%	0.00%	0.09%	0.00%	0.94%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	819	24	28	27	2	8	11	61	45	30	17	20	110	23	3	38	35	7	146	46	41	10	9	25	44	9									
		2.52%	1.95%	4.16%	2.40%	0.31%	0.77%	0.85%	5.33%	2.91%	3.04%	1.46%	2.29%	7.98%	1.65%	0.23%	2.49%	2.74%	0.61%	7.98%	2.96%	2.59%	0.44%	0.81%	2.02%	2.59%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	2	0	0	0	0	1	3	1	2	1	0	0	1	0	0	0	2	0	0	3	0	0	0	0	2									
		0.06%	0.16%	0.00%	0.00%	0.00%	0.00%	0.08%	0.26%	0.06%	0.20%	0.09%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	266	23	10	15	7	10	16	1	3	24	9	11	5	14	12	9	21	5	7	18	9	0	7	1	20	9									
		0.82%	1.87%	1.49%	1.33%	1.08%	0.97%	1.24%	0.09%	0.19%	2.43%	0.77%	1.26%	0.36%	1.00%	0.92%	0.59%	1.64%	0.43%	0.38%	1.16%	0.57%	0.00%	0.63%	0.08%	1.18%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2859	129	61	102	39	121	104	115	170	133	127	86	87	101	130	156	109	102	182	129	164	80	109	125	129	69									
		8.80%	10.50%	9.06%	9.06%	6.04%	11.68%	8.08%	10.04%	11.01%	13.49%	10.92%	9.85%	6.31%	7.23%	10.02%	10.24%	8.54%	8.82%	9.95%	8.30%	10.34%	3.54%	9.77%	10.12%	7.58%	4.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	3	2	8	0	3	1	4	2	1	3	0	1	1	0	1	7	1	0	6	2	0	1	2	3	1									
		0.16%	0.24%	0.30%	0.71%	0.00%	0.29%	0.08%	0.35%	0.13%	0.10%	0.26%	0.00%	0.07%	0.07%	0.00%	0.07%	0.55%	0.09%	0.00%	0.39%	0.13%	0.00%	0.09%	0.16%	0.18%	0.07%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	975	30	30	73	17	41	53	4	65	40	29	35	25	72	31	54	62	30	12	59	40	0	65	27	55	26									
		3.00%	2.44%	4.46%	6.48%	2.63%	3.96%	4.12%	0.35%	4.21%	4.06%	2.49%	4.01%	1.81%	5.15%	2.39%	3.54%	4.86%	2.60%	0.66%	3.80%	2.52%	0.00%	5.82%	2.19%	3.23%	1.76%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
